NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
BRD7	1	Brd7	
SF3B1	1	Sf3b1	
CCL17	1	Ccl17	
BRD4	1	Brd4	
SF3A3	1	Sf3a3	
CCL25	1	Ccl25	
CCL24	1	Ccl24	
SF3A1	1	Sf3a1	
CCL23	2	Ccl9:Ccl6	
SF3A2	1	Sf3a2	
BRF2	1	Brf2	
CCL22	1	Ccl22	
AOC2	1	Aoc2	
CCL21	1	Ccl21a	
BRF1	1	Brf1	
PRSS36	1	Prss36	
C11orf58	1	1110004F10Rik	
AGBL5	1	Agbl5	
C11orf65	1	4930550C14Rik	
MORN1	1	Morn1	
PRSS41	1	Prss41	
MORN4	1	Morn4	
AGBL3	1	Agbl3	
MORN2	1	Morn2	
AGBL2	1	Agbl2	
HYLS1	1	Hyls1	
CCL27	1	Ccl27a	
BRDT	1	Brdt	
UHRF1BP1L	1	Uhrf1bp1l	
PUS10	1	Pus10	
ITGA2B	1	Itga2b	
STKLD1	1	Stkld1	
C11orf49	1	1110051M20Rik	
ABHD12	1	Abhd12	
C11orf54	1	4931406C07Rik	
ABHD13	1	Abhd13	
C11orf53	1	1810046K07Rik	
C11orf52	1	2310030G06Rik	
ABHD10	1	Abhd10	
ABHD11	1	Abhd11	
MREG	1	Mreg	
TEX2	1	Tex2	
CTDNEP1	1	Ctdnep1	
CACNB1	1	Cacnb1	
CACNB2	1	Cacnb2	
CACNB3	1	Cacnb3	
CACNB4	1	Cacnb4	
TEX9	1	Tex9	
CUL9	1	Cul9	
CUL7	1	Cul7	
CUL5	1	Cul5	
BRI3	1	Bri3	
CUL3	1	Cul3	
HVCN1	1	Hvcn1	
CUL2	1	Cul2	
CUL1	1	Cul1	
MRI1	1	Mri1	
KLC1	1	Klc1	
RLF	1	Rlf	
C11orf24	1	1810055G02Rik	
RAD51AP1	1	Rad51ap1	
KLC4	1	Klc4	
KLC3	1	Klc3	
KLC2	1	Klc2	
BTBD1	1	Btbd1	
NACC2	1	Nacc2	
BTBD3	1	Btbd3	
BTBD2	1	Btbd2	
NACC1	1	Nacc1	
SAFB2	1	Safb2	
ABHD18	1	Abhd18	
BTBD7	1	Btbd7	
BTBD6	1	Btbd6	
BTBD9	1	Btbd9	
BTBD8	1	Btbd8	
ZZEF1	1	Zzef1	
ABHD15	1	Abhd15	
ITGA10	1	Itga10	
NACAD	1	Nacad	
SRXN1	1	Srxn1	
DUSP19	1	Dusp19	
BRK1	1	Brk1	
DUSP18	1	Dusp18	
MAIP1	1	Maip1	
DUSP16	1	Dusp16	
DUSP14	1	Dusp14	
DUSP11	1	Dusp11	
DUSP12	1	Dusp12	
DUSP10	1	Dusp10	
EFHD2	1	Efhd2	
EFHD1	1	Efhd1	
C4orf33	1	D3Ertd751e	
REXO1	1	Rexo1	
DTX3L	1	Dtx3l	
DUSP28	1	Dusp28	
REXO2	1	Rexo2	
REXO4	1	Rexo4	
REXO5	1	Rexo5	
DUSP22	1	Dusp22	
DUSP23	1	Dusp23	
DALRD3	1	Dalrd3	
RP2	1	Rp2	
EFHC1	1	Efhc1	
NUMB	1	Numb	
C4orf48	1	Gm1673	
C4orf47	1	1700029J07Rik	
RP9	1	Rp9	
C4orf46	1	4930579G24Rik	
C4orf45	1	Gm17359	
MRLN	1	Mrln	
RPE	1	Rpe	
AMBRA1	1	Ambra1	
MRM1	1	Mrm1	
MRM2	1	Mrm2	
MRM3	1	Mrm3	
REPIN1	1	Repin1	
DCAF15	1	Dcaf15	
DCAF17	1	Dcaf17	
C4orf19	1	0610040J01Rik	
RSBN1L	1	Rsbn1l	
DCAF10	1	Dcaf10	
DCAF11	1	Dcaf11	
DCAF12	1	Dcaf12	
DCAF13	1	Dcaf13	
DDHD2	1	Ddhd2	
DDHD1	1	Ddhd1	
KLF4	1	Klf4	
KLF3	1	Klf3	
OXR1	1	Oxr1	
KLF2	1	Klf2	
KLF1	1	Klf1	
KLF8	1	Klf8	
KLF7	1	Klf7	
KLF6	1	Klf6	
KLF5	1	Klf5	
IMPDH1	1	Impdh1	
IMPDH2	1	Impdh2	
KLF9	1	Klf9	
RUNDC1	1	Rundc1	
MYORG	1	Myorg	
DIXDC1	1	Dixdc1	
RRH	1	Rrh	
VSIG4	1	Vsig4	
MYOZ1	1	Myoz1	
VSIG8	1	Vsig8	
SP110	1	Sp110	
BROX	1	Brox	
OXSM	1	Oxsm	
PTOV1	1	Ptov1	
XRN1	1	Xrn1	
XRN2	1	Xrn2	
TFAM	1	Tfam	
TELO2	1	Telo2	
CUTA	1	Cuta	
SMIM3	1	Smim3	
IGSF8	1	Igsf8	
TBCEL	1	Tbcel	
SMIM5	1	Smim5	
IGSF6	1	Igsf6	
SMIM4	1	Smim4	
IGSF3	1	Igsf3	
KLK1	1	Klk1b11	
ANP32A	1	Anp32a	
TEX264	1	Tex264	
SP140	2	Sp140:C130026I21Rik	
SMIM1	1	Smim1	
TEX261	1	Tex261	
SMIM7	1	Smim7	
KLK8	1	Klk8	
SMIM6	1	Smim6	
IGSF9	1	Igsf9	
SMIM8	1	Smim8	
SCAP	1	Scap	
SCAI	1	Scai	
NUS1	1	Nus1	
BCL11A	1	Bcl11a	
AKR1B10	2	Akr1b10:Akr1b8	
FLACC1	1	Als2cr12	
ANP32E	1	Anp32e	
SPRTN	1	Sprtn	
TMCC3	1	Tmcc3	
TMCC2	1	Tmcc2	
ANP32B	1	Anp32b	
TMCC1	1	Tmcc1	
CUTC	1	Cutc	
MRS2	1	Mrs2	
HCCS	1	Hccs	
PPCDC	1	Ppcdc	
SERP1	1	Serp1	
QARS1	1	Qars	
KIF13A	1	Kif13a	
KIF13B	1	Kif13b	
FFAR4	1	Ffar4	
FFAR2	1	Ffar2	
FFAR1	1	Ffar1	
TSC22D4	1	Tsc22d4	
TSC22D1	1	Tsc22d1	
LRRIQ3	1	Lrriq3	
TSC22D3	1	Tsc22d3	
TFE3	1	Tfe3	
TSC22D2	1	Tsc22d2	
TFEB	1	Tfeb	
DCSTAMP	1	Dcstamp	
RBM12B	2	Rbm12b1:Rbm12b2	
TFEC	1	Tfec	
MAPRE3	1	Mapre3	
MAPRE1	1	Mapre1	
MRRF	1	Mrrf	
MAPRE2	1	Mapre2	
PRIM2	1	Prim2	
SP100	1	Sp100	
PRIM1	1	Prim1	
RASIP1	1	Rasip1	
SCEL	1	Scel	
RBM15B	1	Rbm15b	
CUX2	1	Cux2	
CUX1	1	Cux1	
RYK	1	Ryk	
PUS7L	1	Pus7l	
LYVE1	1	Lyve1	
GALNT12	1	Galnt12	
GALNT11	1	Galnt11	
GALNT16	1	Galnt16	
GALNT15	1	Galnt15	
GALNT18	1	Galnt18	
GALNT10	1	Galnt10	
EFTUD2	1	Eftud2	
CADPS2	1	Cadps2	
PRSS57	1	Prss57	
PRSS53	1	Prss53	
SELENOO	1	Selenoo	
SELENON	1	Selenon	
OXA1L	1	Oxa1l	
SELENOM	1	Selenom	
SELENOS	1	Selenos	
COL4A2	1	Col4a2	
KIF16B	1	Kif16b	
COL4A1	1	Col4a1	
COL4A4	1	Col4a4	
SELENOP	1	Selenop	
SELENOW	1	Selenow	
COL4A5	1	Col4a5	
SELENOT	1	Selenot	
USP53	1	Usp53	
USP54	1	Usp54	
C5AR2	1	C5ar2	
COX7A2	1	Cox7a2	
ADIPOR1	1	Adipor1	
ADIPOR2	1	Adipor2	
COX7A1	1	Cox7a1	
SCIN	1	Scin	
USP50	1	Usp50	
DMAP1	1	Dmap1	
WSCD1	1	Wscd1	
SMURF2	1	Smurf2	
WSCD2	1	Wscd2	
SMURF1	1	Smurf1	
NR4A2	1	Nr4a2	
NR4A1	1	Nr4a1	
KIF18A	1	Kif18a	
NR4A3	1	Nr4a3	
KIF18B	1	Kif18b	
ATG16L2	1	Atg16l2	
ATG16L1	1	Atg16l1	
USP35	1	Usp35	
USP36	1	Usp36	
USP37	1	Usp37	
USP38	1	Usp38	
USP31	1	Usp31	
PCDHGB5	1	Pcdhgb5	
USP32	1	Usp32	
PCDHGB4	1	Pcdhgb4	
USP33	1	Usp33	
USP34	1	Usp34	
PCDHGB2	1	Pcdhgb2	
GTDC1	1	Gtdc1	
USP39	1	Usp39	
GMPPB	1	Gmppb	
DTWD2	1	Dtwd2	
DTWD1	1	Dtwd1	
GMPPA	1	Gmppa	
AOX1	1	Aox1	
USP30	1	Usp30	
USP46	1	Usp46	
USP47	1	Usp47	
PCDHGA7	1	Pcdhga7	
USP48	1	Usp48	
PCDHGA6	1	Pcdhga6	
CAMK1D	1	Camk1d	
USP49	1	Usp49	
USP42	1	Usp42	
PCDHGA4	1	Pcdhga4	
USP45	1	Usp45	
ARAP2	1	Arap2	
CKAP2	1	Ckap2	
ARAP3	1	Arap3	
ARAP1	1	Arap1	
CKAP5	1	Ckap5	
CKAP4	1	Ckap4	
PCDHGA9	1	Pcdhga9	
SAG	1	Sag	
IFNK	1	Ifnk	
USP40	1	Usp40	
MCPH1	1	Mcph1	
HCN4	1	Hcn4	
CAMK2B	1	Camk2b	
SLFN5	1	Slfn5	
USP14	1	Usp14	
CAMK2D	1	Camk2d	
USP15	1	Usp15	
USP16	1	Usp16	
USP10	1	Usp10	
USP11	1	Usp11	
GMPR2	1	Gmpr2	
USP12	1	Usp12	
CAMK2A	1	Camk2a	
SELENOF	1	Selenof	
TFPI	1	Tfpi	
SELENOK	1	Selenok	
USP18	1	Usp18	
SELENOI	1	Selenoi	
USP19	1	Usp19	
SELENOH	1	Selenoh	
TFPT	1	Tfpt	
CAMK2G	1	Camk2g	
USP24	1	Usp24	
USP25	1	Usp25	
USP20	1	Usp20	
USP21	1	Usp21	
B3GAT3	1	B3gat3	
B3GAT2	1	B3gat2	
USP22	1	Usp22	
PCDHGC4	1	Pcdhgc4	
HAGHL	1	Haghl	
PCDHGC3	1	Pcdhgc3	
SPRY4	1	Spry4	
SCLT1	1	Sclt1	
USP28	1	Usp28	
CRACDL	1	2010300C02Rik	
NEURL4	1	Neurl4	
NEURL2	1	Neurl2	
NEURL3	1	Neurl3	
SCD	2	Scd4:Scd2	
NEURL1	1	Neurl1a	
SPRY3	1	Spry3	
SPRY2	1	Spry2	
SPRY1	1	Spry1	
SCLY	1	Scly	
HCN2	1	Hcn2	
SCOC	1	Scoc	
PGLYRP2	1	Pglyrp2	
TFRC	1	Tfrc	
SCX	1	Scx	
PTPDC1	1	Ptpdc1	
COMTD1	1	Comtd1	
SCP2	1	Scp2	
CAPNS1	1	Capns1	
CAPNS2	1	Capns2	
EPSTI1	1	Epsti1	
PGLYRP1	1	Pglyrp1	
PRKACA	1	Prkaca	
PRKACB	1	Prkacb	
ZNF18	1	Zkscan6	
PRKAB2	1	Prkab2	
UNC5A	1	Unc5a	
UNC5B	1	Unc5b	
SECISBP2	1	Secisbp2	
RC3H1	1	Rc3h1	
ZNF12	1	Zfp12	
ZNF14	1	Gm14391	
PRKAB1	1	Prkab1	
RC3H2	1	Rc3h2	
SIGIRR	1	Sigirr	
LARS2	1	Lars2	
SCO1	1	Sco1	
TFR2	1	Tfr2	
SCO2	1	Sco2	
DDIT3	1	Ddit3	
LARS1	1	Lars	
UNC50	1	Unc50	
DDIT4	1	Ddit4	
SF1	1	Sf1	
ZNF28	1	Zfp970	
UNC119B	1	Unc119b	
SET	1	Set	
AASDH	1	Aasdh	
NPRL2	1	Nprl2	
NPRL3	1	Nprl3	
ZNF22	1	Zfp422	
ZNF23	1	Zfp612	
ZNF24	1	Zfp24	
ZNF25	1	Zfp9	
ADAMTS10	1	Adamts10	
ADAMTS15	1	Adamts15	
LARP1	1	Larp1	
SFN	1	Sfn	
PRPF38B	1	Prpf38b	
PRPF38A	1	Prpf38a	
LARP7	1	Larp7	
ZNF32	1	Zfp637	
L1CAM	1	L1cam	
ZNF35	1	Zfp105	
LARP4	1	Larp4	
MOV10	1	Mov10	
PPFIBP1	1	Ppfibp1	
PPFIBP2	1	Ppfibp2	
LAS1L	1	Las1l	
FXYD4	1	Fxyd4	
FXYD3	1	Fxyd3	
FXYD2	1	Fxyd2	
FXYD1	1	Fxyd1	
SFXN3	1	Sfxn3	
FXYD7	1	Fxyd7	
SFXN4	1	Sfxn4	
HYOU1	1	Hyou1	
SFXN1	1	Sfxn1	
FXYD5	1	Fxyd5	
SFXN2	1	Sfxn2	
DZIP1	1	Dzip1	
SFXN5	1	Sfxn5	
DZIP3	1	Dzip3	
PRKAG1	1	Prkag1	
PRKAG2	1	Prkag2	
ZNF43	1	Zfp458	
ZNF44	3	Zfp811:Zfp964:Zfp963	
ZNF45	1	Zfp94	
SHB	1	Shb	
FRG2C	1	Frg2f1	
ZNF48	1	Zfp553	
SHD	1	Shd	
SHF	1	Shf	
M1AP	1	M1ap	
SHE	1	She	
MMP25	1	Mmp25	
MMP24	1	Mmp24	
MMP28	1	Mmp28	
APC2	1	Apc2	
TOMM40L	1	Tomm40l	
MMP12	1	Mmp12	
MMP11	1	Mmp11	
MMP14	1	Mmp14	
MMP13	1	Mmp13	
MMP15	1	Mmp15	
PTRH2	1	Ptrh2	
MMP17	1	Mmp17	
RAPGEF1	1	Rapgef1	
PTRH1	1	Ptrh1	
RAPGEF2	1	Rapgef2	
MMP19	1	Mmp19	
RAPGEF5	1	Rapgef5	
CRYAA	1	Cryaa	
HCST	1	Hcst	
CRYAB	1	Cryab	
RAPGEF6	1	Rapgef6	
RAPGEF3	1	Rapgef3	
RAPGEF4	1	Rapgef4	
TRUB1	1	Trub1	
APCS	1	Apcs	
TRUB2	1	Trub2	
SZRD1	1	Szrd1	
CCM2L	1	Ccm2l	
PLAGL1	1	Plagl1	
PLAGL2	1	Plagl2	
RICTOR	1	Rictor	
EGLN1	1	Egln1	
EGLN3	1	Egln3	
EGLN2	1	Egln2	
MCRS1	1	Mcrs1	
BMP8A	1	Bmp8a	
ZNF76	1	Zfp523	
TARBP2	1	Tarbp2	
TARBP1	1	Tarbp1	
ARCN1	1	Arcn1	
SKI	1	Ski	
MTCH1	1	Mtch1	
MTCH2	1	Mtch2	
PDCD7	1	Pdcd7	
PDCD6	1	Pdcd6	
PDCD5	1	Pdcd5	
SLA	1	Sla	
MSI2	1	Msi2	
IL1RAP	1	Il1rap	
APEH	1	Apeh	
SLK	1	Slk	
SLN	1	Sln	
NFATC2IP	1	Nfatc2ip	
MAP3K8	1	Map3k8	
MAP3K9	1	Map3k9	
MAP3K6	1	Map3k6	
MAP3K7	1	Map3k7	
MAP3K4	1	Map3k4	
MAP3K5	1	Map3k5	
FBXW4	1	Fbxw4	
FBXW5	1	Fbxw5	
FBXW8	1	Fbxw8	
FBXW7	1	Fbxw7	
FBXW9	1	Fbxw9	
SRCIN1	1	Srcin1	
FBXW2	1	Fbxw2	
MSH6	1	Msh6	
VMAC	1	Vmac	
SMO	1	Smo	
MSH2	1	Msh2	
MSH3	1	Msh3	
MSH5	1	Msh5	
SMS	1	Sms	
RAP1B	1	Rap1b	
SNN	1	Snn	
NDOR1	1	Ndor1	
RAP1A	1	Rap1a	
ZKSCAN7	1	Zkscan7	
ZKSCAN8	1	Zkscan8	
ZKSCAN3	1	Zkscan3	
ZKSCAN5	1	Zkscan5	
ZKSCAN4	1	Zkscan4	
CERT1	1	Col4a3bp	
ZKSCAN1	1	Zkscan1	
NOP14	1	Nop14	
NOP16	1	Nop16	
API5	1	Api5	
RFXANK	1	Rfxank	
LRCH1	1	Lrch1	
G6PC3	1	G6pc3	
SON	1	Son	
SP2	1	Sp2	
SP1	1	Sp1	
SP4	1	Sp4	
SP3	1	Sp3	
SP6	1	Sp6	
LRCH4	2	Gm20605:Lrch4	
LRCH3	1	Lrch3	
NOP10	1	Nop10	
MTCL1	1	Mtcl1	
APIP	1	Apip	
BICD1	1	Bicd1	
BICD2	1	Bicd2	
UNC80	1	Unc80	
SPN	1	Spn	
SPR	1	Spr	
PRADC1	1	Pradc1	
SPX	1	Spx	
UNC45A	1	Unc45a	
CERS4	1	Cers4	
UNC45B	1	Unc45b	
CERS5	1	Cers5	
CERS6	1	Cers6	
RNASET2	2	Rnaset2a:Rnaset2b	
MSL2	1	Msl2	
MSL3	1	Msl3	
MSL1	1	Msl1	
BMP2K	1	Bmp2k	
GAPDH	1	Gapdh	
CERS2	1	Cers2	
PRKAA1	1	Prkaa1	
PRKAA2	1	Prkaa2	
UHRF2	1	Uhrf2	
SRC	1	Src	
UHRF1	1	Uhrf1	
SRF	1	Srf	
MLLT1	1	Mllt1	
SRI	1	Sri	
MLLT3	1	Mllt3	
SRL	1	Srl	
MALT1	1	Malt1	
SRM	1	Srm	
MLLT6	1	Mllt6	
SRR	1	Srr	
KRIT1	1	Krit1	
NOP56	1	Nop56	
NOP58	1	Nop58	
SSB	1	Ssb	
SORL1	1	Sorl1	
BICC1	1	Bicc1	
APLN	1	Apln	
NECAP2	1	Necap2	
NECAP1	1	Necap1	
CDKN2AIPNL	1	Cdkn2aipnl	
ST7	1	St7	
APLF	1	Aplf	
PDCD4	1	Pdcd4	
PDCD2	1	Pdcd2	
PDCD1	1	Pdcd1	
NOP53	1	Nop53	
MT1X	1	Mt2	
RCBTB1	1	Rcbtb1	
RCBTB2	1	Rcbtb2	
PEG10	1	Peg10	
TNFSF10	1	Tnfsf10	
FBXO4	1	Fbxo4	
FBXO3	1	Fbxo3	
FBXO6	1	Fbxo6	
FBXO5	1	Fbxo5	
FBXO8	1	Fbxo8	
FBXO7	1	Fbxo7	
FBXO9	1	Fbxo9	
FBXO2	1	Fbxo2	
BCS1L	1	Bcs1l	
CYP39A1	1	Cyp39a1	
MT1A	1	Mt1	
MTCP1	1	Mtcp1	
FLYWCH2	1	Flywch2	
FLYWCH1	1	Flywch1	
CERKL	1	Cerkl	
AARS1	1	Aars	
AARS2	1	Aars2	
SDC4	1	Sdc4	
SDC2	1	Sdc2	
SDC3	1	Sdc3	
MYCBP2	1	Mycbp2	
CWF19L2	1	Cwf19l2	
TGFA	1	Tgfa	
APOO	1	Apoo	
APOF	1	Apof	
STK38L	1	Stk38l	
APOD	1	Apod	
APOE	1	Apoe	
TNFSF18	1	Tnfsf18	
MSR1	1	Msr1	
APOBEC3F	1	Apobec3	
TNFSF14	1	Tnfsf14	
TNFSF15	1	Tnfsf15	
DDIAS	1	Ddias	
TGDS	1	Tgds	
TNFSF12	1	Tnfsf12	
TNFSF13	1	Tnfsf13	
DELE1	1	Dele1	
IGF1	1	Igf1	
BST2	1	Bst2	
BST1	1	Bst1	
FBXL8	1	Fbxl8	
MSRA	1	Msra	
CWF19L1	1	Cwf19l1	
SDC1	1	Sdc1	
SLC23A4P	1	Slc23a4	
FBXL3	1	Fbxl3	
FBXL2	1	Fbxl2	
FBXL5	1	Fbxl5	
FBXL4	1	Fbxl4	
FBXL6	1	Fbxl6	
LDHAL6B	1	Ldhal6b	
MRPS17	1	Mrps17	
IGHM	1	Ighm	
MRPS15	1	Mrps15	
MRPS16	1	Mrps16	
MRPS14	1	Mrps14	
MRPS11	1	Mrps11	
MRPS12	1	Mrps12	
MRPS10	1	Mrps10	
RAC2	1	Rac2	
SDF4	1	Sdf4	
RAC3	1	Rac3	
RAC1	1	Rac1	
SDF2	1	Sdf2	
MRPS28	1	Mrps28	
MRPS26	1	Mrps26	
MRPS27	1	Mrps27	
MRPS24	1	Mrps24	
SYK	1	Syk	
MRPS25	1	Mrps25	
MRPS22	1	Mrps22	
MRPS23	1	Mrps23	
GAB1	1	Gab1	
MRPS21	1	Mrps21	
PRPF40B	1	Prpf40b	
PRPF40A	1	Prpf40a	
GAB3	1	Gab3	
SYP	1	Syp	
GAB2	1	Gab2	
APRT	1	Aprt	
RAP2C	1	Rap2c	
RAP2A	1	Rap2a	
RAP2B	1	Rap2b	
CNKSR3	1	Cnksr3	
SDE2	1	Sde2	
IGHD	1	Ighd	
MICU3	1	Micu3	
TLCD2	1	Tlcd2	
MICU2	1	Micu2	
TLCD1	1	Tlcd1	
MICU1	1	Micu1	
DYNC1I2	1	Dync1i2	
SELPLG	1	Selplg	
MRPS35	1	Mrps35	
MRPS36	1	Mrps36	
MRPS33	1	Mrps33	
MRPS34	1	Mrps34	
PRICKLE2	1	Prickle2	
MRPS31	1	Mrps31	
PRICKLE3	1	Prickle3	
MRPS30	1	Mrps30	
PRICKLE1	1	Prickle1	
PRICKLE4	1	Prickle4	
SH3BGRL	1	Sh3bgrl	
ZFP14	1	Zfp14	
IGKC	1	Igkc	
FHIP1A	1	Fam160a1	
FHIP1B	1	Fam160a2	
RAE1	1	Rae1	
MAP3K2	1	Map3k2	
MAP3K3	1	Map3k3	
DYNC1H1	1	Dync1h1	
MAP3K1	1	Map3k1	
SORT1	1	Sort1	
IGIP	1	Igip	
APTX	1	Aptx	
VMP1	1	Vmp1	
PDCL3	1	Pdcl3	
FHIP2A	1	Fam160b1	
FHIP2B	1	Fam160b2	
CACHD1	1	Cachd1	
TACC3	1	Tacc3	
HDGF	1	Hdgf	
TACC1	1	Tacc1	
RAD1	1	Rad1	
TACC2	1	Tacc2	
MAMLD1	1	Mamld1	
ZFP28	1	Zfp28	
DENND5B	1	Dennd5b	
TACO1	1	Taco1	
NCMAP	1	Ncmap	
TGM1	1	Tgm1	
DENND5A	1	Dennd5a	
TGM4	1	Tgm4	
TGM3	1	Tgm3	
TGM2	1	Tgm2	
RADX	1	Radx	
ZGRF1	1	Zgrf1	
DNAJB12	1	Dnajb12	
DNAJB13	1	Dnajb13	
SDHC	1	Sdhc	
DNAJB14	1	Dnajb14	
SDHD	1	Sdhd	
SDHA	1	Sdha	
SDHB	1	Sdhb	
ZNF91	2	Zfp729a:Zfp729b	
PSPC1	1	Pspc1	
DNAJB11	1	Dnajb11	
DENND6B	1	Dennd6b	
DENND6A	1	Dennd6a	
BBOF1	1	Bbof1	
RAF1	1	Raf1	
DIPK1B	1	Dipk1b	
DIPK1A	1	Dipk1a	
RAI1	1	Rai1	
RNASEH1	1	Rnaseh1	
LPXN	1	Lpxn	
DENND4B	1	Dennd4b	
DENND4A	1	Dennd4a	
DENND4C	1	Dennd4c	
IFT20	1	Ift20	
SDK1	1	Sdk1	
IFT22	1	Ift22	
FGF18	1	Fgf18	
IFT27	1	Ift27	
FGF13	1	Fgf13	
FGF11	1	Fgf11	
MYSM1	1	Mysm1	
IFT52	1	Ift52	
CYP26B1	1	Cyp26b1	
LASP1	1	Lasp1	
EEF2K	1	Eef2k	
GGACT	1	Ggact	
IFT57	1	Ift57	
TBP	1	Tbp	
EEF1G	1	Eef1g	
IFT43	1	Ift43	
EEF1D	1	Eef1d	
IFT46	1	Ift46	
DIPK2A	1	Dipk2a	
RALA	1	Rala	
RALB	1	Ralb	
GALT	1	Galt	
TAFAZZIN	1	Taz	
PSMB10	1	Psmb10	
IL1RL1	1	Il1rl1	
IFT74	1	Ift74	
IL1RL2	1	Il1rl2	
MTA1	1	Mta1	
OXCT1	1	Oxct1	
TGS1	1	Tgs1	
TDG	1	Tdg	
MVB12B	1	Mvb12b	
MVB12A	1	Mvb12a	
SLIT1	1	Slit1	
DROSHA	1	Drosha	
RALY	1	Raly	
SLIT3	1	Slit3	
MTA2	1	Mta2	
MTA3	1	Mta3	
HSD3B7	1	Hsd3b7	
WARS1	1	Wars	
WARS2	1	Wars2	
GALC	1	Galc	
GALE	1	Gale	
TEC	1	Tec	
TNIP1	1	Tnip1	
TEF	1	Tef	
TNIP2	1	Tnip2	
TNIP3	1	Tnip3	
GALM	1	Galm	
TEK	1	Tek	
SLIRP	1	Slirp	
IPO13	1	Ipo13	
IPO11	1	Ipo11	
TES	1	Tes	
MSANTD3	1	Msantd3	
MSANTD4	1	Msantd4	
CAPN15	1	Capn15	
MTBP	1	Mtbp	
MSANTD1	1	Msantd1	
TFG	1	Tfg	
MSANTD2	1	Msantd2	
HOMER3	1	Homer3	
PRKCG	1	Prkcg	
GAMT	1	Gamt	
PRKCI	1	Prkci	
MBNL1	1	Mbnl1	
MBNL2	1	Mbnl2	
PRKCH	1	Prkch	
DNAAF3	1	Dnaaf3	
PRKCB	1	Prkcb	
DNAAF2	1	Dnaaf2	
PRKCE	1	Prkce	
PRKCD	1	Prkcd	
AFAP1	1	Afap1	
DNAAF5	1	Dnaaf5	
PRKCA	1	Prkca	
GANC	1	Ganc	
DNAAF9	1	4930402H24Rik	
MTAP	1	Mtap	
ZSCAN20	1	Zscan20	
DAAM1	1	Daam1	
PRKD3	1	Prkd3	
ZSCAN22	1	Zscan22	
ZSCAN21	1	Zscan21	
PRKCQ	1	Prkcq	
PRKD2	1	Prkd2	
ZSCAN26	1	Zscan26	
ZSCAN25	1	Zscan25	
ZSCAN29	1	Zscan29	
PRKDC	1	Prkdc	
PRDM15	1	Prdm15	
PRDM11	1	Prdm11	
SDSL	1	Sdsl	
PRKCZ	1	Prkcz	
PRDM10	1	Prdm10	
MTDH	1	Mtdh	
PRDM16	1	Prdm16	
GAR1	1	Gar1	
ZSCAN12	1	Zscan12	
ZSCAN18	1	Zscan18	
BTF3	1	Btf3	
HOMER1	1	Homer1	
HOMER2	1	Homer2	
MEX3D	1	Mex3d	
MEX3C	1	Mex3c	
PEDS1-UBE2V1	1	Tmem189	
MEX3B	1	Mex3b	
GAPT	1	Gapt	
CDKN1C	1	Cdkn1c	
SETD4	1	Setd4	
DENND1C	1	Dennd1c	
DENND1B	1	Dennd1b	
SETD5	1	Setd5	
BTG3	1	Btg3	
BTG2	1	Btg2	
SETD2	1	Setd2	
RARG	1	Rarg	
CDKN1A	1	Cdkn1a	
CDKN1B	1	Cdkn1b	
BTG1	1	Btg1	
SETD3	1	Setd3	
DENND1A	1	Dennd1a	
SETD6	1	Setd6	
SETD7	1	Setd7	
ASH2L	1	Ash2l	
ASGR2	1	Asgr2	
ADAMTSL5	1	Adamtsl5	
ADAMTSL4	1	Adamtsl4	
MTG1	1	Mtg1	
MTG2	1	Mtg2	
DENND11	1	E330009J07Rik	
ADAMTSL2	1	Adamtsl2	
DENND10	1	Fam45a	
TK2	1	Tk2	
TK1	1	Tk1	
DENND2D	1	Dennd2d	
DENND2C	1	Dennd2c	
DENND2B	1	St5	
DENND2A	1	Dennd2a	
COPZ2	1	Copz2	
ASH1L	1	Ash1l	
COPZ1	1	Copz1	
ANGPTL7	1	Angptl7	
ANGPTL6	1	Angptl6	
MTF1	1	Mtf1	
MTF2	1	Mtf2	
ANGPTL3	1	Angptl3	
GAS2	1	Gas2	
RARA	1	Rara	
ANGPTL2	1	Angptl2	
RARB	1	Rarb	
GAS1	1	Gas1	
SINHCAF	1	Sinhcaf	
ANGPTL4	1	Angptl4	
GAS6	1	Gas6	
TKT	1	Tkt	
GART	1	Gart	
ANGPTL1	1	Angptl1	
GAS8	1	Gas8	
GAS7	1	Gas7	
PAPSS2	1	Papss2	
PAPSS1	1	Papss1	
ERMP1	1	Ermp1	
OLFML3	1	Olfml3	
OLFML1	1	Olfml1	
MBNL3	1	Mbnl3	
CDKN2D	1	Cdkn2d	
CDKN2B	1	Cdkn2b	
CDKN2C	1	Cdkn2c	
CDKN2A	1	Cdkn2a	
IL10RB	1	Il10rb	
IL10RA	1	Il10ra	
GATC	1	Gatc	
GATB	1	Gatb	
SNCAIP	1	Sncaip	
GATM	1	Gatm	
OSTM1	1	Ostm1	
COQ8B	1	Coq8b	
COQ8A	1	Coq8a	
GTF2B	1	Gtf2b	
TNC	1	Tnc	
TNF	1	Tnf	
TNN	1	Tnn	
TNR	1	Tnr	
GTF2I	1	Gtf2i	
MAP2K3	1	Map2k3	
MAP2K4	1	Map2k4	
MAP2K1	1	Map2k1	
MAP2K2	1	Map2k2	
RALGAPA1	1	Ralgapa1	
RALGAPA2	1	Ralgapa2	
GTF3A	1	Gtf3a	
LARP4B	1	Larp4b	
KNCN	1	Kncn	
H4C14	1	Hist2h4	
H4C12	1	Hist4h4	
