Probeset_ID,Gene Symbol,LMIsW,Sample_,Sample_,Sample_
10477600,---,-51.03,-25.94,-57.14,-71.90
10477604,Itch,91.85,93.61,93.14,87.13
10477630,Dynlrb1,27.85,29.43,10.68,43.10
10477637,Map1lc3a,-29.93,-34.88,-43.14,-13.60
10477642,Mir695,-76.21,-90.79,-42.15,-85.69
10477644,Trp53inp2,-31.56,-34.94,-25.64,-34.01
10477649,Acss2,-71.39,-71.95,-74.31,-67.09
10477673,Myh7b,-38.14,-56.25,-15.21,-45.53
10477715,Mir499,-73.85,-85.24,-20.37,-94.69
10477717,Procr,-9.05,-6.35,-16.23,-5.66
10477725,Mmp24,-86.25,-86.25,-65.86,-96.07
10477737,Gdf5,62.52,85.81,50.42,28.14
10477739,Cep250,-48.58,-35.81,-59.75,-49.28
10477777,Ergic3,39.15,40.78,42.38,33.31
10477791,Spag4,-49.60,-33.75,-48.15,-66.43
10477808,Romo1,23.11,17.22,22.07,29.59
10477813,Rbm39,-33.98,-25.05,-29.98,-51.19
10477815,Phf20,21.41,20.16,40.02,3.07
10477831,4921517L17Rik,-49.68,-60.01,-55.47,-32.54
10477852,---,98.06,97.67,99.64,97.67
10477854,Epb4.1l1,-14.47,-11.55,-9.43,-22.11
10477887,0610011L14Rik,47.62,66.99,34.38,40.50
10477894,Gm14168,34.06,13.78,50.56,34.76
10477897,Dlgap4,-17.88,-34.52,-14.32,-5.06
10477920,Myl9,-44.81,-44.63,-42.16,-48.13
10477924,Tgif2,-42.61,-11.93,-50.19,-64.82
10477929,1110008F13Rik or Sla2,16.56,37.46,1.14,10.71
10477935,Gm1332,-32.58,-47.22,-33.63,-20.33
10477942,Rbl1 or 2610301H18Rik,-71.11,-84.65,-80.38,-38.17
10477944,---,-15.32,-36.21,-24.65,22.28
10477946,Rpn2 or LOC100861927,3.87,8.36,3.65,-0.47
10477966,Manbal,28.53,11.06,34.31,38.02
10477970,Src,1.55,4.01,10.72,-7.75
10477986,Nnat,-70.99,-66.90,-85.12,-59.78
10477991,---,-4.32,-16.92,-10.64,24.26
10477994,Ctnnbl1,19.01,16.21,21.24,18.93
10478012,Ube2i or LOC100044900,-66.74,-61.00,-74.66,-62.67
10478014,Vstm2l,-48.89,-71.90,-44.83,-30.51
10478022,Rprd1b,23.16,19.79,25.94,23.40
10478031,Bpi,-69.04,-52.87,-74.66,-78.37
10478048,Lbp,-48.89,-60.02,-62.42,-30.56
10478066,Snhg11,-41.29,-49.21,-43.64,-32.61
10478073,Snhg11,-20.71,-24.26,-17.83,-20.49
10478075,---,-48.99,-53.67,-39.05,-54.17
10478077,Ralgapb,0.33,7.56,-19.58,-0.51
10478109,Adig,-9.04,-11.91,-10.40,-5.91
10478114,Arhgap40,-15.93,-42.30,-11.39,-5.26
10478124,Slc32a1,-65.72,-64.30,-69.76,-63.34
10478133,Actr5,-79.03,-68.27,-89.25,-74.80
10478145,Ppp1r16b,-30.05,-32.09,-30.69,-27.64
10478160,Fam83d,-51.52,-52.43,-61.06,-43.57
10478169,Dhx35,-42.95,-47.22,-31.86,-50.21
10478192,4933416E03Rik,21.98,15.34,14.63,33.29
10478196,Top1,-58.21,-59.09,-65.39,-48.41
10478219,Plcg1,-81.65,-80.46,-81.37,-82.61
10478258,Lpin3,-61.54,-47.12,-64.25,-73.98
10478281,Gm14243,50.54,39.41,55.40,56.66
10478283,Mphosph6,-76.29,-63.46,-87.44,-75.72
10478285,9430021M05Rik,-30.85,-26.18,-30.39,-36.20
10478289,9430021M05Rik,-32.20,-42.31,-43.38,-12.23
10478291,Srsf6,-45.05,-50.09,-45.22,-39.79
10478299,L3mbtl1,2.50,-6.46,16.55,1.12
10478326,Sgk2,-18.78,-19.68,-30.84,-10.85
10478341,Ift52,-42.46,-2.93,-65.73,-42.46
10478355,Mybl2,-55.62,-48.08,-60.44,-59.29
10478364,Tox2,-36.06,-48.36,-22.81,-41.80
10478374,Gdap1l1,-32.34,-36.02,-29.89,-31.81
10478381,2310001K24Rik,32.40,7.75,-0.27,68.94
10478383,R3hdml,-35.30,-31.56,-44.54,-31.31
10478389,Hnf4a,-51.64,-59.89,-42.26,-52.87
10478401,Ttpal,14.83,30.32,13.55,0.93
10478407,Serinc3 or 0610039K10Rik,-28.10,-6.88,-36.10,-43.89
10478409,Pkig or Gm6334,31.73,9.97,41.13,42.08
10478415,Wisp2,-30.41,-50.26,-10.48,-37.89
10478421,Kcnk15,-67.83,-89.19,-52.70,-49.29
10478424,Ywhab,-80.22,-75.64,-83.02,-80.99
10478432,Pabpc1l,-39.99,-49.91,-35.64,-35.16
10478447,Stk4,24.74,16.67,33.47,22.31
10478461,Svs3a,-36.99,-49.60,-8.19,-58.15
10478463,Svs6,-20.54,-37.37,-12.66,-14.70
10478469,Svs5,-89.44,-81.92,-88.90,-94.34
10478474,Rbpjl or Matn4,-30.16,-60.69,-15.81,-22.02
10478487,Sys1,-2.47,15.40,-30.84,10.08
10478495,Dbndd2,-6.37,2.40,-15.93,-11.08
10478508,Pigt,46.87,48.05,55.58,36.16
10478523,---,-32.78,-21.97,-35.21,-42.89
10478525,Wfdc2,-8.26,-21.15,-11.07,3.66
10478533,---,-86.06,-75.66,-75.97,-96.46
10478535,Wfdc6b,-22.14,-23.41,-23.31,-20.28
10478540,Wfdc10,-20.69,-30.44,-25.59,-10.00
10478544,Wfdc13,-22.76,-40.86,-32.13,-0.55
10478547,Spint4,-15.02,-40.83,56.40,-50.81
10478554,Gm14316,33.87,-33.27,70.66,52.49
10478560,Dnttip1,17.97,-5.12,47.37,5.81
10478572,Ube2c or Tnnc2,-74.67,-75.68,-77.69,-70.75
10478580,Snx21 or Acot8,9.85,-1.34,-4.68,36.14
10478587,Zswim3,-42.18,-42.05,-33.58,-51.13
10478590,Zswim1,-52.32,-52.97,-62.14,-40.65
10478594,Ctsa or Neurl2 or Pltp,86.00,85.03,86.05,86.61
10478615,Pcif1,48.63,45.05,53.69,47.14
10478633,Mmp9,39.57,35.70,53.21,30.21
10478647,Slc12a5,-8.30,-11.63,-7.54,-7.05
10478678,Cd40,52.99,50.48,59.21,49.16
10478692,Slc2a10,-44.28,-22.79,-64.81,-51.31
10478698,Eya2,-68.07,-63.40,-69.96,-70.42
10478718,Ncoa3,89.80,87.74,94.79,82.64
10478744,---,-39.34,-38.38,-41.82,-38.06
10478746,---,-15.32,-36.21,-24.65,22.28
10478748,Trp53rk,-31.39,-16.64,-63.81,-16.91
10478754,Arfgef2,8.50,18.44,5.08,3.24
10478772,Arfgef2,-53.36,-75.03,-32.41,-44.05
10478774,Arfgef2,-34.67,-40.99,-26.54,-35.75
10478776,Arfgef2,61.46,57.14,69.77,56.89
10478778,Arfgef2,60.02,80.96,44.28,52.79
10478799,Cse1l,-61.38,-55.47,-70.43,-57.11
10478825,Ddx27,-44.42,-46.20,-57.98,-29.70
10478847,1500012F01Rik or Znfx1,29.99,26.10,29.59,33.95
10478854,Slc9a8,80.58,84.04,77.34,79.62
10478875,Rnf114,59.98,78.74,33.33,65.34
10478884,Snai1,-54.95,-51.56,-56.63,-56.60
10478890,Cebpb or Tmem189,-17.50,-7.51,-27.08,-19.55
10478892,A530013C23Rik,7.70,-21.80,-0.64,48.54
10478897,Ptpn1,58.63,60.03,63.62,52.72
10478907,Pard6b,-76.41,-60.62,-78.69,-86.02
10478913,Mocs3,-66.27,-28.49,-78.59,-83.87
10478922,---,-37.77,-32.24,-66.37,-20.56
10478924,---,-6.62,2.86,-8.58,-16.48
10478926,---,49.82,64.14,38.72,42.65
10478928,Tshz2,-56.40,-63.33,-40.42,-68.12
10478936,---,-34.67,-38.97,-23.96,-43.40
10478938,Hax1,73.14,70.91,77.44,71.17
10478943,Pfdn4 or Cyp24a1,66.67,67.31,70.31,62.47
10478949,Dok5,-49.90,-53.31,-59.02,-38.57
10478959,Mc3r,-20.37,-40.41,-8.63,-18.41
10478962,2010011I20Rik,-56.31,-53.14,-40.60,-73.36
10478967,Cstf1,37.21,48.40,25.85,36.76
10478973,Cass4,75.62,74.97,75.88,75.62
10478983,2410001C21Rik,85.99,83.58,86.10,88.11
10478994,1700029J11Rik,24.16,33.06,37.25,2.69
10478997,Tfap2c,-64.99,-29.87,-70.30,-91.55
10479008,Bmp7,-20.88,-45.38,-7.60,-7.62
10479010,Spo11,-68.56,-53.34,-78.68,-73.10
10479026,Rae1,-47.82,-56.52,-50.73,-35.98
10479041,Rbm38,-13.96,-10.25,-26.56,-7.18
10479047,Pck1,-39.67,-31.36,-23.18,-70.45
10479058,1700021F07Rik,-27.66,-26.71,-11.16,-48.80
10479063,Rab22a,-91.03,-89.41,-93.72,-89.80
10479074,1700010B08Rik,-34.95,-41.82,-25.89,-38.79
10479077,Vapb,6.43,47.11,-26.41,-7.47
10479087,Stx16,40.79,26.01,45.42,50.45
10479099,Npepl1,34.19,18.14,51.61,38.88
10479112,Gnas,-93.59,-96.17,-90.99,-91.72
10479136,Th1l,-59.24,-52.29,-65.96,-58.67
10479154,Tubb1,-51.02,-44.92,-37.75,-69.22
10479159,Zfp831,-17.25,-11.96,-24.07,-17.66
10479165,Edn3,-45.21,-33.24,-45.28,-57.96
10479172,---,33.20,38.55,49.20,9.65
10479174,Rps8,-15.32,-36.21,-24.65,22.28
10479176,Gm14295 or Gm6710 or 0610010B08Rik or Zfp931 or LOC627901,-12.29,-15.28,-5.09,-15.47
10479182,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,2.13,0.94,19.70,-18.42
10479185,---,-6.04,-10.03,-12.17,7.62
10479187,Rps8,-15.32,-36.21,-24.65,22.28
10479189,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,-15.32,-36.21,-24.65,22.28
10479192,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,-15.32,-36.21,-24.65,22.28
10479195,100043387 or OTTMUSG00000016609 or 0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430,-15.32,-36.21,-24.65,22.28
10479198,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,-15.32,-36.21,-24.65,22.28
10479201,---,-29.61,-7.91,-77.03,-28.32
10479203,Gm14403 or Gm14322 or 0610010B08Rik or Gm14430 or Gm14434 or Gm4724 or 2210418O10Rik,-31.55,-34.65,-17.65,-41.97
10479213,---,-15.32,-36.21,-24.65,22.28
10479215,Rps8,-15.32,-36.21,-24.65,22.28
10479217,Gm14420 or Gm14431 or Gm8898 or Gm6710 or Etohi1 or Gm14430,-28.31,-34.53,-7.99,-41.82
10479221,Gm14403,-51.95,-51.34,-31.32,-69.95
10479228,Etohi1,5.08,15.90,8.69,-15.40
10479230,Phactr3,-30.72,-25.51,-31.24,-36.01
10479247,9030418K01Rik,33.80,32.25,27.88,39.93
10479249,Cdh26,-64.29,-53.96,-90.02,-45.35
10479268,Wtap,-70.63,-77.93,-66.10,-63.65
10479270,4930591A17Rik,-45.99,-82.00,-35.50,-17.67
10479274,Cdh4,-58.04,-63.46,-47.80,-62.16
10479294,---,-25.13,-28.95,-38.13,-8.37
10479297,Lsm14b,-93.69,-95.38,-88.32,-94.66
10479311,Ss18l1,-74.16,-73.42,-47.52,-90.47
10479324,Gtpbp5,-25.04,-27.46,-21.38,-26.55
10479335,Osbpl2,-48.65,-49.32,-52.36,-42.87
10479351,Adrm1,5.37,-22.30,9.83,24.74
10479362,Rps21 or Gm5963,96.29,95.05,97.07,96.86
10479369,Gm14318 or Gata5,33.39,58.43,12.99,20.84
10479375,Mir1a-1,-70.44,-96.27,-50.14,-55.51
10479377,Mir133a-2,-43.21,-21.31,-51.19,-58.35
10479379,Slco4a1,-48.43,-55.93,-44.32,-44.82
10479397,Ntsr1,-56.98,-60.01,-70.05,-41.40
10479402,1600027N09Rik,-65.03,-83.72,-54.96,-53.54
10479411,Ogfr,59.20,76.36,43.05,54.75
10479423,Col9a3 or Tcfl5,37.60,38.94,46.88,24.01
10479456,---,-48.28,-59.12,-80.79,-18.39
10479458,2310003C23Rik,-55.34,-49.76,-63.58,-52.65
10479463,Slc17a9,7.65,-3.68,15.76,14.65
10479481,Mir124a-3,-54.45,-55.48,-67.65,-41.16
10479483,Birc7,32.15,19.98,55.28,11.71
10479490,Arfgap1,-68.74,-67.16,-75.32,-62.75
10479510,Col20a1 or 9230112E08Rik,6.21,-9.50,13.10,14.83
10479514,Col20a1,45.82,29.70,37.36,66.43
10479550,Ppdpf,-67.16,-63.88,-71.52,-64.85
10479556,BC051628,30.15,36.05,57.66,-7.33
10479560,Rtel1,-83.89,-86.55,-86.57,-78.00
10479596,Zgpat or Arfrp1,-57.67,-69.29,-50.18,-52.19
10479607,Lime1 or Zgpat,-24.01,-26.33,-13.34,-35.99
10479615,Slc2a4rg-ps,1.40,21.36,6.42,-11.74
10479625,Abhd16b,-37.28,-44.21,-33.26,-34.34
10479627,Tpd52l2,-62.12,-78.80,-40.21,-61.38
10479639,Dnajc5,-25.63,-31.97,-14.70,-29.40
10479649,Prpf6,-54.96,-52.94,-47.42,-63.35
10479672,Tcea2,-44.22,-42.55,-45.54,-44.84
10479685,Oprl1,-32.64,-38.17,-26.70,-34.11
10479698,Myt1,-45.52,-29.15,-74.64,-35.58
10479726,Pcmtd2,-72.75,-73.66,-71.19,-73.17
10479736,Polr3k,-48.76,-49.47,-37.84,-57.77
10479740,---,-80.22,-72.23,-84.31,-83.36
10479743,Gm14496,-3.66,-3.79,-14.98,19.99
10479747,---,-61.23,-48.56,-61.20,-74.32
10479749,Rpp38,-42.95,-33.51,-57.68,-35.95
10479752,Olah,-41.97,-67.80,-42.71,-21.99
10479761,Meig1,-18.08,-21.70,-24.89,-10.61
10479765,Suv39h2 or Dclre1c,-82.60,-79.51,-81.44,-87.23
10479775,Hspa14 or LOC100861945,-57.71,-62.35,-48.67,-61.98
10479792,---,-48.02,-71.34,-36.63,-40.44
10479794,Prpf18,96.46,94.77,96.54,97.81
10479807,Prpf18,-44.57,-57.08,-49.77,-26.14
10479809,Rps28,-15.32,-36.21,-24.65,22.28
10479811,Mcm10,-42.97,-30.75,-51.90,-46.97
10479833,Optn,-70.99,-65.93,-62.75,-82.49
10479850,---,-9.36,-8.55,-41.52,22.79
10479852,Camk1d,92.04,91.23,92.01,92.98
10479869,Cdc123,-85.08,-86.47,-87.93,-77.22
10479884,Nudt5,-84.42,-65.52,-89.55,-90.82
10479887,Sec61a2,-86.32,-82.08,-89.08,-87.03
10479902,Dhtkd1,-98.13,-98.34,-98.00,-98.14
10479925,5430407P10Rik,-76.87,-62.66,-68.25,-92.34
10479933,5430407P10Rik,7.10,26.64,12.21,-12.58
10479938,Echdc3,-58.99,-55.95,-64.54,-56.71
10479945,Usp6nl,-80.40,-98.16,-14.19,-87.38
10479948,Celf2,62.60,42.24,60.42,74.51
10479950,Celf2,72.62,72.82,70.32,74.62
10479971,---,-57.14,-48.53,-77.75,-44.79
10479973,---,-43.35,-28.68,-58.24,-48.58
10479975,---,-87.98,-97.61,-65.30,-89.29
10479977,Gm10854,-24.22,-19.51,-17.36,-38.07
10479979,Slc25a36,2.29,3.33,2.77,1.05
10479981,Gata3,-82.09,-82.03,-82.77,-81.30
10479988,Taf3,77.86,82.98,79.58,68.22
10479996,Atp5c1,-4.73,0.41,-26.47,7.46
10480003,Itih2,-74.02,-68.00,-81.81,-70.66
10480025,---,-42.06,-19.43,-91.64,-26.76
10480027,Zbtb2,75.56,76.06,83.77,63.32
10480032,Gapdh,-15.32,-36.21,-24.65,22.28
10480035,Pfkfb3,46.56,51.44,45.18,42.52
10480057,Rbm17,-90.24,-92.48,-91.57,-84.89
10480064,Fbxo18,26.18,35.72,28.75,13.44
10480087,---,-98.05,-99.58,-98.66,-93.03
10480090,Itga8,8.00,-2.75,19.83,14.05
10480121,Fam188a,-79.98,-75.29,-85.41,-76.32
10480139,C1ql3 or Pter,-60.08,-46.70,-68.46,-65.61
10480145,Rsu1,69.32,71.42,65.46,71.88
10480155,Cubn,-77.25,-56.01,-90.20,-81.66
10480224,Trdmt1,12.04,16.37,-7.68,28.30
10480238,St8sia6,70.83,61.32,81.48,69.48
10480249,Ptpla,-90.56,-86.78,-91.98,-91.72
10480254,Cacnb2,-23.40,-7.80,-32.03,-30.20
10480256,Gm10848,-69.63,-79.91,-86.82,-41.17
10480258,Nsun6,-40.15,-72.30,-1.72,-40.97
10480273,---,-15.32,-36.21,-24.65,22.28
10480275,Nebl,-46.02,-58.35,-39.11,-43.36
10480284,Nebl,-23.77,-41.37,-10.00,-33.87
10480286,Nebl,-55.60,-43.40,-47.65,-79.40
10480288,Nebl,-54.09,-54.09,-67.84,-42.90
10480314,---,27.20,13.89,41.66,23.79
10480317,H2afb1,9.50,-3.49,31.51,0.00
10480321,A930004D18Rik,-89.25,-97.59,-90.24,-65.57
10480324,2810030E01Rik,-75.88,-71.91,-71.51,-81.92
10480329,Dnajc1 or Mllt10,-8.67,15.65,-2.81,-36.97
10480345,---,60.00,63.85,66.60,47.65
10480347,Pip4k2a,92.52,91.02,93.60,92.97
10480360,4921504E06Rik,-26.00,-30.62,-24.47,-23.46
10480379,Mrps5,-46.32,-36.73,-29.27,-69.78
10480381,Arhgap21,6.97,1.69,7.59,11.92
10480406,---,25.81,60.04,-54.59,65.63
10480414,Enkur,-6.25,-5.41,-17.52,-0.32
10480421,Pdss1,-91.04,-98.47,-91.48,-52.53
10480423,Abi1,98.86,98.52,98.86,98.91
10480432,Mastl,-42.37,-18.18,-81.87,-52.91
10480445,Spopl,-53.87,-69.93,-31.31,-54.15
10480459,Hnmt,9.57,6.67,14.48,7.98
10480468,Tbpl2,-26.28,-20.38,-18.03,-46.20
10480477,Pax8,-38.56,-28.08,-28.99,-61.91
10480490,---,-7.12,22.16,45.76,-75.70
10480492,Cacna1b,-52.68,-49.78,-54.97,-53.48
10480541,Ehmt1,-25.37,-17.98,-44.44,-9.86
10480570,Arrdc1,59.47,59.86,62.39,55.86
10480579,Mrpl41 or Wdr85,50.71,51.12,69.65,22.74
10480583,---,-52.70,-33.91,-74.28,-54.54
10480585,Noxa1 or Entpd8,-21.37,-20.19,-13.94,-32.41
10480601,A830007P12Rik,96.86,96.59,95.82,97.62
10480605,Cobra1,30.48,35.52,29.23,26.88
10480621,4933433C11Rik,-30.78,-64.19,-21.90,-14.93
10480628,Tubb4b,-91.59,-90.25,-92.98,-91.23
10480633,Slc34a3,-11.14,-0.23,-6.77,-31.64
10480646,Gm757,59.59,63.86,69.37,41.12
10480649,2310002J15Rik,23.84,65.86,26.73,-19.31
10480652,Ndor1,6.07,-18.91,18.15,19.97
10480672,Ssna1,69.50,60.70,79.19,66.60
10480676,Grin1,-56.16,-34.63,-69.87,-64.25
10480699,Dpp7,34.41,26.34,34.38,42.44
10480714,Uap1l1,38.79,35.95,40.62,41.04
10480725,BC029214,-61.70,-72.30,-34.96,-76.65
10480734,Ptgds,-34.61,-37.46,-41.36,-26.80
10480744,Lcn12,51.52,-12.24,57.70,80.47
10480751,C8g,-55.02,-40.83,-52.26,-73.71
10480760,Traf2,39.38,50.46,35.42,31.08
10480775,Mamdc4,-24.91,-13.79,-34.68,-27.61
10480804,Phpt1 or Mamdc4,34.70,21.87,43.91,36.01
10480808,Gm996,-38.51,-58.11,-29.41,-31.11
10480813,Rabl6,8.19,-12.56,22.10,10.68
10480829,4921530D09Rik,-27.44,-34.18,-26.91,-21.47
10480842,Tmem141,87.92,88.05,84.76,89.89
10480849,Fcna,35.73,29.39,55.07,20.61
10480862,Glt6d1,44.58,2.91,71.97,41.17
10480869,Sohlh1,39.91,51.89,47.99,14.79
10480878,Camsap1,-63.14,-73.51,-51.51,-61.24
10480891,Ubac1,-87.00,-91.74,-76.47,-89.84
10480901,Nacc2,-11.30,5.58,-1.61,-36.64
10480912,Lhx3,-37.05,-18.39,-22.70,-65.55
10480921,Qsox2,-10.69,-13.28,-21.81,3.55
10480937,C030048H21Rik or LOC100505036,51.80,36.13,83.13,18.55
10480939,4932418E24Rik,-44.29,-50.85,-29.39,-55.39
10480950,Dnlz,31.35,29.51,19.14,43.47
10480956,Card9,15.76,19.27,19.27,10.06
10480971,Snapc4,3.88,19.73,10.39,-15.96
10480999,Sdccag3,-53.68,-63.97,-57.44,-35.98
10481011,Inpp5e or Pmpca,-11.37,-18.23,10.48,-25.62
10481023,Sec16a,20.39,25.83,-9.37,43.01
10481056,Notch1,33.75,28.32,38.20,34.78
10481092,Agpat2,19.62,23.68,17.97,16.93
10481101,Snora43 or Snhg7,-41.72,-21.34,-16.46,-77.23
10481103,Lcn4,-35.28,-68.81,-26.08,-23.62
10481111,Cacybp,-77.68,-67.39,-85.49,-77.16
10481114,Abo,-72.19,-68.82,-46.91,-92.11
10481122,Surf6,-71.28,-64.28,-60.60,-84.64
10481128,Med22,-47.76,-23.81,-64.13,-50.01
10481135,Surf1 or Surf2,5.66,20.91,-12.89,8.83
10481147,Surf4,7.84,8.12,-3.76,19.15
10481155,Rexo4,80.30,91.88,57.86,83.10
10481164,Slc2a6,40.42,54.23,9.54,44.61
10481175,Tmem8c,-43.26,-57.18,-29.73,-44.51
10481182,Fam163b,-33.84,-19.10,-45.16,-39.52
10481186,Sardh,-30.80,-29.40,-24.85,-38.67
10481210,Vav2,87.12,87.94,88.82,84.00
10481240,Brd3,-63.46,-73.61,-30.09,-77.00
10481259,Col5a1,2.12,-33.76,51.43,-4.93
10481262,Fcnb,-35.27,-51.28,-21.30,-37.27
10481272,1700007K13Rik,-29.68,-45.76,-51.35,-11.86
10481278,Cel,-28.43,-32.48,-24.87,-28.48
10481291,Gtf3c5,31.16,37.61,17.56,35.64
10481304,Gfi1b,-30.00,-33.26,-23.35,-35.19
10481312,1700026L06Rik,-12.89,-13.98,-12.71,-12.36
10481320,Gtf3c4,-65.87,-76.40,-48.53,-68.17
10481329,Barhl1,-63.61,-72.20,-63.36,-54.90
10481337,1700101E01Rik,-13.68,-18.61,-4.03,-19.16
10481344,Gapdh,-15.32,-36.21,-24.65,22.28
10481349,Ntng2 or 6530402F18Rik,28.74,42.86,15.37,22.86
10481366,Rapgef1,-21.99,-41.61,-13.89,-14.08
10481368,Trub2 or Coq4,-60.87,-62.69,-60.11,-59.91
10481378,Mir219-2 or Gm3088,43.11,15.95,55.39,49.51
10481380,Cercam,14.55,-18.25,8.87,53.58
10481383,Wdr34,-78.77,-81.65,-84.81,-67.13
10481393,Zdhhc12,-77.90,-78.95,-75.68,-78.83
10481401,Zer1,-90.82,-85.58,-91.81,-93.77
10481420,D2Wsu81e or Endog,-53.11,-75.47,-16.64,-59.81
10481435,Ccbl1,-62.71,-68.50,-58.70,-61.41
10481451,1700084E18Rik or Lrrc8a,0.49,-5.73,17.22,-4.64
10481453,Dolk,36.08,41.22,49.46,11.78
10481457,Sh3glb2,-66.86,-81.57,-41.16,-69.68
10481474,Crat,32.83,32.54,44.11,19.05
10481491,Ier5l,-78.06,-89.30,-70.50,-69.90
10481496,Gm14488,50.98,61.69,54.82,32.51
10481499,1700001O22Rik,-64.24,-89.80,-45.21,-48.78
10481508,Asb6,-15.80,-19.18,-12.27,-15.57
10481518,Ptges,-46.43,-47.52,-59.50,-35.21
10481525,Tor1a,69.47,74.70,78.66,47.10
10481531,BC005624,-42.46,-53.31,-57.35,-17.10
10481540,Fnbp1,72.21,65.25,86.46,57.11
10481560,Qrfp,14.35,-0.53,1.67,39.11
10481566,Fibcd1,-23.22,-45.21,-17.75,-8.76
10481574,Fam78a,14.72,15.30,16.10,12.01
10481577,Uck1,-51.13,-47.05,-65.01,-36.88
10481585,Swi5,44.94,55.41,35.34,43.13
10481592,Dnm1,-35.71,-29.67,-33.93,-43.07
10481619,---,-16.05,-29.79,-28.63,11.15
10481621,1110008P14Rik,-93.88,-92.95,-84.89,-98.62
10481627,Lcn2,-20.32,-40.00,-23.85,-8.10
10481634,Slc25a25 or Naif1,-74.50,-62.71,-76.41,-82.50
10481649,---,-0.74,11.30,-1.19,-7.54
10481654,Fpgs,-32.72,-30.94,-21.67,-48.74
10481670,Cdk9,33.61,12.62,57.49,33.85
10481678,6330409D20Rik,-26.14,-10.60,-36.06,-36.96
10481682,Ttc16,-0.29,-6.60,-15.85,48.44
10481700,Ptrh1 or 1700019L03Rik,13.69,1.98,-6.04,48.15
10481711,Stxbp1,-45.32,-47.25,-48.33,-40.45
10481734,Lrsam1,86.57,84.80,94.07,74.18
10481759,Slc2a8,62.57,66.76,66.65,52.17
10481772,Garnl3,-27.47,-27.01,-20.72,-35.90
10481804,Ralgps1,-17.77,-5.80,-20.49,-31.16
10481827,Zbtb34,27.99,1.78,43.95,35.67
10481830,Zbtb43,-75.75,-70.52,-67.88,-87.72
10481835,Lmx1b,-47.72,-47.67,-51.69,-44.01
10481845,Fam125b,83.57,87.55,80.36,82.32
10481857,Pbx3,75.91,77.74,69.38,79.92
10481868,Dnajb6,-15.32,-36.21,-24.65,22.28
10481870,Gapvd1,11.77,20.94,26.01,-16.12
10481900,Rabepk,-61.09,-52.16,-69.77,-60.84
10481909,Fbxw2,-22.00,-23.51,-25.23,-17.52
10481920,Psmd5,-0.04,24.26,-28.02,-6.27
10481931,Phf19,-10.50,9.01,-27.68,-11.01
10481949,Traf1,52.01,54.65,39.93,60.35
10481962,Hc,-1.74,-10.23,-2.26,-0.76
10482004,AI182371,-51.01,-92.68,-41.10,-24.83
10482017,Rab14,96.44,96.38,98.73,91.53
10482030,Stom,71.13,68.46,75.58,69.93
10482045,4930568D16Rik,23.60,-3.58,26.54,46.32
10482052,4930402F06Rik,-3.88,-11.92,-28.92,52.54
10482059,Ggta1,62.02,75.34,60.51,47.93
10482073,---,-69.74,-85.61,-49.34,-66.65
10482075,Ttll11,-63.20,-67.06,-50.25,-73.66
10482089,Ndufa8,-77.49,-74.49,-75.82,-81.86
10482095,Lhx6,-29.44,-17.72,-35.76,-36.71
10482109,Rbm18 or Mrrf,27.64,27.77,10.89,40.57
10482117,Olfr341,-16.29,-44.30,-0.75,-10.98
10482119,---,-74.73,-69.00,-87.43,-59.46
10482121,Olfr3,-11.95,-21.94,-38.44,33.16
10482123,Olfr351,25.78,13.39,36.35,26.59
10482125,Olfr353,14.30,3.85,-2.15,37.62
10482127,Olfr355,33.96,31.84,2.75,57.55
10482129,Olfr358,-12.01,-53.24,-10.74,40.42
10482131,Olfr360,-34.50,-25.20,-48.03,-33.69
10482133,Olfr361,15.81,11.84,57.33,-21.94
10482135,Olfr362,-4.29,41.09,-11.90,-24.83
10482137,---,-30.36,-4.12,-50.21,-43.57
10482139,Pdcl,-95.64,-95.94,-89.98,-97.64
10482144,Rc3h2,-0.47,4.32,-3.42,-21.70
10482167,Zbtb6,-28.96,-7.85,-40.93,-35.59
10482172,Zbtb26 or Zbtb6,-97.33,-98.16,-91.81,-98.97
10482177,Strbp,-66.71,-65.82,-72.50,-61.38
10482181,Strbp,-89.95,-88.58,-94.06,-86.57
10482200,Dennd1a,97.87,98.09,98.55,96.68
10482229,Psmb7,-47.87,-52.64,-51.79,-38.97
10482237,Nr5a1,-28.82,-12.74,-38.38,-38.76
10482249,Nr6a1,-57.36,-69.12,-67.57,-38.35
10482267,Rpl35,-15.32,-36.21,-24.65,22.28
10482273,Golga1,-67.98,-84.90,-64.64,-41.58
10482301,Scai,-37.25,-32.14,-24.34,-52.63
10482323,Ppp6c,50.59,57.38,18.69,72.13
10482330,Atp6v1g1,23.94,8.44,29.18,31.84
10482334,---,-2.39,-41.16,53.35,-7.02
10482336,Lrp1b,-53.30,-48.04,-41.83,-70.91
10482432,---,-15.32,-36.21,-24.65,22.28
10482434,Gtdc1,36.51,57.16,-0.41,45.79
