Probeset_ID,Gene Symbol,MF Lu CD11b+ CD24-,Sample_,Sample_
10408519,Hus1b,0.35,31.74,-21.67
10408523,---,51.83,85.65,-5.65
10408525,1700018A04Rik,60.86,57.83,63.74
10408529,---,65.30,77.09,51.41
10408531,Gmds,-44.38,-63.84,-25.15
10408541,---,65.44,61.24,69.18
10408543,Mylk4,-34.00,-32.14,-36.16
10408555,Wrnip1,98.69,99.49,96.65
10408557,Serpinb1a,-75.11,-72.96,-78.05
10408565,Serpinb1c,-53.69,-31.77,-78.04
10408572,---,8.86,40.66,-11.15
10408574,---,53.78,61.77,42.92
10408576,Serpinb9c,-22.93,-12.37,-41.38
10408585,Serpinb6e,-7.40,41.72,-49.97
10408593,Serpinb6c,-35.77,-16.71,-63.27
10408600,Serpinb6a,-15.92,-27.10,-4.59
10408610,Tubb2a,-1.09,-8.95,9.21
10408613,Tubb2b,-32.87,-27.56,-38.06
10408616,Slc22a23,-46.05,-58.00,-36.27
10408629,1300014I06Rik,18.23,2.15,32.74
10408636,---,12.08,-13.95,36.02
10408638,1700026J04Rik,-21.36,-24.97,-18.54
10408647,Eci3,-46.71,-31.63,-66.54
10408656,Eci2,-95.28,-95.94,-94.76
10408666,Rpp40,-93.03,-93.59,-92.44
10408677,Lyrm4,-98.38,-98.28,-98.55
10408684,Tmed10,4.24,-12.24,17.62
10408687,Hmgb1,95.71,98.55,87.13
10408689,Nrn1,-42.56,-57.81,-31.31
10408693,F13a1,-1.30,-2.23,-0.24
10408709,Ssr1,-50.66,-65.10,-29.43
10408723,Cage1,-56.95,-35.80,-78.85
10408739,---,90.48,93.77,84.13
10408741,Txndc5,-57.36,-71.28,-42.89
10408755,Muted,-75.36,-87.44,-55.59
10408762,Eef1e1,-94.78,-96.24,-91.83
10408767,Slc35b3,-70.36,-83.42,-55.81
10408780,Ofcc1,-57.09,-43.62,-69.23
10408787,---,58.82,80.08,14.52
10408789,Ofcc1,4.91,-14.97,31.94
10408798,Tfap2a,-18.18,-10.75,-32.43
10408810,---,12.60,39.91,-9.98
10408812,Mak,-44.70,-51.76,-37.73
10408828,Gcm2,88.10,95.38,60.99
10408838,Elovl2,-35.13,-34.03,-36.61
10408848,---,34.53,77.27,-40.56
10408850,Nedd9,52.80,41.61,63.99
10408861,9530008L14Rik,-12.44,-7.90,-20.30
10408870,Tbc1d7,-92.11,-85.34,-96.22
10408879,Gfod1,11.42,18.26,5.20
10408882,Ranbp9,-26.01,-58.85,12.63
10408898,---,-71.09,-93.46,-27.97
10408900,---,30.77,39.52,21.84
10408902,Ccdc90a,14.42,-12.68,40.66
10408915,Dtnbp1,44.50,43.00,45.89
10408926,---,-5.74,0.72,-32.10
10408928,Hspb1,-30.03,-25.87,-34.35
10408932,---,-7.34,-22.01,13.74
10408935,Atxn1,-90.48,-95.83,-84.28
10408937,Atxn1,-80.17,-88.80,-70.70
10408947,Gm10113,91.14,97.69,70.69
10408950,---,55.28,81.48,-8.94
10408952,Nup153,-11.18,-49.10,20.16
10408975,Kif13a,57.39,45.67,67.09
10409014,---,-43.64,-55.68,-31.53
10409016,Nhlrc1,90.53,95.14,84.17
10409021,Tpmt,-92.62,-97.82,-84.56
10409031,Dek,-15.38,-15.58,-15.28
10409044,4931429P17Rik,71.64,93.75,-25.45
10409053,Zfp169,-13.24,-50.70,28.14
10409059,Mirlet7d,-64.52,-57.81,-70.39
10409061,Mirlet7f-1,-30.65,-18.75,-44.10
10409063,Mirlet7a-1,28.96,49.78,4.26
10409065,Ptpdc1,-26.42,-49.40,-6.90
10409076,Phf2,-35.36,-61.65,-10.05
10409099,Fam120a,7.55,-5.15,19.56
10409118,Wnk2,-16.46,-8.81,-27.63
10409152,1110007C09Rik,53.83,49.00,58.86
10409162,Susd3,70.53,71.96,68.61
10409170,Fgd3,66.17,54.43,78.56
10409190,Cenpp,-48.41,-30.73,-71.37
10409200,Gapdh,95.71,98.55,87.13
10409202,---,-3.69,14.17,-16.10
10409204,---,-1.63,-5.79,1.71
10409206,Pus7,95.71,98.55,87.13
10409208,Gm906 or Gm904 or Gm8765 or Gm8700,95.71,98.55,87.13
10409212,---,-29.40,-45.92,-13.18
10409214,Mir683-1 or Mir683-2,79.73,89.57,60.56
10409216,Mir683-1 or Mir683-2,95.71,98.55,87.13
10409218,2310081J21Rik,95.71,98.55,87.13
10409220,Hist2h2aa1 or Hist2h2aa2,5.81,25.81,-13.35
10409222,Shc3,-12.12,-4.67,-36.45
10409236,---,-5.27,-6.84,-3.77
10409240,Sema4d,61.70,57.48,66.33
10409259,---,93.97,98.03,81.03
10409261,Diras2,-12.51,-10.51,-14.77
10409265,Auh,-90.35,-96.37,-77.33
10409276,---,-1.09,-0.09,-2.38
10409278,Nfil3,69.09,68.09,70.27
10409282,Ror2,-8.84,-3.61,-15.04
10409294,Sptlc1,-69.95,-87.35,-39.58
10409311,---,67.60,63.50,70.61
10409314,Msx2,18.99,42.01,-2.87
10409319,Drd1a,-1.73,-0.10,-4.96
10409322,Thoc3,-91.60,-94.30,-88.06
10409330,4833439L19Rik,-82.08,-81.05,-83.03
10409338,Nop16,-76.28,-83.11,-66.69
10409345,Cltb,-76.54,-84.65,-62.85
10409352,Rnf44,0.15,-22.11,21.27
10409365,Gprin1,-27.81,-10.22,-61.13
10409369,Sncb,-10.36,-7.73,-13.38
10409376,Hk3,-1.56,-1.08,-2.15
10409396,Uimc1,46.72,15.93,67.11
10409414,Rab24,-64.77,-79.60,-45.32
10409424,Mxd3,31.98,41.20,23.80
10409434,Lman2,-19.15,-51.63,17.25
10409445,Pfn3 or BC038268,65.89,78.61,43.81
10409449,F12,-18.04,-9.97,-31.45
10409464,Dbn1,-29.86,-28.86,-31.06
10409486,Pdlim7,28.66,2.73,50.74
10409502,Dok3,51.05,40.81,61.05
10409508,Ddx41,-43.86,-76.28,-4.93
10409526,Fam193b,-21.42,-59.96,22.19
10409539,---,-71.64,-92.20,-37.15
10409541,---,-33.66,-22.13,-46.15
10409543,---,68.02,80.28,50.26
10409545,---,41.67,80.40,-25.64
10409547,---,-11.07,-34.75,16.22
10409551,Pitx1,41.59,48.55,32.98
10409557,H2afy,-0.41,-4.55,4.16
10409567,Tifab,65.05,59.03,69.46
10409575,Neurog1,94.11,97.64,78.19
10409579,Cxcl14,-8.28,-19.91,0.72
10409586,Il9,57.63,59.53,56.10
10409592,Lect2,-30.64,-18.94,-47.89
10409599,---,78.29,80.16,76.99
10409602,Trpc7,8.22,46.15,-13.55
10409616,Spock1,-16.92,-27.63,-11.17
10409629,Klhl3,-20.44,-7.49,-36.93
10409643,Hnrnpa0,56.19,54.40,57.44
10409645,Ubqln1,-66.36,-75.82,-54.76
10409660,Gkap1,-59.77,-85.49,-32.65
10409666,Kif27,-22.11,-16.03,-30.49
10409684,2210016F16Rik,-8.89,1.58,-18.56
10409689,Hnrnpk or Gm4130,30.16,22.82,38.47
10409709,Mir7-1,37.76,46.21,30.58
10409711,---,55.05,70.35,37.08
10409713,Slc28a3,-13.05,-8.59,-20.47
10409734,---,58.29,85.71,-9.61
10409737,Agtpbp1,-61.12,-73.15,-48.26
10409767,Golm1,-19.14,-23.03,-14.41
10409779,4921517D22Rik,88.36,86.16,90.17
10409786,Fam75d3,70.43,47.19,85.48
10409790,4932411G14Rik,70.14,90.39,16.11
10409796,---,-6.77,-5.32,-8.52
10409799,Isca1,95.71,98.55,87.13
10409804,Zcchc6,52.16,30.06,76.63
10409833,Gas1,-0.98,18.49,-9.65
10409840,BC051665,67.67,78.45,48.35
10409848,Ctsll3,92.86,97.72,79.46
10409857,4930486L24Rik,-22.36,-20.57,-24.05
10409866,Ctla2b,-7.21,-2.36,-12.92
10409869,Tpbpb,-18.69,-17.51,-19.91
10409876,Ctla2a,-77.84,-91.77,-62.93
10409881,Tpbpa,-18.98,-19.41,-18.56
10409887,Ctsj,-15.42,-6.83,-34.78
10409896,Ctsq,-5.57,-3.75,-10.71
10409905,Ctsr,-6.91,-2.58,-25.22
10409915,Cts6,-19.40,-28.11,-13.09
10409924,Cts8,-0.55,63.81,-44.42
10409934,Cts7,-45.65,-40.72,-50.52
10409943,Ctsm or Cts3,-24.90,-21.86,-28.66
10409955,Cts3 or Ctsm,40.81,78.84,-17.81
10409966,Mir713,80.25,88.44,67.27
10409968,Rps18,95.71,98.55,87.13
10409970,Zfp935,-74.57,-79.09,-69.76
10409978,Zfp934 or Zfp808 or Gm5141 or 6720489N17Rik or Gm3604 or Zfp935 or 2810408B13Rik,95.71,98.55,87.13
10409986,4933434E20Rik or Gm7664,95.71,98.55,87.13
10409988,Taf1d,95.71,98.55,87.13
10409990,6720489N17Rik,-39.22,-53.70,-24.05
10409992,---,40.24,-15.74,76.60
10409994,Gm5665,-58.76,-54.70,-62.59
10409999,Fbp2,-16.57,-13.92,-20.12
10410007,Fbp1,-26.30,-19.25,-36.64
10410016,Fancc,32.18,10.93,51.08
10410039,Ptch1,-88.92,-88.45,-89.44
10410063,Rpl10a,95.71,98.55,87.13
10410065,Hsd17b3,-15.52,-5.97,-39.30
10410078,Slc35d2,-51.76,-47.85,-55.92
10410092,Zfp367,-40.39,-63.82,-14.73
10410099,Cdc14b,-4.16,-21.37,10.96
10410115,1110018J18Rik,-47.83,-67.82,-20.70
10410124,Ctsl,-5.94,-14.79,2.39
10410134,---,-40.90,-4.41,-71.86
10410136,---,11.80,45.41,-18.17
10410138,Cntnap3,-36.03,-16.15,-64.04
10410148,Cntnap3,-16.61,-27.44,-8.80
10410150,Cntnap3,-35.44,-15.85,-69.14
10410152,Cntnap3,-5.06,8.59,-24.20
10410164,Cntnap3,48.23,70.41,12.06
10410166,Cntnap3,-22.33,-35.94,-13.56
10410168,Prss47,78.97,90.67,52.54
10410173,Hiatl1,18.86,-19.85,54.40
10410187,Nlrp4f or Nlrp4g,-60.42,-30.47,-92.37
10410204,Nlrp4f,95.71,98.55,87.13
10410207,Cbx3,95.71,98.55,87.13
10410209,Rybp,48.07,58.07,38.51
10410211,Zfp640,95.71,98.55,87.13
10410214,Gm10772,-34.44,-20.35,-57.13
10410216,---,95.71,98.55,87.13
10410221,C330022B21Rik,-55.79,-42.20,-71.67
10410224,---,28.50,44.76,4.91
10410235,---,-20.44,-7.35,-42.37
10410237,Gm10324 or 2410141K09Rik or Zfp640,46.75,54.71,37.96
10410244,Gm10324 or Zfp640,-6.83,-3.89,-11.63
10410248,Gm10324 or Zfp640 or C330022B21Rik or Gm7762 or 2410141K09Rik,95.71,98.55,87.13
10410252,2410141K09Rik,95.71,98.55,87.13
10410254,Zfp640,95.71,98.55,87.13
10410259,Uqcrb,95.71,98.55,87.13
10410264,Mterfd1 or Ptdss1,-84.88,-92.44,-61.66
10410273,Zfp708,-78.56,-79.49,-77.53
10410279,Rslcan18,-47.88,-14.15,-73.05
10410287,Zfp458,-61.62,-52.49,-69.77
10410291,Zfp457,36.06,55.01,11.78
10410295,Zfp595,-69.48,-64.39,-74.36
10410302,Zfp953 or Zfp456,-59.16,-75.61,-35.71
10410309,Zfp456,-43.54,-47.15,-40.18
10410311,Zfp456,8.77,10.79,6.91
10410317,Zfp459,-67.27,-77.53,-55.31
10410321,Zfp874a,-68.94,-67.91,-69.66
10410328,Zfp874b,-93.39,-94.79,-92.00
10410332,Zfp58,-96.59,-96.90,-96.04
10410341,Zfp87 or Zfp58,-94.56,-99.25,-77.75
10410345,Zfp748,-93.03,-95.99,-88.41
10410351,AA987161,-91.92,-91.70,-92.11
10410355,A530054K11Rik,-65.46,-65.09,-65.88
10410362,Zfp738,-11.86,-17.38,-6.02
10410364,Zfp738,-60.45,-76.64,-43.04
10410366,Zfp738,54.15,89.58,-18.25
10410370,Zfp71-rs1,-33.44,-41.12,-25.88
10410375,Zfp85-rs1,-87.24,-82.71,-90.03
10410380,---,-14.11,-12.59,-15.40
10410386,---,4.40,-0.82,12.69
10410388,---,95.71,98.55,87.13
10410390,---,63.55,77.01,41.49
10410393,Mtrr,-89.79,-94.89,-82.31
10410408,Adcy2,-60.84,-47.42,-74.06
10410435,Papd7,-63.09,-79.53,-40.97
10410449,---,21.64,52.41,-11.22
10410452,Srd5a1,-86.33,-87.54,-85.11
10410460,Ube2ql1,-22.51,-27.56,-18.60
10410463,---,18.26,5.42,29.29
10410465,BC018507,-83.67,-87.51,-79.93
10410475,BC018507,54.76,60.95,47.89
10410477,Adamts16,16.93,26.77,5.29
10410501,Irx1,66.96,74.78,57.60
10410506,Rpl9,95.71,98.55,87.13
10410508,Ndufs6 or LOC631040 or Gm6415,-95.27,-95.64,-94.78
10410513,Slc6a18,-7.99,-5.14,-13.26
10410530,Slc6a19,-16.41,-14.50,-18.47
10410547,Nkd2,-13.86,-8.77,-19.37
10410560,Trip13,-35.21,-43.73,-26.77
10410576,Cep72,-65.04,-65.06,-64.93
10410590,Exoc3,-77.33,-88.50,-58.33
10410604,Ahrr,-4.67,-2.19,-9.21
10410617,Pdcd6,-97.90,-98.69,-96.81
10410625,Sdha,-96.08,-97.52,-93.70
10410641,Lrrc14b,-9.83,-4.37,-20.59
10410644,Zfp72,-91.49,-98.41,-76.56
10410650,Zfp825,-92.69,-97.61,-78.04
10410654,---,82.53,88.87,72.36
10410656,Cast,44.58,37.03,51.97
10410687,---,62.94,73.95,47.07
10410690,---,28.86,53.21,-3.74
10410695,Rhobtb3,-53.93,-36.23,-83.84
10410709,Rfesd,-97.59,-98.12,-96.69
10410716,Gpr150,80.59,89.32,60.98
10410721,Arsk,3.61,1.31,5.29
10410731,Fam81b,-5.88,-3.05,-12.54
10410741,Mctp1,96.63,97.52,95.75
10410743,Ankrd32,-77.21,-65.33,-85.26
10410756,Ankrd32,-93.08,-92.40,-93.61
10410766,Nr2f1,-28.67,-16.14,-52.77
10410772,Rpl21,95.71,98.55,87.13
10410774,---,85.93,95.64,58.81
10410776,---,-24.72,-11.95,-38.99
10410778,Gpr98,-19.23,-14.48,-26.03
10410877,Polr3g,-97.07,-99.15,-91.85
10410887,Rps2,95.71,98.55,87.13
10410889,---,-29.36,-9.05,-56.80
10410892,Rasa1,-76.23,-87.14,-48.55
10410919,---,-62.87,-61.48,-64.12
10410921,Cox7c or Gm10012 or LOC100048613,95.71,98.55,87.13
10410925,---,-79.23,-88.19,-68.28
10410927,---,95.71,98.55,87.13
10410929,Agk,-82.57,-80.39,-85.12
10410931,Vcan,-50.11,-40.68,-65.31
10410947,Xrcc4,-42.42,-60.98,-21.38
10410955,Atp6ap1l,-15.75,-8.49,-28.56
10410959,Atg10,-67.24,-66.20,-68.10
10410970,Hnrnpk or Gm4130,95.71,98.55,87.13
10410973,4833422C13Rik,-58.20,-50.62,-65.51
10410975,Zcchc9,-92.22,-94.24,-89.45
10410984,Ckmt2,-6.14,-4.17,-9.56
10410995,Rasgrf2,-13.24,-16.53,-10.20
10411019,Msh3,-68.79,-84.34,-48.15
10411052,Fam151b,0.84,-23.49,29.92
10411059,Zfyve16,-6.29,-12.06,-1.18
10411078,Spz1,-46.17,-36.95,-55.32
10411082,Thbs4,-34.66,-29.71,-40.82
10411105,Gm10753,41.17,51.68,28.33
10411107,Cmya5 or Gm4814,-22.32,-14.68,-33.86
10411119,Papd4,21.11,14.26,28.92
10411126,Jmy,-75.28,-81.41,-67.23
10411142,Bhmt,-14.41,-10.91,-19.52
10411147,Bhmt2,-20.40,-8.25,-47.17
10411156,Scamp1,-8.07,-10.16,-5.08
10411167,---,-33.95,-35.14,-33.01
10411169,Gm9776,55.11,83.35,-6.69
10411171,Pde8b,-26.24,-12.72,-60.90
10411199,Aggf1,-77.72,-87.97,-60.76
10411215,Crhbp,-6.14,-1.86,-13.14
10411223,S100z,71.26,85.71,36.15
10411226,F2rl1,-26.10,-32.97,-20.21
10411229,F2r,-65.13,-67.81,-62.54
10411235,Iqgap2,18.41,7.76,29.98
10411272,---,61.84,74.18,41.94
10411274,Sv2c,-23.53,-11.99,-43.52
10411287,Btf3l4,-94.89,-96.20,-93.11
10411290,Ankdd1b,85.81,92.91,66.38
10411306,Polk,-59.88,-75.66,-41.71
10411332,Hmgcr,8.68,-7.61,21.21
10411353,1700029F12Rik,-30.47,-23.52,-39.33
10411359,Plp2 or Prickle3,14.27,6.95,22.86
10411363,Nsa2,-54.87,-70.43,-28.78
10411373,Hexb,98.07,97.48,98.44
10411390,5330416C01Rik,90.22,94.63,81.96
10411393,Rps18,95.71,98.55,87.13
10411395,Rgnef,-21.07,-4.31,-41.67
10411432,Utp15,-81.17,-79.52,-82.83
10411448,Btf3,65.42,59.93,70.82
10411452,Gapdh,95.71,98.55,87.13
10411454,Sec61b,-82.40,-86.87,-77.11
10411456,Tmem174,-13.05,-12.09,-13.94
10411459,Tmem171,-11.15,-16.61,-7.42
10411464,Fcho2,87.24,74.37,94.32
10411491,Tnpo1,14.49,6.80,26.10
10411502,1700024P04Rik,-7.47,-3.13,-19.31
10411506,---,-29.47,-66.86,-3.32
10411508,Ptcd2,-81.70,-85.53,-76.98
10411519,Mtap1b,-68.25,-76.19,-61.41
10411527,Cartpt,-3.49,-0.24,-12.36
10411532,Mccc2,-75.72,-75.21,-76.17
10411552,Bdp1,3.98,-25.53,31.95
10411593,Serf1,96.02,97.60,93.00
10411595,Naip2,66.72,57.23,78.56
10411609,---,85.82,87.40,84.28
10411611,Naip5 or Naip7,58.82,65.25,52.79
10411622,Naip6 or Naip7,66.88,60.27,73.28
10411633,Naip1,-13.39,-4.51,-35.81
10411646,Gtf2h2 or LOC100862307,-75.40,-91.09,-39.54
10411668,Ocln,-38.17,-28.16,-59.18
10411680,Marveld2,1.29,11.81,-5.16
10411690,Rad17,-83.81,-92.78,-70.26
10411709,Cdk7,-96.32,-93.74,-98.02
10411711,Cdk7,-96.36,-94.22,-97.75
10411722,Mrps36,-79.73,-67.56,-90.11
10411728,Cenph,-31.74,-30.86,-32.55
10411739,Ccnb1 or Gm5593,-35.33,-34.94,-35.74
10411751,Slc30a5,-59.59,-75.26,-37.35
10411774,---,-15.69,-24.58,-7.86
10411776,H3f3a or Gm12657,95.71,98.55,87.13
10411780,---,81.70,94.57,15.38
10411782,Pik3r1,42.45,39.72,45.67
10411804,Mast4,-73.79,-73.57,-74.14
10411839,Srek1,-3.10,-5.04,-1.43
10411853,Erbb2ip,58.30,36.15,77.50
10411882,Nln,-56.68,-70.43,-37.65
10411899,2410002O22Rik,-88.69,-93.92,-80.52
10411915,Ppwd1,-93.02,-92.97,-93.29
10411927,Cwc27,-43.23,-79.17,1.22
10411945,Fam159b,78.79,76.78,80.46
10411949,Rgs7bp,-25.35,-22.72,-28.75
10411958,Rnf180,94.83,93.33,95.76
10411970,---,72.94,83.65,50.96
10411972,---,72.20,80.29,58.80
10411974,Ipo11,-86.39,-87.60,-84.75
10412011,Kif2a,-83.94,-89.87,-76.82
10412036,Apoo or Apoo-ps,-95.67,-94.27,-97.03
10412038,Zswim6,77.41,61.79,88.60
10412054,Ndufaf2,-85.76,-83.57,-87.69
10412060,---,-51.69,-69.09,-31.66
10412062,---,-35.50,-65.10,-9.39
10412064,---,77.02,93.12,27.02
10412066,Rab3c,-11.60,-7.44,-20.44
10412076,Gemin8,-29.44,-2.85,-57.44
10412078,Gapt,32.31,31.48,33.15
10412082,Gpbp1,-28.02,-46.18,-6.95
10412098,Rpl41,95.71,98.55,87.13
10412100,Map3k1,38.02,25.55,50.38
10412123,Ncf2,78.24,68.17,87.27
10412126,Il31ra,-7.51,-4.44,-12.07
10412155,Ddx4,-22.49,-11.43,-48.14
10412177,Skiv2l2,-44.23,-47.97,-41.27
10412205,---,0.00,-0.14,0.41
10412207,Gpx8,-82.22,-69.68,-94.16
10412211,Gzma,-21.43,-10.60,-50.00
10412218,Gzmk,-39.77,-31.95,-49.34
10412227,Snx18,77.76,78.72,76.52
10412231,Hspb3,-2.92,-2.68,-3.21
10412235,A430090L17Rik,48.47,65.98,24.36
10412251,Ndufs4,-95.05,-95.71,-94.29
10412258,---,-89.98,-96.38,-79.58
10412260,Fst or Thrap3,-66.39,-73.09,-59.28
10412267,Itga2,-33.17,-28.37,-38.66
10412296,---,34.57,49.68,15.83
10412298,Itga1,-63.85,-60.19,-67.46
10412328,Pelo,20.68,13.68,28.05
10412333,Gm10733,51.58,61.00,41.11
10412335,Isl1,-22.07,-13.44,-35.96
10412345,Parp8,81.35,70.02,89.38
10412376,Emb,55.74,75.64,22.74
10412378,H3f3a,95.71,98.55,87.13
10412380,---,19.74,36.92,2.92
10412385,Mrps30,-97.40,-98.46,-95.83
10412392,Gm10732,16.40,53.00,-18.11
10412394,Nnt,-84.15,-88.26,-78.76
10412414,4833420G17Rik,19.37,52.48,-5.64
10412417,3110070M22Rik,86.73,93.32,56.88
10412421,Zfp131,-11.59,-49.12,29.37
10412435,E130304F04Rik,-29.80,-34.22,-25.68
10412443,Cts3 or Ctsm,95.71,98.55,87.13
10412454,Ctsm or Cts3,95.71,98.55,87.13
10412466,Hmgcs1,-55.24,-76.74,-29.60
10412481,2410127L17Rik,95.71,98.55,87.13
10412483,4930469B13Rik,-25.56,-38.62,-15.89
10412488,---,-76.32,-79.95,-73.31
10412491,---,-63.83,-52.17,-76.04
10412495,---,-2.64,-1.11,-4.20
10412500,---,-62.12,-23.61,-94.90
10412503,---,-52.77,-48.92,-56.94
10412513,---,95.71,98.55,87.13
10412517,Gm10021 or Gm16525 or Gm8108 or LOC100861615 or LOC100862069,-30.31,-21.50,-38.73
10412520,---,95.71,98.55,87.13
10412537,Gm3002 or Gm10406 or Gm10409 or Gm3373,95.71,98.55,87.13
10412543,Gm10413 or Gm5458 or LOC100861646 or Gm3685 or Gm5797 or Gm3187 or Gm3012 or Gm8279 or Gm5795 or Gm10338 or Gm3127 or Gm3182 or Gm7876 or Gm3047 or Gm3149 or Gm8362,95.71,98.55,87.13
10412549,Gm10408 or D830030K20Rik or Gm3373,95.71,98.55,87.13
10412555,---,69.43,94.22,-18.48
10412559,Slbp,-14.27,-15.38,-13.15
10412562,Flnb,-44.29,-59.33,-31.15
10412607,Abhd6,-70.83,-73.77,-68.38
10412616,Rpp14,-92.49,-89.14,-94.87
10412624,Pxk,-42.84,-52.74,-30.84
10412646,---,-13.37,1.40,-27.76
10412650,Kctd6,10.83,52.57,-30.94
10412655,2610318M16Rik,0.74,31.00,-17.06
10412657,---,-41.99,-50.70,-33.33
10412659,---,86.34,92.87,77.14
10412661,---,20.49,67.17,-27.09
10412663,---,88.98,93.37,81.73
10412665,Rpl21,95.71,98.55,87.13
10412667,Ptprg,-16.11,-6.18,-33.64
10412699,Gm10404,-16.76,6.29,-40.73
10412701,3830406C13Rik,-75.41,-72.09,-78.78
10412711,Uqcrb,95.71,98.55,87.13
10412713,---,60.25,64.20,56.37
10412719,Synpr,-13.55,-8.69,-20.56
10412729,Sntn,-16.03,-9.93,-25.48
10412735,---,31.47,30.20,32.68
10412741,Atxn7,42.16,12.04,64.57
10412755,---,-67.05,-96.83,28.07
10412757,Olfr31,-4.27,6.40,-11.14
10412760,Il3ra,64.00,75.71,46.46
10412771,---,12.09,83.93,-75.85
10412773,Slc4a7,28.57,0.19,56.97
10412805,Nek10,-25.55,-22.15,-30.17
10412823,Lrrc3b,76.98,66.81,83.39
10412826,Gm10403,-3.95,14.07,-16.54
10412828,---,-79.96,-61.21,-91.94
10412830,Ngly1,-88.01,-92.57,-82.84
10412844,Top2b,-42.17,-48.85,-34.35
10412882,Thrb,-50.41,-53.66,-46.74
10412897,---,60.39,81.92,21.84
10412900,Nkiras1,-98.17,-99.52,-93.93
10412907,---,69.83,85.69,32.73
10412909,Fdft1,-86.25,-91.11,-79.14
10412911,---,96.35,97.28,95.50
10412913,---,-62.43,-34.82,-83.36
10412919,---,46.02,51.17,39.42
10412921,Nid2 or 2700060E02Rik,-29.06,-30.53,-27.80
10412943,Nudt13,-21.18,-38.25,-4.78
10412960,Fam149b,-97.18,-96.43,-97.73
10412978,1810062O18Rik,-50.23,-29.52,-70.23
10412981,Sec24c,-76.75,-82.62,-68.80
10413008,Fut11,46.73,56.89,36.66
10413012,Fut11,-70.62,-70.62,-70.62
10413014,Chchd1,-98.42,-98.87,-97.62
10413018,2310021P13Rik,-8.61,-32.65,14.93
10413047,Plau,77.54,70.94,83.12
10413059,Vcl,-22.81,-22.23,-23.44
10413086,Adk,-87.91,-87.49,-88.48
10413100,Myst4,-73.33,-76.87,-69.09
10413125,Samd8,-12.18,-19.59,-3.78
10413136,---,-5.31,-0.49,-13.70
10413138,Vdac2,-52.05,-61.70,-40.97
10413148,Comtd1,88.36,91.30,83.80
10413152,1700112E06Rik,33.17,6.58,50.45
10413161,Cnot1 or Gm6158,-96.31,-98.07,-91.80
10413163,E330034G19Rik,-7.85,-3.66,-17.48
10413171,---,36.02,62.45,0.04
10413174,Rps24 or LOC677113,24.43,17.53,31.88
10413180,4931403M11Rik,19.68,25.51,13.76
10413183,Gm10398,42.66,68.71,-1.69
10413185,Zmiz1,73.10,56.73,83.60
10413212,Zmiz1,92.22,93.97,90.32
10413216,4931406H21Rik,65.51,52.74,76.69
10413220,Zmiz1,35.15,14.86,52.64
10413222,Ppif,-75.26,-73.49,-76.85
10413229,Anxa11 or Gm2274 or Gm2260,28.10,8.41,49.06
10413238,Cphx,-20.79,-3.88,-52.18
10413243,Duxbl or Gm10394 or Gm10391,-56.82,-48.43,-66.19
10413250,Cphx,95.71,98.55,87.13
10413255,Duxbl or Gm10394 or Gm10391,95.71,98.55,87.13
10413260,Cphx,95.71,98.55,87.13
10413265,Duxbl or Gm10394 or Gm10391,95.71,98.55,87.13
10413270,4933413J09Rik,54.45,56.30,52.72
10413280,---,-8.73,-6.03,-11.62
10413282,Fam116a,-66.50,-84.45,-25.71
10413304,Arf4,68.73,64.66,72.49
10413314,Pde12,59.82,60.95,58.55
10413316,---,-46.24,-71.55,-27.48
10413333,Dnahc12,-18.66,-5.78,-65.24
10413338,---,-18.03,-9.36,-37.28
10413377,---,82.66,90.83,63.83
10413381,Asb14,-30.58,-23.27,-40.87
10413393,Hesx1,0.66,58.22,-31.57
10413398,Il17rd,-17.02,-1.77,-39.35
10413416,Il17rd,-85.26,-64.08,-96.84
10413419,Arhgef3,54.28,51.71,57.11
10413434,D14Abb1e,13.29,-0.25,27.30
10413461,Erc2,-33.59,-39.18,-28.81
10413482,Wnt5a,-41.25,-42.56,-40.03
10413492,Lrtm1,-40.75,-35.98,-45.91
10413497,Selk,-94.04,-99.68,-71.08
10413502,Actr8,-97.65,-98.95,-95.15
10413517,Chdh,-17.02,-15.88,-18.17
10413528,---,88.21,85.51,90.34
10413530,Dcp1a,-51.90,-72.23,-27.39
10413542,Tkt,44.55,32.46,54.20
10413559,Rft1,-60.86,-65.13,-56.31
10413574,Sfmbt1,-27.77,-43.58,-11.75
10413596,Sfmbt1,-83.71,-83.09,-84.38
10413598,Tmem110,-79.99,-95.36,-32.58
10413609,Mustn1,-52.34,-50.55,-53.88
10413615,Itih4,-12.35,-5.49,-34.79
10413640,Nek4,-67.06,-71.36,-62.27
10413657,Glt8d1,-74.68,-85.22,-59.82
10413670,Pbrm1,-13.26,-45.60,15.56
10413695,Pbrm1,-53.22,-60.63,-45.71
10413697,Pbrm1,-80.20,-85.76,-70.21
10413710,Nt5dc2 or Stab1,-27.34,-28.63,-26.15
10413726,Tnnc1,-48.70,-34.73,-65.43
10413733,Sema3g,-0.70,-0.80,-0.58
10413752,Bap1,-87.26,-90.55,-81.49
10413771,Capn7,-36.25,-58.88,1.21
10413795,Eaf1,-55.78,-69.63,-36.43
10413803,Btd,-88.44,-90.40,-86.14
10413808,---,-42.79,-46.03,-40.43
10413810,D830044D21Rik,61.37,65.81,55.92
10413813,Galntl2,-53.42,-60.81,-46.51
10413826,Oxnad1,-77.83,-70.33,-85.28
