Probeset_ID,Gene Symbol,Mo Bl Ly6C- IIint,Sample_,Sample_,Sample_,Sample_,Sample_
10432101,Senp1,70.34,81.03,82.83,77.46,50.82,50.64
10432122,Asb8,-22.06,-34.00,31.54,-12.19,-47.85,-43.12
10432129,Olfr288,8.67,61.06,-2.50,2.10,-9.20,-4.66
10432133,Olfr286,-26.10,-44.67,-64.52,11.00,-19.73,-19.51
10432135,H1fnt,-5.96,8.03,-0.05,37.77,-32.87,-25.07
10432139,Zfp641,-40.65,-34.41,-41.76,-31.73,-59.17,-36.42
10432150,Olfr285 or Olfr257,-13.35,-13.43,-19.49,-0.97,-56.00,27.91
10432152,Olfr284,19.32,54.87,2.62,27.07,-15.46,26.73
10432154,Olfr283,-6.37,-20.37,-18.21,-0.17,-25.97,53.15
10432157,Lalba,-44.88,-51.23,-74.95,-9.50,-54.06,-56.20
10432162,Kansl2,-21.88,-16.02,2.50,-22.29,-24.96,-53.80
10432176,Snora34,19.82,48.54,32.04,19.35,8.67,-9.37
10432178,Snora2b,-12.50,20.41,-12.69,21.09,-44.65,-33.73
10432180,Ccnt1,52.82,68.29,61.21,47.03,46.97,38.47
10432190,Adcy6,-85.47,-84.10,-84.70,-87.96,-92.35,-76.13
10432215,Ddx23,-34.39,-5.12,21.19,-63.93,-32.88,-63.82
10432236,Rnd1,-7.41,-15.32,-1.84,-25.06,11.35,-4.13
10432243,Fkbp11,-63.45,-60.35,-75.03,-55.55,-52.11,-73.73
10432256,Arf3,-46.75,-57.05,-27.02,-74.43,-27.68,-31.93
10432263,---,81.30,82.61,82.19,82.37,86.90,70.52
10432267,Wnt10b,-1.50,31.32,38.64,-42.88,22.25,-32.01
10432278,Ddn,-27.66,-10.08,-26.88,-29.49,-46.01,-41.74
10432281,Prkag1,5.73,-16.21,51.35,-16.33,11.66,-13.44
10432294,Mll2,-10.87,-3.59,-4.68,-34.73,-9.65,-10.34
10432298,Mll2,73.01,82.57,72.69,74.06,66.85,70.12
10432362,Rhebl1,-4.38,-10.33,-8.46,-20.48,27.77,-0.84
10432372,Dhh,21.53,-16.33,45.51,14.58,49.40,16.44
10432378,Lmbr1l,64.35,60.59,45.95,60.76,68.10,78.86
10432398,Tuba1b or Tuba1c,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10432404,Tuba1a,-27.40,-64.30,-52.10,-68.34,27.62,12.26
10432408,C1ql4,-14.35,-30.18,-48.84,-19.17,32.56,-0.96
10432411,Mcrs1,0.77,-18.97,37.89,-20.76,-8.97,-10.21
10432429,---,-2.66,-26.41,-14.48,60.33,-34.31,21.97
10432431,Fam186b,-5.77,-38.69,-7.90,16.11,14.91,-3.49
10432439,Fmnl3,20.81,9.46,59.96,9.63,19.75,2.00
10432471,---,46.54,57.97,48.81,83.54,1.79,5.96
10432473,Nckap5l,-20.34,-46.64,-4.64,-12.64,-21.10,-18.87
10432488,Bcdin3d,38.20,35.98,46.23,-24.68,66.73,57.23
10432492,Faim2,-56.46,-61.80,-66.52,-44.24,-63.62,-47.30
10432509,Uxt,-62.62,-65.87,-66.25,-69.11,-50.57,-59.38
10432511,Racgap1,-9.24,0.99,-10.74,-15.38,-12.57,-7.23
10432527,Lass5,63.88,64.35,72.57,64.48,54.69,61.54
10432540,Lima1,35.45,47.60,56.62,29.29,22.86,18.64
10432554,---,-29.98,-5.39,-14.56,-24.83,-80.27,-56.74
10432556,---,-44.08,-87.26,-44.24,-80.94,7.17,-18.74
10432558,---,-59.70,-76.78,-15.63,-54.65,-55.09,-86.11
10432560,1700030F18Rik,-33.52,-27.26,-58.28,-18.77,-55.97,-21.43
10432566,1700030F18Rik,-49.25,-64.72,-44.49,-39.44,-47.08,-51.00
10432571,2310068J16Rik,63.99,59.08,56.85,55.26,74.10,70.28
10432573,Slc11a2,-56.62,-64.29,-37.66,-66.87,-53.94,-55.10
10432593,Csrnp2,-57.33,-89.04,-51.17,-52.86,-48.68,-39.69
10432601,Tfcp2,-77.54,-62.01,-52.26,-70.40,-80.56,-97.09
10432619,Pou6f1,-6.05,-9.15,-3.53,-5.96,-4.21,-7.26
10432636,Smagp,82.70,82.47,81.21,77.16,85.63,86.82
10432640,---,97.23,99.49,99.69,98.56,90.77,94.57
10432652,Cela1,-69.16,-77.43,-78.50,-51.40,-59.88,-77.09
10432661,Galnt6,-8.76,-12.62,-4.92,-19.06,-4.81,-5.46
10432675,I730030J21Rik,-10.59,-7.45,-10.46,-13.00,-9.33,-14.57
10432677,Fignl2,-25.71,-48.11,-19.88,-26.88,-8.32,-28.23
10432682,Krt80,96.90,98.27,99.26,98.02,94.05,89.47
10432695,Krt83 or 5430421N21Rik or Krt81,-27.50,-14.55,-62.75,-15.65,-35.02,-24.02
10432711,Krt84,-22.54,-31.48,-36.71,-6.63,-27.48,-26.08
10432723,Krt82,-40.27,-24.60,-90.99,-12.09,-41.52,-16.94
10432734,4732456N10Rik,1.91,15.88,-24.08,-8.57,38.11,12.94
10432746,Krt75,-70.29,-81.58,-96.82,-73.13,-30.58,-46.62
10432756,Gm5414 or Gm5476,-12.38,26.79,-10.28,-10.10,-35.10,-25.25
10432767,Gm5478,-6.29,-30.22,16.81,10.92,-42.63,30.84
10432774,Krt6b,-39.92,-54.89,-42.52,-49.10,-30.90,-25.79
10432780,Krt6a,-13.59,-18.25,-38.47,-17.26,-4.05,-11.65
10432785,Krt5,-63.14,-85.46,-81.46,-73.33,-27.26,-44.01
10432799,Krt71,-37.69,-28.50,-61.82,-34.90,-19.30,-49.64
10432810,Krt74,15.36,-15.50,37.40,45.48,-18.62,32.37
10432820,Krt72-ps,-32.29,-24.84,-26.27,-20.57,-32.03,-65.89
10432831,Krt73,-26.21,-15.35,-25.63,-24.59,-26.01,-46.52
10432840,Krt2,-28.20,6.01,-23.30,-92.44,-37.37,15.81
10432852,Krt1,-64.29,-54.06,-85.81,-38.23,-74.89,-65.10
10432866,Krt77,-53.03,-38.79,-65.48,-19.14,-76.01,-74.84
10432876,Krt76,-18.40,29.21,-51.27,-14.50,-21.71,-24.13
10432886,Krt4,-42.11,-72.86,-57.60,-23.04,-16.45,-51.65
10432897,Krt79,-63.97,-69.56,-61.05,-48.18,-82.42,-56.36
10432907,Krt78,-29.40,-26.11,-53.83,-14.82,-47.85,-19.02
10432918,Krt8,-43.64,-30.88,-34.56,-30.78,-35.22,-91.71
10432923,Spryd3,-34.38,-33.59,-20.08,-53.45,-33.83,-29.89
10432939,Csad,-74.43,-69.41,-76.48,-64.29,-84.11,-75.84
10432957,Itgb7,44.09,32.98,46.28,25.97,59.31,53.79
10432972,Rarg,29.80,29.89,42.42,21.34,24.99,30.97
10432986,Aaas,-40.65,-34.87,-27.72,-47.70,-52.44,-43.73
10433003,Sp7,-70.38,-57.77,-93.60,-66.24,-27.72,-87.97
10433008,Map3k12,-56.26,-53.55,-48.75,-45.48,-72.23,-57.28
10433027,Npff,60.64,61.44,35.48,72.73,55.41,71.39
10433032,---,74.09,64.94,67.43,75.25,70.41,87.87
10433034,Atf7,78.99,93.19,79.77,88.77,54.84,59.64
10433047,---,-12.94,-6.36,-37.67,-4.68,-29.06,-10.72
10433049,Atp5g2,-71.69,-91.56,-79.67,-88.26,-19.33,-5.92
10433055,Mir688,24.75,50.70,-7.88,29.85,34.48,16.18
10433057,Calcoco1,-53.32,-42.22,-33.06,-53.73,-64.10,-65.82
10433073,Gm10831,-12.83,-23.48,-13.27,-6.01,-10.97,-13.32
10433075,5730585A16Rik,-19.75,-17.38,-22.76,-34.54,-10.85,-17.02
10433077,Smug1,-27.29,-45.42,-82.34,-52.59,43.36,32.73
10433088,Cbx5,-88.11,-86.41,-84.29,-92.00,-84.68,-90.52
10433096,Nfe2,60.09,31.99,54.50,28.88,83.39,87.73
10433101,Gpr84,-4.42,-6.27,-1.76,-4.08,-4.11,-8.77
10433104,Zfp385a,21.67,-2.42,31.73,12.63,31.92,32.12
10433114,Itga5,15.62,13.64,19.66,10.91,16.51,18.95
10433145,Gtsf1,-38.46,-45.64,-36.69,-26.08,-33.15,-53.93
10433153,BC048502,-46.29,-92.96,-36.38,-39.35,-31.01,-36.96
10433161,BC048502,-65.75,-80.98,-54.18,-51.55,-71.64,-69.49
10433163,Ppp1r1a,-50.53,-42.76,-63.92,-33.20,-58.05,-59.25
10433172,Glycam1,-29.90,-31.92,-34.91,-21.43,-23.03,-42.94
10433177,---,-43.93,-57.83,-11.23,-67.49,-55.07,-42.56
10433179,Mucl1,-49.89,-21.70,-77.91,-62.24,-22.03,-76.88
10433185,Spt1 or Mucl1,-42.70,-46.38,-54.66,-45.24,-75.22,-9.30
10433190,---,-10.85,-39.29,-87.56,43.77,62.88,-13.72
10433193,Olfr161,14.53,-7.33,-21.63,22.41,40.54,56.46
10433195,---,-5.32,-30.94,-55.97,36.53,-14.55,63.53
10433197,Olfr161,-24.94,-33.93,-41.50,-19.05,-13.26,-24.20
10433199,Zfp263,85.63,87.90,91.89,88.37,78.34,76.98
10433207,---,21.18,28.94,60.47,8.00,-26.96,42.40
10433212,Olfr15,-47.18,-49.63,-47.71,-37.33,-81.47,-24.95
10433214,Zfp174,-8.07,-24.12,-41.02,-8.81,38.18,3.70
10433219,Nat15,41.94,38.19,58.82,39.57,27.29,44.93
10433228,Cluap1,-85.70,-83.55,-59.56,-76.99,-89.70,-98.25
10433241,Dnase1,25.71,10.42,2.15,47.32,23.07,41.14
10433262,Gm5766 or Rpl7a,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10433264,Glis2,-80.13,-90.29,-85.76,-75.22,-85.95,-57.86
10433274,Vasn,-35.70,-44.69,-44.63,-17.88,-34.53,-39.73
10433278,Dnaja3,-65.16,-71.79,-41.70,-71.97,-77.54,-55.67
10433292,Hmox2 or 5730403B10Rik,3.47,-18.24,26.48,-29.77,44.28,1.79
10433300,---,63.87,74.63,41.35,87.49,46.31,43.59
10433302,4930562C15Rik,-4.23,26.08,28.94,-17.97,-34.78,-0.18
10433311,Mgrn1,-5.73,-36.77,18.89,-2.94,-18.96,6.32
10433331,Nudt16l1,-26.06,-70.76,-53.53,-79.19,49.95,33.34
10433340,---,-32.04,12.72,-63.68,-4.47,-48.83,-56.39
10433352,Ubn1,42.44,35.57,62.50,22.86,36.52,48.09
10433373,Sec14l5,-53.02,-58.11,-41.41,-25.09,-62.33,-78.68
10433389,Alg1 or Fam86,39.47,27.29,66.14,16.39,38.42,41.69
10433403,Rbfox1,-63.91,-49.36,-40.80,-53.52,-79.10,-93.23
10433428,---,-45.10,-57.00,-48.28,-13.09,-72.60,-59.17
10433431,---,-45.92,-20.02,-54.23,-69.65,-83.95,-22.81
10433433,Mettl22,-58.59,-71.99,-46.71,-57.18,-61.80,-54.59
10433445,Abat,-84.30,-86.83,-78.73,-91.70,-92.81,-65.10
10433462,Pmm2,60.87,48.44,84.34,63.49,42.97,54.60
10433472,1810013L24Rik,94.41,98.86,96.34,96.72,82.03,83.84
10433478,---,-29.16,-86.51,-17.66,-49.23,53.96,-29.62
10433480,Rpl39l,-47.55,-39.73,-79.17,-81.52,-21.91,-30.71
10433484,Atf7ip2,-36.78,-36.03,-50.60,-39.50,-37.34,-24.64
10433492,Atf7ip2,-38.70,-39.96,-40.50,-19.41,-63.68,-40.26
10433494,Nubp1 or Fam18a,64.67,28.78,78.39,53.53,69.71,79.37
10433507,Ciita,-18.92,-12.57,-54.03,-12.64,-18.54,-14.12
10433536,Clec16a,-12.83,-23.04,-4.18,-4.40,-9.10,-25.30
10433562,Gm12191 or Rpl30,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10433564,A630055G03Rik,21.42,67.40,-18.07,46.96,39.07,-28.79
10433573,---,-38.53,-49.73,-85.86,58.81,-52.61,-71.69
10433575,Gm10832,5.63,8.30,-7.26,22.62,-11.49,23.01
10433578,Snn or Txndc11,-52.33,-66.63,-65.66,-42.82,-36.40,-49.22
10433584,Tnfrsf17,-15.23,-14.80,-3.44,-17.79,5.04,-50.76
10433589,Snx29,60.88,75.78,70.34,64.05,30.91,52.86
10433597,Snx29,-17.06,-22.42,-4.84,-13.65,-26.95,-22.51
10433614,Gm9961,39.89,43.74,-1.49,36.55,67.02,39.89
10433618,Shisa9,-51.88,-46.15,-46.20,-52.99,-53.44,-59.60
10433620,Ercc4,77.70,86.86,91.71,81.50,63.51,47.11
10433633,Mkl2,-73.29,-77.85,-79.11,-46.47,-58.57,-89.09
10433639,Mkl2,-89.33,-87.18,-81.83,-82.89,-92.21,-96.07
10433656,Mkl2,-82.91,-85.23,-57.39,-86.18,-92.72,-82.45
10433658,Mir365-1,-35.96,-51.20,-71.94,-11.47,-36.94,-8.16
10433660,Bfar or 3110001I22Rik,74.34,72.36,87.07,73.89,83.77,48.20
10433672,Rrn3,-78.19,-80.54,-57.43,-82.99,-66.95,-86.83
10433691,Ntan1 or Pdxdc1,-41.75,-51.30,-12.99,-27.00,-47.93,-60.45
10433702,Mpv17l,-76.19,-64.63,-73.46,-91.82,-74.11,-74.77
10433709,2900011O08Rik,-50.07,-31.19,-48.07,-39.19,-91.49,-39.65
10433717,---,43.84,72.23,30.79,59.18,-3.44,45.73
10433719,Mir484,-51.05,-48.61,-56.28,-67.11,-25.84,-57.45
10433721,Nde1,0.00,-6.67,24.24,-4.04,-2.04,-15.45
10433735,Abcc1,16.65,4.19,24.56,12.07,12.40,28.41
10433769,---,-23.19,-59.10,-33.50,-31.86,-43.31,59.18
10433773,A630010A05Rik,-85.97,-61.24,-93.72,-99.37,-86.59,-67.51
10433776,Snai2,-78.36,-75.83,-83.81,-72.64,-84.99,-72.88
10433782,Efcab1,-47.74,-59.77,-45.73,-21.77,-60.67,-70.22
10433792,---,-34.40,17.74,-30.67,-63.10,-65.36,-31.14
10433795,---,-27.55,-11.31,-37.04,16.41,-65.12,-73.56
10433797,Prkdc,44.24,65.67,41.88,53.30,26.32,26.28
10433885,Cebpd,44.38,28.37,49.89,16.33,66.49,51.54
10433887,Pkp2,-76.26,-77.48,-91.57,-84.79,-59.49,-63.95
10433902,Gm12191 or Rpl30,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10433904,Yars2,-64.99,-86.96,-42.98,-51.92,-50.20,-77.58
10433910,Top3b,7.79,-4.13,41.85,34.25,-20.36,-8.71
10433929,Ppm1f,-48.12,-46.05,-45.38,-48.75,-52.90,-46.78
10433937,Ppm1f,72.96,25.60,54.74,16.12,93.78,91.76
10433940,Mapk1,35.62,44.26,59.39,42.64,18.22,19.70
10433953,Ypel1,-10.16,-3.65,-17.39,-9.48,-18.66,-2.60
10433963,Ydjc or Ccdc116,-40.33,-43.49,-61.30,-35.70,-39.86,-19.70
10433971,Rimbp3,-38.53,-31.27,-52.79,-43.10,-52.46,-20.88
10433973,Hic2,-11.28,-16.76,-7.61,-4.25,-19.96,-11.39
10433977,Tmem191c,-53.90,-60.16,-77.26,-50.52,-40.62,-35.88
10433988,Serpind1,-27.44,-35.59,-40.56,-18.35,-27.85,-21.34
10433996,Snap29,77.57,80.57,84.21,68.29,75.01,78.52
10434003,Crkl,28.76,38.53,54.39,0.51,18.15,26.69
10434007,Aifm3,-67.61,-79.22,-81.92,-24.64,-82.94,-74.59
10434029,Lztr1,-67.22,-63.69,-53.61,-70.60,-76.24,-69.26
10434052,P2rx6,-55.91,-82.26,-85.35,-62.68,-6.79,-37.32
10434067,Smpd4,-66.53,-60.30,-25.39,-61.37,-85.73,-77.08
10434089,Ccdc74a,-42.22,-37.76,-47.60,-31.81,-69.27,-27.82
10434094,Klhl22,-67.71,-71.59,-76.02,-77.40,-53.92,-55.59
10434105,Scarf2,-60.50,-57.13,-67.64,-39.95,-79.91,-56.36
10434117,B830017H08Rik,-20.28,-45.14,-42.55,-26.32,-3.83,20.47
10434121,Tssk1,-30.93,-35.18,-21.91,-16.05,-39.44,-49.06
10434124,Tssk2,-28.85,-41.90,-32.34,-14.70,-26.88,-34.82
10434128,Vpreb2,-9.23,-66.67,-53.66,28.25,29.66,32.81
10434131,AA066038,-27.60,-68.73,-66.22,-14.85,-8.34,12.68
10434133,Dgcr6,-96.39,-82.83,-98.05,-88.29,-99.59,-96.78
10434144,Rtn4r,-24.00,-28.32,-42.10,-3.47,-21.79,-24.61
10434148,Trmt2a or Dgcr8,63.90,73.67,71.49,72.07,47.60,51.86
10434165,Arvcf,-74.98,-40.98,-90.26,-73.45,-86.79,-71.75
10434189,---,-14.54,-25.06,-33.43,5.74,-11.22,-9.27
10434191,Txnrd2 or Comt,-31.85,-57.60,-32.61,-58.97,4.99,-23.74
10434211,Gnb1l,-62.04,-61.69,-43.99,-44.12,-49.47,-94.02
10434224,Gnb1l,-23.49,-52.27,-11.87,-23.26,-23.82,-12.74
10434226,---,50.81,2.89,-10.84,72.26,69.48,87.31
10434229,Cldn5,-54.59,-58.00,-53.37,-42.64,-51.54,-66.29
10434233,Ufd1l,-49.39,-62.35,-29.20,-52.79,-33.00,-64.64
10434248,2510002D24Rik,-39.21,-43.99,-49.13,-40.96,-38.14,-22.28
10434252,Hira,-7.98,-11.25,9.76,-9.24,4.70,-32.41
10434281,Gm10088,-80.68,-86.64,-92.59,-53.56,-74.23,-80.94
10434283,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10434285,---,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10434287,Olfr166,-66.01,-17.11,-18.33,-88.83,-97.82,-73.08
10434289,---,-74.58,-27.57,-85.24,-87.85,-92.71,-49.56
10434291,B3gnt5,-44.62,-42.96,-76.30,-34.52,-41.82,-40.80
10434302,Klhl24,71.07,87.98,68.36,82.88,62.10,47.64
10434313,Yeats2,1.03,7.78,-0.86,20.37,-11.18,-13.43
10434348,Eif2b5,-42.50,-43.20,-2.67,-45.76,-54.36,-56.69
10434366,Dvl3,-24.93,-27.59,-13.56,-18.62,-45.28,-20.92
10434384,Ap2m1,-0.89,-19.90,19.33,-25.85,0.54,-2.89
10434396,Abcf3,-22.45,-39.68,-15.82,-70.19,36.22,-11.06
10434418,Vwa5b2,-47.28,-49.36,-74.25,-12.19,-45.04,-65.50
10434436,Vwa5b2,-17.87,-7.52,-40.00,-13.60,-23.07,-13.77
10434441,Ece2,4.21,-10.73,-4.45,1.08,32.88,2.50
10434446,Ece2,-56.67,-86.76,-33.81,-25.84,-60.53,-79.34
10434467,Psmd2,-72.90,-88.84,-48.90,-85.89,-41.65,-73.10
10434481,Eif4g1,14.35,19.96,31.78,11.84,4.53,6.68
10434516,Fam131a,-25.20,-26.40,-17.70,-29.20,-27.87,-26.10
10434523,Polr2h or Gm7511,-65.88,-91.60,-74.42,-95.56,-19.14,-23.46
10434528,Chrd or Thpo,-60.09,-53.24,-55.73,-46.14,-66.09,-76.91
10434552,---,-26.97,-57.23,-28.76,-38.07,-33.15,23.47
10434554,---,-3.57,12.89,3.38,-21.04,-39.72,43.44
10434556,---,-66.78,-50.53,-75.91,-40.99,-87.55,-71.31
10434559,Ephb3,-64.79,-62.98,-79.40,-44.39,-64.75,-73.57
10434577,Vps8,82.50,81.95,92.61,84.18,82.15,63.99
10434629,Map3k13,-90.19,-81.27,-94.35,-58.23,-99.58,-89.83
10434643,Psmb3,-57.77,-88.03,-65.60,-89.82,-3.71,-21.41
10434645,Senp2,22.88,47.16,68.87,17.42,-11.26,-21.70
10434664,Ndufa11,-49.05,-91.94,-46.35,-67.38,-13.52,-0.92
10434666,---,-17.30,-0.53,-10.14,-47.81,-61.73,-5.89
10434668,Tmem97,-89.63,-98.98,-74.17,-97.59,-86.07,-77.68
10434670,---,47.58,64.95,50.59,13.96,38.91,58.63
10434672,Gng5,86.33,53.74,54.38,42.34,98.79,99.74
10434675,Dnajb11,9.17,-1.74,44.69,-0.78,3.74,1.53
10434689,Ahsg,-36.15,-58.61,-42.67,-23.82,-35.72,-28.68
10434698,Fetub,-67.89,-85.16,-73.00,-73.33,-54.30,-53.55
10434709,Hrg,-59.89,-73.20,-40.96,-65.60,-60.93,-59.51
10434717,---,-13.38,-49.62,1.27,-78.08,54.60,6.62
10434719,Kng1,-58.56,-42.36,-63.06,-45.92,-82.18,-61.31
10434733,Eif4a2,37.71,62.02,40.81,43.81,19.83,23.24
10434741,Eif4a2,58.19,77.91,69.18,67.16,26.20,41.15
10434743,Eif4a2,59.26,62.77,60.50,43.39,63.79,62.06
10434745,---,68.25,81.43,61.67,70.79,54.21,67.78
10434747,Adipoq,-65.35,-94.98,-38.78,-39.55,-75.02,-70.52
10434754,BC106179,-2.95,-0.28,-16.82,22.67,-13.84,6.47
10434758,St6gal1,-44.07,-54.59,-28.21,-62.31,-41.45,-33.99
10434773,Rtp1,-47.54,-48.44,-77.25,-29.71,-31.61,-53.71
10434778,Rtp4,64.77,55.20,74.58,62.91,67.86,60.46
10434782,Lpp or Snx4,-26.08,-16.26,-14.75,-20.04,-38.54,-37.95
10434799,---,11.16,75.32,-5.42,-17.00,-22.09,30.72
10434802,Lpp,-19.48,-19.31,-27.74,20.13,-48.46,-15.72
10434804,Mir28,-14.03,-7.44,-63.51,51.90,-29.88,-18.85
10434806,Lpp,-39.04,-33.87,-19.30,-52.78,-44.89,-46.19
10434808,Tprg,-36.33,-43.32,-73.25,-22.07,-27.91,-24.61
10434815,Trp63,-54.98,-52.64,-77.28,-32.07,-62.28,-51.88
10434835,Leprel1,-3.14,-3.24,-26.48,34.13,-7.05,-5.59
10434837,Cldn16,-30.21,-35.48,-44.38,-5.21,-35.77,-37.53
10434845,Il1rap,-21.28,-21.94,-11.56,-20.26,-26.22,-29.09
10434860,Ostn,-32.39,-29.60,-59.48,-11.71,-18.42,-62.86
10434869,Ccdc50,89.14,96.00,85.97,87.06,84.26,88.41
10434878,Gm10823,-48.28,-47.96,-66.42,-75.84,-59.26,-14.13
10434880,Hrasls,-69.15,-65.10,-69.31,-67.05,-75.29,-67.99
10434888,Opa1,20.41,29.62,51.16,38.23,10.59,-37.15
10434922,---,-27.37,-46.68,-37.43,-70.46,6.07,-7.56
10434925,Hes1,77.19,66.42,85.45,70.58,82.06,78.13
10434930,1700025H01Rik,14.64,-13.07,-22.25,38.85,53.81,16.46
10434932,Fam43a,78.72,69.56,84.26,70.28,88.07,75.41
10434934,Bdh1,-90.49,-81.51,-95.36,-93.19,-82.57,-95.16
10434942,Dlg1,-30.45,4.75,-5.97,-26.00,-49.79,-59.07
10434975,Mfi2,-34.73,-34.68,-60.59,-5.47,-81.71,-10.10
10434993,Pigz,-11.83,-11.62,-19.15,-11.11,-12.89,-5.27
10434998,Ncbp2,-71.40,-72.93,-59.84,-78.07,-67.94,-75.34
10435004,1500031L02Rik,-83.06,-81.55,-89.76,-96.13,-64.12,-69.11
10435009,Bex6,-40.96,-32.78,-34.72,-81.68,-31.41,-35.51
10435015,Wdr53,11.90,-27.25,34.85,-14.44,54.11,23.23
10435019,2310010M20Rik,-34.95,-25.93,-51.16,-10.21,-50.75,-52.64
10435024,Rnf168,-4.14,36.75,17.20,-3.52,-29.41,-28.52
10435031,Ubxn7,35.29,36.29,36.76,30.81,37.94,33.80
10435043,Tm4sf19,-34.45,-22.66,-35.33,-24.27,-64.97,-33.69
10435048,Tctex1d2,-59.52,-82.95,-75.72,-89.46,-9.47,-24.83
10435057,Pcyt1a,-9.98,-9.18,15.28,-3.29,-33.09,-21.58
10435067,Zdhhc19,-14.07,-35.02,-31.31,-25.43,48.04,-13.72
10435075,Tfrc,-89.47,-94.48,-80.72,-80.66,-91.47,-93.60
10435094,Tnk2,-79.88,-69.52,-90.57,-74.22,-82.57,-76.96
10435112,Muc4,-38.94,-40.13,-42.35,-15.82,-85.98,-26.38
10435149,Fyttd1,-69.60,-64.43,-52.51,-59.99,-76.10,-83.95
10435162,Lrch3,59.12,76.45,71.62,65.17,30.56,38.91
10435185,---,38.85,45.95,48.09,43.19,27.31,26.35
10435187,Rpl35a or Ino80,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10435193,Lmln,-91.65,-87.38,-83.18,-80.52,-98.33,-95.87
10435212,Osbpl11,50.11,45.95,69.23,65.62,7.80,45.17
10435226,Snx4,36.09,43.00,57.07,38.21,22.15,17.61
10435237,Zfp148,21.84,46.40,38.41,44.05,-10.68,-22.81
10435251,Slc12a8,-63.77,-54.39,-76.22,-50.65,-62.64,-75.55
10435266,Heg1,87.28,92.68,83.75,89.29,85.08,81.88
10435271,Heg1,87.17,92.83,91.71,84.89,82.58,78.39
10435288,Muc13,-22.49,-27.94,-29.96,-12.11,-29.31,-21.95
10435305,Itgb5,82.47,78.76,87.15,76.32,85.65,83.93
10435321,Ropn1,-41.19,-30.11,-48.11,-42.36,-49.84,-35.91
10435329,Ccdc14,-51.32,-47.75,-44.37,-30.24,-61.88,-67.90
10435345,Mylk,-55.94,-33.91,-61.97,-37.08,-76.83,-78.72
10435383,Ptplb,-73.73,-93.98,-80.01,-90.99,-22.61,-30.91
10435388,Adcy5,-66.38,-76.75,-66.83,-66.27,-56.97,-64.89
10435413,---,32.15,49.85,39.71,79.46,-4.60,-30.45
10435415,Sema5b,-30.62,-27.66,-47.37,-11.39,-43.82,-26.39
10435443,Hspbap1,-25.90,-13.94,-29.81,-31.12,-35.33,-20.14
10435453,Gm10237,-32.20,-52.95,-68.34,-60.14,-54.15,77.96
10435455,Rpl35a or Ino80,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10435457,Parp9 or Dtx3l,74.49,80.76,76.28,74.49,79.50,60.11
10435470,Kpna1,26.02,51.09,50.30,27.68,1.80,1.41
10435487,Wdr5b,-7.13,-24.19,37.17,4.63,-29.98,-18.37
10435489,Ccdc58,-57.44,-77.42,-68.27,-70.75,-29.73,-39.02
10435494,---,-71.27,-62.92,-60.86,-70.13,-88.77,-70.95
10435497,Stfa2l1 or Stfa2,-70.24,-49.14,-81.86,-83.10,-74.46,-64.10
10435501,Stfa1,-74.71,-68.34,-68.54,-83.10,-71.55,-79.97
10435504,Gm5416,-42.05,-21.16,-84.62,-18.46,-39.04,-60.65
10435508,2010005H15Rik,-51.59,-83.78,-54.06,-33.52,-54.60,-34.66
10435514,Ildr1,-66.68,-74.32,-84.05,-41.70,-62.45,-70.72
10435525,Iqcb1,-72.87,-67.37,-51.29,-46.20,-84.06,-95.30
10435543,Golgb1,-63.07,-36.30,-34.71,-69.37,-84.73,-73.21
10435565,Hcls1,84.41,78.14,91.04,77.20,89.07,81.41
10435581,Polq,-61.04,-46.99,-67.62,-55.10,-76.02,-61.04
10435617,Rabl3,-84.37,-84.95,-44.25,-89.87,-90.75,-92.46
10435626,Hgd,-40.50,-21.34,-35.82,-21.70,-80.57,-52.26
10435641,Fstl1,-88.08,-92.10,-94.03,-63.77,-94.79,-89.36
10435654,Lrrc58,-45.78,-43.30,-13.54,-48.31,-63.00,-49.90
10435661,Gpr156,-21.30,-36.86,-15.23,-1.36,-32.21,-22.20
10435674,---,-62.95,-89.02,-90.35,-51.55,-52.43,-29.46
10435676,Gsk3b,48.32,54.96,65.91,55.90,32.84,26.06
10435693,Cox17,-30.85,-59.33,-30.92,-66.48,-1.90,-2.19
10435697,Popdc2 or Cox17,-69.01,-74.83,-84.22,-49.67,-77.18,-59.58
10435704,Cd80,8.00,-2.23,14.05,-0.74,18.02,14.93
10435712,Cd80,-6.98,1.31,-4.64,-11.03,-8.97,-12.31
10435714,Tmem39a,-57.85,-66.49,-52.09,-70.00,-41.49,-56.38
10435724,B4galt4,-54.18,-62.67,-57.88,-55.87,-52.82,-40.70
10435733,Igsf11,-52.76,-47.22,-39.88,-54.34,-60.06,-62.06
10435743,---,-71.04,-75.95,-79.79,-33.40,-88.14,-77.12
10435745,Gm16498,-56.42,-80.17,-90.64,-40.23,-40.54,-31.84
10435748,D930030D11Rik,-41.60,-25.97,-55.08,-25.35,-63.08,-45.80
