Probeset_ID,Gene Symbol,MF BM,Sample_,Sample_,Sample_
10456976,---,79.68,84.66,82.99,63.82
10456978,---,27.52,-11.25,23.62,64.46
10456980,---,27.52,-11.25,23.62,64.46
10456982,---,27.52,-11.25,23.62,64.46
10456984,---,27.52,-11.25,23.62,64.46
10456986,---,27.52,-11.25,23.62,64.46
10456988,Pard6g,-17.14,-16.87,-21.05,-13.50
10456995,Txnl4a,94.84,91.18,96.89,95.60
10457007,Pqlc1,70.39,57.61,75.76,74.49
10457020,---,36.00,40.58,21.41,46.12
10457022,Mbp,-14.05,-18.23,-14.48,-10.22
10457038,Gm10524,65.65,63.29,66.31,67.81
10457040,Zfp516,-32.47,-58.22,-19.44,-24.20
10457048,Gm10523,-41.93,-55.67,-26.65,-47.17
10457050,---,-28.27,-48.64,-16.12,-22.29
10457054,Zadh2,-40.58,-6.35,-47.30,-58.80
10457059,---,-30.86,-18.04,-47.86,-26.94
10457063,Fam69c or D030046N08Rik,-34.55,-35.03,-52.64,-15.51
10457071,Cyb5,-9.32,-15.74,-6.82,-5.54
10457077,Fbxo15,-21.40,-33.13,-15.21,-19.86
10457091,Neto1,-54.13,-69.88,-62.42,-34.25
10457106,Cbln2,-50.48,-91.62,-46.16,-19.78
10457114,Bhmt or Bhmt2,-27.20,-76.28,-18.46,-12.63
10457118,Rttn,-8.88,18.52,-14.25,-34.00
10457168,Cd226,-19.53,-13.04,-24.97,-22.97
10457181,---,-16.93,-23.06,-26.30,-6.95
10457183,Tmx3,-82.50,-21.58,-88.42,-90.89
10457203,---,-86.28,-49.29,-95.69,-96.36
10457205,Crem,-96.04,-97.60,-96.60,-93.38
10457221,---,42.83,-1.66,25.63,82.22
10457223,2610005L07Rik or 6820431F20Rik,-95.30,-84.68,-96.16,-97.24
10457225,Map3k8,9.85,12.76,-4.74,24.38
10457235,Zfp438,-49.55,-14.87,-50.33,-77.60
10457243,Gm10125,-29.76,-33.82,-51.63,-5.25
10457250,Arhgap12,-94.38,-87.26,-95.95,-96.56
10457273,Kif5b,-96.30,-85.03,-97.28,-99.48
10457302,Epc1,-69.35,-49.41,-77.76,-74.54
10457323,Mkx,-48.27,-63.46,-39.53,-43.67
10457331,Mzt1,5.87,48.56,-13.40,-34.41
10457333,Armc4,-33.19,-23.39,-48.04,-30.19
10457345,Armc4,-38.28,-39.82,-27.58,-48.76
10457357,Mpp7,-69.87,-30.20,-78.93,-89.00
10457359,Mpp7,-70.64,-29.31,-81.18,-85.84
10457378,Wac,84.05,80.03,82.36,88.00
10457380,---,85.47,88.02,77.66,89.61
10457382,Gjd4,-16.43,14.30,-32.90,-27.96
10457385,Ccny,3.95,19.70,-3.74,-0.16
10457400,---,-50.75,-63.51,-29.77,-57.18
10457402,Cetn1,-35.90,-41.92,-15.50,-63.12
10457407,---,75.10,75.65,61.11,85.07
10457409,Usp14 or Thoc1,-44.01,-18.18,-47.89,-64.20
10457429,Rock1,-96.59,-73.65,-98.03,-99.48
10457463,Nutf2 or Nutf2-ps1,27.52,-11.25,23.62,64.46
10457465,Esco1,-94.54,-81.34,-99.36,-93.38
10457475,Abhd3,-79.08,-61.37,-79.69,-91.15
10457485,Mir133a-1,-14.30,-0.11,-10.66,-39.04
10457487,Mir1a-2,-51.72,-61.29,-40.89,-53.95
10457489,Tmem241,2.30,6.18,26.07,-22.80
10457508,Npc1 or 3110002H16Rik,-39.02,-51.30,-29.62,-33.21
10457536,Ankrd29,-65.98,-56.53,-78.95,-61.25
10457546,Osbpl1a,31.33,45.42,28.13,20.91
10457583,---,98.93,97.67,98.90,99.49
10457585,---,51.22,26.66,30.16,78.41
10457587,Zfp521,-3.12,-0.76,-1.12,-7.25
10457598,Ss18,-41.88,-6.16,-43.56,-69.23
10457606,Kctd1,-0.76,-2.24,5.32,-2.82
10457614,Aqp4,-59.14,-75.57,-83.11,-32.05
10457628,Chst9,-64.17,-80.16,-61.42,-51.48
10457637,---,-38.66,-67.49,24.25,-78.60
10457640,S100a11,25.14,21.05,25.27,29.30
10457644,Cdh2,-56.05,-62.18,-63.93,-45.41
10457663,---,55.51,93.07,65.40,-49.11
10457665,4921533I20Rik,-65.27,-94.92,21.39,-78.38
10457667,---,27.52,-11.25,23.62,64.46
10457669,Dsc3,-42.40,-80.34,-42.40,-17.58
10457686,Dsc2,-56.74,-77.97,-32.82,-66.02
10457707,Dsc1,-55.78,-57.49,-47.70,-62.82
10457729,Dsc1 or Tpi1,52.27,47.40,53.10,56.17
10457731,Rpl35,27.52,-11.25,23.62,64.46
10457733,B4galt6,-12.02,-2.52,-18.37,-16.29
10457745,Trappc8,-86.04,-20.91,-89.70,-90.61
10457776,---,-96.38,-91.48,-97.89,-98.12
10457778,Gm10551,-85.30,-52.20,-75.79,-98.97
10457780,Fam59a,-27.42,-32.99,-20.52,-27.16
10457787,Klhl14,-56.13,-90.39,-26.57,-48.94
10457798,4921528I01Rik,-30.40,-69.81,-17.12,-19.32
10457820,Nol4,-46.84,-27.90,-22.21,-91.74
10457834,Nol4,-25.56,-37.43,-19.37,-22.67
10457836,Nol4,74.11,68.03,76.61,77.07
10457838,Zscan30,15.17,38.39,-14.01,22.08
10457844,Zfp191 or Zf12,-74.09,12.64,-93.19,-89.77
10457853,Ino80c,52.44,61.89,44.55,48.81
10457860,Mir187,77.80,69.07,77.40,84.61
10457862,Rprd1a,-69.70,-46.71,-79.32,-77.07
10457872,Slc39a6,-7.35,13.50,-8.47,-28.32
10457884,---,-22.29,-25.76,-15.58,-25.01
10457886,Gm9960,-96.29,-97.19,-99.12,-88.17
10457888,5730494M16Rik,-52.22,-55.34,-44.98,-54.57
10457895,Celf4,-33.43,-26.14,-55.64,-25.84
10457916,---,12.76,32.98,6.32,-1.14
10457918,---,-98.21,-96.69,-99.95,-93.56
10457920,Rps25,54.01,-4.60,50.03,81.45
10457922,Rpl29,27.52,-11.25,23.62,64.46
10457924,Bloc1s1,4.38,-22.83,14.31,21.88
10457927,---,95.84,96.49,88.66,98.69
10457929,Rit2,-22.93,-34.85,-13.05,-27.93
10457938,---,-13.24,16.08,-12.46,-40.94
10457942,Syt4,-52.04,-43.93,-42.72,-71.32
10457948,Slc25a46,-45.22,11.84,-60.89,-63.71
10457959,Sft2d3,78.89,70.49,87.38,77.16
10457961,Sft2d3,95.89,87.82,98.41,94.14
10457963,Gpr17,-44.30,-73.59,-42.24,-22.00
10457967,Myo7b,-32.17,-46.52,-10.11,-58.34
10458016,Proc,-38.85,-65.47,-13.52,-51.47
10458028,Gypc,91.09,88.55,93.63,90.50
10458033,Stard4,-13.71,18.08,-26.67,-30.65
10458044,Osgep,85.49,75.10,82.74,93.10
10458046,D0H4S114,-66.11,-62.34,-74.06,-63.68
10458052,Epb4.1l4a,-72.14,-52.18,-99.59,-35.51
10458081,---,-4.16,-72.06,53.43,28.91
10458084,---,-16.31,-11.19,-20.33,-17.43
10458086,Gm10548,83.74,76.70,78.76,91.98
10458088,Gm10548,-0.19,-0.51,31.86,-18.51
10458090,Reep5,12.59,3.13,13.12,20.48
10458098,Pkd2l2 or Fam13b,-68.66,-28.85,-76.43,-82.68
10458122,Nme5,-72.82,-63.58,-87.87,-64.09
10458130,4933408B17Rik,-45.02,-50.55,-52.56,-33.56
10458138,Brd8 or Kif20a,-4.38,28.51,-0.47,-37.59
10458164,Cdc23 or Kif20a,65.47,69.33,63.42,63.44
10458183,Gfra3,-36.67,-46.28,-35.60,-28.85
10458195,Cdc25c,42.41,28.83,42.19,56.75
10458213,Etf1,-74.71,-18.98,-85.30,-84.77
10458226,Hspa9,-5.86,7.90,-7.71,-17.54
10458245,---,-66.00,-56.63,-90.37,-35.53
10458247,Lrrtm2,-73.09,-77.12,-64.96,-77.14
10458251,Sil1,30.26,16.06,44.12,29.53
10458262,Slc23a1,-60.28,-71.36,-66.73,-43.75
10458278,2010001M09Rik,-15.08,-28.91,-33.73,-2.10
10458283,Gm1614,-21.14,-29.42,-18.97,-16.48
10458285,Spata24,22.68,3.96,13.93,41.10
10458293,Dnajc18,-86.84,-88.59,-89.59,-81.40
10458303,Ecscr,-60.17,-59.22,-72.81,-49.22
10458314,Tmem173,65.80,61.29,68.49,67.90
10458323,Nrg2,56.60,23.77,47.70,79.67
10458334,Pfdn1,15.48,9.27,-3.44,39.23
10458340,Hbegf,-53.35,-59.33,-49.66,-52.31
10458349,Sra1,-25.41,-29.66,-38.92,-6.77
10458355,Apbb3 or Slc35a4,-20.66,-50.54,-10.26,-3.09
10458368,E230025N22Rik,-20.56,-58.01,-9.49,12.40
10458382,Cd14,-17.86,-19.54,-22.80,-11.96
10458386,Ndufa2,-18.27,-20.46,-15.35,-19.57
10458391,Dnd1,53.89,52.76,-13.15,84.72
10458398,Hars or Hars2,61.18,43.59,76.64,60.22
10458415,Pcdha11,30.94,13.07,12.86,59.04
10458417,Gm10544,-25.91,-67.39,-47.30,41.46
10458419,Slc25a2,-83.65,-70.96,-87.52,-88.94
10458424,Taf7,-81.00,-71.63,-95.28,-66.58
10458428,Uxt,27.52,-11.25,23.62,64.46
10458430,Diap1,34.29,55.31,30.04,17.23
10458461,Hdac3,81.58,71.99,81.33,89.13
10458478,Fchsd1 or Rell2,73.12,46.53,85.66,79.28
10458498,Arap3,56.12,44.67,62.67,59.82
10458534,Pcdh1,-57.85,-66.05,-60.76,-46.71
10458538,1700086O06Rik or 0610009O20Rik,81.69,68.62,88.47,84.06
10458540,Pcdh12,15.32,-3.32,45.75,1.83
10458547,Gnpda1 or Gm8615,34.38,4.13,37.03,51.00
10458555,Spry4,-82.47,-79.65,-82.13,-86.11
10458560,Fgf1,-45.86,-50.65,-51.96,-34.51
10458569,Nr3c1,-44.40,8.36,-75.77,-54.08
10458581,---,-62.84,-59.74,-60.25,-68.28
10458583,Yipf5,-63.65,-45.13,-75.80,-65.73
10458589,Prelid2,-30.17,-14.76,-29.19,-46.63
10458597,Grxcr2,53.12,-22.18,63.36,84.80
10458601,Plac8l1,-36.51,-97.20,-13.93,-11.63
10458607,Lars,-50.73,-40.22,-50.32,-61.29
10458641,Gpr151,21.92,10.63,29.93,26.11
10458645,Ppp2r2b,-53.70,-64.83,-44.40,-52.99
10458661,---,-57.74,-67.74,-60.58,-43.25
10458663,Dpysl3,-67.37,-66.68,-87.31,-51.62
10458680,Eif3j or Gm9781,-95.86,-65.25,-97.33,-98.73
10458685,Jakmip2,-59.50,-72.47,-65.44,-43.16
10458704,Spink3,-49.23,-77.26,-32.39,-46.48
10458709,Gm94,-41.17,-37.71,-36.23,-50.19
10458714,Gm10267,-56.55,-48.41,-79.48,-44.42
10458719,Spinkl,-72.71,-99.40,-86.39,-14.30
10458725,Spink11,-28.67,-46.55,-62.98,-8.34
10458731,Mcc,-54.69,-53.40,-71.32,-43.45
10458755,Ythdc2,33.06,48.95,-8.01,49.21
10458757,A730098P11Rik or Morf4l1 or Gm6747,27.52,-11.25,23.62,64.46
10458760,---,62.65,48.06,81.20,50.40
10458762,---,50.07,41.18,58.05,48.68
10458764,---,-30.83,-49.85,-6.48,-40.97
10458767,Trim36,-27.43,-46.06,-19.38,-21.92
10458782,Pggt1b,-99.20,-99.27,-98.70,-99.39
10458784,Pggt1b,-64.67,11.25,-84.46,-80.97
10458794,Ccdc112,-91.89,-61.76,-98.18,-95.74
10458804,Ccdc112,94.89,93.47,97.10,92.99
10458806,Mospd4,19.44,43.11,16.77,-4.27
10458808,Fem1c,-63.47,0.74,-72.15,-84.72
10458816,Ticam2,49.24,40.41,53.50,54.01
10458823,Tmed7,-35.07,16.99,-55.66,-60.30
10458828,Cdo1,-81.87,-93.12,-70.09,-81.73
10458834,Atg12,-59.54,-55.27,-63.08,-59.16
10458841,Ube2l3,27.52,-11.25,23.62,64.46
10458843,Sema6a,-55.81,-66.36,-43.01,-62.37
10458870,---,94.98,93.30,96.25,94.60
10458873,---,-35.32,-58.38,-2.92,-75.36
10458875,Dtwd2,35.38,39.40,41.48,24.13
10458882,---,89.74,86.29,87.01,93.94
10458884,Hdhd1a,-19.78,-39.71,-12.59,-13.07
10458888,---,-22.66,-50.97,-20.01,-9.02
10458890,---,26.72,66.68,41.25,-33.78
10458892,---,-22.86,-25.39,-23.58,-19.74
10458894,Lox,-36.69,-98.62,-32.73,-14.42
10458906,Ppic,-1.42,-9.78,3.08,3.64
10458913,Cep120,-72.18,-45.39,-85.94,-70.88
10458938,---,52.20,39.75,74.32,33.49
10458940,Zfp608,19.84,67.60,1.46,-12.61
10458956,---,61.64,81.83,19.50,63.51
10458958,---,28.97,-53.09,62.32,67.03
10458960,Aldh7a1 or Phax,-5.71,-2.07,-12.65,-1.02
10458983,March3,47.90,5.66,68.65,50.87
10458992,C330018D20Rik,-21.70,-19.96,-28.48,-16.36
10458997,Prrc1,77.66,33.20,87.71,89.51
10458999,Fbn2 or LOC100047082,-47.53,-51.02,-42.35,-49.12
10459066,Gm4841,-64.97,-90.39,-55.11,-44.19
10459071,2010002N04Rik,58.64,39.30,67.48,66.30
10459075,Myoz3,-30.26,-47.74,-43.26,-10.22
10459084,Synpo,-36.35,-43.12,-41.46,-24.68
10459089,Ndst1,2.96,-30.17,12.67,17.86
10459109,Tcof1,46.25,42.39,47.41,49.21
10459138,Slc6a7,-36.36,-38.24,-18.40,-59.56
10459153,Cdx1,54.29,17.39,68.19,60.56
10459158,Hmgxb3 or Csf1r,67.74,57.73,73.78,69.81
10459183,Slc26a2,-71.59,-36.35,-82.91,-89.18
10459188,Rps2,27.52,-11.25,23.62,64.46
10459193,Ppargc1b,-34.47,-27.74,-56.06,-18.47
10459208,Mir378,-25.87,-24.56,-4.67,-48.42
10459210,Arhgef37,-7.87,-1.32,-4.82,-20.12
10459225,Mir145,-60.08,-56.39,-48.30,-75.80
10459227,Mir143,-86.81,-96.60,-77.83,-75.23
10459229,Pcyox1l,83.19,75.59,88.24,83.11
10459236,Grpel2,-70.90,-83.03,-64.62,-63.87
10459241,Afap1l1,25.78,26.23,29.37,21.52
10459262,Ablim3,-39.83,-73.60,-37.59,-19.04
10459288,Adrb2,56.33,57.24,55.75,56.18
10459292,Gm9876,59.82,30.82,74.32,66.05
10459294,---,-11.75,-79.33,14.55,41.11
10459296,Fbxo38,3.79,8.95,1.84,1.16
10459319,Spink7,-4.05,-20.59,22.42,-1.08
10459324,Spink13,-18.44,-26.24,-20.84,-10.41
10459329,2700046A07Rik,-51.66,-49.42,-52.80,-51.91
10459335,Fam38b,-49.93,-49.82,-59.16,-41.61
10459353,Fam38b,-80.64,-94.57,-78.32,-63.04
10459363,Fam38b,-67.16,-88.02,-81.88,-31.04
10459375,Txnl1,17.68,21.95,25.23,6.30
10459387,Nsa2,27.52,-11.25,23.62,64.46
10459389,Amd1 or Amd2,27.52,-11.25,23.62,64.46
10459391,Fech,61.28,52.94,64.57,65.51
10459405,Nars,-43.80,-17.85,-55.16,-48.77
10459421,Atp8b1,-33.42,-30.46,-39.92,-29.97
10459452,A330084C13Rik,12.65,-23.33,-12.89,65.62
10459455,Alpk2,-43.37,-91.25,-27.68,-19.80
10459467,---,-16.50,-32.84,1.14,-21.58
10459469,---,-53.14,-70.02,-39.91,-50.87
10459471,Rax,4.90,19.05,-12.89,31.75
10459475,Cplx4,-49.87,-44.87,-22.53,-84.63
10459481,Lman1,-29.31,0.68,-41.64,-45.22
10459496,Ccbe1,-43.24,-49.63,-22.98,-62.35
10459510,Mir694,-59.85,-71.13,-41.98,-64.87
10459512,Mc4r,-24.07,-54.00,-6.05,-19.28
10459518,Mppe1,49.34,28.40,53.52,61.13
10459530,B430212C06Rik,-28.74,-36.93,-45.52,-7.11
10459534,Afg3l2,0.00,1.98,-6.48,4.55
10459552,Spire1,-4.33,8.30,-4.46,-14.86
10459576,Cep76,7.52,18.87,4.48,-0.90
10459590,Ptpn2,-72.65,-33.00,-77.33,-88.21
10459602,Ptpn2,-34.60,-5.83,-60.34,-38.93
10459604,4933403F05Rik,-65.66,-23.50,-73.58,-83.48
10459611,Mc2r,-58.10,-35.17,-69.90,-74.11
10459614,4930546C10Rik,-7.74,-10.76,16.75,-24.46
10459618,---,95.64,89.17,97.74,95.87
10459620,Rab27b,-12.59,-1.02,-27.27,-14.35
10459633,2310002L13Rik,-65.18,-41.75,-64.24,-87.86
10459637,---,-30.61,9.01,-80.43,-30.01
10459643,4930503L19Rik,-55.68,-15.55,-69.37,-78.09
10459655,Poli,27.10,45.24,31.79,1.49
10459669,Rpl5 or Gm14217,27.52,-11.25,23.62,64.46
10459671,Dcc,-25.55,-41.80,-39.99,-9.67
10459703,---,92.63,91.19,95.23,90.70
10459705,Smad4,-82.65,-60.71,-88.19,-87.98
10459723,Elac1,-16.90,-31.24,-33.88,16.55
10459730,Me2,25.60,33.37,19.25,23.99
10459747,Mapk4,-49.11,-52.42,-58.87,-37.92
10459755,Ska1,54.73,44.65,46.55,67.79
10459766,Scarna17,93.10,94.44,90.28,94.57
10459768,---,96.63,96.92,95.11,97.22
10459770,---,67.99,61.55,64.95,75.73
10459772,Lipg,-65.94,-74.36,-44.20,-80.76
10459785,Ctif,-53.00,-74.86,-32.54,-49.73
10459799,1700003O11Rik,60.53,63.60,71.47,40.31
10459802,---,86.22,92.35,87.24,76.35
10459804,Katnal2,-78.82,-79.22,-85.73,-70.30
10459823,St8sia5,-12.54,-70.43,35.20,16.24
10459827,Rnf165 or 8030462N17Rik,-44.13,-57.25,-40.41,-36.92
10459835,---,-23.36,-72.32,-2.74,-11.44
10459837,8030462N17Rik,-62.19,-10.70,-81.19,-74.70
10459844,Haus1,22.15,21.99,22.83,21.67
10459854,Pstpip2,-37.39,-23.83,-5.34,-85.68
10459858,Siglec15,38.22,1.89,49.75,54.72
10459866,Slc14a1,91.23,90.29,91.41,91.58
10459879,Slc14a2,53.49,53.49,56.97,49.43
10459905,Setbp1,-38.73,-24.26,-65.64,-30.56
10459912,Adnp2,68.38,75.08,66.32,63.35
10459918,Rbfa,98.55,97.69,98.59,99.16
10459925,Pqlc1,85.14,70.82,89.50,88.34
10459927,Kcng2,67.48,73.72,65.82,60.46
10459930,Ctdp1,72.02,75.13,78.89,59.00
10459944,Nfatc1,19.78,8.56,20.92,29.67
10459962,Atp9b,-24.52,-47.44,-16.74,-5.62
10459999,Sall3,-12.94,-59.12,-14.63,46.89
10460008,---,19.91,-6.51,42.11,28.59
10460010,Galr1,-38.17,-54.33,-21.24,-44.67
10460016,Rpl21,27.52,-11.25,23.62,64.46
10460018,Zfp236,-35.77,-51.46,-26.23,-27.60
10460052,---,84.01,69.75,87.79,88.21
10460055,---,-33.36,-27.45,-68.87,-2.47
10460057,Tshz1,-57.87,-30.57,-64.76,-69.40
10460061,Zfp407,-94.61,-77.30,-96.41,-96.54
10460070,Zfp407,-88.93,-55.60,-92.01,-95.26
10460072,Cndp1,-47.63,-53.99,-77.24,-20.89
10460085,Cndp2,42.30,18.68,43.88,59.09
10460097,Fam69c,44.62,36.16,71.62,11.90
10460100,---,-20.60,-21.38,-40.46,-8.70
10460102,1700034H14Rik,5.36,42.13,28.82,-58.72
10460106,---,-73.08,-51.19,-90.10,-72.36
10460108,Gnpnat1,27.52,-11.25,23.62,64.46
10460112,---,-7.48,-1.90,-3.29,-18.19
10460114,---,96.48,96.12,94.90,97.71
10460116,Socs6,-30.67,-19.91,-66.22,-14.66
10460118,Socs6,-84.51,-54.58,-87.19,-93.14
10460123,9330132A10Rik,-36.19,-82.16,-17.39,-32.14
10460127,Dok6,-26.98,-21.36,-20.63,-45.45
10460136,---,64.07,36.29,42.66,89.84
10460139,---,-1.05,23.12,-46.00,42.34
10460146,---,22.06,-31.42,-9.63,79.94
10460149,---,31.70,59.59,13.85,18.67
10460151,Mrpl21,30.17,-3.73,39.97,51.30
10460157,Cpt1a,42.23,34.29,48.66,43.29
10460177,Mtl5,-2.33,-5.19,-1.89,-1.30
10460194,---,-25.50,-47.10,-21.62,-15.38
10460196,1810055G02Rik,-68.86,-71.51,-36.22,-89.86
10460202,Suv420h1,-97.77,-86.08,-99.24,-99.29
10460221,Chka,-60.40,-39.31,-72.03,-66.07
10460237,Unc93b1,70.19,67.70,69.01,73.79
10460251,1700055N04Rik,-10.49,-61.50,-0.73,0.80
10460253,Aldh3b2 or 1700055N04Rik,-24.72,-60.35,-10.72,-26.58
10460255,1700055N04Rik,24.41,1.95,30.82,37.26
10460257,1700055N04Rik,-34.40,-20.38,10.83,-83.84
10460259,Aldh3b2,-29.55,-21.34,-37.22,-31.72
10460263,Acy3,-33.06,-39.50,-30.33,-29.38
10460273,Tbx10,61.56,48.03,83.72,42.30
10460285,Nudt8,37.72,14.59,46.85,46.76
10460291,Doc2g or Nudt8,-58.77,-41.41,-87.29,-44.44
10460303,Cabp2,23.53,-26.09,45.09,64.58
10460312,Cdk2ap2,82.32,76.75,84.34,84.31
10460317,Pitpnm1,21.86,10.51,25.65,28.02
10460344,Tmem134,47.19,18.86,61.20,57.02
10460356,Gpr152,-20.41,32.80,-12.29,-70.66
10460359,Coro1b,84.41,79.19,85.17,88.50
10460371,Ptprcap or Rps6kb2,31.30,33.88,30.99,30.37
10460376,Ppp1ca or Rad9,96.99,94.73,97.29,98.40
10460385,Clcf1,-5.38,-8.80,-7.28,-0.86
10460392,Pold4,67.68,59.62,66.19,75.25
10460397,Kdm2a,60.77,8.92,62.10,84.03
10460400,Pcx,-33.44,-45.88,-22.49,-32.69
10460423,Spnb3,-48.88,-60.84,-47.84,-39.28
10460461,Rbm4b,-9.81,10.16,-26.52,-11.52
10460466,Ccdc87,-45.59,-67.53,-50.57,-24.43
10460468,Ctsf,15.36,-1.35,35.58,15.14
10460485,Zdhhc24,85.78,69.35,86.33,92.69
10460490,Dpp3,-0.66,-5.35,25.14,-6.87
10460492,Mrpl11,46.97,41.40,42.23,56.68
10460498,Slc29a2,12.61,-11.12,14.35,37.77
10460513,B3gnt1,-43.56,-39.95,-21.43,-69.16
10460517,Brms1,75.43,66.45,67.89,87.81
10460529,Rin1,-69.70,-84.99,-35.51,-81.49
10460541,Cd248,-69.17,-61.09,-69.30,-78.35
10460544,Yif1a,35.23,40.43,28.42,36.13
10460554,Klc2 or Gm10817,81.33,62.77,87.04,87.79
10460556,Gal3st3,-40.21,-58.18,-62.25,-14.04
10460560,Catsper1,-29.56,-41.71,-10.99,-43.40
10460573,Eif1ad,89.71,87.02,90.42,91.59
10460580,Sart1 or D330050I16Rik,91.07,65.00,97.41,93.92
10460582,AI837181,86.70,83.38,87.75,88.71
10460585,Fosl1 or Ccdc85b,-41.21,-56.63,-40.81,-26.91
10460591,Fibp,36.97,21.96,26.20,60.15
10460603,Efemp2,-89.01,-94.85,-95.75,-71.38
10460616,Cfl1,30.20,24.94,28.59,37.26
10460621,1810058N15Rik,11.73,20.09,4.52,9.52
10460623,Gm962,78.53,67.44,88.58,75.22
10460626,Rnaseh2c,46.41,17.43,49.48,59.98
10460631,Rela,49.86,38.62,56.58,54.88
10460645,Map3k11,88.33,79.19,87.47,94.64
10460658,Kcnk7,29.37,6.58,52.80,26.33
10460666,Ltbp3,-2.76,-7.26,0.87,-2.30
10460693,Frmd8 or Gm9783,-8.52,-67.18,53.35,-6.08
10460696,Slc25a45,80.61,71.25,79.21,89.35
10460704,Gm10814,21.73,-6.92,-10.44,68.58
10460706,Syvn1,-36.42,-51.85,-31.41,-26.87
10460726,Fau,61.74,55.90,67.76,62.36
10460732,Znhit2,94.78,90.59,94.62,96.58
10460735,1110014N23Rik or BC048609,-40.07,-67.97,-24.92,-28.93
10460738,Cdca5,76.04,66.14,82.93,76.16
10460746,Naaladl1,-23.27,-43.04,-23.16,-12.19
10460765,2400001E08Rik,84.51,83.27,83.16,88.11
10460767,Batf2,-25.18,-36.40,-20.29,-20.68
10460771,1700123I01Rik,15.05,10.36,-8.76,45.15
10460782,Gpha2,-36.43,-25.38,-63.53,-22.31
10460787,Atg2a,62.88,35.37,76.23,71.80
10460829,Mir194-2,-9.80,-11.50,-34.23,19.60
10460831,Mir192,-58.65,-43.53,-57.54,-75.14
10460833,Ehd1,49.04,40.53,53.36,53.89
10460841,Cdc42bpg,-41.08,-49.13,-59.65,-18.66
10460879,Men1,89.68,86.20,88.30,93.94
10460891,Map4k2,12.30,0.73,16.71,19.56
10460926,Sf1,34.89,37.02,35.02,32.45
10460947,Pygm,-26.89,-28.39,-31.03,-22.38
10460968,Rasgrp2,75.40,72.29,75.72,77.96
10460987,Nrxn2,-14.60,-14.71,-25.83,-8.38
10461012,Trmt112 or Prdx5,68.10,52.83,67.32,81.52
10461017,Bad or Gpr137,67.31,41.06,81.87,70.22
10461022,Ppp1r14b,66.29,61.15,64.56,72.27
10461028,Trpt1,-42.85,-53.07,-55.56,-17.29
10461038,Macrod1,45.34,40.08,46.57,48.54
10461051,5730409K12Rik,-55.54,-68.19,-60.19,-36.46
10461055,---,-64.36,-2.45,-89.09,-75.68
10461057,Rcor2,6.74,-5.86,18.93,20.99
10461071,2700081O15Rik,-29.03,-24.94,-18.57,-45.09
10461078,Atl3,6.49,37.81,0.19,-22.61
10461093,Pla2g16,-1.04,-14.57,7.86,10.23
10461100,Hrasls5,-21.99,-19.32,-24.78,-22.14
10461108,Iscu,-3.46,-10.23,0.06,-0.91
10461110,---,33.30,0.41,39.48,50.23
10461115,Slc22a8,-38.93,-45.60,-21.62,-51.32
10461130,Slc22a6,-35.06,-27.64,-48.30,-31.39
10461143,Chrm1,-15.27,-28.96,-9.57,-10.86
10461148,---,84.60,76.90,87.50,87.88
10461150,---,75.55,67.56,86.81,71.01
10461152,---,48.83,40.40,52.27,52.99
10461154,---,97.33,95.59,95.43,99.34
10461156,---,81.17,65.32,84.96,88.41
10461158,---,40.33,30.96,42.99,47.59
10461160,---,59.35,56.18,61.41,60.45
10461162,Snord22,94.95,95.61,95.20,93.88
10461164,Wdr74,70.56,61.41,74.63,73.90
10461176,Stx5a,48.93,34.60,57.69,54.37
10461191,Nxf1,26.15,30.92,32.06,14.76
10461214,Tmem223,57.90,57.67,68.81,44.19
10461217,Zbtb3,65.55,64.87,47.35,78.96
10461220,Hnrnpul2,18.70,27.73,18.73,10.90
10461237,Bscl2,5.17,-2.46,18.30,1.37
10461251,Lrrn4cl,-88.02,-88.90,-70.02,-97.00
10461257,Ubxn1,11.79,1.00,27.98,7.49
10461268,1810009A15Rik,-9.87,-21.57,-9.64,-1.10
10461274,Ints5,93.07,90.96,95.82,91.74
10461277,Ganab,58.70,44.53,73.99,54.33
10461305,B3gat3,26.35,36.18,4.51,33.99
10461311,Eml3,85.67,71.32,89.63,89.63
10461334,Mta2,92.87,87.02,94.81,94.17
10461354,Tut1,73.42,65.79,80.09,72.74
10461365,Eef1g,9.43,2.37,6.89,16.76
10461369,Ahnak,-52.21,-34.34,-67.00,-67.86
10461384,---,-50.26,-23.78,-27.36,-86.19
10461389,Rps7,27.52,-11.25,23.62,64.46
10461391,Pcna,52.72,54.81,58.05,46.21
10461396,---,-16.48,-21.63,-8.12,-22.20
10461400,---,54.56,28.54,8.47,85.53
10461402,Fth1,11.03,8.31,16.53,8.94
10461408,Rab3il1,61.90,37.92,71.40,71.76
10461423,Fads3,-31.42,-41.81,-27.60,-28.22
10461439,Fads1,5.28,2.19,7.78,5.62
10461452,Fen1,93.28,83.96,95.15,97.55
10461454,1810006K21Rik,-16.50,-36.39,-2.37,-16.50
10461459,Syt7,-55.75,-49.45,-71.98,-45.44
10461475,Cpsf7 or Tmem216,-12.52,22.22,-31.20,-28.27
10461487,Cybasc3,68.99,56.56,71.92,75.14
10461497,Ddb1,64.15,58.58,67.95,66.15
10461526,Vwce,-32.29,-36.50,-49.04,-16.51
10461547,Vps37c,29.79,7.79,30.19,46.61
10461553,A430093F15Rik,-45.11,-45.75,-65.23,-26.97
