Probeset_ID,Gene Symbol,Mo BM Ly6C+ II-,Sample_,Sample_,Sample_
10436200,---,75.05,64.05,76.46,82.19
10436203,Gm4416,79.06,79.19,60.56,90.46
10436206,---,-18.21,-10.77,-35.28,-10.89
10436209,Cblb,-44.93,-60.77,-58.17,-13.92
10436228,---,-39.13,-12.70,-72.38,-38.76
10436230,---,-27.66,-62.77,-46.42,-8.07
10436232,Rpl24 or Zbtb11 or Gadl1,-41.80,-12.14,-35.46,-90.17
10436239,Zbtb11 or Rpl24 or 2310061J03Rik,-92.72,-88.20,-94.19,-94.35
10436251,---,0.00,-21.96,-22.29,70.39
10436253,Senp7,-87.11,-72.42,-92.18,-90.64
10436282,Impg2,-33.68,-54.57,-16.32,-38.25
10436304,Abi3bp,-47.29,-91.34,-69.05,-16.22
10436348,Tomm70a,-56.44,-27.26,-59.50,-71.91
10436363,Filip1l,-45.71,-96.30,-51.83,-7.90
10436369,Filip1l,-23.00,-41.00,10.26,-38.08
10436372,Dcbld2 or St3gal6,-84.04,-94.35,-98.62,-52.67
10436392,Cpox,-47.69,-34.88,-65.09,-43.60
10436402,Cldn25,-10.45,5.48,-27.01,-10.92
10436409,Olfr183,-22.80,-22.59,-56.52,-8.72
10436412,Olfr195,-10.73,-24.45,-42.94,44.13
10436414,Olfr203,-34.80,-77.52,-44.75,-5.36
10436416,Gabrr3,25.89,-21.97,-27.64,85.09
10436426,Orai2,76.04,76.54,76.19,75.57
10436428,Mina,60.51,60.94,56.82,63.14
10436442,Fam60a,-44.21,-38.10,-42.23,-51.64
10436444,---,-24.26,-55.70,-45.35,24.33
10436446,Gps1,-41.80,-12.14,-35.46,-90.17
10436449,---,76.26,82.17,40.77,89.95
10436451,Stx19,-22.08,-28.49,-36.15,-7.55
10436456,Pros1,21.78,24.67,20.64,20.33
10436471,Cggbp1,10.03,32.34,4.50,-6.81
10436476,Pou1f1,-29.34,-39.81,-1.44,-54.64
10436487,Vgll3,-74.72,-93.97,-74.05,-51.91
10436493,---,-51.96,-72.61,-90.17,-12.75
10436498,---,71.20,-7.28,53.59,93.49
10436500,Gbe1,-52.01,-49.02,-45.12,-61.58
10436517,---,43.60,-0.46,-27.46,90.01
10436519,Robo1,-57.71,-86.09,-48.08,-43.25
10436550,---,56.02,55.20,49.46,62.29
10436552,Rbm11,-38.68,-41.31,-64.40,-18.21
10436561,Usp25,6.03,23.48,7.70,-18.35
10436588,2810055G20Rik,38.84,23.24,12.78,63.81
10436590,2810055G20Rik,-47.05,-66.02,-52.02,-30.42
10436594,---,-38.37,-69.69,-47.49,-8.82
10436596,---,-42.02,-46.61,-59.46,-24.19
10436598,---,-45.14,-61.32,-51.32,-28.96
10436600,Mir99a,-39.98,-42.73,-49.61,-28.41
10436602,Mirlet7c-1,-61.95,-77.24,-90.62,-28.36
10436604,Mir125b-2,-18.92,-7.22,-54.35,-11.96
10436606,---,88.24,78.40,80.83,95.27
10436608,Cxadr,-53.53,-65.76,-64.46,-34.43
10436621,---,-19.24,-73.91,-78.01,75.17
10436623,Chodl,-16.31,-16.49,-39.12,-6.90
10436634,Gm16509,63.66,-31.97,50.96,94.63
10436636,Ncam2,-37.30,-39.86,-66.57,-22.47
10436658,7120432I05Rik,-29.30,-32.73,-29.97,-25.72
10436662,Mir155 or LOC100653389,-55.80,-48.43,-37.85,-83.14
10436664,---,43.19,-16.39,-0.47,85.29
10436666,Jam2,-60.25,-69.12,-65.48,-48.32
10436678,Gabpa,-36.87,-17.47,-35.23,-58.11
10436692,Gm10791,-70.14,-91.12,-67.76,-44.58
10436694,Rplp0,83.64,80.90,85.66,85.10
10436696,---,-6.02,-33.58,-24.07,-0.40
10436698,N6amt1,-77.09,-81.25,-74.31,-75.81
10436708,Usp16,-98.38,-97.29,-98.77,-98.85
10436727,ORF63,-55.08,-81.09,-59.10,-26.52
10436734,Bach1,81.95,81.61,81.08,83.26
10436742,---,37.41,-40.50,13.97,84.18
10436746,Krtap13-1,-26.61,-47.58,-61.62,-5.27
10436748,2310034C09Rik,30.58,-24.57,-4.08,83.46
10436750,---,41.20,70.22,-50.44,77.26
10436752,Krtap15,-27.76,-22.50,-85.89,-8.65
10436758,Gm10229,-25.87,-61.29,-61.08,-3.68
10436760,Krtap6-1,-16.60,-51.09,-21.79,-4.23
10436762,---,-26.88,-55.26,-13.16,-16.02
10436764,Krtap6-3,-25.77,-23.68,-91.16,-4.24
10436766,---,-24.30,-49.35,-42.86,-2.57
10436768,---,76.27,84.72,-5.46,91.89
10436770,---,-9.12,-74.92,-20.37,63.33
10436773,---,-45.64,-65.87,-39.38,-33.58
10436775,---,-5.70,-5.79,-53.76,54.95
10436777,---,-20.06,-50.99,-36.25,24.03
10436779,---,90.36,92.76,86.01,91.90
10436781,Gm10789,58.76,43.33,45.86,77.40
10436783,Sod1,-4.27,-16.31,-7.00,10.99
10436788,Hunk,-36.61,-50.27,-32.38,-30.09
10436800,---,35.27,40.17,7.50,53.79
10436802,---,82.68,86.74,89.31,62.72
10436804,Mrap,-26.52,-35.95,-32.67,-16.65
10436809,4931408A02Rik,-15.78,-22.21,-19.64,-7.49
10436823,Olig2,-19.81,-21.85,-17.92,-20.45
10436826,---,-41.80,-12.14,-35.46,-90.17
10436828,Olig1,-11.84,-25.80,-9.02,-6.94
10436830,Ifnar2,91.55,91.37,92.81,89.96
10436841,Il10rb,67.11,67.05,63.32,71.23
10436849,Ifnar1,62.80,70.21,56.72,60.57
10436865,Ifngr2,83.99,83.59,82.50,85.69
10436873,Son,-75.23,-58.50,-80.81,-80.48
10436890,Gm10785,-13.56,-17.11,-18.90,-6.34
10436892,Itsn1,-31.30,-32.27,-34.99,-27.25
10436941,Mrps6 or Slc5a3,-83.58,-79.49,-82.43,-87.52
10436945,Slc5a3,-97.23,-97.04,-99.32,-91.92
10436947,Kcne2,-32.00,-48.86,-32.21,-20.54
10436951,Fam165b,-23.78,-37.24,-19.54,-16.29
10436955,2410124H12Rik,74.23,10.22,58.16,95.97
10436958,Clic6,-29.22,-54.50,-21.46,-21.87
10436967,Cbr1,-74.50,-86.29,-78.25,-54.99
10436972,---,38.19,16.69,75.53,5.61
10436976,---,66.79,46.45,62.94,82.64
10436978,Cbr3,-32.72,-59.86,-29.62,-16.79
10436983,Dopey2,3.19,7.65,-21.56,23.63
10437023,Morc3,24.74,45.10,26.44,-2.01
10437040,Chaf1b,45.89,42.48,47.27,48.24
10437055,Sim2,-10.65,-9.58,-30.48,-4.03
10437073,Ripply3,-40.04,-48.35,-52.46,-22.75
10437080,Ttc3,-98.98,-97.79,-99.29,-99.34
10437132,---,-65.86,-95.04,-55.25,-36.30
10437134,Dyrk1a,81.04,81.47,82.89,78.56
10437136,Dyrk1a,-27.09,-3.88,-41.16,-34.74
10437149,---,8.66,3.32,34.56,-9.80
10437151,Kcnj15,-25.96,-55.02,-36.84,-10.08
10437160,Ets2,-87.77,-84.71,-91.46,-87.25
10437171,---,52.58,19.50,-23.79,93.21
10437174,Wrb,-44.07,-54.40,-44.48,-30.89
10437180,Sh3bgr,-31.74,-23.51,-43.96,-31.30
10437191,B3galt5,-29.84,-67.12,-42.62,-9.89
10437195,Igsf5,-39.23,-44.07,-78.32,-13.14
10437205,Pcp4,-43.71,-65.05,-55.29,-24.57
10437210,Bace2,-43.40,-47.32,-46.53,-36.27
10437222,Hnrnpa3 or LOC100862477,-41.80,-12.14,-35.46,-90.17
10437224,Mx2,26.91,19.20,40.00,20.36
10437236,B230307C23Rik,-62.91,-73.27,-59.17,-54.14
10437239,---,-20.93,-48.48,-34.01,13.52
10437241,---,-32.13,-40.26,-38.87,-19.68
10437243,Mefv,76.88,82.41,81.74,67.84
10437257,Zfp597,-83.42,-85.94,-51.26,-95.12
10437263,1700037C18Rik or Nat15,53.73,40.49,44.47,72.47
10437270,Cluap1,52.92,25.37,64.88,62.20
10437272,Nlrc3,-36.12,-35.61,-32.00,-40.57
10437292,Slx4,9.61,37.71,-12.03,2.43
10437311,Trap1,20.45,31.55,21.07,5.69
10437330,Crebbp,-81.18,-86.64,-84.40,-68.89
10437332,Crebbp,-83.33,-77.31,-87.84,-81.89
10437364,Adcy9,-26.81,-15.87,-40.88,-24.40
10437376,Srl,-42.09,-34.19,-45.40,-48.67
10437384,Tfap4,70.36,72.60,61.98,74.34
10437392,Pam16,-41.80,-12.14,-35.46,-90.17
10437399,Coro7,93.51,94.46,90.57,94.55
10437432,Nmral1,81.10,73.78,81.19,86.87
10437443,5730403B10Rik or Hmox2,-49.10,-34.66,-68.55,-43.87
10437451,Fam100a,56.75,35.45,55.24,73.74
10437454,Anks3,32.38,38.69,-15.76,63.32
10437472,Sept12,-23.63,-42.90,-24.66,-11.91
10437483,Rogdi,56.50,49.80,52.36,65.77
10437499,Glyr1,54.24,57.97,43.12,60.07
10437516,Ppl,-51.95,-60.17,-61.55,-37.80
10437541,Nagpa,96.82,96.60,96.25,97.14
10437552,AU021092,-64.55,-48.45,-73.60,-71.53
10437561,Alg1 or Fam86,73.94,69.45,76.94,75.19
10437573,---,11.64,-31.92,8.01,61.47
10437575,Cldn26,-21.45,-50.76,-18.39,-8.77
10437580,---,-44.31,-55.49,-52.04,-29.78
10437582,---,47.12,-17.95,66.89,74.94
10437586,Tmem186,24.01,-5.63,-14.13,74.09
10437590,Carhsp1,-12.67,-9.57,-31.14,2.46
10437594,Usp7,7.86,16.95,5.18,4.43
10437625,---,-60.22,-63.37,-79.68,-38.95
10437627,Rpl35a or Ino80,-41.80,-12.14,-35.46,-90.17
10437629,Grin2a,-18.10,-25.05,-49.18,-5.39
10437639,Emp2,-79.56,-64.80,-96.86,-72.42
10437646,Tekt5,-26.18,-44.46,-35.04,-10.96
10437655,Nubp1 or Fam18a,-57.96,-48.46,-68.99,-56.98
10437664,Dexi,-60.41,-78.41,-61.40,-35.01
10437668,Socs1,9.68,-1.00,-1.36,30.82
10437673,Tnp2,-20.35,-42.95,-23.73,-8.16
10437677,Prm3,3.73,-14.29,63.25,-28.96
10437680,Prm2 or Wdr19,-11.99,-27.20,-15.82,-3.98
10437684,Prm1,-20.77,-22.83,-21.56,-17.81
10437687,Litaf,57.47,52.39,51.67,68.28
10437695,Litaf,-71.95,-84.62,-81.20,-45.04
10437698,Txndc11,86.63,90.88,83.51,84.49
10437712,Zc3h7a,-42.23,-26.42,-39.87,-56.81
10437735,---,-15.98,-15.61,-0.34,-30.07
10437737,Rsl1d1,-79.82,-59.19,-85.67,-87.20
10437748,Gspt1,-65.61,-32.86,-71.02,-76.09
10437765,Cpped1,-39.61,-44.26,-60.41,-12.60
10437773,---,-89.42,-84.81,-98.14,-75.61
10437775,2310015D24Rik,-50.65,-62.88,-59.69,-30.35
10437778,Parn,-32.58,-35.48,-15.42,-46.00
10437804,Pla2g10,-8.92,-21.50,-7.41,-3.34
10437813,---,-21.94,-65.58,42.78,-28.91
10437817,Pdxdc1,-53.25,-46.56,-48.70,-61.71
10437846,Ifitm7,10.71,-2.67,34.79,-0.55
10437852,Marf1,-50.51,-22.66,-58.19,-65.58
10437885,Myh11,-55.09,-80.62,-44.38,-42.58
10437928,0610037P05Rik,-2.18,-13.82,11.11,-4.35
10437934,Rpsa,65.49,53.65,73.93,67.70
10437936,F830005K03Rik,-36.12,-77.76,-41.72,8.70
10437940,---,43.60,-11.46,59.21,68.22
10437942,Ube2v2,-97.42,-95.43,-98.39,-97.78
10437945,Mcm4,27.07,47.98,17.23,19.01
10437963,Mzt2,31.87,2.86,22.33,64.78
10437970,2310008H04Rik,69.31,79.26,69.59,58.80
10437992,Dnm1l,-98.61,-98.22,-98.54,-98.83
10438017,Fgd4,46.03,61.71,43.51,26.74
10438040,Olfr19,-27.31,-32.02,-17.74,-32.31
10438042,4933404G15Rik,-18.77,-19.58,-32.63,-9.65
10438049,Spag6,-42.55,-61.37,-44.19,-26.36
10438060,Igll1,-31.07,-44.84,-34.36,-17.41
10438064,Vpreb1,-52.96,-85.14,-43.75,-30.24
10438069,Ypel1,-8.98,-16.66,-23.27,19.14
10438071,Ppil2,85.45,81.17,79.27,91.86
10438091,2610318N02Rik,27.14,20.64,16.45,44.45
10438094,Mir130b,-33.29,-55.62,-44.08,0.58
10438096,Mir301b,-80.19,-91.06,-84.71,-59.37
10438098,Sdf2l1,71.78,71.36,73.91,69.98
10438103,Ccdc116,-22.03,-34.71,-25.39,-8.32
10438109,Ube2l3,50.58,49.21,49.57,52.66
10438112,Pi4ka,-23.55,-28.07,-40.16,-0.94
10438169,---,-60.97,-80.69,-64.35,-41.40
10438171,Thap7,94.63,86.86,92.13,98.77
10438178,4930451C15Rik,-17.53,-41.08,-7.87,-15.02
10438189,Slc7a4,-70.87,-64.01,-62.94,-83.84
10438198,Med15,77.31,70.52,74.95,85.07
10438220,Car15,24.59,12.01,-6.64,60.04
10438232,Dgcr2,63.91,56.78,58.58,74.24
10438245,Dgcr14,76.43,62.14,69.89,89.15
10438256,Gsc2,82.07,35.18,88.36,93.55
10438262,Slc25a1,-17.62,-28.83,-17.91,-5.55
10438272,Prodh,-22.79,-18.82,-29.94,-19.68
10438289,4933432I09Rik,-44.88,-11.86,-47.44,-75.51
10438293,Zdhhc8,-6.66,-7.85,-14.36,4.12
10438308,Ranbp1,21.22,36.69,15.32,11.80
10438313,Dgcr8 or Trmt2a,5.01,15.62,16.92,-18.94
10438328,D16H22S680E,29.82,20.65,28.31,42.73
10438338,Mir185,37.74,-0.95,43.93,65.19
10438340,Comt,14.88,-0.24,11.60,35.79
10438347,Tbx1,-21.26,-29.10,-25.44,-11.14
10438358,Sept5 or Gp1bb,-15.06,-22.76,-18.46,-6.63
10438376,Rps2,-41.80,-12.14,-35.46,-90.17
10438378,Cdc45,91.14,95.61,91.81,83.58
10438400,Mrpl40,9.81,16.47,12.48,-0.44
10438405,Iglv1 or Iglc1,-39.54,-50.56,-46.89,-24.43
10438415,Iglv1,-37.44,-56.68,-40.09,-21.62
10438421,Olfr164,-35.27,-42.62,-78.37,-10.29
10438423,Olfr165,-12.95,-30.13,-25.32,-2.69
10438425,Olfr167,9.18,-12.89,-1.98,54.00
10438427,Olfr168,-19.71,-6.24,-71.83,-8.92
10438429,Olfr169 or Olfr171 or Olfr170,-7.37,-18.16,-12.81,15.73
10438431,Olfr170,-21.47,-26.66,-31.33,-11.45
10438433,Olfr171,-7.70,-7.54,-48.84,40.21
10438435,Lamp3,-30.52,-44.46,-30.71,-20.49
10438442,A930003A15Rik,-20.20,-36.71,-18.95,-10.64
10438445,Klhl6,51.99,52.25,52.82,51.16
10438454,Sumo2,-41.80,-12.14,-35.46,-90.17
10438456,Map6d1,-37.60,-31.65,-67.25,-18.42
10438460,Parl,91.20,90.39,91.39,91.94
10438468,Cyp2ab1,73.41,60.69,75.14,76.30
10438478,Abcc5,8.40,-11.40,-0.95,33.52
10438515,Gm15760,45.61,3.40,30.19,76.00
10438517,Alg3,27.23,36.35,6.60,37.36
10438527,Camk2n2,-18.41,-27.51,-31.54,-6.60
10438530,Clcn2,-81.86,-81.10,-76.73,-87.61
10438555,Thpo or Chrd,-30.39,-72.64,-41.80,2.15
10438564,Rps10,64.01,65.00,61.72,65.36
10438567,2310042E22Rik,-3.33,-1.03,-0.71,-15.23
10438570,Magef1,65.25,58.74,69.29,67.61
10438572,2510009E07Rik,-66.94,-87.08,-44.82,-62.88
10438575,Ehhadh,-68.87,-77.03,-57.89,-70.71
10438583,Rpl12 or Gm11425 or LOC630855,-41.80,-12.14,-35.46,-90.17
10438585,Tmem41a,-2.69,2.23,-1.65,-9.11
10438592,Liph,-33.67,-41.06,-46.85,-20.73
10438603,Igf2bp2,-88.00,-94.92,-85.85,-81.74
10438621,Tra2b,-45.25,-11.06,-45.02,-73.47
10438626,Etv5,-81.98,-89.06,-69.29,-83.60
10438639,Dgkg,42.13,38.71,35.61,49.68
10438666,---,-40.81,-7.01,-20.48,-82.45
10438668,Crygs,-6.43,-10.60,-6.52,-3.82
10438672,Tbccd1,-20.67,10.59,-46.24,-28.54
10438681,Kng2,-23.22,-18.84,-35.95,-18.56
10438690,Rfc4 or Eif4a2,35.69,38.50,37.83,29.80
10438702,St6gal1 or BC106179,-21.37,-29.00,-35.42,-5.31
10438708,Masp1,-64.20,-73.87,-61.93,-56.06
10438726,Masp1,-82.69,-75.78,-91.28,-76.70
10438730,Sst,-12.95,-23.43,-9.12,-11.07
10438733,Rtp2,-8.36,-37.08,-9.15,-1.51
10438738,Bcl6,63.70,51.48,56.40,76.58
10438749,---,-35.01,-3.18,-31.59,-95.59
10438751,---,-41.55,-64.06,-51.76,-21.19
10438753,Leprel1,-78.25,-94.65,-73.96,-62.00
10438769,Cldn1,-26.62,-66.89,-17.63,-16.05
10438778,Tmem207,-27.42,-88.55,-7.53,-15.00
10438784,Gm606,-5.06,-18.20,-14.76,38.89
10438791,Uts2d,-2.81,-17.40,-29.00,61.09
10438801,Fgf12,-25.27,-31.23,-27.74,-18.51
10438813,Mir690,-28.28,-65.86,-28.95,-12.40
10438815,1600021P15Rik,-36.33,-21.35,-63.36,-25.49
10438822,Atp13a5,-23.14,-30.94,-48.72,-6.48
10438854,Atp13a4,-23.93,-47.94,-48.76,-5.72
10438889,9530020O07Rik,39.53,-33.40,47.42,78.59
10438891,Gm1968,-28.19,-24.50,-65.78,-4.06
10438899,Cpn2,-8.59,-18.29,-11.57,-2.34
10438904,Lrrc15,-15.12,-12.76,-20.93,-13.16
10438907,Gp5,-68.87,-71.10,-55.29,-79.88
10438909,Atp13a3,-71.28,-59.44,-80.06,-71.38
10438911,Atp13a3,-57.64,-43.23,-62.36,-70.21
10438942,Tmem44,-58.05,-68.58,-50.42,-54.17
10438959,Lsg1,-19.70,-22.57,-24.21,-11.34
10438975,AI480653,62.51,68.17,44.31,71.90
10438980,Acap2,-23.97,5.07,-27.94,-46.99
10439005,Ppp1r2,-54.26,-36.01,-78.07,-41.03
10439009,Apod,-28.74,-44.41,-38.45,-14.21
10439016,4930444G20Rik or Gm5415 or AF366264 or Gm9839,-41.80,-12.14,-35.46,-90.17
10439018,0610012G03Rik,51.46,49.47,40.11,62.52
10439021,Senp5,-88.05,-86.04,-90.20,-87.05
10439032,Pak2,-14.31,6.24,-42.29,-6.91
10439049,Pigx,6.87,-9.10,-12.14,43.66
10439058,Lrrc33,94.11,94.06,93.22,95.46
10439063,Fbxo45,-26.39,-9.25,-2.32,-64.52
10439068,Osta,-13.54,-32.82,-10.13,-6.81
10439080,Osta,-0.64,7.26,-21.62,21.39
10439084,Gm10818,16.15,-2.23,-2.63,49.51
10439087,Muc20,-11.62,-5.52,-30.48,-6.03
10439092,1700021K19Rik,65.45,43.90,66.05,80.09
10439114,Iqcg,-33.46,-72.58,-20.48,-19.72
10439126,Itgb5,21.34,8.24,-4.49,54.55
10439130,Umps,69.75,77.54,67.61,61.42
10439138,Kalrn,-74.00,-89.05,-72.47,-60.02
10439204,Rpl15,-41.80,-12.14,-35.46,-90.17
10439206,---,7.49,-6.45,-10.66,54.90
10439208,Sec22a,-32.25,-32.68,-36.28,-28.36
10439216,---,39.52,-11.61,-49.30,92.72
10439218,Pdia5,11.07,22.50,7.02,5.15
10439237,Rps21 or Gm5963,-14.94,-25.39,-14.81,-5.32
10439239,Dirc2,80.91,79.88,74.64,86.15
10439249,Parp14,32.63,33.63,34.99,28.93
10439268,Dtx3l or Parp9,39.18,44.59,35.16,37.83
10439276,Fam162a,-37.83,-32.44,-35.65,-46.46
10439282,Csta,-16.20,-43.71,-12.93,-8.07
10439285,Gm6815,62.93,59.72,65.36,63.44
10439287,---,-35.68,-47.59,-88.54,-4.83
10439289,BC117090,-39.11,-95.28,-57.18,58.37
10439292,BC100530 or Stfa1 or BC117090,-17.82,-11.38,-42.16,-14.11
10439296,Stfa2,-4.15,-3.73,-13.35,-1.30
10439299,Stfa3,-24.04,-32.19,-26.34,-16.47
10439303,Casr,-34.63,-64.90,-17.45,-29.73
10439312,Cd86,18.71,20.71,26.33,7.03
10439321,Slc15a2,-59.60,-61.37,-63.84,-53.10
10439346,Eaf2,-77.06,-80.93,-93.67,-43.67
10439357,Fbxo40,-47.09,-45.91,-61.17,-36.02
10439362,Stxbp5l,-28.23,-27.59,-37.32,-21.63
10439392,Gtf2e1,15.56,28.67,-11.04,27.29
10439398,Ndufb4 or Gm3873 or Gm3244,-31.21,-26.25,-27.87,-39.68
10439402,Rpl9,-41.80,-12.14,-35.46,-90.17
10439404,---,-15.87,-45.42,-27.95,26.76
10439409,BC031361,-79.09,-94.69,-74.74,-52.95
10439411,Nr1i2,-13.86,-14.81,-13.59,-13.43
10439424,4932425I24Rik,-40.24,-34.03,-76.42,-19.90
10439442,Pla1a,-51.22,-84.12,-41.37,-34.24
10439455,Adprh,98.14,97.77,98.29,98.35
10439463,4930455C21Rik,-33.18,-17.03,-46.00,-35.61
10439471,Poglut1,15.97,13.44,16.50,18.78
10439483,Arhgap31,24.17,30.79,13.63,27.79
10439498,Arhgap31,-7.12,23.30,-13.04,-24.12
10439500,Upk1b,-36.27,-41.55,-46.17,-24.29
10439509,4930435E12Rik,35.31,-45.05,2.93,89.27
10439514,Gap43,-56.15,-75.94,-50.72,-43.27
10439520,4932412D23Rik,-16.09,-17.13,-29.26,-8.27
10439523,Gm9968,-28.00,-15.77,-43.31,-27.61
10439527,Tigit,-27.90,-26.06,-34.81,-23.69
10439532,Qtrtd1,-82.23,-70.36,-91.79,-77.99
10439542,Zdhhc23,-31.65,-30.15,-44.07,-20.12
10439547,Gramd1c,-84.64,-97.68,-71.85,-73.90
10439566,Atp6v1a,-8.43,-2.00,-8.46,-14.46
10439583,Sidt1,-31.83,-45.72,-43.52,-18.23
10439612,Boc,-69.58,-94.11,-51.04,-56.23
10439634,Gtpbp8,-52.23,-27.61,-4.80,-88.64
10439642,Slc35a5,27.19,57.74,11.86,9.77
10439651,Cd200,-75.55,-89.00,-71.96,-64.43
10439660,Gm609,-22.21,-43.12,-19.24,-13.59
10439667,BC016579,-26.14,-57.39,-23.11,-12.58
10439675,Tmprss7,44.18,-5.99,17.02,81.97
10439695,Tagln3,-62.35,-75.43,-69.19,-42.59
10439701,Abhd10,-7.73,1.80,-4.50,-20.31
10439710,Phldb2,-68.63,-79.62,-55.17,-75.45
10439732,Plcxd2,-49.63,-39.12,-60.97,-49.01
10439742,---,-22.10,-74.34,-41.57,-3.86
10439744,Cd96,-34.43,-48.82,-63.13,-13.94
10439762,Ahcy,-41.80,-12.14,-35.46,-90.17
10439766,Pvrl3,-73.47,-58.57,-89.39,-69.36
10439780,6430553K19Rik,-6.04,-13.00,-54.39,64.31
10439788,---,-55.23,-34.87,-16.35,-97.15
10439790,Trat1,-13.82,-36.85,-31.21,-5.41
10439798,Dzip3,-96.92,-98.10,-98.00,-92.80
10439830,---,-50.78,-64.83,-56.42,-31.17
10439832,---,42.44,6.57,63.40,47.04
10439835,Gm4802,96.80,96.28,95.13,97.75
10439837,---,73.84,84.11,-5.07,87.58
10439845,Gm5486,-24.34,-36.80,-39.91,-9.11
10439848,Gm4827,40.35,-15.43,46.11,72.57
10439854,Bbx,-94.69,-93.68,-93.51,-96.70
10439874,Ccdc54,-33.99,-32.04,-50.29,-22.96
10439878,Psmc1,-40.12,-32.59,-34.82,-53.37
10439881,5330426P16Rik,-48.37,-36.79,-63.51,-41.81
10439885,---,-38.31,-73.93,-41.17,-14.76
10439887,---,65.44,77.27,31.33,79.08
10439889,---,48.15,35.60,29.20,71.67
10439891,---,59.77,55.49,58.02,66.28
10439895,Alcam,-28.61,-22.47,-28.57,-36.83
10439915,---,-2.24,-8.55,-2.32,-0.37
10439917,Zpld1,43.17,-33.62,52.17,81.83
10439932,---,-43.16,-30.31,-36.54,-62.67
10439934,---,15.82,-0.60,-31.54,74.06
10439936,Nfkbiz,-0.34,-6.85,-8.34,26.49
10439955,Fam55c,-3.96,-0.53,-12.89,1.13
10439960,Cep97,-71.19,-62.81,-72.95,-77.26
10439974,---,64.18,73.67,61.40,55.80
10439976,2310061J03Rik or Zbtb11 or Rpl24,46.69,-3.64,42.65,79.69
10439980,Pcnp,-52.57,-23.56,-47.50,-77.24
10439985,Rg9mtd1,-83.59,-80.70,-91.83,-75.69
10439989,---,75.74,48.70,79.99,84.89
10439991,Tfg,-53.35,-43.22,-69.18,-46.16
10440002,Gpr128,-10.14,-10.65,-12.03,-8.42
10440019,Tmem45a,-60.60,-77.65,-54.39,-50.21
10440028,2310005G13Rik,-13.39,-45.27,-19.64,-4.08
10440037,Nit2,-52.65,-54.38,-49.33,-53.63
10440050,Tbc1d23,-69.25,-53.67,-75.81,-75.62
10440070,Tmem30c,-10.98,-24.77,-55.72,-1.31
10440077,2610528E23Rik,-53.86,-48.59,-56.05,-56.03
10440091,Col8a1,-45.63,-75.09,-60.91,-19.20
10440097,---,17.48,-14.29,10.03,54.72
10440099,St3gal6 or Dcbld2,-61.03,-41.89,-69.72,-70.79
10440118,---,23.99,39.59,-34.83,67.99
10440120,Gm813,-33.56,-45.48,-45.45,-15.90
10440125,E330017A01Rik,-13.08,-27.34,-15.52,-5.49
10440131,Gpr15,36.01,-5.13,32.47,65.29
10440134,Olfr172,57.02,30.21,87.67,25.62
10440136,Olfr173,-10.88,-29.81,4.37,-11.11
10440138,Olfr175-ps1,-6.39,-74.09,-24.42,62.36
10440141,Olfr177 or Olfr176,-4.45,-51.25,-0.68,36.31
10440143,Olfr178,-29.95,-72.33,-29.45,-7.85
10440145,Olfr180,-67.75,-85.32,-89.94,-12.87
10440147,Olfr181,-16.04,-16.85,-16.74,-14.67
10440149,Olfr186,-30.86,-72.82,-22.01,-15.70
10440151,Olfr187,-11.15,-14.81,-21.79,-3.52
10440154,---,-18.56,-24.00,-14.73,-17.29
10440156,Olfr190 or Olfr192,-20.75,-41.19,-71.24,-2.30
10440158,Olfr191,-54.39,-46.72,-62.59,-54.87
10440160,Olfr192,-3.05,11.01,-23.13,12.84
10440162,Olfr193,-11.79,-17.82,-76.69,17.96
10440164,Olfr194 or Olfr203,-3.47,-38.26,-10.80,53.98
10440166,Olfr196,-9.82,-60.04,-56.73,60.45
10440168,Olfr197,-1.41,-15.01,-5.55,51.55
10440170,Olfr198,55.59,30.21,-3.01,89.51
10440172,Olfr199,-27.62,-60.28,-35.60,-5.86
10440174,Olfr201,-19.81,-54.80,-8.02,-8.36
10440176,Olfr202,-2.58,-19.23,-13.21,54.02
10440178,Olfr204,-5.89,-7.74,-15.25,4.74
10440180,Olfr205 or Olfr204,-4.24,-6.17,-7.43,2.53
10440182,Olfr206,-7.18,-13.53,-50.18,20.74
10440184,Olfr209 or Olfr208 or Olfr207,25.26,17.88,-14.67,64.64
10440186,Crybg3 or Mina,20.34,27.72,14.24,18.44
10440206,Arl6,-75.20,-68.93,-78.92,-76.72
10440216,Epha6,-15.38,-39.27,-15.67,-7.54
10440236,---,-10.58,-40.69,-37.47,35.91
10440238,Nsun3,-24.81,-12.13,-37.10,-25.49
10440246,Arl13b,-97.50,-88.85,-90.01,-99.92
10440258,Epha3,-45.52,-65.40,-41.50,-34.86
10440279,Csnka2ip,-20.58,-48.35,-24.55,-6.94
10440284,4930453N24Rik,-81.52,-78.06,-53.04,-93.11
10440288,Zfp654,-97.98,-97.10,-96.66,-99.21
10440292,LOC100861916,-94.50,-94.04,-94.22,-95.24
10440300,---,98.66,97.25,98.79,99.23
10440302,Htr1f,41.31,12.42,3.38,73.04
10440307,Chmp2b,-74.91,-76.86,-73.62,-74.33
10440314,Cadm2,-20.71,-19.59,-67.68,-8.80
10440329,9330155M09Rik,-24.92,-33.55,-63.67,-9.31
10440333,Speer2,-34.06,-8.16,-52.41,-50.09
10440338,---,-19.03,-28.53,-70.29,12.62
10440340,---,-34.71,-64.13,-25.38,-24.50
