Probeset_ID,Gene Symbol,MF CNS,Sample_,Sample_,Sample_
10492002,Gm10727,-43.51,-38.14,-73.95,-26.61
10492004,---,-51.70,-31.98,-78.72,-37.35
10492006,Trpc4,-39.83,-13.03,-76.64,-44.14
10492021,Postn,-22.77,-30.25,-20.25,-19.70
10492045,Hnrnpa3 or LOC100862477,19.16,49.14,1.95,-0.27
10492049,Fam48a,10.50,-93.44,94.85,36.89
10492078,Alg5,-60.71,-12.81,-90.54,-51.79
10492091,Smad9,-21.65,-21.13,-16.22,-27.47
10492102,Spg20,6.02,-54.28,35.38,33.24
10492113,A730037C10Rik,-10.67,-18.28,-6.50,-10.61
10492123,Sohlh2,-19.81,-10.84,-28.99,-25.85
10492136,Dclk1,-59.07,-44.43,-50.97,-91.57
10492165,---,-76.92,-48.95,-89.71,-86.69
10492167,---,-23.68,-7.30,-10.47,-83.18
10492169,Mab21l1,-18.72,-26.29,-23.60,-10.78
10492172,---,44.75,84.25,-16.76,14.12
10492174,Tm4sf4,-24.93,-30.84,-21.95,-23.53
10492180,Rnf13,74.84,-10.59,93.86,98.02
10492193,---,-15.23,-85.91,10.94,48.05
10492195,Tsc22d2,51.92,-22.38,87.91,38.05
10492205,Eif2a,-93.96,-99.77,-47.67,-27.55
10492220,2810407C02Rik,-1.28,-87.09,54.95,62.30
10492229,Rpl13 or Gm10071,19.16,49.14,1.95,-0.27
10492231,Med12l,-2.01,-12.15,21.28,-2.75
10492281,---,67.81,85.17,1.31,71.80
10492284,C130079G13Rik,-10.27,-11.17,-17.82,-6.06
10492291,Gm9696,36.35,42.06,76.40,-22.42
10492294,Aadacl2,-22.59,-7.12,-50.31,-32.17
10492300,Aadac,-18.20,-8.16,-17.36,-55.33
10492306,Sucnr1,-41.28,-50.91,-30.32,-46.11
10492310,Mbnl1,27.23,-48.54,57.73,49.30
10492325,Ube2v1,19.16,49.14,1.95,-0.27
10492330,P2ry1,-64.86,-47.07,-43.88,-94.10
10492335,Rap2b,-62.28,-56.26,-62.33,-67.86
10492341,Arhgef26,-61.09,-71.30,-78.38,-40.05
10492355,Mme,-57.58,-56.89,-55.05,-61.72
10492381,Gmps,-90.53,-98.48,-63.55,-75.14
10492396,Vmn2r1,-34.47,12.88,-61.65,-56.01
10492402,Kcnab1,-61.50,-46.72,-68.81,-70.35
10492424,---,35.12,65.29,-2.92,18.87
10492426,Acsf2,19.16,49.14,1.95,-0.27
10492428,Tiparp or 4931440P22Rik,-79.19,-99.29,-15.81,-69.45
10492436,---,8.21,64.72,-53.37,16.82
10492438,Lekr1,-65.96,-85.06,-47.75,-63.56
10492442,Lekr1,13.85,44.77,-40.35,61.15
10492448,Ptx3,-31.47,-30.16,-25.94,-40.71
10492452,---,7.85,8.27,31.34,-8.71
10492454,---,26.11,48.88,-19.16,49.60
10492456,Rsrc1,-91.39,-97.55,-93.39,-66.14
10492469,Mlf1,-48.67,-58.81,-52.64,-37.59
10492480,Gfm1,-81.55,-94.85,-79.52,-62.06
10492499,Mfsd1,-2.22,3.78,-28.92,15.91
10492516,Iqcj or Iqcj-schip1,-2.51,23.39,-7.51,-9.72
10492522,Schip1 or Iqcj-schip1,-72.80,-55.91,-84.20,-77.42
10492536,---,52.33,3.28,10.20,85.49
10492538,Gm10723,-2.29,34.32,-1.86,-24.09
10492540,Il12a,-20.94,-20.44,-16.44,-27.80
10492552,---,-30.12,-1.09,-78.66,-18.60
10492556,1110032F04Rik,1.12,-2.58,12.05,-0.23
10492558,Smc4,-98.39,-99.96,-96.07,-92.49
10492582,Mir15b,-61.31,-82.37,-67.57,-37.73
10492584,Mir16-2,-60.53,-49.24,-59.42,-72.42
10492586,Arl14,-25.57,-4.58,-67.66,-53.34
10492590,Ppm1l,56.74,40.32,71.99,53.31
10492598,Nmd3,-93.12,-99.09,-53.93,-71.75
10492615,Otol1,73.29,92.38,54.63,49.18
10492621,---,54.67,-34.53,77.83,79.35
10492625,---,-14.37,10.27,-48.55,-4.51
10492628,Serpini1,-74.97,-74.86,-65.04,-84.53
10492640,Fstl5,-21.81,-13.35,-67.55,-11.48
10492658,Gapdh,19.16,49.14,1.95,-0.27
10492660,---,-0.13,44.80,11.29,-39.59
10492662,Gm17359,53.55,69.61,54.73,25.08
10492668,---,72.93,76.99,66.24,74.21
10492671,Ppid,-73.06,-97.64,-68.75,-5.61
10492679,4930579G24Rik,-6.00,29.77,-34.91,-8.39
10492682,Fam198b,-43.84,-28.26,-43.00,-67.24
10492689,Pdgfc,-66.64,-54.90,-66.24,-81.55
10492699,Ctso,36.13,-11.52,41.32,77.85
10492709,Accn5,-6.64,-4.04,-15.02,-4.91
10492720,Mtap9,-90.96,-97.82,-93.73,-70.73
10492735,Fgg,-17.19,-9.87,-18.79,-32.53
10492748,Fga,-7.13,-4.73,-13.54,-6.01
10492755,Fga,19.16,49.14,1.95,-0.27
10492757,Plrg1,-83.53,-78.75,-94.29,-64.87
10492774,Dchs2,-12.04,-18.19,-14.66,-5.73
10492798,Sfrp2,-41.10,-23.07,-72.30,-44.26
10492803,---,48.67,51.78,-14.85,80.43
10492813,Tigd4,-11.57,-5.51,-33.16,-6.92
10492815,Tmem154,-24.19,-26.21,-23.51,-23.04
10492824,---,-31.26,-16.97,-73.33,-17.68
10492826,Fbxw7 or Dear1,-81.93,-94.33,-54.08,-87.31
10492846,Pet112l,-7.71,20.06,-9.20,-31.15
10492860,Higd1a,-94.64,-96.88,-93.01,-93.26
10492864,Sh3d19,-65.32,-71.71,-64.15,-61.04
10492888,---,13.16,39.06,30.29,-29.06
10492890,Lrba,-94.06,-98.37,-88.82,-92.55
10492951,---,41.67,88.24,-21.23,15.71
10492953,---,56.33,91.11,16.77,30.54
10492955,---,35.28,73.61,3.52,-0.09
10492957,Cd1d2,44.58,36.97,18.01,68.35
10492964,Cd5l,-15.46,-13.31,-7.11,-43.48
10492971,Fcrl1,70.37,67.06,69.18,72.35
10492983,Fcrl5,-35.11,-33.16,-42.24,-30.81
10492997,Etv3,-7.09,-19.25,3.17,-6.13
10493003,Etv3l,93.62,96.19,96.56,82.90
10493009,Arhgef11 or 4933430H15Rik,24.33,-22.53,70.63,22.38
10493052,Insrr,-8.76,-9.76,-16.95,-4.20
10493076,Sh2d2a,-13.29,-6.87,-9.78,-42.34
10493086,Hdgf,-93.66,-95.42,-94.58,-89.02
10493094,Mrpl24 or Rrnad1,-5.64,-10.18,-42.54,26.79
10493103,Isg20l2,-25.53,-47.41,-23.22,-3.65
10493108,Crabp2,-38.20,-23.73,-28.75,-79.81
10493114,Nes,-27.71,-26.06,-16.49,-53.50
10493120,Gpatch4,-65.21,-75.71,-53.38,-65.26
10493137,Iqgap3,-1.76,13.47,-4.82,-9.36
10493177,Mef2d,30.61,28.51,63.00,-0.18
10493189,Mef2d,-82.89,-69.69,-67.13,-97.51
10493191,Mir9-1,-22.42,-38.63,-7.73,-29.50
10493193,Cct3,-96.58,-93.50,-99.05,-91.28
10493203,0610031J06Rik,61.01,82.50,33.24,56.93
10493210,Smg5,5.83,68.48,-9.85,-48.48
10493235,Paqr6,-3.28,17.89,-20.75,-3.19
10493243,Rpl21,19.16,49.14,1.95,-0.27
10493245,Mex3a,-27.04,-12.13,-48.42,-29.54
10493247,Ubqln4,-14.30,9.42,7.11,-53.34
10493259,Ssr2,-58.25,8.77,-91.93,-32.46
10493267,Arhgef2,71.73,53.84,88.86,68.90
10493292,2810403A07Rik,-84.88,-92.24,-83.23,-70.22
10493307,---,-30.74,-20.66,-52.25,-21.97
10493309,Rit1,55.62,94.03,-19.21,48.85
10493317,Gon4l,-55.43,-87.27,16.99,-72.92
10493335,5830417I10Rik or Gon4l,-55.86,-81.34,-2.60,-64.66
10493343,---,-33.63,-35.63,-11.50,-56.62
10493345,---,87.29,96.45,72.48,81.44
10493347,Ash1l,-71.24,-90.07,6.89,-70.49
10493377,---,29.66,79.79,26.19,-44.99
10493380,---,-50.43,-85.53,-27.08,-25.95
10493382,Pklr,-46.90,-21.81,-76.56,-55.12
10493394,Clk2,30.41,-20.71,63.46,37.78
10493409,Scamp3,31.04,44.69,28.55,19.82
10493421,Fam189b,-14.07,7.71,-36.66,-12.21
10493435,Gba,66.19,91.74,34.24,53.20
10493449,Thbs3,-46.89,-39.45,-36.54,-68.43
10493474,Muc1,-37.98,-37.40,-49.21,-29.39
10493484,Krtcap2,-88.15,-79.57,-94.34,-86.16
10493490,Dpm3,-16.52,28.77,-36.45,-34.39
10493494,Efna3,-5.17,-3.51,-7.51,-5.07
10493496,Adam15 or 4731419I09Rik,99.82,99.76,99.88,99.51
10493498,Dcst1,41.70,54.05,27.58,40.64
10493500,Dcst2,80.86,88.60,71.16,80.96
10493516,Gm15417,49.41,80.30,-27.57,62.70
10493519,Shc1,13.26,37.43,7.02,4.39
10493530,Pygo2,93.56,98.14,81.39,91.70
10493537,Pbxip1,55.35,56.39,45.84,63.51
10493548,Pmvk,-81.92,-81.92,-92.06,-67.17
10493555,Kcnn3,-24.52,-14.46,-7.98,-81.23
10493565,Adar,-9.20,17.68,-23.18,-23.50
10493585,Ube2q1,-57.69,-57.17,-66.14,-48.83
10493604,She,-3.28,13.20,-9.45,-6.11
10493612,4933434E20Rik or Gm7664,-39.67,-80.89,-34.66,16.60
10493626,1700094D03Rik,-45.15,-90.01,-37.55,-5.75
10493631,Mir190b,-21.96,-12.92,-24.47,-31.68
10493633,Tpm3,84.84,64.18,94.37,76.42
10493640,Nup210l,-34.60,-45.41,-20.60,-39.34
10493658,---,-19.70,-35.43,-35.55,15.45
10493660,Nup210l,-18.28,-58.67,-6.12,1.89
10493662,Nup210l,-3.72,-28.11,1.72,28.39
10493664,Nup210l,-17.61,-39.27,-33.99,26.35
10493666,Nup210l,-11.26,-42.84,43.07,-20.82
10493668,Nup210l,41.44,80.46,47.92,-29.41
10493670,Nup210l,-0.84,11.56,-16.55,17.28
10493688,Nup210l,-34.46,-79.18,-30.53,-11.19
10493690,Nup210l,-5.08,-6.35,-2.88,-6.71
10493692,Rab13,-46.69,-64.78,-44.38,-30.98
10493703,Jtb,-72.97,-73.98,-94.78,22.43
10493709,Slc39a1,17.79,76.41,-13.81,-12.02
10493711,Crtc2,20.55,29.16,46.61,-15.70
10493726,Dennd4b,56.08,75.86,65.24,28.12
10493758,Gatad2b,-69.96,-94.81,11.71,-77.50
10493770,Ilf2 or Snapin,-81.47,-92.12,-66.67,-78.92
10493789,S100a13,-10.71,-5.92,-38.09,11.23
10493794,S100a14,-23.30,-12.73,-30.93,-33.60
10493798,S100a16,-27.50,-20.66,-23.34,-44.71
10493803,S100a3,-16.40,34.48,-73.07,-23.55
10493809,S100a2,-12.70,-36.73,3.61,-10.28
10493812,S100a4,-43.47,-50.99,-52.30,-30.25
10493816,S100a5,-5.46,-1.51,-14.20,-10.71
10493820,S100a6,-82.43,-69.41,-89.16,-87.16
10493824,S100a7a,-7.35,-7.41,-9.08,-5.97
10493831,S100a8,-10.60,-2.55,-18.18,-19.43
10493834,Pglyrp4,-1.96,1.22,-0.69,-7.59
10493842,Pglyrp3,-12.03,-9.06,-28.92,-6.59
10493850,Sprr2a1 or Sprr2a2 or Sprr2a3,-30.72,-32.01,-21.77,-41.32
10493856,Sprr2a2 or Sprr2a1 or Sprr2a3,-8.46,-7.18,-7.33,-11.59
10493858,Sprr2a2 or Sprr2a1 or Sprr2a3,19.16,49.14,1.95,-0.27
10493860,Sprr2b,-15.54,-26.43,-11.12,-11.44
10493864,Sprr2d,-45.21,-63.06,-15.31,-73.63
10493867,Sprr2e,-4.68,6.65,34.06,-35.90
10493870,Sprr2f,-6.99,-2.79,-18.12,-6.99
10493873,Sprr2g,-6.31,-2.35,-9.96,-11.86
10493876,Sprr2h,-9.54,-5.33,-11.09,-15.37
10493879,Sprr2i or Sprr2f or Sprr2e,-0.76,4.98,-22.87,38.94
10493882,Sprr2j-ps,-24.15,-10.00,-66.54,-16.92
10493886,Sprr2k,21.70,37.22,24.77,-1.11
10493889,Lce1c or Lce1k,-17.37,-5.14,-36.20,-24.00
10493891,Ywhaz,-63.47,-89.88,-0.46,-13.24
10493894,---,68.96,33.01,70.76,86.51
10493896,Lce3b,54.65,93.07,-10.84,35.24
10493900,Lce3c,-37.99,-21.49,-39.67,-60.34
10493903,Gm9782 or Lce3c or 2310001H18Rik or Lce3a or Lce3f or Lce3b,32.29,-27.98,76.88,40.75
10493905,2310001H18Rik,-35.86,-18.40,-54.55,-42.44
10493907,Lce3f,-29.99,-9.26,-46.82,-54.05
10493910,Gm4858,62.99,54.82,76.89,44.48
10493912,Crnn,-6.70,-12.54,-4.13,-5.51
10493916,Flg2,-32.59,-40.82,-43.29,-19.59
10493921,Flg2,-47.53,-23.33,-37.32,-79.03
10493925,Hrnr or Flg,-5.74,-4.35,-11.72,-4.14
10493979,Rptn,-17.19,-20.51,-10.57,-23.68
10493984,Tchh,-8.01,-2.94,-7.89,-21.57
10493986,Tchhl1,27.01,-28.35,28.44,75.52
10493990,S100a11,19.16,49.14,1.95,-0.27
10493995,S100a10,-81.29,-74.24,-88.13,-77.87
10493999,Tdpoz2,-13.99,-7.85,-10.85,-25.38
10494001,Tdpoz4 or Gm4858,43.14,75.91,-9.48,37.25
10494003,Tdpoz3,-29.25,-14.23,-24.43,-55.69
10494005,Gm10696,61.39,57.69,76.67,43.60
10494007,Them4,-61.30,-91.50,-59.30,-26.89
10494016,Them5,-6.34,-4.86,-16.12,-4.23
10494023,Rorc,-36.78,-39.97,-45.57,-28.38
10494039,Lingo4,85.36,91.98,82.79,77.90
10494043,Tdrkh,-17.20,-28.24,-24.03,-4.59
10494060,Mrpl9,-79.02,-58.14,-97.04,-53.35
10494069,Celf3,-7.33,-3.27,-11.10,-12.65
10494085,Selenbp2,-29.94,-22.44,-37.03,-30.82
10494092,Pogz,-59.31,-87.58,39.48,-84.48
10494114,Selenbp1 or Selenbp2,-32.03,-24.69,-38.83,-33.38
10494122,Rfx5 or B230398E01Rik,4.73,-31.64,42.83,15.80
10494137,Pi4kb,22.64,86.76,-25.92,-17.67
10494151,---,-6.53,-20.96,9.73,-6.39
10494153,Vps72,7.85,62.82,-46.79,-2.55
10494160,Tmod4,-39.63,-35.35,-51.89,-32.90
10494170,Lysmd1,19.16,49.14,1.95,-0.27
10494174,Sema6c,-20.54,-2.68,-16.97,-60.43
10494200,Cdc42se1,57.78,64.98,39.82,63.84
10494208,Fam63a,-73.48,-42.33,-83.86,-87.22
10494227,Lass2,16.15,14.00,10.06,23.94
10494238,Arnt,-28.26,-87.94,63.99,-19.67
10494262,Ctsk,-65.16,-45.62,-61.41,-85.88
10494271,Ctss,94.92,88.94,96.75,97.25
10494281,Hormad1,-25.68,-42.64,-9.58,-34.98
10494288,Golph3l,-65.17,-95.41,-45.92,10.28
10494296,Rps10,19.16,49.14,1.95,-0.27
10494299,Ensa,-88.21,-99.16,-57.04,-66.85
10494306,Mcl1,53.97,-17.06,91.86,66.25
10494312,Aph1a or Car14,19.16,49.14,1.95,-0.27
10494322,Anp32e,-92.49,-98.29,-91.34,-77.67
10494332,---,62.00,82.99,37.43,53.69
10494335,Otud7b,-52.73,-70.76,-42.53,-44.92
10494351,Mtmr11,-59.91,-68.73,-60.07,-51.47
10494369,Sf3b4,29.91,54.70,-52.03,75.14
10494372,Sv2a,-19.70,-16.60,-15.88,-30.77
10494386,Hist2h2ab or Hist2h2ac,19.16,49.14,1.95,-0.27
10494388,Hist2h2be,-59.53,-56.60,-62.68,-59.33
10494390,Hist2h2aa1 or Hist2h2aa2,19.16,49.14,1.95,-0.27
10494395,Hist2h2aa1 or Hist2h2aa2 or Hist2h3c1 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2,19.16,49.14,1.95,-0.27
10494402,Hist2h3c1 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2,19.16,49.14,1.95,-0.27
10494405,Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1,19.16,49.14,1.95,-0.27
10494407,Hist2h2bb,21.59,53.64,-23.29,32.75
10494411,Rnu1b1 or Rnu1b2 or Rnu1b6,19.16,49.14,1.95,-0.27
10494413,Rnu1b1 or Rnu1b2 or Rnu1b6,19.16,49.14,1.95,-0.27
10494415,---,3.12,29.20,-4.18,-7.66
10494417,Rnu1b1 or Rnu1b2 or Rnu1b6,19.16,49.14,1.95,-0.27
10494419,Gm10685,-25.51,-34.48,-30.38,-15.25
10494421,Rnu1b1 or Rnu1b2 or Rnu1b6,19.16,49.14,1.95,-0.27
10494423,Hfe2,-12.44,-2.51,-56.11,-14.19
10494428,Txnip,93.40,87.82,97.71,91.35
10494441,Ankrd34a,34.19,54.44,10.92,19.50
10494445,Lix1l,-43.01,-43.41,-45.00,-40.67
10494452,Rbm8a,-94.26,-98.90,-97.71,-63.70
10494460,Pex11b,16.33,71.61,-70.24,42.75
10494467,Itga10 or Pex11b,77.16,82.86,79.62,66.45
10494500,Ankrd35,-20.81,-7.29,-34.93,-21.74
10494509,Pias3,66.08,90.06,69.44,17.36
10494527,Rnf115,-90.89,-99.65,-44.96,-22.81
10494536,Pdzk1 or Gpr89,-13.25,-6.86,-16.19,-18.71
10494548,Gja5,-37.10,-43.29,-29.87,-39.55
10494551,Acp6,-17.29,-15.74,-33.21,-4.58
10494565,Fmo5,-36.91,-46.45,-31.04,-33.93
10494574,Prkab2,-62.64,-88.23,-15.79,-63.70
10494583,Sec22b,-86.53,-92.82,-91.17,-59.29
10494592,Gm5544,68.73,81.89,50.76,65.34
10494595,Notch2,29.79,50.20,76.38,-38.66
10494632,Adam30,66.08,70.50,84.38,-0.06
10494636,Reg4,-16.71,-14.43,-26.54,-12.06
10494643,Hmgcs2,-55.63,-49.08,-48.91,-74.84
10494655,Zfp697,42.72,17.29,30.53,71.05
10494662,Ywhah or Gm19750,70.64,4.56,83.58,82.88
10494664,Wars2,-61.14,-75.60,-22.54,-77.73
10494672,Tbx15,-23.67,-20.68,-21.27,-30.91
10494684,Spag17 or Wdr3,-37.48,-39.73,-60.01,-19.69
10494735,Gdap2,-11.58,-82.91,41.86,32.09
10494751,---,17.00,69.60,-24.20,-2.97
10494753,---,64.37,82.20,17.50,73.90
10494757,Gm12474,12.11,-8.37,54.30,-5.19
10494761,Vtcn1,-31.65,-28.21,-42.94,-25.35
10494769,Trim45,66.58,89.90,16.98,53.85
10494781,Igsf3,-63.77,-66.75,-24.01,-94.00
10494795,Nhlh2,-16.90,-40.08,-16.46,1.39
10494804,Casq2,-46.18,-35.91,-57.56,-48.16
10494817,Ngf,-45.52,-34.08,-48.21,-55.50
10494821,Tspan2,-67.46,-58.66,-64.34,-79.14
10494832,Sike1,-92.11,-97.30,-84.35,-86.48
10494839,Csde1,-94.99,-99.18,-87.77,-78.95
10494857,Nras,-70.30,-90.37,-66.64,-41.58
10494873,Ampd1,-27.97,-17.64,-64.10,-19.24
10494889,Dennd2c,27.20,-17.01,53.92,40.17
10494910,Bcas2,-82.07,-98.28,-64.57,-35.63
10494924,Trim33,-93.63,-99.75,-52.78,-91.63
10494945,Syt6,18.46,15.64,14.23,23.33
10494957,Ap4b1,51.04,54.71,52.85,45.01
10494972,Bcl2l15,-21.01,-15.49,-46.61,-13.36
10494978,Ptpn22,-36.16,-47.07,-29.70,-34.23
10495001,Rsbn1,-9.94,-94.08,65.55,46.65
10495012,Phtf1,-71.24,-96.74,-45.02,-58.92
10495035,Slc16a1,-68.55,-70.00,-67.91,-68.16
10495042,Ppm1j,-13.22,-5.24,-20.25,-17.09
10495054,Rhoc,-22.66,-10.65,-45.78,-18.00
10495059,St7l,-69.93,-98.86,-36.18,3.87
10495077,4930564D02Rik,62.62,36.09,57.97,80.32
10495083,Kcnd3,-4.42,2.94,-20.32,-2.85
10495094,6530418L21Rik,-7.03,12.32,-8.81,-20.66
10495097,Adora3,-1.79,-1.73,-1.41,-2.26
10495107,Adora3,97.04,97.41,95.06,97.28
10495111,Wdr77,-57.77,-34.74,-63.99,-67.87
10495120,Ovgp1 or Wdr77,-25.20,-31.53,-31.92,-13.03
10495134,---,-30.74,-31.45,-60.72,1.97
10495136,Chia,-30.52,-33.68,-30.02,-28.10
10495147,Dennd2d or 2010016I18Rik,-37.32,-44.91,-28.54,-41.69
10495163,Dram2,21.95,-84.84,72.40,85.22
10495173,4933421E11Rik,-25.01,-71.02,8.95,-18.50
10495183,Kcna3,49.15,20.65,69.64,51.02
10495186,AI504432,-13.81,-27.77,-0.65,-19.88
10495190,---,-10.18,-10.08,-16.16,-6.31
10495193,Kcna2,-32.63,-11.95,-56.15,-39.33
10495197,Kcna2,-21.99,-21.60,-30.09,-15.65
10495199,Kcna10,76.32,81.04,82.69,59.87
10495201,Hbxip,-97.00,-88.22,-99.92,-83.58
10495206,Slc16a4,-62.35,-71.12,-59.82,-55.74
10495218,Alx3,86.61,87.49,88.46,83.33
10495223,Eps8l3 or 4933431E20Rik,-14.85,-23.09,-11.01,-12.68
10495243,Gstm5 or 4933431E20Rik,-28.92,-0.40,-47.97,-32.83
10495252,Romo1,-88.78,-56.82,-98.85,-91.47
10495255,---,56.98,85.63,39.41,20.01
10495257,Ampd2,73.37,75.30,79.71,60.27
10495259,Gnat2,-25.62,-12.40,-28.80,-42.30
10495270,Amigo1,-1.49,48.58,-10.76,-25.13
10495279,Psma5,-82.02,-62.13,-97.02,-69.44
10495285,Sort1,68.31,60.68,83.32,55.13
10495306,Mybphl or Gm12522,-5.56,-2.36,-4.50,-15.81
10495316,Psrc1,-33.67,-12.28,-78.06,-27.83
10495330,---,62.91,5.30,94.44,55.13
10495332,1700013F07Rik,-21.25,-36.43,-11.94,-21.49
10495340,Taf13,-53.55,32.23,-82.82,-71.35
10495343,Wdr47,-73.53,-81.56,-57.05,-78.08
10495359,Clcc1,-42.85,-95.26,-3.44,54.21
10495371,Aknad1,82.88,90.11,81.16,74.18
10495385,4921515J06Rik,-29.43,-29.18,-39.20,-21.92
10495394,4930443G12Rik,-27.07,-16.79,-28.56,-39.38
10495405,Slc25a24,-95.50,-93.14,-98.74,-91.94
10495416,Vav3,-91.64,-75.46,-88.33,-99.49
10495447,---,-11.45,-4.04,-43.16,-8.71
10495449,Col11a1,-24.02,-17.84,-30.64,-25.11
10495518,Olfm3,-29.34,-28.40,-34.54,-26.17
10495528,Gm9889,91.83,86.03,92.04,94.44
10495530,Dph5,-69.40,-90.59,-55.87,-47.84
10495539,Extl2,-56.16,-93.19,-46.01,-11.61
10495549,Dbt,-77.04,-97.30,-70.62,-12.86
10495562,Lrrc39,-4.58,-7.19,-4.85,-2.86
10495574,Sass6,-55.97,-90.04,-22.43,-42.26
10495592,---,72.25,83.11,58.72,71.84
10495594,---,74.41,90.74,85.64,-5.30
10495596,Frrs1,-8.54,-51.02,30.34,-2.81
10495613,4833424O15Rik,-25.14,-19.51,-27.27,-29.01
10495621,Mir137,-9.87,-1.18,-23.60,-10.41
10495623,Gm9916,-7.56,-6.45,-10.13,-6.71
10495625,Dpyd,-53.35,-47.79,-41.90,-82.03
10495649,Gm10652,49.73,65.17,71.49,-10.00
10495651,Alg14,1.76,-70.99,20.91,56.98
10495657,Alg14,56.65,74.10,62.89,13.06
10495659,Cnn3,-78.51,-74.86,-92.65,-67.65
10495668,4930432M17Rik,72.31,85.71,52.38,68.15
10495675,F3,-51.36,-36.50,-64.38,-58.40
10495685,Arhgap29,-43.38,-57.86,-24.02,-46.19
10495712,Abca4,-20.55,-37.53,-14.83,-16.05
10495763,Gclm,-95.15,-95.02,-97.04,-91.44
10495773,Dnttip2,-65.19,-99.11,-19.33,7.07
10495781,Bcar3,-65.46,-73.32,-65.61,-57.16
10495794,Pde5a,-73.78,-74.33,-82.43,-64.62
10495820,Fabp2,-26.94,-22.91,-22.36,-38.37
10495826,1810037I17Rik,-80.73,-72.89,-84.40,-85.15
10495830,Sec24d,-46.16,-51.32,-27.43,-60.03
10495854,Prss12,2.60,-0.66,1.41,7.80
10495867,Gm9372,9.83,16.77,-27.11,47.11
10495869,Tram1l1,-48.68,-39.85,-50.52,-57.56
10495873,Ptma or Gm12504,19.16,49.14,1.95,-0.27
10495876,---,-45.69,-10.01,-93.31,-30.76
10495878,Ndst4,-31.22,-25.09,-43.33,-28.67
10495891,Arsj,-18.48,-32.37,-26.68,-5.63
10495896,Camk2d,17.38,-27.32,42.46,36.64
10495923,Mir302b,-23.08,-8.41,-42.15,-35.84
10495925,Mir302c,-19.17,-31.37,-22.04,-8.94
10495927,Mir302a,-44.76,-51.17,-75.51,-21.96
10495929,Mir302d,-65.13,-59.87,-89.88,-43.88
10495931,Mir367,-28.34,-9.27,-86.08,-24.58
10495933,4930422G04Rik,83.86,94.12,55.55,86.08
10495935,4930422G04Rik,-84.84,-62.09,-78.06,-98.41
10495945,4930422G04Rik,-83.91,-81.85,-80.35,-89.16
10495964,Neurog2,51.93,78.68,23.48,29.56
10495967,Tifa,89.14,61.10,98.74,96.27
10495972,---,10.92,39.08,-62.99,72.13
10495974,---,-16.28,-2.54,-37.79,-35.34
10495976,Pitx2,-12.78,-12.36,-28.13,-3.94
10495987,Gm5712,84.32,87.29,85.52,80.05
10495989,Rpl7a,19.16,49.14,1.95,-0.27
10495991,---,64.46,87.89,17.93,46.22
10495993,Elovl6,-85.19,-84.22,-93.65,-76.42
10496001,Cfi,-18.08,-28.02,-11.61,-20.84
10496015,Pla2g12a,-59.54,-25.31,-90.79,-49.93
10496023,Casp6,-59.03,-47.00,-87.47,-36.99
10496032,Rpl12 or Gm11425 or LOC630855,19.16,49.14,1.95,-0.27
10496036,Col25a1,61.09,65.74,54.12,63.42
10496077,Agxt2l1,-24.61,-43.35,-23.55,-15.53
10496091,Lef1,-42.62,-35.49,-41.69,-52.34
10496110,Papss1,-14.65,-30.59,-33.24,19.98
10496125,Dkk2,-31.75,-36.13,-26.16,-34.23
10496130,Tbck,-39.81,-83.46,35.73,-22.58
10496159,Ints12,-93.70,-99.51,-87.70,-56.26
10496167,---,19.16,49.14,1.95,-0.27
10496169,Ppa2,-96.36,-98.31,-97.94,-85.71
10496182,Cxxc4,-7.54,10.45,-28.57,-6.33
10496192,Tacr3,-10.95,-5.16,-17.85,-13.55
10496200,---,21.48,82.90,-75.70,44.87
10496202,---,72.72,92.96,10.26,65.09
10496204,Cenpe,-51.96,-52.16,-50.93,-52.85
10496251,Bdh2,-33.48,-19.50,-63.09,-27.99
10496262,Nhedc2,8.44,-11.82,29.62,15.29
10496276,Nhedc1,-32.57,-8.56,-83.97,-40.70
10496295,Ube2d3,-82.62,-96.25,-44.29,-17.04
10496302,Manba,61.66,44.76,62.30,74.63
10496322,---,71.90,77.98,84.75,37.09
10496324,Slc39a8,-2.87,-20.03,4.27,12.86
10496336,---,19.16,49.14,1.95,-0.27
10496338,Ppp3ca,-55.18,-84.07,-18.58,-45.33
10496357,---,71.85,90.35,-22.45,72.15
10496359,Emcn,-23.01,-27.11,-28.39,-11.34
10496373,Ddit4l,-19.72,-3.71,-47.81,-22.72
10496379,H2afz,-92.97,-70.29,-98.81,-90.77
10496387,Dnajb14,-60.85,-80.03,-38.16,-54.64
10496397,Lamtor3,-82.14,-92.93,-84.99,-62.15
10496405,Gm5105,-11.74,-4.90,-11.58,-35.34
10496417,Rg9mtd2,-67.17,-74.71,-63.11,-63.16
10496425,Adh7,-43.00,-33.08,-39.12,-60.57
10496438,Adh1,-45.14,-50.39,-60.55,-31.51
10496447,Adh6a,-11.03,-6.13,-60.93,-5.38
10496455,Adh6b,23.14,69.46,-52.39,55.00
10496457,---,-15.90,-8.66,-31.19,-14.50
