Probeset_ID,Gene Symbol,MF SP,Sample_,Sample_,Sample_
10429222,Fam135b,-30.51,-12.59,-75.61,-22.80
10429234,Col22a1,44.37,81.97,-16.11,36.85
10429295,Kcnk9,-44.70,-25.72,-74.76,-37.54
10429298,Trappc9,77.14,86.42,70.46,72.95
10429325,---,-15.84,-11.19,-2.98,-51.34
10429327,Eif2c2,-58.16,-50.46,-56.21,-67.59
10429329,Eif2c2,-50.76,-52.10,-48.82,-51.75
10429341,Ptk2,94.05,81.35,96.91,95.58
10429385,Mir151,89.17,95.10,91.83,73.65
10429387,Ptplb,-70.97,-73.29,-61.47,-76.20
10429389,Rpl17,-10.64,-0.44,30.81,-63.38
10429391,Slc45a4,97.78,96.55,98.56,97.33
10429400,---,99.63,99.59,99.54,99.68
10429402,Gpr20,26.07,74.44,-19.21,6.55
10429407,---,62.54,82.84,-6.78,76.65
10429409,Gm628,37.51,68.46,-27.23,61.45
10429424,---,53.30,76.43,3.90,59.57
10429426,Gm628,50.76,82.62,-2.35,43.52
10429428,Gm628,20.98,63.98,-1.83,-11.64
10429430,Gm628,31.75,33.18,-3.75,58.80
10429440,Gm628,70.43,89.20,-7.23,83.30
10429442,Gm628,-38.39,17.08,-90.16,-24.49
10429444,Gm628,71.20,92.12,60.64,23.73
10429446,Gm628,-1.76,60.91,-42.63,-18.70
10429448,---,68.05,88.42,-10.24,77.20
10429452,Sf3b4,-80.42,-81.91,-74.76,-83.49
10429455,Hmgb1,-10.64,-0.44,30.81,-63.38
10429460,7120482A17Rik,-9.42,61.83,-62.57,-18.55
10429462,1700016M24Rik,-10.32,-1.92,-34.60,-15.39
10429491,Arc,-31.43,-16.30,-48.01,-34.82
10429495,Jrk,28.93,44.76,15.39,26.21
10429500,Slurp1,-21.64,-4.15,-52.16,-33.55
10429506,Lypd2,-23.05,-8.41,-35.35,-36.23
10429510,2300005B03Rik,40.28,74.71,-15.40,41.88
10429515,Lynx1,-73.15,-54.74,-84.71,-81.65
10429520,Ly6d,-37.50,-18.97,-73.31,-33.87
10429524,D730001G18Rik,-40.18,-8.42,-89.42,-33.12
10429528,Ly6k,-9.54,38.19,-27.02,-27.60
10429534,Gml,-40.10,-23.16,-61.24,-38.70
10429538,Cyp11b1,15.81,40.11,-2.01,7.36
10429547,Cyp11b2,-24.32,85.96,-95.51,-48.44
10429555,2010109I03Rik,-17.45,-18.37,-17.51,-16.87
10429560,Ly6i,-18.73,-20.90,-46.15,-5.15
10429564,Ly6a,-57.05,-60.11,-47.29,-62.79
10429568,Ly6c1 or Ly6c2,-79.25,-86.24,-78.25,-73.18
10429573,Ly6c2 or Ly6c1,-10.64,-0.44,30.81,-63.38
10429580,I830127L07Rik,-31.98,-26.77,-46.57,-26.14
10429584,---,-33.52,-27.60,4.16,-80.29
10429588,9030619P08Rik,-52.27,-41.11,-33.90,-83.39
10429593,Ly6h,-60.73,-21.79,-89.88,-72.08
10429607,Top1mt,-49.05,-75.75,-47.33,-16.08
10429621,Mafa,30.14,47.28,1.45,36.82
10429623,Zc3h3,38.67,49.04,4.10,56.51
10429638,---,-69.21,-63.34,-86.68,-44.92
10429641,Naprt1,-23.29,-18.68,-29.51,-23.16
10429657,Eef1d,-63.68,-68.73,-61.33,-60.25
10429666,Pycrl,-24.21,-27.73,-4.07,-42.20
10429674,Tsta3,-37.48,-31.55,-42.63,-37.98
10429686,2410075B13Rik,57.59,50.32,47.65,70.88
10429691,Fam83h,-38.90,-51.07,-40.42,-27.24
10429699,Scrib,13.31,31.34,-4.85,13.86
10429739,Puf60,-15.49,-54.05,8.03,5.47
10429754,Nrbp2,-94.80,-83.24,-99.50,-91.04
10429772,Eppk1,-47.20,-13.58,-80.51,-54.63
10429776,BC024139 or Eppk1,40.03,77.13,-18.60,43.34
10429802,Plec,-96.04,-93.02,-97.94,-96.85
10429843,Parp10 or Plec,78.47,78.14,83.42,73.03
10429856,Spatc1 or Gm10872,-22.91,-13.56,-35.36,-24.48
10429859,Oplah or Gm10345,6.39,0.45,12.72,5.37
10429885,Sharpin,56.38,61.51,45.71,60.38
10429898,Tssk5,32.99,82.64,-64.20,62.69
10429908,Bop1,-50.69,-35.63,-58.29,-55.61
10429926,Dgat1,-81.17,-86.45,-74.43,-82.14
10429944,Scrt1,-39.47,-22.34,-82.44,-21.90
10429949,Rpl29,-10.64,-0.44,30.81,-63.38
10429951,Gm8140,-36.31,-12.61,-48.44,-62.19
10429957,Fbxl6,21.86,10.58,22.86,31.20
10429968,---,-50.55,-47.67,-56.39,-46.33
10429970,Adck5 or Gm10869,60.09,82.66,26.55,58.84
10429972,Cpsf1,-27.00,-38.29,-5.53,-37.17
10430006,Slc39a4,-68.83,-40.94,-92.89,-75.01
10430020,Vps28,-13.76,-36.83,0.13,-1.27
10430032,Tonsl,-45.19,-40.38,-55.50,-40.33
10430058,Cyhr1,-77.60,-64.66,-80.72,-84.10
10430066,Foxh1,-22.19,-7.12,-39.29,-28.43
10430071,Recql4 or Mfsd3,-31.02,-8.42,-55.46,-29.68
10430096,Lrrc24 or Lrrc14 or C030006K11Rik,-26.49,-10.00,-38.93,-36.59
10430105,C030006K11Rik or Lrrc24,-2.86,-3.30,17.85,-16.66
10430113,Arhgap39,99.97,99.83,100.00,99.90
10430127,Zfp251,23.29,17.72,19.36,32.05
10430132,Zfp647,-36.16,46.18,-72.72,-73.84
10430140,Mb,-30.48,-21.64,-45.70,-27.20
10430145,Rbfox2,-69.95,-50.36,-89.55,-69.28
10430166,Apol7a,-23.22,-17.55,-18.72,-40.34
10430174,Apol9a or Apol9b,-10.64,-0.44,30.81,-63.38
10430179,Apol7b or Apol7e,-10.64,-0.44,30.81,-63.38
10430186,Apol7c,46.63,39.04,53.93,48.88
10430190,Apol10b or Apol11b,-6.33,-5.43,-11.35,-3.88
10430195,Apol8,-7.64,11.90,-13.88,-14.15
10430201,Myh9,20.75,13.76,26.17,22.72
10430245,---,70.52,64.05,80.48,65.07
10430247,Txn2,-49.14,-57.07,-41.66,-48.02
10430255,Foxred2,-84.09,-51.56,-95.27,-92.97
10430265,Eif3d,-95.67,-97.37,-89.55,-96.98
10430280,Cacng2,-18.80,-4.32,-71.44,-11.17
10430282,Cacng2,-26.56,-10.14,-47.50,-30.81
10430289,Ift27,-78.24,-90.27,-54.30,-83.09
10430297,Pvalb,-66.14,-36.17,-92.49,-62.91
10430302,Csf2rb2,8.27,4.14,10.25,11.60
10430311,1700061J05Rik,-18.21,-6.91,-55.44,-11.39
10430319,Tst,-87.51,-74.09,-99.07,-75.22
10430324,Tmprss6,-13.47,-7.63,-41.79,-7.70
10430344,Il2rb,-46.83,-37.06,-54.46,-50.37
10430358,C1qtnf6,-43.20,-29.52,-60.54,-42.05
10430365,Sstr3,33.58,78.20,-31.19,36.36
10430370,---,-58.34,-4.13,-98.25,-18.48
10430372,Rac2,24.78,20.05,29.33,26.50
10430382,---,13.30,3.69,17.68,19.85
10430384,Elfn2,-33.04,-13.62,-74.78,-21.44
10430389,Mfng,-1.62,-1.82,-2.22,-0.37
10430400,Card10,-59.79,-16.98,-85.55,-77.54
10430425,Lgals2,-43.82,-41.49,-50.77,-39.63
10430431,Gm10866,37.04,70.45,-3.31,23.56
10430433,---,-2.36,21.77,-30.06,13.57
10430436,Gm10865,42.38,88.08,-34.26,34.86
10430438,Ankrd54,-41.83,-21.25,-57.28,-45.40
10430447,Micall1 or 1700088E04Rik,-38.81,18.44,-79.56,-59.60
10430458,Sox10,-17.82,-0.36,-36.06,-34.57
10430467,Slc16a8,49.22,89.23,18.89,-17.75
10430474,Baiap2l2,-21.53,-5.54,-36.29,-36.54
10430489,Pla2g6,-14.30,-11.84,-10.67,-20.99
10430510,Tmem184b,-22.72,-43.27,-2.13,-18.28
10430519,Csnk1e,-24.15,-37.77,5.31,-32.83
10430533,Kcnj4,-46.14,-9.21,-79.48,-60.01
10430536,Ddx17,73.47,80.99,47.31,84.65
10430555,Dmc1,-36.15,-46.15,-24.93,-41.13
10430572,---,56.23,84.33,-7.26,60.49
10430574,4933432B09Rik,-34.58,-61.10,-27.57,-20.00
10430593,Josd1,-74.66,-72.19,-68.57,-83.08
10430596,Sun2,53.57,46.04,60.98,52.49
10430618,Dnalc4,13.83,20.90,20.52,0.19
10430626,Npcd or Cbx6 or Nptxr,-52.67,-47.88,-75.37,-38.02
10430645,D730005E14Rik,59.21,70.40,38.14,68.76
10430647,D730005E14Rik,84.38,94.10,57.72,86.45
10430649,Cbx7,3.16,30.25,-13.87,-1.03
10430660,Pdgfb,74.53,69.33,81.50,70.99
10430669,Rpl3,-82.75,-86.71,-76.02,-83.62
10430679,---,56.34,63.34,46.06,58.98
10430681,Rps19bp1,-72.74,-77.59,-73.35,-66.73
10430686,Enthd1,-55.92,-26.17,-44.04,-87.93
10430693,Mkl1,52.12,44.44,53.86,57.09
10430711,Slc25a17,-60.15,-81.19,-44.06,-44.60
10430723,St13,-29.31,-74.76,16.73,-19.84
10430725,St13,-67.19,-88.41,-33.28,-59.52
10430739,Dnajb7,59.36,71.79,-8.18,83.52
10430743,Rpl29,-10.64,-0.44,30.81,-63.38
10430745,Chadl,60.99,94.85,9.88,23.87
10430748,Rangap1,-81.15,-94.89,-61.32,-76.65
10430768,---,-80.29,-70.12,-91.05,-76.16
10430770,Tob2,40.82,51.09,60.82,5.31
10430778,Phf5a,-86.23,-92.07,-72.73,-88.82
10430783,Polr3h,-61.77,-53.52,-77.81,-52.13
10430794,Pmm1,-91.16,-97.80,-82.84,-87.51
10430804,Pppde2 or Xrcc6,-89.84,-91.12,-87.74,-90.61
10430811,Nhp2l1,-87.93,-97.27,-52.89,-88.06
10430818,Tnfrsf13c,-24.49,-8.97,-54.27,-24.36
10430825,Cenpm,-60.50,-37.94,-81.98,-58.57
10430834,Naga,53.55,36.49,62.32,57.55
10430846,Ndufa6,-92.89,-94.61,-88.02,-93.22
10430851,Cyp2d22,-69.42,-57.43,-62.08,-85.57
10430861,Cyp2d11,9.95,46.52,15.90,-23.70
10430866,Cyp2d10,-42.13,-7.88,-88.76,-52.55
10430871,Tdg or Gm9855 or Gm5806,-10.64,-0.44,30.81,-63.38
10430873,Cyp2d34,-28.68,-17.10,-31.43,-43.14
10430883,Cyp2d13,-41.16,-25.10,-46.97,-57.13
10430892,Cyp2d37-ps,-32.99,-15.32,-50.65,-41.46
10430899,Cyp2d40,-14.11,-4.32,-28.70,-14.11
10430904,---,-53.12,-43.04,-81.23,-35.75
10430909,Cyp2d26,-50.15,-21.10,-79.97,-56.75
10430920,Tcf20,-29.23,-35.07,-43.41,-5.29
10430929,Tbrg3,91.18,92.32,89.12,91.57
10430931,Nfam1,80.62,75.72,83.61,82.25
10430941,Rrp7a or Serhl,-14.73,43.85,-57.29,-24.04
10430945,Poldip3,11.20,1.31,27.19,9.10
10430956,Cyb5r3,-47.13,-70.47,-27.71,-45.28
10430968,A4galt,83.75,86.95,84.47,76.37
10430974,Arfgap3,-12.44,-4.36,-12.08,-21.86
10430993,1700001L05Rik,-34.25,-36.26,-28.83,-37.52
10430997,Pacsin2,-67.02,-53.17,-70.97,-75.11
10431014,Vkorc1l1,-86.53,-64.50,-93.69,-90.03
10431017,Ttll1,-91.92,-93.79,-71.31,-98.85
10431030,Mcat,-89.37,-86.73,-86.23,-93.91
10431035,Ttll12,-89.15,-91.76,-82.40,-92.69
10431051,Scube1,-30.98,-5.37,-79.77,-18.09
10431080,Efcab6,-59.12,-32.42,-77.83,-65.06
10431113,Sult4a1,-41.31,-21.20,-73.49,-38.28
10431124,Pnpla5,21.74,21.05,-6.57,51.12
10431137,---,90.10,88.04,85.81,93.49
10431140,1810041L15Rik,-29.26,-17.17,-19.43,-68.43
10431147,Ldoc1l,43.44,38.25,53.08,37.60
10431154,Phf21b,-13.24,9.69,-37.66,-9.83
10431170,5031439G07Rik,38.58,17.28,54.00,41.34
10431182,Smc1b,-4.04,-10.18,-3.25,-2.30
10431208,---,-7.55,-12.13,-16.10,-0.46
10431210,Wnt7b,-40.77,-37.27,-42.08,-42.82
10431220,2210021J22Rik,-21.03,-0.35,-33.23,-30.52
10431226,Pkdrej,-11.32,79.89,-50.16,-73.16
10431229,Celsr1,-81.65,-65.72,-90.15,-86.68
10431266,Cerk,90.78,87.35,91.44,93.57
10431282,2810001A02Rik,63.94,72.58,53.34,61.98
10431284,Brd1,74.26,75.42,77.62,69.89
10431300,Alg12,-46.01,-73.68,-11.89,-44.22
10431311,Ttll8,-52.14,-54.35,-44.10,-58.03
10431326,Mlc1,-32.83,-17.76,-73.57,-19.26
10431339,Tubgcp6 or 1300018J18Rik,29.80,26.79,46.68,10.98
10431352,Tubgcp6,61.10,81.89,67.16,20.58
10431371,Hdac10,75.11,85.23,56.90,78.38
10431393,Mapk12,-56.26,-23.61,-74.55,-65.38
10431410,Mapk11,-54.97,-30.33,-64.68,-72.06
10431424,Plxnb2,92.46,88.82,94.91,92.83
10431463,Fam116b,30.37,39.49,27.77,20.15
10431486,Sbf1,24.05,33.84,18.95,19.41
10431528,Lmf2,-11.29,-19.26,-10.02,-4.33
10431546,Tymp or Sco2 or Ncaph2,-26.45,-4.29,-72.81,-29.69
10431558,Odf3b,-42.02,-17.70,-65.72,-52.77
10431564,Cpt1b or BC090627 or Chkb,-8.56,-5.06,-12.92,-9.58
10431585,Chkb or BC090627,97.42,91.72,97.84,98.84
10431601,Arsa,37.54,-4.11,62.33,44.16
10431612,Rabl2,-73.30,-72.41,-77.60,-69.84
10431625,Syt10,-55.37,-31.69,-88.21,-43.51
10431635,---,22.13,51.09,12.89,0.68
10431637,Cpne8,36.10,26.43,45.37,36.60
10431656,Rpl31 or Rpl31-ps12,-10.64,-0.44,30.81,-63.38
10431659,Kif21a,-72.48,-57.99,-82.74,-76.71
10431697,Abcd2,58.34,47.11,71.72,54.25
10431711,Slc2a13,-61.31,-35.41,-86.20,-68.58
10431722,Gxylt1,72.04,55.34,74.69,81.40
10431726,Yaf2,-59.45,-74.94,-26.44,-70.25
10431732,Zcrb1,-93.18,-98.26,-88.46,-82.89
10431738,Prickle1,-70.87,-46.08,-74.74,-86.87
10431749,Adamts20,-37.60,-8.06,-57.28,-55.15
10431792,Pus7l,31.20,-1.25,58.42,28.16
10431802,Twf1 or Gm4887,54.99,14.90,78.86,61.20
10431812,Nell2,-51.53,-28.03,-85.89,-47.79
10431836,LOC100043315,13.72,31.66,2.17,2.54
10431839,Dbx2,28.38,58.22,12.46,7.01
10431845,Ano6,79.07,86.35,87.21,50.24
10431848,D030018L15Rik,-8.29,57.75,-89.42,40.58
10431856,Scaf11,-19.52,-58.78,22.67,-23.19
10431872,Slc38a1,0.89,-7.81,7.88,0.11
10431874,Slc38a1,11.29,7.67,15.68,11.09
10431894,Slc38a2,-76.19,-79.79,-69.48,-77.11
10431912,Slc38a2,-52.43,26.60,-67.10,-82.83
10431915,Slc38a4,-86.81,-73.74,-88.07,-94.53
10431935,Amigo2 or Fam113b,-59.12,-49.80,-61.68,-65.97
10431943,---,35.24,43.29,3.02,54.18
10431946,5830453K13Rik,6.33,45.49,-25.14,6.33
10431948,Rpap3,-61.96,-85.72,-38.56,-52.75
10431962,Endou,-20.34,-10.11,-41.49,-20.39
10431974,Rapgef3,-68.72,-60.00,-76.28,-69.64
10432006,Hdac7,-29.81,-17.09,-44.31,-32.25
10432032,Vdr,-27.95,-18.09,-29.73,-40.48
10432045,Col2a1,-41.76,-9.22,-81.83,-52.03
10432101,Senp1,9.74,-6.21,22.08,11.91
10432122,Asb8,-64.27,-87.12,-26.86,-56.63
10432129,Olfr288,-11.48,35.72,-47.91,-10.83
10432133,Olfr286,-13.43,-6.02,-26.85,-9.53
10432135,H1fnt,18.59,59.52,-8.97,0.78
10432139,Zfp641,-21.16,42.93,-75.90,-24.86
10432150,Olfr285 or Olfr257,18.24,58.86,12.60,-14.54
10432152,Olfr284,-1.30,-16.05,9.39,12.88
10432154,Olfr283,-15.25,3.19,-33.46,-17.65
10432157,Lalba,-16.94,-3.56,-29.43,-43.67
10432162,Kansl2,10.68,-20.26,31.37,24.74
10432176,Snora34,86.35,79.49,91.29,86.28
10432178,Snora2b,42.64,22.85,18.76,69.47
10432180,Ccnt1,-20.09,-68.75,3.06,12.56
10432190,Adcy6,-91.81,-93.33,-91.28,-91.40
10432215,Ddx23,-18.70,-57.61,14.30,-6.00
10432236,Rnd1,19.74,-1.55,40.82,17.93
10432243,Fkbp11,-73.73,-37.22,-98.62,-68.38
10432256,Arf3,-75.81,-85.69,-64.19,-72.86
10432263,---,88.62,92.88,82.40,89.10
10432267,Wnt10b,27.95,54.70,-1.31,22.46
10432278,Ddn,-43.60,-53.00,-59.77,-23.67
10432281,Prkag1,-67.33,-82.48,-46.70,-65.63
10432294,Mll2,-14.40,-4.87,-18.90,-22.56
10432298,Mll2,66.69,80.31,58.62,58.94
10432362,Rhebl1,-21.19,3.54,-51.40,-22.39
10432372,Dhh,-27.76,5.32,-37.92,-52.25
10432378,Lmbr1l,9.41,-2.08,19.16,12.28
10432398,Tuba1b or Tuba1c,-10.64,-0.44,30.81,-63.38
10432404,Tuba1a,-77.82,-71.40,-80.20,-82.35
10432408,C1ql4,20.98,48.64,-3.53,13.18
10432411,Mcrs1,-55.15,-47.42,-53.18,-64.25
10432429,---,-1.53,20.01,11.01,-22.59
10432431,Fam186b,30.51,83.84,17.81,-37.97
10432439,Fmnl3,-67.14,-49.14,-73.94,-78.81
10432471,---,17.20,40.99,-3.72,12.25
10432473,Nckap5l,-22.95,27.67,-55.56,-38.03
10432488,Bcdin3d,-11.53,11.36,-6.23,-37.09
10432492,Faim2,-43.88,-21.22,-62.70,-56.80
10432509,Uxt,-78.51,-94.23,-43.87,-85.04
10432511,Racgap1,-83.80,-94.36,-71.17,-82.49
10432527,Lass5,-16.64,-29.22,-3.17,-8.52
10432540,Lima1,69.96,60.00,79.08,69.57
10432554,---,73.97,-12.47,97.91,67.77
10432556,---,-78.45,-78.14,-81.41,-75.21
10432558,---,-21.33,-12.33,-15.26,-36.96
10432560,1700030F18Rik,-17.97,-10.37,-24.34,-21.63
10432566,1700030F18Rik,-36.30,-15.37,-49.67,-55.37
10432571,2310068J16Rik,62.47,89.41,19.77,49.97
10432573,Slc11a2,-32.34,-54.10,-6.19,-34.58
10432593,Csrnp2,-56.55,-44.58,-68.38,-56.94
10432601,Tfcp2,17.84,5.64,25.70,22.70
10432619,Pou6f1,53.54,67.59,45.56,45.11
10432636,Smagp,87.89,80.06,92.57,89.94
10432640,---,84.83,71.60,90.36,89.95
10432652,Cela1,-0.13,-0.17,3.56,-0.66
10432661,Galnt6,63.79,55.57,78.49,58.78
10432675,I730030J21Rik,61.84,56.58,67.65,61.92
10432677,Fignl2,42.67,86.29,-16.30,27.22
10432682,Krt80,-36.28,-25.04,-69.98,-22.94
10432695,Krt83 or 5430421N21Rik or Krt81,-15.06,-4.57,-33.08,-18.55
10432711,Krt84,-48.15,-9.68,-68.86,-82.21
10432723,Krt82,-3.58,58.73,-60.67,12.96
10432734,4732456N10Rik,-17.76,10.93,-75.74,22.28
10432746,Krt75,-34.29,-13.30,-59.94,-43.44
10432756,Gm5414 or Gm5476,43.66,40.33,7.86,66.27
10432767,Gm5478,0.64,41.16,-46.34,28.23
10432774,Krt6b,-41.04,-23.40,-39.05,-66.07
10432780,Krt6a,-20.24,-4.98,-39.67,-46.31
10432785,Krt5,-70.06,-49.40,-94.04,-55.05
10432799,Krt71,-24.26,-7.16,-23.82,-61.48
10432810,Krt74,25.69,92.00,-56.58,-16.99
10432820,Krt72-ps,-16.67,-32.82,-14.03,-9.69
10432831,Krt73,-31.20,-9.80,-67.82,-36.88
10432840,Krt2,-39.85,21.36,-92.60,-33.18
10432852,Krt1,-32.06,-16.61,-59.48,-29.23
10432866,Krt77,-26.41,-9.06,-55.55,-33.30
10432876,Krt76,20.04,90.89,-63.02,-25.26
10432886,Krt4,-38.33,-4.94,-89.29,-49.23
10432897,Krt79,-66.63,-31.84,-98.00,-43.41
10432907,Krt78,-21.52,-8.73,-63.07,-11.50
10432918,Krt8,-47.12,-41.22,-56.64,-44.61
10432923,Spryd3,-76.75,-71.10,-83.65,-75.16
10432939,Csad,-69.34,-40.07,-91.18,-72.97
10432957,Itgb7,-34.26,-30.04,-40.03,-32.77
10432972,Rarg,-22.56,-11.39,-32.40,-24.61
10432986,Aaas,-78.18,-84.60,-65.69,-82.40
10433003,Sp7,-9.80,69.69,-67.41,-20.29
10433008,Map3k12,-56.11,-26.47,-65.72,-69.13
10433027,Npff,88.17,93.43,67.55,90.71
10433032,---,25.31,33.17,13.49,30.15
10433034,Atf7,85.75,85.87,81.28,89.38
10433047,---,-52.94,-72.08,-82.01,-18.94
10433049,Atp5g2,-83.82,-89.89,-70.95,-84.18
10433055,Mir688,15.38,-12.06,5.54,49.06
10433057,Calcoco1,-57.75,-64.89,-50.18,-55.89
10433073,Gm10831,0.30,53.36,-2.16,-10.75
10433075,5730585A16Rik,-8.36,17.51,-15.62,-22.42
10433077,Smug1,-42.03,1.02,-72.54,-52.74
10433088,Cbx5,-92.60,-96.89,-89.03,-86.73
10433096,Nfe2,-16.76,-11.91,-27.59,-13.20
10433101,Gpr84,-12.93,-8.26,-20.33,-13.50
10433104,Zfp385a,70.60,76.38,64.38,69.34
10433114,Itga5,-49.99,-61.96,-42.59,-43.88
10433145,Gtsf1,-25.03,-26.15,-18.54,-32.26
10433153,BC048502,-51.58,-46.29,-52.27,-56.59
10433161,BC048502,-20.27,-24.35,-40.16,-0.39
10433163,Ppp1r1a,-28.52,-11.21,-35.32,-49.51
10433172,Glycam1,-17.64,-10.18,-30.28,-17.13
10433177,---,-38.87,-80.05,-15.77,-31.24
10433179,Mucl1,-39.89,-55.77,-27.47,-37.57
10433185,Spt1 or Mucl1,-37.54,-38.14,-18.00,-64.54
10433190,---,-19.21,1.04,-56.41,-9.42
10433193,Olfr161,33.78,19.91,62.17,5.66
10433195,---,-3.93,37.85,-32.91,-2.06
10433197,Olfr161,-63.90,-82.61,-35.48,-72.76
10433199,Zfp263,85.41,77.34,87.87,89.29
10433207,---,27.25,38.96,21.41,20.38
10433212,Olfr15,-32.92,-7.41,-63.98,-53.71
10433214,Zfp174,63.14,93.78,-54.28,76.86
10433219,Nat15,31.79,11.76,42.86,41.58
10433228,Cluap1,-76.27,-70.54,-64.74,-88.70
10433241,Dnase1,-1.63,35.37,-13.49,-2.03
10433262,Gm5766 or Rpl7a,-10.64,-0.44,30.81,-63.38
10433264,Glis2,-78.49,-58.86,-80.71,-91.08
10433274,Vasn,-9.21,-0.06,-25.04,-6.59
10433278,Dnaja3,-79.74,-92.82,-67.34,-68.70
10433292,Hmox2 or 5730403B10Rik,54.81,13.96,72.58,68.74
10433300,---,98.46,99.25,96.09,98.90
10433302,4930562C15Rik,37.52,42.25,54.82,6.92
10433311,Mgrn1,35.88,30.29,48.38,30.14
10433331,Nudt16l1,30.30,58.81,8.34,21.08
10433340,---,29.00,88.79,-65.49,-0.75
10433352,Ubn1,41.28,31.47,45.12,45.01
10433373,Sec14l5,-30.13,-9.22,-55.75,-33.66
10433389,Alg1 or Fam86,64.03,62.58,63.66,65.65
10433403,Rbfox1,-60.29,-30.77,-92.48,-58.88
10433428,---,-37.39,-25.51,-42.56,-46.72
10433431,---,-27.70,-31.73,-35.21,-18.32
10433433,Mettl22,-67.82,-62.93,-62.13,-77.74
10433445,Abat,-69.36,-47.89,-75.68,-83.44
10433462,Pmm2,13.38,-7.30,17.11,28.72
10433472,1810013L24Rik,85.03,84.02,89.89,79.09
10433478,---,-80.56,18.89,-98.28,-91.57
10433480,Rpl39l,-26.24,-18.64,-40.66,-23.62
10433484,Atf7ip2,-30.93,-31.48,-41.23,-23.25
10433492,Atf7ip2,-34.04,-9.93,-63.97,-53.03
10433494,Nubp1 or Fam18a,10.83,-1.38,1.15,36.98
10433507,Ciita,26.41,33.22,24.25,22.92
10433536,Clec16a,-36.34,-34.45,-35.57,-38.75
10433562,Gm12191 or Rpl30,-10.64,-0.44,30.81,-63.38
10433564,A630055G03Rik,46.18,76.78,7.02,33.07
10433573,---,-1.24,-30.52,26.96,28.07
10433575,Gm10832,59.57,95.74,-16.94,16.39
10433578,Snn or Txndc11,54.35,72.85,30.07,46.56
10433584,Tnfrsf17,-14.58,12.43,-54.84,-2.80
10433589,Snx29,98.32,98.51,97.65,98.36
10433597,Snx29,73.31,72.65,76.69,71.33
10433614,Gm9961,14.52,62.73,-4.55,-16.74
10433618,Shisa9,-34.94,-18.81,-60.58,-30.65
10433620,Ercc4,64.44,19.10,88.05,66.97
10433633,Mkl2,76.07,85.36,61.52,76.38
10433639,Mkl2,-31.23,-29.27,-31.87,-32.37
10433656,Mkl2,-27.25,-49.16,-20.81,-11.20
10433658,Mir365-1,37.02,63.93,10.66,20.96
10433660,Bfar or 3110001I22Rik,62.26,44.20,74.95,64.58
10433672,Rrn3,-75.98,-86.96,-47.49,-77.77
10433691,Ntan1 or Pdxdc1,21.71,-31.61,54.87,36.04
10433702,Mpv17l,-83.66,-68.53,-96.53,-79.28
10433709,2900011O08Rik,-32.60,-26.19,-45.19,-29.50
10433717,---,34.83,69.92,-26.64,51.36
10433719,Mir484,-16.11,26.58,-13.09,-56.86
10433721,Nde1,-28.65,-47.89,-10.85,-26.83
10433735,Abcc1,43.67,40.09,50.75,38.24
10433769,---,-15.47,-4.29,-72.48,33.98
10433773,A630010A05Rik,-58.71,-19.69,-71.85,-92.51
10433776,Snai2,-85.31,-90.37,-96.90,-60.25
10433782,Efcab1,-72.08,-61.06,-71.40,-83.17
10433792,---,35.00,-2.88,83.36,-14.97
10433795,---,43.50,41.35,66.73,2.15
10433797,Prkdc,54.50,43.46,66.48,52.42
10433885,Cebpd,-9.96,-3.71,14.26,-37.48
10433887,Pkp2,-74.02,-69.50,-92.72,-55.86
10433902,Gm12191 or Rpl30,-10.64,-0.44,30.81,-63.38
10433904,Yars2,-78.63,-94.82,-42.23,-74.76
10433910,Top3b,-16.18,-41.83,4.37,-11.40
10433929,Ppm1f,-46.78,-48.30,-51.85,-39.89
10433937,Ppm1f,-46.92,-32.54,-46.65,-62.50
10433940,Mapk1,-1.68,-35.69,5.86,4.14
10433953,Ypel1,-9.88,-7.10,-28.23,9.02
10433963,Ydjc or Ccdc116,-42.95,-18.64,-74.41,-32.43
10433971,Rimbp3,-63.23,-59.02,-75.91,-53.58
10433973,Hic2,-1.79,-6.03,18.05,-4.34
10433977,Tmem191c,9.32,60.92,-47.85,24.45
10433988,Serpind1,-26.14,-14.75,-43.35,-27.57
10433996,Snap29,32.77,-2.34,56.84,36.96
10434003,Crkl,-33.86,-37.63,-14.30,-44.59
10434007,Aifm3,-50.23,-31.56,-73.54,-49.79
10434029,Lztr1,-53.72,-74.44,-34.40,-44.94
10434052,P2rx6,-20.88,13.29,-51.36,-26.00
10434067,Smpd4,-52.69,-73.76,-37.69,-37.38
10434089,Ccdc74a,-13.55,-5.43,-18.04,-23.35
10434094,Klhl22,-80.04,-86.53,-71.26,-80.28
10434105,Scarf2,-48.59,-19.05,-76.02,-51.58
10434117,B830017H08Rik,-2.45,-1.22,-15.40,17.47
10434121,Tssk1,-15.74,-3.38,-35.74,-24.31
10434124,Tssk2,-39.05,-21.93,-76.11,-30.01
10434128,Vpreb2,42.43,85.52,-20.76,32.02
10434131,AA066038,39.58,89.90,-9.99,-18.56
10434133,Dgcr6,-38.99,-26.09,-61.93,-26.09
10434144,Rtn4r,-14.16,31.93,-69.25,3.60
10434148,Trmt2a or Dgcr8,73.64,82.03,56.98,76.68
10434165,Arvcf,30.59,59.92,-15.13,43.77
10434189,---,22.31,24.60,-16.70,59.34
10434191,Txnrd2 or Comt,28.83,5.10,48.68,29.50
