Probeset_ID,Gene Symbol,Mo Bl Ly6C- II-,Sample_,Sample_
10417421,Gm3696 or Gm5796 or Gm10340 or Gm3500 or Gm2897,54.99,-6.84,84.85
10417446,4930555G01Rik or Gm3002 or Gm2897,54.99,-6.84,84.85
10417452,4930555G01Rik or Gm3002 or Gm2897,54.99,-6.84,84.85
10417458,LOC100861646 or Gm3685 or Gm5458 or Gm3696,54.99,-6.84,84.85
10417461,Gm3002 or Gm10406 or Gm5796 or Gm10340 or Gm3500 or Gm3696 or Gm3373 or LOC100861615,54.99,-6.84,84.85
10417485,Gm10413 or Gm5458 or LOC100861646 or Gm3685 or Gm5797 or Gm3149 or Gm8362 or Gm3047 or Gm6337 or Gm3187 or Gm3012 or Gm8279 or Gm5795 or Gm10338 or Gm3727 or Gm3127 or Gm3182 or Gm7876 or Gm3159,54.99,-6.84,84.85
10417492,Gm5458 or LOC100861646 or Gm3685 or Gm3047,52.30,-3.68,81.42
10417498,1700110I01Rik,54.99,-6.84,84.85
10417501,Gm10413 or Gm5458,54.99,-6.84,84.85
10417504,Gm10413,54.99,-6.84,84.85
10417510,---,-49.94,-50.37,-49.48
10417517,---,-70.58,-86.64,-49.76
10417526,Dnase1l3,-30.41,-40.64,-23.72
10417538,Pdhb,-84.25,-61.24,-95.38
10417544,Acox2,-28.55,-35.95,-22.39
10417561,Fam107a,-43.84,-35.89,-54.06
10417568,Oit1,-65.33,-83.71,-44.73
10417579,4930452B06Rik,-38.42,-40.25,-36.96
10417599,---,54.99,-6.84,84.85
10417601,Ptma or Gm12504,54.99,-6.84,84.85
10417605,Fhit,9.91,-33.38,52.06
10417617,Gapdh,54.99,-6.84,84.85
10417620,Fezf2,-9.98,-15.89,-6.32
10417628,Cadps,-59.68,-53.29,-66.87
10417660,Gm5087,-13.68,-22.07,-6.40
10417664,Rpl19,54.99,-6.84,84.85
10417667,Gm281,-44.36,-49.18,-40.26
10417676,Thoc7,-74.45,-87.41,-57.27
10417689,Psmd6,-69.83,-82.15,-53.47
10417698,Olfr720,15.69,-16.80,57.39
10417700,---,19.12,48.66,-15.74
10417702,---,13.18,20.45,5.48
10417704,Lrrc3b,-35.76,-62.43,-17.53
10417708,Oxsm,-45.54,-53.56,-36.40
10417713,Rarb,-55.92,-60.60,-51.88
10417725,---,38.36,27.66,48.70
10417728,---,54.99,-6.84,84.85
10417730,---,61.94,62.60,61.32
10417732,---,-23.00,-19.02,-27.15
10417734,Nr1d2,19.84,28.06,12.49
10417745,Rpl15,54.99,-6.84,84.85
10417749,Ube2e1 or Nkiras1 or LOC100503235,-21.03,-17.60,-24.27
10417757,Vps4b,62.94,85.68,34.93
10417759,Ube2e2 or LOC100861885,-70.00,-73.10,-65.84
10417766,---,-15.00,50.35,-69.56
10417769,Gm2897,54.99,-6.84,84.85
10417773,Gm5458 or LOC100861646 or Gm3685,54.99,-6.84,84.85
10417778,2700060E02Rik or Nid2,11.08,-50.37,65.90
10417787,Gng2,-14.15,-24.12,-4.88
10417794,1810063B07Rik,53.18,-6.60,85.58
10417798,Kcnk5,-54.97,-62.06,-48.28
10417807,Kcnk16,61.26,33.19,75.96
10417813,Ecd,-81.28,-65.36,-90.45
10417829,Dnajc9,-70.36,-76.48,-64.44
10417836,Mrps16,-19.53,-44.49,8.11
10417841,Ttc18,-67.98,-60.72,-75.52
10417869,Anxa7,-4.72,1.05,-10.74
10417887,Zmynd17,-33.78,-22.17,-45.59
10417895,Ppp3cb,-84.16,-61.13,-92.87
10417912,Usp54,-85.45,-93.25,-74.92
10417920,Usp54,-83.18,-66.25,-93.53
10417933,Myoz1,-16.52,-12.47,-22.71
10417940,Synpo2l,-31.80,-43.22,-22.13
10417946,Sec24c or 6230400D17Rik,56.62,67.73,44.61
10417950,Ndst2,82.21,87.12,75.14
10417972,Camk2g,-95.62,-95.58,-95.67
10417998,---,16.77,29.17,1.87
10418002,---,10.23,64.38,-45.10
10418004,Ap3m1,48.52,59.53,35.61
10418011,Dupd1,57.78,43.03,70.79
10418016,Dusp13,-17.06,-22.03,-13.21
10418027,Comtd1,-11.43,-46.55,31.15
10418038,Zfp503,-35.43,-66.06,-11.57
10418048,Gm10248,-3.84,-6.37,-1.67
10418053,Kcnma1,-52.08,-53.54,-50.81
10418092,A830039N20Rik,-12.44,-10.23,-15.24
10418096,Dlg5,-64.35,-83.30,-47.67
10418129,---,19.82,-0.72,36.93
10418131,Polr3a,46.95,72.45,9.82
10418164,4930542C16Rik,63.99,88.34,-1.75
10418167,Ppifos or Ppif,49.54,21.02,67.61
10418169,---,55.88,77.57,22.22
10418171,Zcchc24,3.41,13.92,-7.54
10418177,Anxa11,68.72,64.24,73.09
10418180,Plac9,-43.30,-55.11,-33.80
10418185,D14Ertd449e or Gm9746 or Gm10395,-85.45,-84.33,-86.38
10418193,Plac9,54.99,-6.84,84.85
10418198,D14Ertd449e or Gm9746 or Gm10395,54.99,-6.84,84.85
10418205,Plac9,54.99,-6.84,84.85
10418210,D14Ertd449e or Gm9746 or Gm10395,54.99,-6.84,84.85
10418218,Slmap,-75.36,-52.09,-85.52
10418244,Fam116a or Arf4,66.25,72.87,59.46
10418247,Pde12,38.42,33.48,43.44
10418251,Appl1,-77.49,-57.45,-89.01
10418275,Ccdc66 or D14Abb1e,-82.52,-76.61,-87.51
10418295,---,58.30,66.04,49.81
10418297,---,90.04,40.92,98.82
10418300,Cacna2d3,-24.83,-29.73,-20.35
10418339,---,-23.45,-11.36,-40.37
10418341,Il17rb,-29.49,-28.61,-30.41
10418355,Cacna1d or Chdh,-2.15,-1.09,-2.94
10418410,Prkcd,98.88,99.13,97.61
10418434,Itih3,-27.88,-43.09,-18.62
10418455,Itih1,-20.86,-28.64,-15.02
10418475,Spcs1,-85.18,-96.20,-44.64
10418480,Gnl3,-95.06,-85.07,-98.40
10418498,Rpl7a or Gm11362,-6.96,-72.80,61.76
10418500,2010107H07Rik,-39.59,-82.35,-4.04
10418506,Stab1,-55.46,-54.85,-55.99
10418578,Nisch,-37.60,-24.15,-49.58
10418604,Phf7,44.85,53.35,34.76
10418616,Dnahc1,-19.94,-29.80,-12.56
10418702,Sh3bp5,62.63,54.23,69.62
10418718,---,-53.38,-94.09,10.47
10418720,Mettl6,-35.45,7.81,-71.36
10418729,Colq or Hacl1,-45.16,-76.01,-21.21
10418747,Hacl1,-93.89,-91.76,-95.47
10418766,Ankrd28,-97.24,-94.38,-98.75
10418796,Dph3 or Oxnad1,-80.00,-66.52,-89.37
10418804,Timm23,54.99,-6.84,84.85
10418812,1700024G13Rik,-47.62,-20.86,-77.25
10418817,Chat,64.90,6.72,82.69
10418835,Slc18a3,8.62,-9.49,32.90
10418838,9430077A04Rik,80.75,73.40,86.72
10418842,3425401B19Rik,-26.90,-30.51,-23.58
10418846,3425401B19Rik,-17.59,-23.11,-13.16
10418848,Wdfy4,79.10,80.63,76.95
10418868,Wdfy4,75.74,79.58,71.05
10418879,Mapk8,-66.59,-24.13,-88.79
10418895,Zfp488,63.24,77.81,40.49
10418898,Ppyr1,13.55,13.04,13.74
10418901,Gprin2,18.68,-8.05,47.97
10418903,Gprin2,50.39,32.34,66.05
10418905,Fam35a,-29.31,6.36,-68.69
10418917,Fam25c,-4.64,-2.40,-7.46
10418921,Sncg,-42.34,-51.35,-35.34
10418927,Bmpr1a,-86.27,-84.47,-87.96
10418946,9230112D13Rik,-3.40,7.85,-11.54
10418950,Ldb3,-26.14,-19.57,-34.08
10418971,Opn4,86.12,88.50,83.01
10418982,4930596D02Rik,58.76,62.41,54.89
10418986,---,-1.35,15.75,-9.64
10418989,---,65.00,77.91,47.34
10418991,Gcap14,-95.15,-92.01,-97.08
10419005,Rgr,-8.02,-9.39,-6.94
10419015,Cdhr1,-21.45,-18.94,-24.16
10419034,2610528A11Rik,-10.20,-11.70,-8.56
10419038,Ghitm,-58.33,-53.48,-63.20
10419049,Nrg3,-21.35,-40.39,-11.31
10419060,---,-18.96,-7.12,-41.98
10419062,Sh2d4b,20.14,-3.07,43.84
10419073,Tspan14,92.52,96.20,85.59
10419082,5730469M10Rik,-97.18,-96.84,-97.56
10419089,Dydc2,-13.03,-15.79,-10.88
10419096,Sftpd,-10.47,-11.50,-9.19
10419108,---,-19.14,-28.55,-11.82
10419111,Gm10375 or Gm10377 or 1700001F09Rik or Gm3676,-60.90,-90.70,-33.29
10419116,Gm10375 or Gm10377 or 1700001F09Rik,54.99,-6.84,84.85
10419119,---,54.99,-6.84,84.85
10419122,---,54.99,-6.84,84.85
10419125,---,22.63,9.87,35.04
10419128,Gm10377 or Gm10375 or 1700001F09Rik or Gm3676,54.99,-6.84,84.85
10419132,Gm10377 or Gm10375 or 1700001F09Rik or Gm3676,54.99,-6.84,84.85
10419136,Cdv3 or Gm13238,-75.07,-54.40,-86.84
10419140,Gm10377 or 1700001F09Rik or Gm3676,54.99,-6.84,84.85
10419147,Gm10375 or Gm10377 or 1700001F09Rik or Gm3676,54.99,-6.84,84.85
10419151,Ear1,-14.29,-24.24,-8.74
10419154,Ear1 or Ear10 or Ear2 or Ear12 or Ear3,80.16,73.75,86.23
10419156,Ear10 or Ear2 or Ear1 or Ear12 or Ear3,54.99,-6.84,84.85
10419158,Ang6,79.35,83.11,73.92
10419160,---,29.98,-15.71,67.51
10419162,4930503E14Rik,54.99,-6.84,84.85
10419167,Ptgdr,79.96,89.13,66.43
10419170,Txndc16,-72.78,-60.53,-83.13
10419198,Ero1l,-54.12,-56.45,-51.61
10419216,Gnpnat1 or Styx,-41.00,-24.40,-57.98
10419223,Fermt2,-71.96,-68.57,-75.04
10419240,Ddhd1,87.27,90.00,78.74
10419261,Bmp4,-60.29,-51.46,-70.64
10419267,Cnih,-73.27,-76.46,-70.04
10419274,Gmfb,-61.21,-17.43,-84.78
10419284,---,82.21,80.47,83.39
10419286,Gm10371,17.14,69.92,-32.03
10419288,Gch1,40.87,39.66,42.02
10419296,Wdhd1,-43.02,-39.11,-46.76
10419321,---,-15.25,-20.60,-10.07
10419323,Dlgap5,-67.06,-71.74,-62.18
10419343,Atg14,-53.08,-47.43,-57.91
10419354,Map1lc3b,-51.27,-76.25,-12.49
10419356,Otx2,-14.59,-38.87,-7.31
10419364,---,-20.74,-49.11,-3.75
10419366,Gm534,-4.24,-2.83,-5.67
10419368,---,-46.59,-71.33,-27.58
10419370,Exoc5 or Mudeng,-3.70,51.25,-67.26
10419390,---,38.81,19.70,55.00
10419392,1700011H14Rik,-22.65,-30.23,-16.30
10419399,Slc35f4,-1.98,-7.59,6.94
10419414,---,-48.64,-45.17,-51.94
10419416,3632451O06Rik,-77.87,-62.13,-89.78
10419426,Olfr722,-55.19,-65.06,-45.88
10419429,Olfr723 or Olfr724,-29.00,-24.67,-33.84
10419431,Olfr724 or Olfr723,54.99,-6.84,84.85
10419435,Olfr725,-10.12,-53.47,43.40
10419438,Olfr726,-8.93,-2.86,-18.40
10419440,Olfr728,-2.17,-3.47,-1.04
10419442,Olfr729,-12.72,-11.58,-13.94
10419444,Olfr730,46.72,47.11,46.52
10419446,Olfr731,-16.87,-32.44,-7.58
10419448,Olfr732,-5.57,3.19,-14.17
10419450,Olfr733,26.13,43.73,0.35
10419452,Olfr734,-9.93,-14.82,-6.40
10419454,Olfr735,-2.31,22.94,-15.12
10419456,Olfr747,-41.44,-58.59,-27.00
10419458,Olfr749,-0.16,48.48,-22.00
10419460,Ttc5,63.83,75.60,50.15
10419465,Ccnb1ip1,-35.63,-30.65,-41.01
10419469,Rpph1,89.28,96.17,79.72
10419471,Tep1,68.27,71.50,65.58
10419525,A930018M24Rik or Klhl33,-24.72,-31.51,-18.77
10419532,Osgep,-17.32,-58.43,32.65
10419542,Tmem55b or Apex1,86.61,85.09,87.55
10419551,Ccdc12,26.25,2.40,40.31
10419553,Rnase9,-15.51,-1.46,-35.60
10419557,Rnase11,57.88,52.12,62.50
10419559,Rnase12,-10.87,-10.82,-10.90
10419561,Olfr750,-19.21,14.80,-50.63
10419563,Rnase1,-52.11,-71.56,-34.52
10419566,Ang2,29.14,-6.18,56.17
10419568,Ear11,-49.45,-36.18,-64.38
10419570,Gm5800,-47.93,-55.93,-40.65
10419575,Ang4,33.05,-10.07,66.71
10419578,Ndrg2,-81.85,-83.82,-80.01
10419594,Rnase13,65.45,21.90,86.05
10419596,Zfp219 or Arhgef40,-8.29,-4.19,-12.67
10419604,Olfr221,49.92,56.76,41.42
10419607,Hnrnpc,-61.07,-60.99,-61.17
10419611,Supt16h or Rpgrip1,-10.14,37.27,-53.77
10419638,Chd8,54.32,74.90,30.28
10419674,Snord8,72.51,87.84,51.00
10419676,Rab2b,-80.21,-74.61,-85.18
10419691,Mettl3 or Tox4,-12.53,9.16,-32.77
10419704,Sall2,-43.31,-34.19,-52.71
10419709,Olfr1513 or Olfr1512,-8.65,14.61,-28.53
10419711,Psma3,54.99,-6.84,84.85
10419713,Olfr1512,-13.97,-12.40,-15.39
10419715,Olfr1511 or Olfr1510,5.78,51.50,-34.02
10419717,Olfr1510,16.80,-18.81,53.73
10419719,Olfr1508,-2.76,-15.24,18.10
10419723,Olfr1507,-18.93,-30.42,-12.19
10419726,---,36.11,51.63,18.37
10419729,Nrbf2,54.99,-6.84,84.85
10419731,Nrbf2,54.99,-6.84,84.85
10419733,A630038E17Rik,-62.55,-84.38,-42.57
10419736,Dad1,-83.25,-93.34,-61.31
10419742,Olfr49,31.78,35.80,27.69
10419744,Slc7a7 or Oxa1l,-2.95,4.12,-7.56
10419757,Gm10366,-29.01,-53.06,-14.00
10419759,Prmt5,-91.76,-92.55,-90.88
10419779,Haus4,-31.14,-30.13,-32.16
10419790,Jub,-64.52,-51.98,-78.85
10419803,4931414P19Rik,10.80,6.70,14.04
10419810,Psmb5,-70.62,-96.50,-14.80
10419814,Cdh24,-36.98,-57.09,-17.34
10419825,Acin1,53.38,60.17,46.34
10419850,Cebpe,-29.86,-36.35,-24.27
10419854,Slc7a8,-22.78,-29.31,-16.91
10419867,Homez,-12.75,15.24,-39.21
10419872,Ppp1r3e,48.07,33.83,59.49
10419874,Slc22a17,-42.99,-36.37,-50.78
10419892,Efs,-46.48,-42.73,-50.60
10419900,Myh6 or Myh7,-16.15,-40.05,-7.13
10419932,Mir208a,-35.28,-52.47,-22.79
10419934,Myh7,-12.23,-12.71,-11.72
10419966,Zfhx2 or Zfhx2as,-0.06,-7.23,15.03
10419977,Ap1g2 or Thtpa,54.65,61.69,47.50
10419999,Jph4,-7.38,-19.44,-0.14
10420009,---,-14.98,31.84,-53.50
10420011,Myl6,54.99,-6.84,84.85
10420013,Nrl,24.65,-23.43,71.29
10420019,Gm10876,-14.71,-23.26,-6.38
10420021,Dcaf11,63.07,78.34,42.21
10420023,Fam158a,-28.50,-44.53,-14.76
10420030,Psme2,38.38,-12.35,77.38
10420035,Ipo4,-93.07,-89.77,-95.19
10420071,Tm9sf1 or Ipo4,-70.82,-74.68,-66.91
10420080,Mdp1,54.55,42.88,65.43
10420089,Nedd8,-27.56,-79.93,29.12
10420097,Tinf2,31.74,49.54,11.91
10420114,Tgm1,-22.11,-15.35,-31.42
10420131,Rabggta,26.32,28.90,24.39
10420155,Dhrs1,-66.85,-66.29,-67.24
10420165,Cideb,-36.22,-34.09,-38.85
10420171,Adcy4,-1.45,-5.14,7.33
10420198,Ripk3,35.39,36.74,33.77
10420209,Cbln3,-37.51,-41.20,-34.14
10420216,Sdr39u1,-46.47,-67.70,-6.74
10420225,Cma1,-19.27,-63.70,-1.05
10420237,Ube2j2 or Gm5801,28.84,24.64,32.57
10420241,Mcpt9 or Cma2,54.99,-6.84,84.85
10420247,Mcpt4,-17.11,-26.69,-10.91
10420254,Mcpt8,-29.01,-21.58,-39.01
10420261,Ctsg,-40.63,-34.90,-46.43
10420268,Gzme or Gzmd,-28.32,-44.41,-16.45
10420274,Gzmd,-55.93,-29.98,-84.90
10420280,Gzmg,-29.29,-29.70,-28.98
10420286,Gzmn,-43.75,-78.07,-18.25
10420295,Gzmf,-7.54,-22.94,-2.71
10420302,Gzmc,-28.39,-51.36,-14.96
10420308,Gzmb,-37.03,-73.69,-19.52
10420316,Atp12a,58.30,80.36,26.10
10420320,Cenpj,-20.72,32.58,-65.04
10420338,Pspc1,-58.78,-33.28,-76.89
10420348,Zmym5,-34.02,10.59,-68.09
10420357,---,-58.28,-62.93,-52.97
10420359,Gja3,37.34,17.67,52.22
10420362,Gjb2,-7.23,-7.90,-6.46
10420366,Gjb6,-18.71,-37.82,-9.29
10420372,Cryl1,-21.25,-27.15,-15.57
10420383,AU040096,-30.86,-23.33,-39.39
10420385,N6amt2,-56.12,-91.73,1.37
10420390,Xpo4 or Lats2,-46.42,-30.88,-59.90
10420413,Lats2,92.58,91.88,93.29
10420426,F630043A04Rik,-67.57,-62.02,-74.05
10420437,Zdhhc20,42.49,38.79,45.77
10420439,Zdhhc20,6.69,31.51,-22.79
10420457,Efha1,59.77,83.43,28.60
10420470,---,39.05,34.83,42.14
10420472,1700129C05Rik,-25.05,-40.66,-15.14
10420479,Gm5142,-11.15,-19.89,-6.22
10420483,Phf11,48.91,39.56,58.39
10420488,D14Ertd668e,-5.77,-1.97,-9.33
10420497,Gm6907,18.33,26.14,9.14
10420503,Setdb2,77.78,86.83,62.25
10420516,Cdadc1,-28.60,-13.80,-43.59
10420532,Atp8a2,-66.63,-80.10,-52.46
10420572,Nupl1 or Mir719,-47.67,-0.79,-73.34
10420589,Fam123a,69.25,19.85,89.62
10420591,---,-76.48,-64.49,-85.95
10420594,C1qtnf9,58.45,35.20,73.97
10420596,Tnfrsf19,-45.99,-71.46,-28.09
10420614,Sacs,68.96,31.67,86.73
10420616,Sgcg or Sacs,-37.14,-43.20,-32.17
10420628,---,-26.24,2.45,-57.33
10420631,Ebpl,-61.53,-85.01,-32.36
10420637,Kpna3,-89.83,-85.90,-93.03
10420657,Rps12,54.99,-6.84,84.85
10420659,6330409N04Rik,-78.03,-75.63,-80.19
10420666,Mir16-1,96.99,98.39,93.34
10420668,Mir15a,96.86,99.18,88.91
10420670,Dleu2,72.42,93.74,-8.00
10420672,Dleu7,-16.68,-11.31,-22.69
10420675,Gucy1b2,55.68,59.37,51.24
10420694,Ints6,28.68,48.42,5.91
10420721,Defb48,44.74,-20.68,81.34
10420724,Defb30,73.05,65.74,78.59
10420730,Fdft1 or Ctsb,-89.43,-91.89,-86.82
10420736,Neil2,24.65,56.71,-10.88
10420747,Gata4,-35.75,-46.92,-26.82
10420758,Blk,-19.79,-14.86,-26.54
10420775,---,78.33,82.84,72.78
10420780,Tdh,-21.33,-33.71,-14.28
10420785,Mtmr9,-16.99,-8.89,-26.78
10420787,Mtmr9,8.72,15.95,2.94
10420798,4930578I06Rik,52.56,13.06,76.19
10420804,Prss55,49.00,71.80,-0.19
10420811,Msra,0.96,-4.84,11.14
10420823,Hmbox1,14.81,46.77,-28.35
10420837,Extl3,68.99,77.12,60.24
10420846,Fzd3,-76.11,-96.63,-50.13
10420853,Pnoc,61.02,41.05,73.75
10420860,Elp3,-95.68,-91.80,-97.99
10420877,Esco2,-53.85,-50.47,-57.36
10420889,1110020C17Rik,9.43,-26.37,51.82
10420891,Scara3,-55.13,-58.70,-50.82
10420899,Gulo,-34.64,-33.32,-36.30
10420913,Adam2,-49.21,-29.19,-72.90
10420935,Ephx2,-48.72,-50.47,-47.17
10420957,Ptk2b,99.28,99.80,98.45
10420986,Rpl21,54.99,-6.84,84.85
10420988,Dpysl2,-44.76,-44.55,-45.08
10421003,Bnip3l or LOC100044398 or Gm10480,54.99,-6.84,84.85
10421012,Ppp2r2a,-2.61,46.74,-58.05
10421021,Gm6878,54.24,55.97,51.68
10421026,Ebf2,-23.95,-38.12,-14.56
10421029,Cdca2,-55.90,-63.22,-48.84
10421046,Dock5,99.04,99.76,97.69
10421100,Nefm,-42.24,-39.12,-45.60
10421106,Adam7,-43.13,-29.10,-61.26
10421128,Adamdec1,-2.84,-5.31,-1.36
10421143,Adam28,-25.21,-28.54,-22.35
10421172,Slc25a37,-5.78,-12.39,-0.17
10421180,Synb,67.71,67.02,68.66
10421184,Loxl2,55.54,25.32,75.18
10421186,Gm10002,46.74,64.09,21.74
10421188,R3hcc1,-92.64,-97.34,-81.74
10421197,Chmp7,-26.02,-47.64,0.47
10421212,Chmp7,41.13,27.42,52.53
10421214,Rhobtb2,-68.21,-76.97,-56.77
10421227,2610301G19Rik,-11.73,14.87,-37.15
10421250,9930012K11Rik,-45.61,-85.42,-3.77
10421258,Pdlim2,17.05,17.01,17.05
10421269,Sorbs3,-49.15,-48.31,-49.96
10421293,Ppp3cc,-99.68,-99.81,-99.51
10421309,Slc39a14,-95.48,-97.85,-91.58
10421325,Piwil2,-37.76,-27.41,-50.12
10421349,---,6.84,62.04,-43.43
10421351,Polr3d,-64.80,-76.84,-50.13
10421361,Bmp1,-66.99,-66.17,-67.82
10421387,Sftpc,-22.03,-21.42,-22.75
10421394,Fam160b2,92.87,89.49,95.01
10421418,Epb4.9,-46.63,-51.90,-41.55
10421436,Fgf17,-37.15,-21.52,-57.31
10421444,Npm2,-35.73,-39.22,-32.34
10421456,Xpo7,-67.90,-57.83,-75.11
10421486,Dok2,36.49,33.63,39.31
10421488,Fndc3a,89.23,96.57,73.27
10421515,---,-28.34,-9.91,-46.15
10421517,Cysltr2,-29.63,-25.35,-34.39
10421524,---,54.99,-6.84,84.85
10421526,Rb1,97.20,99.45,89.53
10421555,Mir687,89.27,99.09,53.38
10421557,Itm2b,54.56,50.54,58.37
10421567,Nudt15,25.15,24.18,26.56
10421571,Rps6,-39.60,-93.30,49.31
10421573,Cbx3,54.99,-6.84,84.85
10421577,Gm9779,77.16,72.76,81.50
10421581,Lrch1,65.88,81.78,43.23
10421605,Lrrc63,-1.40,-1.42,-1.30
10421615,Spert,-15.08,-19.27,-11.25
10421622,---,-11.92,-10.82,-13.43
10421624,Cog3,39.72,73.28,4.01
10421648,Slc25a30,-22.99,-22.62,-23.31
10421661,Gtf2f2,-9.58,-9.58,-9.66
10421670,---,37.80,70.23,-7.04
10421672,1200011I18Rik,-34.08,41.30,-82.79
10421683,Rps2,54.99,-6.84,84.85
10421685,Serp2,-48.73,-53.04,-44.22
10421694,---,-23.47,-46.57,-0.26
10421697,9030625A04Rik,78.97,85.91,68.90
10421707,Rpl23a or Gm10132 or Gm3362,54.99,-6.84,84.85
10421709,Enox1 or Gm6994,62.11,71.35,49.57
10421717,Gm1587,37.31,-28.21,79.86
10421723,Dnajc15,-80.09,-85.59,-74.04
10421730,AU021034,-9.25,-9.28,-9.24
10421737,Tnfsf11,14.56,-20.78,53.91
10421749,Akap11,-95.69,-92.98,-97.37
10421758,Akap11,-94.46,-90.22,-96.09
10421768,Akap11,54.99,-6.84,84.85
10421774,Dgkh,96.93,97.96,95.10
10421806,Zfp957,-54.42,-57.36,-51.59
10421810,1190002H23Rik,-32.68,-43.70,-22.58
10421817,Naa16,41.37,60.08,20.72
10421840,Wbp4,-42.96,-23.76,-58.73
10421853,Lect1,-25.93,-37.11,-17.55
10421863,Pcdh8,-30.81,-45.53,-19.55
10421870,Gm10845,60.14,42.79,70.65
10421873,---,44.43,40.93,47.82
10421875,---,-17.84,-9.65,-27.67
10421877,Diap3,-39.67,-24.42,-54.11
10421906,---,13.42,-41.11,62.20
10421908,Rps3a,23.34,2.23,49.78
10421911,Pcdh20,-21.52,-29.89,-15.71
10421917,Gm5088 or Pabpc4 or LOC100503296,54.99,-6.84,84.85
10421920,---,25.43,75.20,-37.67
10421922,---,47.71,8.56,76.60
10421924,Pcdh9,-43.90,-67.56,-28.33
10421930,---,-16.18,-41.66,-3.34
10421932,Pcdh9,54.99,-6.84,84.85
10421934,Klhl1,-17.36,-12.15,-24.06
10421948,---,-34.85,-74.01,-2.34
10421950,Dach1,-60.05,-61.98,-58.15
10421970,---,-49.89,-81.59,-28.50
10421972,Rpl36a or Rpl36al or Gm13194,-67.10,-84.43,-37.63
10421975,Mzt1,-54.41,-21.62,-75.32
10421981,Dis3 or Pibf1,-83.71,-66.71,-92.32
10422005,---,-8.23,-21.34,-0.32
10422007,---,-1.89,-5.22,3.64
10422009,---,-7.54,-20.13,2.46
10422011,---,19.36,-11.20,50.95
10422013,Klf12,-78.81,-89.52,-65.91
10422022,---,-50.11,-30.92,-75.92
10422024,---,4.30,36.70,-22.89
10422026,1700110M21Rik,-9.07,-8.60,-9.56
10422028,Tbc1d4,-93.70,-98.56,-86.02
10422052,Commd6,-62.58,-82.18,-27.89
10422055,---,66.98,57.82,74.76
10422057,Rpl7a,54.99,-6.84,84.85
10422059,Kctd12 or Mir5130,67.79,69.03,66.73
10422067,Fbxl3,46.73,87.01,-18.12
10422075,Mycbp2,34.69,53.72,12.97
10422161,---,54.99,-6.84,84.85
10422164,Ednrb,-53.04,-41.13,-69.73
10422176,D130079A08Rik,53.78,61.11,45.87
10422179,Pou4f1,-33.01,-64.47,-8.89
10422185,Rnf219,-29.92,-23.69,-36.36
10422194,Rbm26,-32.50,16.74,-68.66
10422219,---,-6.39,-19.70,10.13
10422225,---,-0.91,-5.62,11.78
10422227,Spry2,-78.66,-91.53,-62.67
10422232,Gm4666 or Gm6219 or Gm4664 or Gm4663 or Gm9328 or Gm9327 or Gm9326 or Gm9325 or Gm9324 or Gm6234 or Gm6232 or Gm6280,54.99,-6.84,84.85
10422234,---,22.10,-61.69,86.74
10422236,---,-5.26,-9.60,-1.42
10422238,---,-4.87,-27.32,20.97
10422240,Slitrk1,-18.55,-25.29,-13.21
10422242,---,-25.72,-75.41,-3.13
10422244,Slitrk6,-90.99,-51.95,-99.89
10422247,---,54.99,-6.84,84.85
10422249,Dct,-25.46,-24.75,-25.85
10422259,Tgds,-74.34,-71.65,-76.93
10422272,Sox21,-10.27,-55.00,43.93
10422280,Abcc4,41.56,41.24,42.27
10422312,Cldn10,54.99,-6.84,84.85
10422321,Dzip1,-59.25,-73.63,-46.20
10422348,Uggt2,-74.08,-93.36,-54.63
10422387,Oxgr1,-29.86,-40.43,-20.68
10422393,---,62.30,55.06,68.90
10422396,Stk24,99.69,99.91,98.80
10422412,Slc15a1,-28.20,-56.68,-15.39
10422436,Dock9,-94.21,-90.03,-97.37
10422493,Gpr18,47.95,46.97,48.61
10422496,Gpr183,1.57,12.24,-3.50
10422500,Gm5089,73.44,61.76,81.36
10422504,Zic5,86.32,74.45,93.16
10422509,---,-24.41,-18.72,-30.21
10422512,A2ld1,-97.72,-96.86,-98.15
10422518,Tmtc4,-90.59,-85.85,-94.16
10422537,Nalcn,-45.08,-37.47,-53.55
10422585,Fgf14,-47.68,-53.97,-42.29
10422598,Sepp1,6.99,5.53,8.43
10422606,Fbxo4,99.04,96.10,99.72
10422608,Oxct1,-73.89,-73.81,-73.97
10422628,Plcxd3,-46.38,-39.09,-54.25
10422635,C6,-19.00,-27.54,-13.57
10422655,Gapdh,54.99,-6.84,84.85
10422657,Heatr7b2,-29.45,-58.85,-11.99
10422699,---,-4.28,-15.47,18.07
10422701,Rpl37,-31.18,-89.97,49.16
10422707,Prkaa1,-33.49,3.37,-58.92
10422718,Ttc33,-71.33,-73.01,-69.02
10422725,---,25.08,-6.26,53.90
10422728,Dab2,-86.23,-84.53,-87.84
10422744,Dab2,-60.15,-60.85,-59.64
10422748,C9,-42.13,-57.40,-30.04
10422760,Fyb,96.71,99.25,89.93
10422776,Phb or 1700071K01Rik,54.99,-6.84,84.85
10422781,Rictor,-8.49,41.15,-58.12
10422822,Lifr,48.99,57.54,39.28
10422844,Gdnf,51.52,52.60,50.29
10422852,Rpl19,54.99,-6.84,84.85
10422854,Nup155,-64.89,-34.90,-87.89
10422892,2410089E03Rik,-58.43,-34.52,-76.09
10422912,2410089E03Rik,-53.88,-45.75,-61.26
