Probeset_ID,Gene Symbol,DCLuLN CD103+,Sample_,Sample_,Sample_
10435961,Gm10808,-84.96,-86.46,-77.21,-89.18
10435963,Atg3,-51.12,-69.77,-9.00,-65.08
10435980,Rps24 or LOC677113,-8.75,14.15,54.87,-93.35
10435982,Btla,19.14,8.41,25.58,20.34
10435991,---,-39.81,-59.29,-27.35,-36.42
10435993,Slc9a10,-32.95,-35.26,-49.09,-20.43
10436024,Gcet2,43.27,34.80,54.09,42.40
10436034,---,72.45,89.36,8.81,80.62
10436037,---,1.55,30.67,-57.36,38.96
10436041,---,-13.97,16.09,-42.72,-12.92
10436043,---,33.56,-20.23,-19.97,89.17
10436046,---,11.06,40.47,-16.29,11.13
10436048,Prdx1 or LOC100862012,-81.36,-94.78,-63.05,-71.86
10436050,Dppa4,-49.19,-21.94,-86.31,-50.86
10436053,Dppa2,-41.96,-20.41,-31.31,-88.85
10436057,Morc1,-30.43,-17.63,-36.51,-42.00
10436087,Retnlb,-28.54,-12.20,-45.13,-39.94
10436095,Retnla,-23.10,-18.14,-22.35,-30.99
10436100,Retnlg,-36.32,-38.09,-62.75,-20.42
10436106,C330027C09Rik,2.05,12.31,4.17,-8.00
10436128,Myh15,-24.85,-35.97,-45.19,-8.97
10436169,Ift57,93.50,94.77,95.19,89.32
10436182,Cd47,84.91,86.86,88.27,80.44
10436196,Cd47,28.41,9.79,48.94,27.29
10436198,---,59.30,72.97,46.75,52.86
10436200,---,17.16,36.87,-17.48,29.54
10436203,Gm4416,86.98,86.63,67.41,95.38
10436206,---,46.94,67.13,-24.70,74.74
10436209,Cblb,99.45,99.79,98.81,99.02
10436228,---,-22.67,23.72,-41.79,-51.60
10436230,---,-14.36,-13.12,-12.99,-16.90
10436232,Rpl24 or Zbtb11 or Gadl1,-8.75,14.15,54.87,-93.35
10436239,Zbtb11 or Rpl24 or 2310061J03Rik,-61.17,-59.82,-30.19,-80.57
10436251,---,-1.30,66.71,-38.64,-9.71
10436253,Senp7,-11.07,16.10,-9.33,-42.24
10436282,Impg2,-33.47,-14.42,-35.23,-62.27
10436304,Abi3bp,-42.85,-42.09,-42.85,-43.86
10436348,Tomm70a,-19.06,-32.66,2.61,-24.87
10436363,Filip1l,-20.63,-29.92,-57.38,-3.80
10436369,Filip1l,95.83,98.21,93.45,95.41
10436372,Dcbld2 or St3gal6,-10.82,0.35,-10.55,-20.27
10436392,Cpox,-95.90,-87.50,-98.15,-97.67
10436402,Cldn25,-93.92,-95.67,-90.06,-95.00
10436409,Olfr183,-41.44,-31.11,-54.46,-40.98
10436412,Olfr195,-55.74,-30.03,-76.15,-65.83
10436414,Olfr203,-38.43,-27.51,-82.85,-18.04
10436416,Gabrr3,13.14,-13.41,52.34,2.46
10436426,Orai2,39.91,24.24,52.23,43.16
10436428,Mina,-38.59,-48.06,-22.33,-41.75
10436442,Fam60a,84.82,81.77,87.59,84.32
10436444,---,11.54,26.49,30.07,-11.08
10436446,Gps1,-8.75,14.15,54.87,-93.35
10436449,---,81.71,82.40,61.44,95.12
10436451,Stx19,-10.59,31.84,-23.41,-35.62
10436456,Pros1,-57.43,-60.12,-44.94,-67.09
10436471,Cggbp1,64.08,56.39,74.79,59.19
10436476,Pou1f1,20.19,80.31,-6.90,-40.49
10436487,Vgll3,-45.09,-35.06,-51.35,-52.18
10436493,---,-42.91,-19.75,-60.35,-58.34
10436498,---,58.37,81.83,37.20,35.52
10436500,Gbe1,-95.74,-94.75,-93.05,-98.16
10436517,---,35.27,74.19,1.69,3.25
10436519,Robo1,-68.02,-76.22,-82.67,-48.42
10436550,---,81.50,82.40,52.91,92.76
10436552,Rbm11,-9.56,-12.95,-13.36,-4.11
10436561,Usp25,45.32,56.16,54.44,26.56
10436588,2810055G20Rik,-3.93,36.94,-48.78,13.16
10436590,2810055G20Rik,-58.21,-53.80,-48.46,-76.85
10436594,---,-65.57,-24.75,-86.05,-89.65
10436596,---,-49.33,-38.86,-67.11,-43.21
10436598,---,-52.65,-32.59,-42.97,-94.93
10436600,Mir99a,-37.72,-24.72,-37.30,-53.98
10436602,Mirlet7c-1,-46.68,-45.88,-51.67,-43.29
10436604,Mir125b-2,-45.88,-60.75,-36.43,-41.15
10436606,---,68.34,71.71,-8.76,91.69
10436608,Cxadr,-75.28,-68.10,-82.49,-74.81
10436621,---,22.28,-6.68,63.96,-3.36
10436623,Chodl,-17.04,-8.81,-46.90,-12.79
10436634,Gm16509,15.44,51.82,-82.17,76.75
10436636,Ncam2,-39.59,-28.55,-73.03,-30.31
10436658,7120432I05Rik,-36.21,-28.13,-47.54,-35.07
10436662,Mir155 or LOC100653389,-4.23,13.21,-13.39,-3.61
10436664,---,27.76,11.87,-10.07,65.12
10436666,Jam2,-68.15,-53.75,-78.51,-73.20
10436678,Gabpa,-6.66,-23.46,4.11,-3.09
10436692,Gm10791,15.30,30.48,-3.88,26.39
10436694,Rplp0,30.35,31.78,44.00,16.18
10436696,---,-13.32,-1.57,-47.50,-37.55
10436698,N6amt1,-97.99,-99.23,-95.53,-97.73
10436708,Usp16,-34.59,-51.34,-7.04,-41.89
10436727,ORF63,-9.92,-4.15,-26.00,-7.80
10436734,Bach1,12.55,15.39,26.95,-3.31
10436742,---,-11.42,-1.17,-70.27,43.82
10436746,Krtap13-1,-36.56,-52.61,-57.07,-13.08
10436748,2310034C09Rik,-17.25,-21.07,-46.53,12.65
10436750,---,39.84,78.96,-3.63,20.70
10436752,Krtap15,-26.91,-4.67,-48.69,-80.44
10436758,Gm10229,-34.17,-13.49,-58.30,-47.48
10436760,Krtap6-1,-30.09,-24.97,-20.28,-51.94
10436762,---,41.75,77.77,-47.37,63.62
10436764,Krtap6-3,-31.62,-51.40,-39.20,-13.97
10436766,---,-15.19,-23.96,-18.83,-6.68
10436768,---,-17.94,-2.30,-47.45,-10.69
10436770,---,-12.29,55.73,-30.52,-68.95
10436773,---,-22.92,-16.77,-31.20,-23.85
10436775,---,-45.82,-50.28,-77.33,-19.22
10436777,---,-73.63,-19.09,-94.94,-92.14
10436779,---,61.67,71.72,15.51,85.67
10436781,Gm10789,62.53,24.73,56.63,85.91
10436783,Sod1,-5.21,-2.15,7.16,-20.91
10436788,Hunk,-37.51,-32.08,-57.52,-28.78
10436800,---,69.47,86.81,69.91,36.77
10436802,---,-44.02,-52.65,-54.77,-27.14
10436804,Mrap,-29.19,-20.55,-67.79,-18.22
10436809,4931408A02Rik,-16.09,12.97,-56.29,-15.30
10436823,Olig2,-13.27,-7.17,-22.98,-15.44
10436826,---,-8.75,14.15,54.87,-93.35
10436828,Olig1,-15.17,-11.95,-36.27,-8.04
10436830,Ifnar2,33.50,30.17,43.54,27.83
10436841,Il10rb,75.16,74.85,82.11,66.83
10436849,Ifnar1,55.50,38.98,71.39,52.15
10436865,Ifngr2,75.06,76.56,79.82,68.01
10436873,Son,81.32,83.48,85.44,72.82
10436890,Gm10785,40.71,62.27,-2.25,52.90
10436892,Itsn1,-50.92,-47.75,-57.17,-47.69
10436941,Mrps6 or Slc5a3,-72.92,-92.57,-36.68,-70.77
10436945,Slc5a3,-71.04,-70.90,-73.07,-69.23
10436947,Kcne2,-18.74,-11.81,-28.15,-18.74
10436951,Fam165b,-97.47,-97.75,-95.41,-98.49
10436955,2410124H12Rik,75.92,77.78,66.22,80.99
10436958,Clic6,-32.72,-14.80,-37.37,-63.65
10436967,Cbr1,-85.27,-86.65,-84.07,-85.10
10436972,---,57.08,71.02,41.71,52.93
10436976,---,55.09,35.59,43.12,77.96
10436978,Cbr3,-52.44,-63.80,-49.68,-44.27
10436983,Dopey2,27.73,34.15,30.76,17.58
10437023,Morc3,-33.63,-35.61,-5.68,-54.63
10437040,Chaf1b,-47.51,-52.85,-48.12,-41.81
10437055,Sim2,-13.58,-11.02,-31.10,-7.35
10437073,Ripply3,-18.64,-14.02,-27.95,-16.04
10437080,Ttc3,-34.37,-34.73,-25.07,-42.33
10437132,---,-40.20,-82.40,-6.73,-43.41
10437134,Dyrk1a,94.72,93.98,92.00,96.94
10437136,Dyrk1a,29.74,36.05,30.18,22.07
10437149,---,84.29,86.36,56.69,95.87
10437151,Kcnj15,-38.91,-41.20,-55.37,-24.43
10437160,Ets2,-86.16,-91.38,-79.70,-85.36
10437171,---,46.82,-17.09,69.04,69.17
10437174,Wrb,-92.59,-96.83,-92.40,-86.06
10437180,Sh3bgr,-31.31,-17.88,-44.07,-39.83
10437191,B3galt5,-37.06,-17.16,-87.90,-25.69
10437195,Igsf5,-12.91,-8.65,-33.53,-8.01
10437205,Pcp4,-37.47,-53.04,-56.67,-19.60
10437210,Bace2,-41.25,-34.16,-49.32,-42.02
10437222,Hnrnpa3 or LOC100862477,-8.75,14.15,54.87,-93.35
10437224,Mx2,-2.71,-12.92,35.85,-9.63
10437236,B230307C23Rik,-79.26,-74.61,-73.97,-86.72
10437239,---,-67.60,-65.85,-82.29,-53.29
10437241,---,-21.16,-9.11,-23.52,-40.43
10437243,Mefv,-17.62,-9.97,-33.13,-16.96
10437257,Zfp597,-12.93,-57.22,28.30,-9.95
10437263,1700037C18Rik or Nat15,55.85,64.37,16.94,78.02
10437270,Cluap1,66.84,76.46,39.93,76.71
10437272,Nlrc3,-35.54,-27.78,-79.94,-16.22
10437292,Slx4,-55.82,-33.93,-55.10,-76.74
10437311,Trap1,-37.62,-51.61,-4.23,-52.29
10437330,Crebbp,-6.61,-8.17,27.06,-35.54
10437332,Crebbp,40.36,74.93,29.96,10.75
10437364,Adcy9,-44.62,-57.61,-62.91,-16.19
10437376,Srl,-57.84,-50.75,-56.51,-66.34
10437384,Tfap4,-52.50,-36.24,-78.64,-40.13
10437392,Pam16,-8.75,14.15,54.87,-93.35
10437399,Coro7,2.79,8.38,7.72,-5.03
10437432,Nmral1,-70.63,-77.98,-52.74,-80.04
10437443,5730403B10Rik or Hmox2,-86.18,-69.90,-73.78,-97.62
10437451,Fam100a,-49.24,-23.64,-50.13,-70.63
10437454,Anks3,68.98,4.73,92.41,71.50
10437472,Sept12,-19.20,-5.54,-45.71,-26.77
10437483,Rogdi,98.95,99.01,99.48,98.60
10437499,Glyr1,63.56,61.14,82.02,45.93
10437516,Ppl,-39.67,-29.76,-52.32,-40.22
10437541,Nagpa,2.64,-14.09,29.30,-2.27
10437552,AU021092,-36.36,-22.69,-62.53,-30.88
10437561,Alg1 or Fam86,-73.60,-76.40,-70.75,-73.56
10437573,---,-17.63,-7.75,-13.40,-32.93
10437575,Cldn26,-7.34,-2.29,-17.35,-9.32
10437580,---,-34.69,-36.82,-34.01,-33.00
10437582,---,76.52,69.46,72.61,83.94
10437586,Tmem186,-75.99,-76.44,-77.62,-73.71
10437590,Carhsp1,-76.05,-68.58,-73.42,-84.51
10437594,Usp7,28.82,32.12,29.79,25.07
10437625,---,-54.68,-24.82,-94.39,-43.68
10437627,Rpl35a or Ino80,-8.75,14.15,54.87,-93.35
10437629,Grin2a,-37.17,-32.62,-46.13,-34.21
10437639,Emp2,-29.35,-32.53,-23.87,-30.67
10437646,Tekt5,-9.90,-3.85,-28.60,-8.04
10437655,Nubp1 or Fam18a,-72.44,-53.80,-91.57,-66.36
10437664,Dexi,-65.69,-69.01,-58.25,-69.08
10437668,Socs1,40.72,57.99,33.55,28.17
10437673,Tnp2,-28.30,-22.54,-44.98,-20.75
10437677,Prm3,60.88,82.59,17.78,61.90
10437680,Prm2 or Wdr19,-4.28,-2.38,-8.26,-4.33
10437684,Prm1,-8.05,-5.16,-11.22,-8.43
10437687,Litaf,27.25,18.25,41.21,21.37
10437695,Litaf,70.94,66.23,73.30,71.99
10437698,Txndc11,25.23,31.32,46.86,-6.66
10437712,Zc3h7a,98.75,98.63,99.51,97.54
10437735,---,52.23,14.07,90.41,3.77
10437737,Rsl1d1,-90.87,-91.78,-87.18,-93.00
10437748,Gspt1,-79.97,-79.04,-71.45,-85.59
10437765,Cpped1,-42.72,-15.39,-48.53,-60.63
10437773,---,-20.35,-48.65,-10.74,-4.84
10437775,2310015D24Rik,-7.36,28.15,-25.11,-14.82
10437778,Parn,-79.20,-85.56,-46.82,-87.10
10437804,Pla2g10,-9.15,-11.23,-13.61,-4.59
10437813,---,34.38,29.05,41.12,31.01
10437817,Pdxdc1,-87.79,-85.79,-77.94,-94.81
10437846,Ifitm7,-46.51,-52.40,-76.30,-12.05
10437852,Marf1,90.73,98.17,91.84,78.50
10437885,Myh11,-30.73,-16.75,-62.99,-27.50
10437928,0610037P05Rik,-96.27,-97.60,-92.03,-97.17
10437934,Rpsa,65.94,46.88,88.61,56.21
10437936,F830005K03Rik,-24.85,12.85,-43.71,-49.12
10437940,---,53.84,65.87,-54.82,90.63
10437942,Ube2v2,-96.38,-96.52,-93.19,-98.01
10437945,Mcm4,-10.12,-18.41,5.79,-20.41
10437963,Mzt2,-92.69,-85.50,-94.49,-95.85
10437970,2310008H04Rik,-15.79,9.06,4.44,-55.01
10437992,Dnm1l,88.18,92.44,89.60,81.19
10438017,Fgd4,-52.51,-49.15,-56.18,-54.12
10438040,Olfr19,-31.76,-37.23,-60.25,-9.36
10438042,4933404G15Rik,-26.69,-79.70,-24.59,-6.21
10438049,Spag6,-36.22,-34.80,-53.00,-24.49
10438060,Igll1,-25.48,-26.60,-36.73,-16.39
10438064,Vpreb1,-29.75,-50.13,-39.25,-11.44
10438069,Ypel1,-4.68,14.97,-6.11,-16.57
10438071,Ppil2,48.36,23.83,82.17,27.30
10438091,2610318N02Rik,-45.55,-51.72,-42.00,-43.02
10438094,Mir130b,30.45,25.03,-5.79,60.32
10438096,Mir301b,27.34,32.95,21.33,28.14
10438098,Sdf2l1,-34.39,-65.92,-10.94,-28.03
10438103,Ccdc116,-5.47,44.28,-12.34,-32.76
10438109,Ube2l3,6.71,5.05,34.08,-24.93
10438112,Pi4ka,-59.70,-69.25,-43.63,-65.02
10438169,---,-26.48,-30.48,-23.91,-25.01
10438171,Thap7,-28.35,-33.59,0.86,-49.36
10438178,4930451C15Rik,-10.77,-11.18,-27.78,-3.15
10438189,Slc7a4,-28.26,-5.05,-74.46,-30.30
10438198,Med15,52.61,61.86,55.27,41.12
10438220,Car15,-18.74,-14.65,-35.33,-8.86
10438232,Dgcr2,-0.08,2.27,-10.64,0.58
10438245,Dgcr14,18.96,63.38,11.65,-14.82
10438256,Gsc2,92.45,91.11,87.75,96.57
10438262,Slc25a1,-39.20,-43.76,-28.60,-44.30
10438272,Prodh,-57.34,-41.71,-60.38,-69.74
10438289,4933432I09Rik,17.52,53.23,-18.33,17.66
10438293,Zdhhc8,-42.36,-4.92,-54.02,-65.58
10438308,Ranbp1,-86.03,-87.56,-84.26,-85.82
10438313,Dgcr8 or Trmt2a,-47.18,-59.13,-51.92,-30.07
10438328,D16H22S680E,41.15,18.70,68.88,23.45
10438338,Mir185,60.72,72.41,21.74,77.26
10438340,Comt,-81.11,-79.53,-70.98,-90.87
10438347,Tbx1,-1.44,7.87,-11.56,13.44
10438358,Sept5 or Gp1bb,-40.04,-44.23,-55.56,-26.64
10438376,Rps2,-8.75,14.15,54.87,-93.35
10438378,Cdc45,-51.08,-52.69,-54.62,-46.10
10438400,Mrpl40,-67.75,-69.68,-63.09,-69.99
10438405,Iglv1 or Iglc1,50.00,56.11,56.00,38.43
10438415,Iglv1,-1.63,-1.10,18.19,-13.01
10438421,Olfr164,-17.97,-7.48,-28.22,-27.66
10438423,Olfr165,-19.12,-5.86,-27.55,-41.17
10438425,Olfr167,-24.14,-22.42,-21.87,-28.73
10438427,Olfr168,-46.54,-60.87,-40.45,-39.54
10438429,Olfr169 or Olfr171 or Olfr170,-13.75,-8.41,-22.59,-11.30
10438431,Olfr170,-29.86,-25.37,-55.58,-19.61
10438433,Olfr171,6.01,-6.79,11.17,41.92
10438435,Lamp3,-10.26,-26.61,-1.92,-75.50
10438442,A930003A15Rik,-17.63,-51.77,-41.57,-0.91
10438445,Klhl6,-1.78,-1.60,3.02,-6.60
10438454,Sumo2,-8.75,14.15,54.87,-93.35
10438456,Map6d1,-0.70,4.80,-3.78,2.56
10438460,Parl,-36.83,-34.08,-23.80,-49.48
10438468,Cyp2ab1,-10.62,-8.58,-7.37,-18.20
10438478,Abcc5,-77.06,-67.94,-75.63,-85.34
10438515,Gm15760,-17.06,76.00,-97.36,11.44
10438517,Alg3,-96.51,-94.31,-96.42,-97.80
10438527,Camk2n2,-30.43,-17.47,-63.58,-20.28
10438530,Clcn2,-50.06,-34.88,-56.80,-59.31
10438555,Thpo or Chrd,-36.16,-19.97,-61.66,-30.72
10438564,Rps10,-11.01,-23.05,8.98,-25.05
10438567,2310042E22Rik,-30.34,-9.53,-44.26,-51.35
10438570,Magef1,53.24,66.62,37.94,53.10
10438572,2510009E07Rik,94.94,89.08,98.02,94.72
10438575,Ehhadh,-58.91,-67.36,-40.81,-71.40
10438583,Rpl12 or Gm11425 or LOC630855,-8.75,14.15,54.87,-93.35
10438585,Tmem41a,-44.35,-43.38,-66.58,-16.44
10438592,Liph,-39.87,-88.08,-45.34,-13.55
10438603,Igf2bp2,-39.54,-28.07,-70.74,-30.02
10438621,Tra2b,-31.92,-49.72,-4.64,-38.73
10438626,Etv5,-88.88,-94.78,-72.73,-94.99
10438639,Dgkg,-36.31,-31.66,-35.17,-42.20
10438666,---,63.38,70.61,62.56,55.08
10438668,Crygs,-16.70,-5.69,-49.69,-14.29
10438672,Tbccd1,-91.98,-84.53,-88.74,-96.58
10438681,Kng2,-43.90,-39.65,-71.75,-28.30
10438690,Rfc4 or Eif4a2,-61.31,-84.03,-32.31,-66.24
10438702,St6gal1 or BC106179,41.29,49.79,9.79,51.50
10438708,Masp1,-64.29,-54.31,-83.13,-55.16
10438726,Masp1,-94.94,-76.11,-98.77,-96.01
10438730,Sst,-12.44,-9.03,-37.29,-6.78
10438733,Rtp2,-27.04,-26.07,-41.13,-16.61
10438738,Bcl6,93.60,94.60,95.62,88.38
10438749,---,-10.70,43.70,-14.49,-46.79
10438751,---,-28.51,-14.63,-33.58,-47.77
10438753,Leprel1,85.40,90.65,83.49,82.64
10438769,Cldn1,41.99,45.55,43.56,37.19
10438778,Tmem207,-19.16,-22.34,-48.43,-5.77
10438784,Gm606,-13.44,22.31,-18.46,-39.81
10438791,Uts2d,-26.60,-46.89,-28.23,-11.42
10438801,Fgf12,-24.82,-22.50,-36.02,-18.76
10438813,Mir690,-19.96,-16.79,-20.18,-22.83
10438815,1600021P15Rik,-51.93,-69.63,-46.62,-40.93
10438822,Atp13a5,-26.11,-10.60,-56.66,-25.37
10438854,Atp13a4,-43.37,-36.92,-86.32,-18.90
10438889,9530020O07Rik,12.11,15.94,-13.54,38.05
10438891,Gm1968,-19.60,0.39,-56.51,-15.99
10438899,Cpn2,-13.86,-8.82,-22.25,-13.18
10438904,Lrrc15,-16.52,-10.18,-34.15,-13.52
10438907,Gp5,-22.35,-18.17,-58.16,-7.96
10438909,Atp13a3,-99.02,-99.76,-99.29,-96.88
10438911,Atp13a3,-91.49,-91.49,-91.18,-91.74
10438942,Tmem44,-24.40,-8.79,-52.72,-19.87
10438959,Lsg1,-91.66,-89.07,-76.00,-97.16
10438975,AI480653,-14.06,5.74,-23.27,-23.86
10438980,Acap2,32.01,20.02,52.61,24.05
10439005,Ppp1r2,-64.24,-68.33,-19.15,-86.96
10439009,Apod,-62.76,-74.09,-47.07,-69.04
10439016,4930444G20Rik or Gm5415 or AF366264 or Gm9839,-8.75,14.15,54.87,-93.35
10439018,0610012G03Rik,-88.04,-95.61,-75.88,-86.00
10439021,Senp5,-80.74,-92.82,-55.57,-73.96
10439032,Pak2,35.71,13.34,46.42,46.09
10439049,Pigx,-97.38,-98.36,-97.27,-96.66
10439058,Lrrc33,-6.29,-13.61,-2.19,-4.50
10439063,Fbxo45,78.32,74.05,84.03,75.10
10439068,Osta,-19.83,-25.99,-41.32,-6.08
10439080,Osta,-46.54,-24.82,-69.82,-42.40
10439084,Gm10818,50.53,68.04,2.12,67.15
10439087,Muc20,-7.91,21.92,-31.25,-8.03
10439092,1700021K19Rik,94.69,93.72,96.69,93.35
10439114,Iqcg,-56.83,-48.12,-77.61,-43.31
10439126,Itgb5,-4.80,-5.94,-2.79,-6.02
10439130,Umps,-94.66,-97.76,-80.43,-98.91
10439138,Kalrn,-57.41,-51.31,-61.83,-59.33
10439204,Rpl15,-8.75,14.15,54.87,-93.35
10439206,---,-10.27,4.27,-27.73,-8.05
10439208,Sec22a,62.40,32.34,77.96,73.94
10439216,---,16.74,-5.36,-16.62,68.58
10439218,Pdia5,-12.08,-9.84,-12.71,-13.36
10439237,Rps21 or Gm5963,-82.04,-95.03,-61.86,-82.24
10439239,Dirc2,19.62,15.00,32.54,12.88
10439249,Parp14,79.67,74.39,88.27,76.35
10439268,Dtx3l or Parp9,85.85,80.37,93.31,80.51
10439276,Fam162a,-99.44,-99.91,-99.66,-98.44
10439282,Csta,-31.61,-18.58,-31.32,-53.26
10439285,Gm6815,-13.39,27.51,-40.58,-21.16
10439287,---,-43.40,-14.82,-61.24,-70.50
10439289,BC117090,-14.83,-46.41,-8.19,8.27
10439292,BC100530 or Stfa1 or BC117090,-22.96,-12.53,-67.65,-17.83
10439296,Stfa2,-25.59,-13.47,-57.80,-19.78
10439299,Stfa3,-34.47,-24.52,-71.19,-23.21
10439303,Casr,-31.16,-13.16,-58.48,-33.04
10439312,Cd86,80.84,73.52,84.84,81.73
10439321,Slc15a2,-58.48,-61.27,-44.78,-70.07
10439346,Eaf2,-23.85,-30.28,-50.39,-3.79
10439357,Fbxo40,-17.54,-6.52,-45.41,-17.29
10439362,Stxbp5l,-43.00,-26.73,-64.25,-44.53
10439392,Gtf2e1,29.77,-2.40,68.18,15.65
10439398,Ndufb4 or Gm3873 or Gm3244,-43.15,-34.07,-45.04,-49.14
10439402,Rpl9,-8.75,14.15,54.87,-93.35
10439404,---,-40.06,-21.50,-74.81,-25.47
10439409,BC031361,-74.64,-43.07,-98.17,-44.74
10439411,Nr1i2,-18.19,-15.78,-24.69,-14.81
10439424,4932425I24Rik,-33.21,-17.71,-69.10,-25.87
10439442,Pla1a,-37.44,-76.61,-27.89,-23.77
10439455,Adprh,8.94,6.90,48.77,-33.33
10439463,4930455C21Rik,-95.98,-98.64,-89.15,-94.94
10439471,Poglut1,99.59,99.44,99.78,99.47
10439483,Arhgap31,99.55,99.87,99.46,98.97
10439498,Arhgap31,56.46,23.52,59.42,74.60
10439500,Upk1b,-55.10,-61.10,-65.77,-40.16
10439509,4930435E12Rik,-4.71,-13.77,-9.67,18.94
10439514,Gap43,-31.54,-20.74,-59.47,-28.97
10439520,4932412D23Rik,-16.93,-14.81,-43.55,-7.41
10439523,Gm9968,56.89,76.17,28.93,53.86
10439527,Tigit,-7.61,-2.47,-22.53,-6.37
10439532,Qtrtd1,-95.88,-95.54,-96.97,-95.30
10439542,Zdhhc23,35.82,62.12,22.14,18.10
10439547,Gramd1c,-20.71,-19.33,-18.39,-24.74
10439566,Atp6v1a,-12.37,-27.01,2.06,-11.53
10439583,Sidt1,-23.12,-25.86,-24.84,-19.70
10439612,Boc,-38.47,-25.86,-68.38,-33.57
10439634,Gtpbp8,-79.39,-91.92,-40.90,-86.99
10439642,Slc35a5,-23.27,-28.64,-10.03,-31.94
10439651,Cd200,63.83,58.43,72.78,57.06
10439660,Gm609,-58.09,-38.45,-82.18,-55.32
10439667,BC016579,-13.93,-11.76,-24.64,-9.32
10439675,Tmprss7,56.54,70.91,26.06,61.44
10439695,Tagln3,-35.32,-15.54,-72.63,-32.48
10439701,Abhd10,-81.18,-95.99,-44.69,-83.26
10439710,Phldb2,-60.70,-73.64,-56.91,-54.36
10439732,Plcxd2,-32.83,-19.32,-39.90,-45.82
10439742,---,-14.40,-17.08,-18.92,-9.92
10439744,Cd96,-5.72,-4.00,-9.98,-5.35
10439762,Ahcy,-8.75,14.15,54.87,-93.35
10439766,Pvrl3,-76.35,-67.04,-80.08,-80.89
10439780,6430553K19Rik,28.26,67.55,-2.97,-3.22
10439788,---,-13.84,1.55,-57.64,-7.36
10439790,Trat1,-17.12,-9.84,-33.39,-20.28
10439798,Dzip3,18.99,31.13,14.94,7.99
10439830,---,15.80,-25.64,28.33,51.15
10439832,---,-55.49,-51.22,-75.32,-36.44
10439835,Gm4802,94.98,94.73,93.88,96.28
10439837,---,-17.06,-8.54,-19.73,-23.00
10439845,Gm5486,84.88,85.49,86.73,78.40
10439848,Gm4827,84.93,86.94,89.72,74.93
10439854,Bbx,67.10,66.57,69.49,64.87
10439874,Ccdc54,-25.10,-30.12,-44.36,-10.31
10439878,Psmc1,-82.71,-93.73,-72.47,-72.65
10439881,5330426P16Rik,27.12,9.08,42.12,29.38
10439885,---,-17.76,-5.12,-27.88,-31.75
10439887,---,78.06,86.21,60.18,80.05
10439889,---,4.77,20.14,-3.47,-0.81
10439891,---,53.87,31.98,49.23,78.06
10439895,Alcam,43.86,46.16,45.23,40.19
10439915,---,-21.22,-7.16,-65.51,-15.39
10439917,Zpld1,-7.43,26.16,-1.81,-41.31
10439932,---,-32.96,-35.23,-46.79,-19.51
10439934,---,-24.72,28.76,-29.79,-72.28
10439936,Nfkbiz,40.77,40.19,54.01,27.65
10439955,Fam55c,-29.26,-37.94,-27.99,-21.51
10439960,Cep97,-77.87,-62.38,-92.44,-68.41
10439974,---,18.15,0.36,-8.93,58.30
10439976,2310061J03Rik or Zbtb11 or Rpl24,-26.14,-40.11,-22.77,-16.11
10439980,Pcnp,-38.50,-29.27,-41.05,-43.74
10439985,Rg9mtd1,-88.94,-94.45,-76.49,-91.13
10439989,---,31.46,7.08,39.43,42.27
10439991,Tfg,-35.49,-6.29,-29.07,-67.76
10440002,Gpr128,-26.21,-30.64,-27.72,-21.24
10440019,Tmem45a,-60.48,-44.48,-70.10,-69.26
10440028,2310005G13Rik,-65.89,-56.52,-74.89,-66.89
10440037,Nit2,-95.64,-87.47,-96.14,-98.64
10440050,Tbc1d23,69.75,78.16,80.63,44.72
10440070,Tmem30c,-20.17,-10.99,-49.11,-13.71
10440077,2610528E23Rik,-86.98,-85.53,-94.94,-75.44
10440091,Col8a1,-38.28,-16.76,-81.27,-36.02
10440097,---,7.65,44.89,19.27,-26.42
10440099,St3gal6 or Dcbld2,-63.54,-55.55,-68.43,-67.84
10440118,---,-0.71,44.33,-4.25,-26.36
10440120,Gm813,-8.39,-2.00,-30.45,-10.90
10440125,E330017A01Rik,-22.52,-17.81,-32.14,-20.22
10440131,Gpr15,-6.63,-13.14,-26.59,34.36
10440134,Olfr172,-8.73,-34.67,-1.10,10.00
10440136,Olfr173,-8.63,-2.23,-10.91,-15.09
10440138,Olfr175-ps1,-62.53,-20.80,-83.22,-91.45
10440141,Olfr177 or Olfr176,-30.29,-57.57,-12.93,-31.02
10440143,Olfr178,-25.40,-19.49,-42.95,-18.38
10440145,Olfr180,22.48,-34.90,40.01,63.85
10440147,Olfr181,-33.19,-14.64,-48.40,-50.08
10440149,Olfr186,-54.12,-40.26,-59.08,-63.73
10440151,Olfr187,-15.71,-22.51,-17.46,-8.74
10440154,---,-43.12,-26.35,-69.15,-39.76
10440156,Olfr190 or Olfr192,-45.33,-13.15,-74.89,-74.87
10440158,Olfr191,-72.61,-93.71,-61.44,-56.24
10440160,Olfr192,-28.13,-10.67,-76.39,-18.18
10440162,Olfr193,-27.15,-19.51,-32.36,-31.83
10440164,Olfr194 or Olfr203,-18.32,-28.61,-31.65,-5.16
10440166,Olfr196,-45.85,-61.02,-40.85,-38.38
10440168,Olfr197,-47.47,-21.30,-88.07,-32.96
10440170,Olfr198,-11.85,-37.57,-43.45,54.86
10440172,Olfr199,-32.12,-58.70,-35.54,-12.95
10440174,Olfr201,-54.91,-24.91,-78.34,-65.39
10440176,Olfr202,-32.84,-40.64,-30.34,-28.13
