Probeset_ID,Gene Symbol,MF SI,Sample_,Sample_,Sample_,Sample_,Sample_,Sample_,Sample_
10496387,Dnajb14,66.96,52.16,54.01,72.05,76.90,69.35,69.52,71.17
10496397,Lamtor3,65.41,47.19,33.76,64.91,62.73,68.71,67.21,91.22
10496405,Gm5105,-56.15,-74.76,-59.55,-62.26,-24.94,-48.93,-41.96,-81.99
10496417,Rg9mtd2,-69.08,-81.88,-63.93,-68.69,-72.53,-56.80,-78.64,-57.16
10496425,Adh7,-69.52,-31.53,-89.35,-63.69,-71.52,-45.91,-89.74,-87.25
10496438,Adh1,-22.98,-1.88,-15.02,-32.08,-31.79,-42.80,-38.94,-35.24
10496447,Adh6a,-7.37,-2.23,-2.04,-6.94,-14.83,-20.50,-27.59,-16.65
10496455,Adh6b,-5.99,-7.53,-40.00,-13.79,-0.58,27.77,-1.15,-2.17
10496457,---,-42.03,-17.50,-32.87,-64.23,-75.44,-29.86,-41.82,-47.79
10496462,Adh6-ps1,-43.80,-31.46,-21.69,-36.54,-68.05,-39.51,-67.26,-54.19
10496466,Adh4,-45.18,-42.06,-86.60,-12.74,-25.64,-92.11,-37.95,-37.71
10496475,Adh5,-68.63,-68.57,-73.52,-63.27,-64.85,-70.05,-64.41,-72.64
10496485,Eif4e,-18.95,-36.05,-32.32,-22.62,-19.17,-38.92,-51.63,52.46
10496490,Mir1956,97.42,96.17,97.33,97.82,98.04,95.64,96.04,98.98
10496492,---,-27.08,-89.67,-34.82,-57.08,-36.31,40.87,21.35,-2.52
10496494,Tspan5,-74.71,-69.76,-75.06,-75.59,-78.39,-73.65,-74.18,-75.24
10496504,B930007M17Rik,-48.00,-28.77,-97.79,-74.60,-18.08,-21.85,-20.66,-75.07
10496519,Unc5c,-78.67,-52.59,-86.19,-58.21,-88.81,-98.15,-53.39,-85.82
10496539,Gbp5,76.23,76.06,77.84,74.86,73.37,79.10,79.73,73.60
10496555,Gbp1 or Gbp5 or LOC100047734,99.20,99.20,98.69,99.40,99.50,99.00,99.40,98.90
10496569,Gbp7,99.37,99.46,99.76,99.73,99.85,99.28,99.10,97.05
10496580,Gbp3,96.83,96.71,95.99,97.72,97.92,97.23,96.91,95.11
10496592,Gbp2,21.37,35.29,21.90,16.14,15.52,17.89,18.76,22.35
10496605,Ccbl2,-76.45,-80.22,-63.99,-72.93,-76.92,-78.40,-72.32,-86.66
10496621,Gtf2b,11.80,12.42,-28.59,-4.76,21.79,-4.39,18.54,61.71
10496626,Gapdh,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10496629,Sep15,60.16,50.44,54.52,68.21,63.41,60.50,62.48,59.41
10496638,Odf2l,-37.52,-49.71,-32.62,-34.97,-18.80,-44.20,-45.98,-34.97
10496656,Col24a1,-42.28,-34.70,-11.08,-54.42,-37.28,-38.66,-41.41,-77.19
10496715,Znhit6,-78.11,-74.85,-72.88,-77.01,-71.73,-84.86,-78.72,-86.78
10496727,Ddah1,-80.27,-65.06,-87.83,-79.40,-60.68,-50.99,-99.33,-90.74
10496735,Rpl36a or Rpl36al,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10496737,Bcl10,58.80,54.89,39.49,57.48,58.31,53.23,57.18,87.00
10496742,2410004B18Rik,-28.75,-37.64,-51.76,-31.94,-18.38,-20.62,-34.43,-7.36
10496748,Syde2,-81.44,-66.06,-48.81,-62.85,-83.23,-94.54,-97.90,-90.05
10496756,Mcoln3,-67.89,-47.34,-78.51,-44.32,-59.24,-73.44,-52.14,-99.57
10496771,Mcoln2,-23.29,-21.07,-39.94,-19.89,-19.37,-22.09,-30.29,-16.29
10496789,Lpar3,-66.28,-79.23,-59.47,-51.86,-85.21,-75.08,-54.13,-55.64
10496796,Ssx2ip,-54.78,-66.64,-56.28,-46.59,-49.01,-40.46,-62.57,-59.41
10496813,Ctbs or Spata1,90.29,88.50,70.84,90.55,92.20,90.07,94.06,94.73
10496822,Gng5,89.04,85.74,86.49,89.38,76.78,95.03,92.32,91.34
10496825,Uox,-48.30,-20.11,-84.68,-31.15,-44.88,-50.97,-81.78,-39.61
10496835,Hmgb1,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10496837,Ttll7,-89.92,-87.58,-59.62,-95.29,-99.90,-76.77,-94.92,-91.90
10496854,Ttll7,-84.83,-70.96,-73.68,-90.72,-72.97,-95.49,-72.56,-98.52
10496862,---,-11.91,15.98,-11.91,-30.75,-10.01,5.89,-19.45,-30.46
10496864,Gm5149,-18.25,-52.69,35.69,-53.08,-31.11,26.49,-53.12,10.98
10496872,Eltd1,-60.24,-69.63,-26.28,-50.56,-88.77,-91.98,-70.11,-47.01
10496888,---,-20.72,-10.10,-57.88,-12.17,-61.43,2.29,30.31,-33.36
10496890,Gipc2,-59.75,-9.95,-76.24,-68.24,-55.18,-79.21,-44.07,-71.98
10496892,Fubp1,-39.43,-55.60,-38.91,-34.51,-51.14,-37.75,-34.45,-23.50
10496917,---,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10496919,Usp33,42.42,28.82,64.86,56.31,55.91,19.47,26.51,41.70
10496946,Zzz3,46.48,25.16,77.46,64.44,54.43,33.14,21.97,36.35
10496956,Pigk,20.36,15.65,17.09,31.89,49.61,-5.84,11.31,18.50
10496971,Asb17,-38.72,-44.71,-82.96,-54.49,-15.93,-39.75,-21.60,-31.04
10496975,Slc44a5,64.15,53.21,43.40,65.95,85.91,62.46,56.37,77.11
10497001,Cryz,-60.60,-60.91,-65.21,-64.56,-50.71,-65.10,-60.26,-54.13
10497012,4922501L14Rik,-62.76,-52.89,-60.13,-49.62,-70.44,-57.65,-69.34,-76.53
10497031,---,-29.49,-14.11,-32.92,-45.63,-20.23,-34.04,-25.55,-58.37
10497033,Lrriq3,-35.62,-21.00,-45.07,-45.19,-31.97,-59.61,-31.88,-27.81
10497045,---,-6.92,-7.03,-29.25,2.20,-4.76,-7.77,11.90,-8.63
10497048,---,-59.56,-31.09,-29.06,-91.17,-68.09,-53.15,-43.74,-83.28
10497051,Negr1,-49.95,-41.80,-28.85,-81.26,-49.02,-51.21,-65.65,-39.94
10497064,---,-13.81,-57.36,-3.82,-3.49,-4.90,-18.31,-25.03,-23.25
10497066,Zranb2,-75.65,-81.93,-84.57,-80.66,-71.73,-75.09,-66.64,-56.20
10497077,Mir186,-70.84,-39.37,-74.10,-77.01,-94.12,-76.07,-63.34,-55.29
10497079,Ptger3,-29.23,-25.06,-55.67,-24.48,-13.85,-39.09,-29.10,-31.98
10497086,---,-36.69,-32.52,-57.35,-41.59,-0.04,-16.77,-67.92,-42.24
10497090,Ankrd13c,-8.83,-19.99,-28.05,-24.09,-20.71,-1.10,8.16,9.73
10497105,Lrrc40,-2.38,3.44,-18.12,2.54,14.24,-13.67,-9.52,5.62
10497122,Depdc1a,-46.81,-30.67,-38.58,-58.74,-41.88,-61.44,-52.21,-60.48
10497135,Rpe65,-27.19,-35.85,-11.71,-98.02,-10.52,-6.33,-64.62,-36.43
10497149,Wls,-1.20,-1.23,-11.67,-0.84,-4.47,5.69,2.66,-2.57
10497165,---,-60.94,-91.24,-10.67,-48.03,-58.27,-89.71,-33.12,-89.05
10497167,---,-18.23,-5.05,-6.92,-17.27,-64.99,-51.42,-1.25,-8.40
10497169,---,-24.07,1.02,-39.37,-6.76,-11.22,-18.15,-49.73,-42.36
10497173,Pxmp3,32.90,50.85,4.46,8.93,46.73,13.78,49.15,52.41
10497181,1700008P02Rik,-25.56,-28.31,-36.69,-58.12,-12.11,-25.20,-33.95,6.64
10497186,---,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497188,Il7,-50.13,-36.31,-48.79,-65.83,-67.10,-38.81,-65.35,-36.47
10497197,5330432E05Rik,-24.89,-24.68,-29.04,-38.56,-11.45,-15.24,-22.35,-41.16
10497199,Gm6194 or Tmem189,57.07,33.18,48.60,58.07,54.30,49.35,46.27,88.67
10497201,---,-16.71,-32.62,-60.28,-26.19,-23.01,28.20,4.55,-2.33
10497203,Hey1,-94.20,-69.17,-96.99,-99.49,-98.91,-72.54,-85.45,-99.41
10497209,Mrps28,-54.73,-42.54,-73.05,-84.95,-35.41,-66.74,-68.91,3.39
10497214,Tpd52,99.57,99.70,93.46,99.57,99.93,99.54,99.87,99.77
10497222,Zfp704,-6.62,-10.94,10.91,5.02,-0.41,-9.30,-2.77,-38.45
10497237,Pag1,25.10,29.25,28.48,15.01,28.25,33.52,8.75,30.47
10497248,---,-12.36,57.53,19.73,-33.30,-64.80,-39.80,8.44,-24.45
10497250,Pag1,-22.72,-74.63,-60.14,-16.69,16.71,3.20,-2.40,-24.60
10497253,Pmp2,-31.58,-9.90,-56.47,-54.79,-1.45,-34.56,-58.49,-46.59
10497258,Fabp9,-55.66,-40.80,-28.67,-86.47,-41.23,-69.29,-83.82,-48.71
10497265,Fabp4,-62.89,-32.61,-55.53,-83.07,-76.70,-81.05,-88.01,-53.62
10497276,Fabp12,-26.05,-50.75,-25.18,-50.08,-30.62,-16.54,-9.55,-19.78
10497285,Impa1,20.98,27.29,0.55,8.17,29.42,14.43,30.83,43.18
10497296,Slc10a5,-44.27,-25.23,-26.89,-64.49,-43.81,-89.20,-30.91,-49.81
10497300,Zfand1,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497309,Snx16,-49.05,-56.02,-21.66,-31.95,-70.08,-61.37,-48.82,-50.30
10497319,---,-19.18,-86.33,53.59,11.73,-25.57,-36.48,-63.49,-11.15
10497321,Pgam1,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497323,Gm10745,-38.27,-21.01,-51.68,-91.94,-17.75,-59.60,-18.28,-37.67
10497325,Hmgb1,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497327,---,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497329,---,-29.40,-59.45,-1.85,58.89,-51.35,-19.66,-3.59,-93.85
10497335,1810022K09Rik,77.33,63.41,47.40,85.98,88.68,87.35,79.27,63.48
10497337,Car1,-13.58,64.51,-52.97,-55.46,-36.37,-48.78,-66.07,-99.13
10497343,---,-87.96,-75.25,-84.50,-91.29,-93.01,-97.31,-85.99,-67.69
10497345,Gm9733,-16.18,-2.89,-2.35,-51.12,-23.32,-26.60,-27.17,-40.65
10497349,Sirpb1a or Sirpb1b or LOC100038947,64.64,71.83,51.55,65.53,73.93,59.24,67.03,59.74
10497356,Sirpb1a or Sirpb1b or LOC100038947,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497358,Sirpb1b or Sirpb1a or LOC100038947,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497364,Sirpb1b or Sirpb1a or LOC100038947,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497372,Gm5150,96.92,97.38,93.96,97.61,98.18,97.27,96.13,95.67
10497376,---,-16.09,-1.48,-46.88,6.38,-0.37,-8.31,-24.12,-44.32
10497379,---,-38.91,-31.71,-4.96,-65.39,2.79,-61.52,-61.52,-58.53
10497381,Cyp7b1,-64.03,-42.12,-41.33,-89.97,-73.58,-67.54,-59.19,-84.11
10497390,Armc1,-57.52,-59.19,-68.75,-61.25,-47.81,-46.56,-50.44,-64.64
10497399,Pde7a,6.42,-4.31,5.94,6.01,1.31,24.19,20.07,-9.49
10497417,Crh,-55.43,-22.99,-67.03,-40.82,-35.45,-83.26,-69.38,-75.87
10497421,Hps3,95.73,95.60,97.41,96.81,97.15,95.34,95.68,92.02
10497441,Gyg,-59.32,-52.96,-50.90,-59.89,-71.02,-57.24,-60.13,-59.17
10497451,Cpa3,-51.00,-23.90,-23.90,-58.12,-54.94,-51.10,-93.74,-79.99
10497463,Cpb1,-54.17,-71.60,-40.01,-60.32,-32.12,-51.62,-48.43,-77.92
10497475,Agtr1b,2.12,42.72,-2.03,-18.58,-22.36,31.92,-9.38,19.62
10497481,2810416G20Rik,-63.05,-67.88,-56.43,-76.20,-64.49,-40.52,-82.79,-48.72
10497483,Hmgb1,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497485,Naaladl2,-75.18,-60.36,-51.46,-68.64,-90.43,-92.95,-82.68,-68.95
10497487,Naaladl2,-76.28,-83.47,-80.46,-69.45,-43.87,-83.18,-91.69,-72.91
10497490,Naaladl2,-65.20,-77.08,-31.94,-72.14,-59.93,-38.15,-83.71,-96.08
10497501,---,-54.97,-29.11,-22.91,-69.66,-49.92,-52.72,-88.28,-90.54
10497503,Kpna2,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497505,Nlgn1,-81.61,-82.48,-94.58,-95.87,-75.89,-60.41,-65.70,-82.50
10497520,Ect2,-21.77,-19.65,-14.37,-18.79,-20.34,-17.22,-26.91,-41.10
10497548,Fndc3b,66.39,64.63,73.12,55.93,61.09,64.49,65.26,77.19
10497580,---,38.45,49.39,36.02,49.06,37.68,-11.17,36.02,61.33
10497582,Tmem212,-66.50,-53.15,-56.62,-64.13,-99.06,-53.86,-43.48,-69.72
10497587,1600012F09Rik,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497590,Mecom,-69.28,-57.54,-52.69,-78.23,-69.35,-63.64,-85.43,-72.72
10497608,Mecom,-62.46,-61.69,-49.49,-50.41,-46.24,-46.39,-45.93,-98.98
10497613,---,-20.58,-19.66,-46.32,-52.33,-52.87,-8.48,30.83,-5.89
10497615,1600017P15Rik,-21.97,0.72,-45.09,-11.59,-59.41,29.58,-25.41,-35.77
10497617,Arpm1,-9.07,-2.35,66.36,-13.25,-25.06,-47.61,-25.29,-12.48
10497622,Lrrc34 or Lrriq4,-62.88,-36.29,-51.40,-64.66,-38.84,-92.16,-61.26,-94.90
10497636,Lrrc31,-33.18,-14.95,-36.12,-22.24,-51.16,-24.78,-38.46,-60.95
10497644,Sec62,8.46,40.41,13.89,-6.26,-0.22,3.79,13.99,-4.08
10497646,Phc3,-3.53,-16.08,5.16,-11.50,-7.51,-6.40,22.63,-9.06
10497648,Phc3,83.95,84.71,91.48,80.99,80.01,81.77,84.41,81.75
10497663,Slc7a14,-61.79,-85.04,-61.25,-87.28,-33.41,-35.79,-63.27,-62.34
10497673,Zmat3,-72.93,-62.79,-61.33,-67.79,-77.70,-70.19,-80.38,-86.03
10497682,Kcnmb3,-19.84,5.06,-35.44,-12.21,20.61,-6.86,-12.51,-84.66
10497689,Gnb4,-92.50,-97.19,-85.89,-93.16,-97.49,-92.72,-84.59,-90.13
10497703,Mrpl47,-85.01,-74.19,-92.82,-70.93,-74.71,-93.68,-88.13,-90.45
10497711,Ndufb5 or Mrpl47,-55.35,-88.07,-14.17,-7.13,-66.99,-35.95,-90.07,-39.26
10497713,Pex5l,-64.05,-80.94,-83.31,-67.46,-39.43,-59.03,-32.33,-84.56
10497731,Ccdc39 or Ttc14,-77.32,-42.32,-80.10,-95.05,-93.89,-33.08,-90.64,-84.53
10497752,Carhsp1,-23.85,-29.89,-8.80,-31.38,-9.55,-30.90,-36.06,-18.91
10497754,Dnajc19 or Gm15118,-56.37,-31.33,-85.88,-53.06,-5.62,-67.71,-69.87,-62.49
10497761,Gm6639,-38.46,-90.56,-27.02,-57.18,-1.24,-27.58,-66.97,-40.99
10497765,Dcun1d1,-65.90,-57.92,-76.85,-89.68,-55.58,-49.16,-67.11,-43.84
10497773,Mccc1 or A330050B17Rik,-46.35,-62.19,-25.32,-47.22,-48.24,-34.44,-46.28,-61.96
10497794,Ccdc144b or A330050B17Rik,-45.61,-35.94,-49.69,-49.22,-81.49,-29.94,-51.04,-30.28
10497808,Qrfpr,-65.03,-90.75,-64.87,-29.69,-77.72,-46.90,-74.48,-61.65
10497817,Anxa5,52.79,48.46,45.96,47.47,50.32,55.92,64.09,63.51
10497831,Ccna2,-46.97,-32.31,-25.39,-52.36,-75.18,-42.30,-47.29,-71.41
10497842,Bbs7,-36.27,-42.55,-37.00,-47.15,-28.39,-22.06,-31.60,-41.57
10497862,Trpc3,-68.16,-52.10,-71.59,-44.59,-70.82,-78.78,-71.82,-89.04
10497878,Il2,-48.09,-49.44,-19.94,-75.43,-80.12,-38.21,-38.42,-58.25
10497886,Il21,-29.58,-56.88,-8.74,-30.91,-28.96,-26.76,-53.34,-30.24
10497894,Cetn4,-12.72,-7.08,7.81,-21.91,-5.19,-24.27,-18.31,-21.58
10497899,Gm12541,8.84,74.82,-52.28,25.18,-3.57,26.78,21.89,-20.85
10497904,Nudt6 or Spata5,-1.27,0.35,-7.79,6.05,11.29,28.99,-1.02,-32.64
10497912,Gm5148,-42.58,-52.01,-53.21,-64.16,-20.22,-47.62,-53.94,-17.61
10497918,Rpl21,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10497920,Ankrd50,-50.59,-39.28,-46.65,-48.19,-51.75,-56.14,-65.40,-47.23
10497929,---,-18.10,-51.48,-0.05,-23.14,-25.80,38.14,-6.95,-55.64
10497931,Cflar,87.75,72.87,84.35,82.16,80.47,76.03,81.74,97.66
10497935,---,42.56,89.25,-1.17,-12.93,40.80,-22.12,82.70,44.38
10497937,1700017G19Rik,-6.22,24.48,34.16,-38.23,22.63,-37.33,-3.12,-20.00
10497944,Mfsd8,17.13,12.32,12.83,22.96,46.46,-17.51,14.11,24.14
10497958,1700034I23Rik or Gm10731,-74.82,-51.12,-90.82,-91.61,-76.01,-90.38,-63.66,-31.68
10497960,1700034I23Rik,-35.40,-81.58,-4.58,-16.84,-22.27,-8.66,-58.42,-67.10
10497964,Pgrmc2,-80.74,-90.52,-90.01,-85.25,-67.66,-74.75,-77.00,-73.04
10497968,---,-22.71,-26.78,-70.52,-26.87,-12.84,-9.25,14.52,-24.22
10497971,Sclt1,-13.29,-34.86,-7.65,-25.10,-35.11,-1.71,6.62,4.91
10497994,Pabpc4l,-51.43,-54.65,-15.24,-79.38,-47.39,-48.30,-59.81,-65.97
10497996,Ikzf5,-12.24,-24.47,-25.28,-19.75,19.05,-26.14,-47.32,28.29
10497998,---,-37.54,-60.58,-42.36,-74.11,-2.23,0.80,-14.94,-57.12
10498000,Gm10730,-16.90,-18.16,24.65,-7.46,-57.40,-31.74,-12.18,-29.42
10498002,1700018B24Rik,-45.51,-45.84,-93.88,-45.98,-57.14,-14.77,-51.19,-20.00
10498005,---,-35.78,-32.73,-32.54,-44.80,-49.19,-67.13,-20.37,-15.12
10498011,---,-36.40,-31.17,-25.25,-54.34,-43.41,-64.18,-35.93,-6.93
10498018,Pcdh18,-79.07,-55.94,-62.73,-96.99,-74.95,-88.85,-77.68,-86.44
10498024,Slc7a11,35.10,36.31,38.29,23.03,31.15,16.97,20.74,82.23
10498038,Elf2,61.02,50.00,41.95,57.85,59.86,50.97,65.81,88.36
10498053,Mgarp,-71.86,-77.80,-96.99,-77.13,-46.33,-39.63,-81.04,-77.37
10498058,Ndufc1,-48.90,-37.27,-42.45,-43.33,-38.70,-62.95,-48.35,-59.81
10498064,Setd7,-46.87,-38.88,-45.14,-41.64,-56.90,-55.46,-41.22,-45.40
10498076,Maml3,89.58,82.59,88.38,91.93,90.97,91.29,88.54,90.85
10498093,---,97.00,97.35,98.53,97.07,89.81,97.91,98.67,90.72
10498095,Cog6,-83.70,-89.53,-69.35,-87.46,-73.72,-84.51,-79.62,-89.89
10498117,Rpl29,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10498119,Frem2,-69.06,-62.68,-53.74,-79.42,-77.11,-42.46,-80.15,-83.00
10498146,Nhlrc3,92.42,88.70,90.86,92.21,92.81,93.40,93.23,95.90
10498155,Rps14,3.07,9.08,4.81,-7.01,2.09,3.94,1.70,3.66
10498158,Ufm1,-20.47,-15.06,-43.68,-15.72,-30.08,-28.95,-34.90,-3.67
10498160,Ufm1,-3.33,3.55,-18.67,-1.59,-7.09,-25.42,-11.58,17.34
10498166,---,-28.99,-15.87,-52.33,-20.41,-34.51,-52.01,-38.17,-20.07
10498168,Exosc8,-52.89,-53.87,-65.90,-40.37,-43.60,-63.32,-49.18,-51.94
10498180,Rfxap,-58.47,-68.08,-87.02,-34.58,-70.58,-73.85,-30.18,-24.52
10498185,Tra2b,80.36,69.88,69.24,89.27,91.42,75.34,82.82,77.57
10498187,6030405A18Rik,-36.10,-31.78,-57.44,-38.33,-15.09,-19.70,-54.30,-52.31
10498192,Ccna1,-76.85,-47.13,-74.29,-89.95,-97.68,-61.28,-53.89,-87.48
10498204,Gm9831,-2.62,-12.32,1.81,22.25,4.21,46.38,9.99,-62.87
10498210,Nbea,-79.17,-67.69,-52.69,-96.83,-66.44,-63.30,-90.77,-99.82
10498268,---,-20.42,-1.56,-32.43,-21.82,-19.54,-15.43,-9.20,-65.09
10498273,Tm4sf1,-69.51,-73.73,-72.90,-59.56,-59.71,-78.75,-55.31,-87.87
10498284,Wwtr1,-75.92,-67.48,-81.29,-83.60,-64.89,-75.97,-78.40,-82.56
10498296,Commd2,-94.22,-95.03,-99.06,-76.43,-93.77,-96.15,-78.30,-97.44
10498302,Gm410,-46.66,-33.71,-44.35,-36.48,-56.02,-56.27,-46.55,-54.82
10498307,---,20.10,-4.60,31.41,23.20,4.19,22.18,52.92,14.19
10498309,Pfn2,-94.75,-98.17,-82.73,-85.72,-92.94,-96.97,-93.79,-99.61
10498313,Pgk1,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10498319,Serp1,80.82,83.11,71.04,77.37,82.20,79.84,81.67,85.71
10498323,Fam194a,-56.36,-51.36,-41.91,-39.55,-61.71,-46.93,-67.62,-83.65
10498332,Siah2,84.99,66.22,74.82,89.90,92.30,74.03,76.15,94.27
10498337,Clrn1,-20.92,-1.05,33.65,-29.58,-50.99,-30.93,-51.40,-17.56
10498343,---,-35.62,-50.76,-4.35,-24.03,-42.42,0.34,-76.01,-66.45
10498345,Gpr171,83.86,75.85,80.58,82.47,80.26,84.17,86.51,93.51
10498350,P2ry14,93.59,88.69,92.37,93.76,95.04,92.98,94.60,95.15
10498357,F630111L10Rik,93.90,91.02,92.19,93.90,94.33,94.44,94.01,96.04
10498361,Gpr87,-36.98,-19.21,-32.70,-43.90,-29.32,-62.49,-26.40,-59.03
10498367,P2ry13,99.16,99.26,99.11,99.36,99.65,99.50,98.91,98.46
10498371,P2ry12,95.52,95.60,93.02,96.72,96.21,95.17,96.55,95.43
10498379,Igsf10,-65.98,-30.52,-69.35,-54.93,-83.96,-70.37,-78.74,-75.55
10498383,Igsf10,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10498386,Igsf10,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10498391,---,-56.56,-35.17,-87.03,-64.60,-80.56,-79.62,8.57,-60.45
10498395,Gm5709,-15.57,63.34,-16.50,-55.15,-37.00,-19.18,-9.25,-50.70
10498401,---,-16.04,17.88,-28.63,-29.24,-11.54,-65.67,-7.25,16.76
10498403,---,68.91,72.16,48.21,15.22,68.14,57.67,69.82,93.47
10498405,Gm12070 or Gapdh,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10498407,---,-70.81,2.29,-74.16,-33.34,-93.61,-56.61,-92.99,-97.23
10498413,9330121J05Rik,-29.16,-14.74,-47.38,-10.02,-0.16,1.34,-57.93,-77.68
10498415,Dhx36,22.55,19.95,28.99,17.56,20.21,26.26,20.64,27.78
10498441,Gpr149,-73.59,-54.21,-84.34,-60.76,-61.19,-81.23,-96.53,-55.42
10498446,Gpr149,30.14,-11.56,67.77,50.59,-19.18,-6.99,26.79,75.25
10498448,Plch1,-81.61,-90.57,-52.25,-82.86,-84.25,-62.86,-59.67,-99.41
10498477,E130311K13Rik,-8.68,-27.03,23.31,15.09,6.80,-15.96,-24.23,-31.46
10498485,Slc33a1,-1.73,16.79,9.89,-6.39,-3.03,-5.02,-6.67,-13.16
10498497,---,-57.66,-8.62,-44.26,-43.07,-99.14,-73.95,-74.78,-51.69
10498500,Vmn2r1 or Vmn2r2 or Vmn2r5,-36.04,-27.24,-75.15,-59.00,-5.63,-17.88,-25.10,-49.26
10498503,Vmn2r4,-19.97,-81.58,-17.19,-8.41,21.37,-37.20,-15.57,-3.13
10498508,Vmn2r-ps11 or Vmn2r1 or Vmn2r5 or Vmn2r2,-6.44,45.01,39.57,-8.79,24.98,26.36,-58.94,-72.00
10498515,Vmn2r-ps11 or Vmn2r7,-40.89,-72.71,64.12,-55.30,-93.91,-51.54,-28.11,-64.19
10498519,Ssr3,57.94,52.92,52.21,58.30,56.39,58.38,56.73,71.59
10498526,4931440P22Rik,99.52,98.55,99.90,99.81,99.66,97.64,98.94,98.79
10498529,---,-50.81,-31.49,-8.45,-66.05,-38.60,-47.01,-82.69,-94.16
10498531,Ccnl1,99.34,99.05,99.20,99.37,99.40,99.48,99.68,99.48
10498547,Veph1,-33.21,-21.55,-11.41,-15.95,-36.03,-30.30,-63.73,-67.14
10498566,---,23.54,38.00,33.97,-32.11,17.72,39.34,12.12,57.40
10498568,Shox2,-35.45,-10.81,-32.69,-50.51,-19.01,-25.28,-85.67,-40.76
10498576,Lxn,-23.45,-31.53,-26.31,-23.19,-7.91,-25.75,-22.25,-25.27
10498584,Rarres1,-62.06,-95.01,-55.42,-42.35,-43.30,-51.84,-70.06,-69.41
10498591,Rarres1,-8.98,52.13,-35.67,-62.32,8.11,-9.99,14.73,-25.55
10498593,---,-14.28,-31.07,-3.42,18.19,-19.18,-5.86,-19.33,-36.14
10498595,Snrpd2,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
10498597,1110032F04Rik,-36.27,-19.46,-26.21,-23.63,-24.15,-9.18,-50.84,-86.92
10498599,Ift80,-79.20,-85.10,-59.43,-70.61,-65.25,-87.15,-80.82,-92.23
10498620,Trim59,-78.07,-64.38,-88.11,-76.49,-80.09,-76.61,-90.27,-69.47
10498623,Kpna4,93.58,85.99,92.53,95.25,86.76,86.40,97.00,98.13
10498644,---,-18.17,42.33,76.94,-60.95,-20.67,-56.42,-78.52,-34.64
10498647,B3galnt1,23.91,25.68,16.32,12.39,31.54,25.35,35.27,17.60
10498651,---,-58.92,-65.21,-58.12,-78.45,-65.21,-16.55,-40.74,-70.37
10498653,1110032A04Rik,-60.56,-19.49,-63.40,-45.84,-55.24,-96.75,-73.36,-75.81
10498657,---,-7.76,11.82,11.82,-0.48,-44.38,-12.73,-48.03,9.22
10498659,Sis,-7.19,-1.15,-3.29,-15.51,-58.10,-18.13,-7.49,-59.51
10498707,Slitrk3,-79.22,-87.61,-84.99,-49.74,-78.98,-78.24,-97.36,-52.52
10498710,Bche,-67.73,-40.51,-56.93,-75.44,-69.64,-63.47,-75.30,-97.54
10498716,---,-25.53,-68.65,-4.71,-18.38,-37.15,-64.48,-26.19,-7.18
10498720,Zbbx,-41.21,-26.90,-42.36,-41.21,-75.41,-29.43,-54.07,-32.47
10498741,Serpini2,-50.77,-53.50,-43.42,-45.20,-38.50,-37.12,-59.85,-81.07
10498751,Wdr49,-30.45,-6.67,-22.94,-17.68,-23.31,-65.76,-86.89,-23.41
10498763,Wdr49,-64.85,-67.46,-42.31,-99.04,-39.34,-57.42,-58.60,-60.21
10498771,Pdcd10,-11.70,-7.32,-2.34,-26.96,-25.23,-29.85,-7.17,26.10
10498775,Golim4,18.68,25.81,18.30,6.82,26.64,21.03,26.10,7.65
10498795,Zfp114 or Zfp108 or Zfp111 or Zfp109,-53.70,-58.44,-34.29,-53.94,-51.11,-48.34,-52.30,-74.29
10498797,---,20.46,51.91,33.99,11.05,6.06,-4.92,33.99,4.42
10498800,Ube2d2a,-2.81,60.17,-2.74,11.48,-5.20,41.78,-42.24,-48.18
