Probeset_ID,Gene Symbol,DC Lu CD103+,Sample_,Sample_,Sample_,Sample_,Sample_
10497904,Nudt6 or Spata5,-0.04,15.06,-37.53,41.75,-27.13,35.20
10497912,Gm5148,-17.35,-38.17,3.67,-1.18,-81.02,3.91
10497918,Rpl21,59.16,-90.27,-14.92,82.90,93.87,89.58
10497920,Ankrd50,3.96,23.62,21.41,24.53,-23.74,-26.05
10497929,---,42.92,44.83,57.08,46.19,35.40,29.09
10497931,Cflar,42.10,21.21,5.19,17.98,84.31,72.71
10497935,---,-1.39,-19.90,-18.53,13.30,67.27,-16.48
10497937,1700017G19Rik,8.08,-47.66,-2.92,-5.43,57.57,51.29
10497944,Mfsd8,-87.94,-89.58,-82.89,-95.27,-79.05,-86.15
10497958,1700034I23Rik or Gm10731,-38.91,-34.78,-56.36,-11.56,-46.16,-50.18
10497960,1700034I23Rik,-12.89,-26.91,-43.63,66.39,-73.92,21.25
10497964,Pgrmc2,-87.43,-72.09,-91.24,-87.06,-89.53,-91.13
10497968,---,54.01,53.89,60.18,39.82,64.95,47.63
10497971,Sclt1,-34.60,-12.44,-22.68,-65.51,-35.00,-32.18
10497994,Pabpc4l,-48.35,-28.08,-18.54,-22.96,-88.45,-92.33
10497996,Ikzf5,-9.18,0.21,13.53,-11.83,-26.09,-28.16
10497998,---,3.63,3.98,-17.27,71.44,-14.69,-24.41
10498000,Gm10730,-45.74,-93.94,-69.62,-29.13,-54.42,-6.10
10498002,1700018B24Rik,-30.38,-26.75,-37.97,-62.51,-21.76,-14.83
10498005,---,-27.46,-27.43,-16.15,-20.97,-47.23,-30.94
10498011,---,-19.60,24.33,-60.23,38.20,-52.71,-35.00
10498018,Pcdh18,-76.69,-70.48,-62.43,-55.06,-79.07,-98.98
10498024,Slc7a11,-38.08,-56.10,-38.92,-27.41,-34.86,-39.97
10498038,Elf2,36.30,41.29,34.16,5.29,53.20,46.38
10498053,Mgarp,-48.03,-66.76,-56.28,-22.92,-51.46,-57.16
10498058,Ndufc1,-78.94,-75.52,-77.51,-84.56,-80.37,-75.74
10498064,Setd7,8.76,23.71,6.07,1.80,3.82,9.77
10498076,Maml3,-59.87,-74.09,-22.06,-75.11,-57.80,-61.34
10498093,---,-32.73,-74.50,-3.75,-26.46,-41.35,-27.99
10498095,Cog6,-88.33,-88.89,-90.70,-90.18,-91.25,-73.30
10498117,Rpl29,59.16,-90.27,-14.92,82.90,93.87,89.58
10498119,Frem2,-35.84,-19.72,-13.35,-53.64,-57.07,-56.59
10498146,Nhlrc3,-53.03,-38.93,-60.71,-70.52,-14.05,-69.31
10498155,Rps14,47.57,62.38,53.68,37.60,44.15,41.98
10498158,Ufm1,-39.28,-47.27,-60.63,-28.03,-36.96,-31.20
10498160,Ufm1,-45.15,-25.81,-55.14,-20.50,-47.66,-64.98
10498166,---,-10.38,-10.83,-8.95,-14.90,-12.94,-6.83
10498168,Exosc8,-32.72,-14.38,-48.09,-75.85,-3.18,-27.87
10498180,Rfxap,-25.75,-26.78,5.76,-81.46,8.56,-25.89
10498185,Tra2b,16.85,12.04,-8.52,-10.29,56.11,34.80
10498187,6030405A18Rik,-39.25,-24.08,-37.27,-16.34,-49.40,-80.01
10498192,Ccna1,-42.65,-31.12,-48.15,-62.42,-37.64,-38.29
10498204,Gm9831,-19.29,-32.41,12.15,-62.67,-55.41,49.88
10498210,Nbea,-65.48,-58.13,-71.37,-81.62,-66.02,-55.05
10498268,---,-7.16,-14.89,55.08,-42.68,-1.72,-14.34
10498273,Tm4sf1,-53.45,-37.73,-51.95,-50.77,-58.03,-82.47
10498284,Wwtr1,-44.89,-43.84,-29.84,-23.51,-49.30,-79.31
10498296,Commd2,-71.05,-68.78,-40.78,-54.09,-86.35,-90.26
10498302,Gm410,-21.54,-16.58,-43.53,-38.97,-10.95,-12.49
10498307,---,87.45,89.08,85.57,60.21,94.82,93.36
10498309,Pfn2,-89.88,-88.70,-80.71,-91.38,-97.95,-83.72
10498313,Pgk1,59.16,-90.27,-14.92,82.90,93.87,89.58
10498319,Serp1,79.71,85.36,86.44,82.87,73.55,61.99
10498323,Fam194a,-29.99,-43.36,-21.49,-8.71,-92.62,-18.45
10498332,Siah2,92.62,87.25,91.33,97.78,91.87,91.37
10498337,Clrn1,-33.73,-46.73,-41.10,0.16,-19.56,-69.09
10498343,---,-30.67,-52.81,-39.67,2.92,-17.81,-52.65
10498345,Gpr171,78.69,82.28,73.71,58.64,91.68,82.41
10498350,P2ry14,90.97,95.49,93.15,92.48,87.86,76.82
10498357,F630111L10Rik,88.34,89.63,86.84,84.17,89.30,91.98
10498361,Gpr87,-19.12,-7.75,-14.91,-12.31,-47.98,-47.51
10498367,P2ry13,-17.44,-10.66,8.96,21.64,-53.32,-44.10
10498371,P2ry12,14.57,4.40,-0.42,-2.86,37.84,32.84
10498379,Igsf10,-46.83,-19.69,-42.10,-31.35,-86.17,-61.56
10498383,Igsf10,59.16,-90.27,-14.92,82.90,93.87,89.58
10498386,Igsf10,59.16,-90.27,-14.92,82.90,93.87,89.58
10498391,---,-6.96,-29.26,-19.34,76.76,-35.89,-15.67
10498395,Gm5709,-11.66,-34.20,-50.44,52.39,-46.34,14.43
10498401,---,-23.55,-30.01,-22.72,43.66,-60.18,-38.36
10498403,---,16.43,-15.05,-29.51,44.88,37.53,53.00
10498405,Gm12070 or Gapdh,59.16,-90.27,-14.92,82.90,93.87,89.58
10498407,---,-57.68,-83.76,-91.95,-35.58,-43.99,-16.53
10498413,9330121J05Rik,48.25,12.88,57.11,81.02,39.78,16.43
10498415,Dhx36,-55.79,-50.15,-69.19,-81.83,2.57,-44.74
10498441,Gpr149,-42.64,-52.07,-52.93,-73.49,-24.62,-24.71
10498446,Gpr149,65.51,23.14,56.81,71.29,75.34,84.04
10498448,Plch1,-79.35,-73.87,-82.41,-38.66,-84.87,-97.78
10498477,E130311K13Rik,3.77,-27.56,21.44,0.00,27.49,2.05
10498485,Slc33a1,27.60,35.01,20.37,41.91,44.72,-0.65
10498497,---,-34.99,-52.52,-18.53,-0.86,-40.12,-90.52
10498500,Vmn2r1 or Vmn2r2 or Vmn2r5,-45.34,-65.59,-89.79,-40.00,-28.28,-1.92
10498503,Vmn2r4,-23.49,-72.38,-45.34,5.29,-6.12,-10.62
10498508,Vmn2r-ps11 or Vmn2r1 or Vmn2r5 or Vmn2r2,-9.53,-92.86,-4.64,-9.16,37.03,36.06
10498515,Vmn2r-ps11 or Vmn2r7,-17.56,-36.82,15.93,-0.82,-57.93,-29.19
10498519,Ssr3,46.22,35.84,34.71,29.69,68.47,59.16
10498526,4931440P22Rik,79.16,48.24,89.39,90.74,82.44,67.29
10498529,---,-40.17,-41.99,-25.06,-35.58,-34.95,-66.82
10498531,Ccnl1,95.06,93.14,89.78,87.46,98.77,98.39
10498547,Veph1,-35.06,-41.82,-15.84,-21.23,-43.97,-60.10
10498566,---,-8.36,-25.44,-24.13,-24.85,9.50,36.13
10498568,Shox2,-35.36,-63.56,-23.53,-15.51,-61.16,-25.26
10498576,Lxn,-16.28,-3.41,-1.59,-23.35,-33.02,-20.95
10498584,Rarres1,-41.30,-32.86,-44.86,-32.24,-38.02,-62.79
10498591,Rarres1,37.02,4.87,63.04,65.03,2.02,39.06
10498593,---,42.43,58.72,56.58,84.87,30.31,-57.52
10498595,Snrpd2,59.16,-90.27,-14.92,82.90,93.87,89.58
10498597,1110032F04Rik,73.51,66.21,70.13,77.56,56.19,88.66
10498599,Ift80,-71.53,-74.35,-75.76,-85.82,-63.71,-53.27
10498620,Trim59,1.35,10.40,13.35,-13.30,-3.96,-0.70
10498623,Kpna4,66.76,63.27,55.65,60.63,79.18,71.20
10498644,---,-21.56,-48.34,-1.99,22.89,-57.33,-27.07
10498647,B3galnt1,-67.59,-74.06,-79.61,-55.01,-70.39,-61.23
10498651,---,36.16,7.52,49.15,-9.76,64.83,60.02
10498653,1110032A04Rik,-46.28,-30.45,-86.07,-40.13,-75.08,-20.92
10498657,---,-59.70,-81.20,-67.48,-26.95,-51.80,-78.53
10498659,Sis,-39.84,-23.82,-50.73,-27.14,-34.32,-78.70
10498707,Slitrk3,-48.06,-30.11,-41.09,-44.49,-78.00,-48.44
10498710,Bche,-53.95,-48.98,-44.73,-52.14,-76.46,-54.84
10498716,---,-31.75,-96.42,-98.85,-10.09,-24.80,31.53
10498720,Zbbx,-44.77,-33.61,-35.56,-22.96,-83.74,-63.18
10498741,Serpini2,-36.70,-52.93,-16.40,-56.53,-63.19,-17.85
10498751,Wdr49,-20.11,-53.49,-40.20,-22.88,-4.76,-5.40
10498763,Wdr49,-29.09,-30.75,-37.44,-61.63,-32.56,-3.91
10498771,Pdcd10,-37.16,-44.06,-34.44,-71.04,-44.53,30.97
10498775,Golim4,-43.11,-37.75,-52.74,-64.21,-34.54,-25.30
10498795,Zfp114 or Zfp108 or Zfp111 or Zfp109,-47.37,-56.92,-66.14,-76.91,-20.99,-0.82
10498797,---,76.87,83.46,17.19,70.96,85.63,92.99
10498800,Ube2d2a,59.16,-90.27,-14.92,82.90,93.87,89.58
10498802,Rapgef2,-14.00,-1.10,-22.37,-35.42,-10.81,-3.56
10498827,Fnip2,84.82,88.71,86.07,80.60,83.02,84.95
10498837,Etfdh,-77.26,-68.78,-79.79,-79.98,-64.90,-86.33
10498852,Rxfp1,-54.81,-78.25,-31.17,-62.95,-46.10,-61.04
10498871,Tmem144,-41.05,-34.45,-51.40,-55.66,-42.51,-24.08
10498885,Gria2,-41.87,-54.43,-40.30,-27.80,-47.50,-44.27
10498907,Glrb,-60.32,-73.11,-41.76,-58.83,-69.15,-65.87
10498919,---,-15.22,-44.90,-2.97,-9.41,-23.07,-7.62
10498921,Tdo2,-45.54,-76.36,-40.18,-30.01,-46.08,-40.59
10498935,Gucy1b3,-75.74,-81.90,-81.42,-54.68,-79.96,-82.46
10498952,Gucy1a3,-52.23,-64.79,-58.26,-34.52,-59.40,-51.52
10498965,Npy2r,-26.64,-33.92,-15.97,-9.19,-78.94,-20.62
10498972,Rbm46,-42.93,-38.59,-21.34,-45.46,-38.05,-80.70
10498978,Lrat,-6.56,-3.56,-1.43,-0.93,-61.80,-14.32
10498981,Fgb,-19.46,-43.44,-33.59,-20.77,-20.09,-5.97
10498990,---,5.80,-55.13,31.88,29.37,37.96,1.22
10498992,Tlr2,65.03,71.91,71.20,71.36,56.01,53.88
10498998,D930015E06Rik,68.12,67.54,49.05,62.13,76.43,81.84
10499035,Mnd1 or Gm3833,-72.26,-84.29,-71.77,-79.02,-61.76,-64.90
10499045,Trim2,-50.47,-48.49,-50.88,-52.78,-53.67,-46.69
10499062,Fhdc1,-39.24,-35.20,-42.25,-44.75,-31.00,-46.11
10499080,Arfip1,35.80,29.96,21.74,44.04,45.17,32.53
10499089,---,-9.91,24.53,-62.91,39.75,-15.64,-25.55
10499091,Dear1 or Fbxw7,-6.61,-0.51,-11.52,1.64,-23.44,-5.11
10499093,---,-16.18,-7.99,-12.14,-18.15,-34.57,-19.16
10499095,Fam160a1,-79.84,-71.14,-90.52,-76.83,-66.64,-87.42
10499108,Glt28d2,-43.25,-56.33,-30.65,-17.61,-20.93,-97.22
10499113,Prss48,-21.70,-15.41,-30.15,-8.39,-23.45,-37.53
10499121,Rps3a,59.16,-90.27,-14.92,82.90,93.87,89.58
10499128,Snord73a,16.04,4.81,13.42,-4.84,61.38,-7.20
10499130,Rnu73b,42.60,48.83,63.12,20.32,73.57,-16.85
10499132,Mab21l2,-29.36,-17.16,-30.72,-43.67,-36.50,-24.36
10499138,Dclk2,-27.81,-31.88,-22.50,-34.12,-18.27,-35.29
10499160,Cd1d1,-27.39,-48.66,-21.90,-18.20,-12.95,-44.03
10499164,---,24.43,22.21,-71.00,72.57,68.11,20.40
10499168,Kirrel,-50.55,-39.89,-51.18,-60.47,-51.94,-50.32
10499187,Ube2l3 or Gm10015 or LOC100045901 or Gm10705 or Gm10145 or Gm5858,59.16,-90.27,-14.92,82.90,93.87,89.58
10499189,Fcrls,-65.48,-57.53,-79.25,-54.62,-76.69,-59.21
10499198,Gm12191 or Rpl30,59.16,-90.27,-14.92,82.90,93.87,89.58
10499200,4933430H15Rik or Arhgef11,-11.93,-20.43,-13.66,30.85,-55.02,12.68
10499216,Pear1,-36.43,-45.44,-22.54,-18.01,-46.74,-54.11
10499247,Ntrk1 or Insrr,36.98,16.14,43.18,42.04,40.15,41.47
10499265,Prcc,-21.57,13.40,-20.06,4.49,-52.27,-48.86
10499273,Rrnad1 or Mrpl24,-49.21,-64.11,-41.11,-61.50,-29.87,-46.21
10499285,Bcan,-28.47,-21.43,-16.78,-14.42,-64.77,-41.60
10499299,Hapln2,-18.02,-57.25,-17.78,4.93,-8.85,-16.36
10499309,Apoa1bp,-75.78,-81.10,-83.50,-82.51,-71.06,-52.40
10499316,Ttc24,40.59,29.00,30.72,62.47,45.71,28.78
10499329,Rhbg,-26.27,-27.07,-12.69,-14.09,-54.31,-41.57
10499342,1700021C14Rik or Rhbg,-35.48,-63.84,-83.81,-26.14,-4.33,2.14
10499348,Tmem79,-17.26,-16.46,-4.43,-15.88,-23.78,-33.48
10499354,Bglap-rs1,-28.85,-16.60,-26.37,-26.00,-43.55,-37.47
10499358,Bglap2 or Bglap or Bglap-rs1,-38.40,-24.19,-34.69,-26.47,-42.70,-72.00
10499363,Bglap,-5.77,24.24,43.78,-63.80,-43.16,16.60
10499366,Pmf1,-9.87,-5.60,-8.46,-11.20,-12.46,-10.71
10499372,Slc25a44,-81.94,-84.26,-84.53,-85.04,-66.20,-84.61
10499378,Sema4a,93.70,91.59,88.06,93.14,94.72,97.56
10499394,Lmna,49.96,47.06,52.38,56.59,51.23,43.85
10499412,Rab25,-26.56,-33.93,-54.04,-28.67,-14.96,-17.10
10499420,Lamtor2,-69.99,-47.38,-67.57,-77.45,-73.55,-82.03
10499425,2700060E02Rik,53.85,78.78,66.58,43.60,51.84,21.43
10499427,Rxfp4,62.99,65.64,36.34,86.71,59.35,46.22
10499429,---,62.78,54.98,75.44,65.87,61.78,51.81
10499431,Syt11,-31.56,-29.75,-25.93,-32.44,-32.53,-37.48
10499438,Msto1 or Gon4l,-84.07,-73.27,-60.25,-63.04,-94.31,-97.77
10499454,Dap3,-93.27,-95.14,-97.27,-97.30,-85.58,-80.24
10499470,Rusc1,-9.10,-36.62,-11.02,-23.87,19.84,14.60
10499483,Fdps,-65.47,-69.50,-57.51,-46.59,-70.06,-80.22
10499491,Mir720,51.83,20.90,12.27,39.51,69.91,81.52
10499493,Hcn3,-16.29,-10.44,31.71,-14.89,-28.07,-59.16
10499504,Mtx1,-53.74,-52.73,-11.75,-59.91,-49.48,-82.76
10499512,Mir92b,67.04,61.46,76.00,83.95,60.99,39.78
10499514,Trim46,-47.42,-32.06,-57.74,-39.99,-54.43,-52.97
10499529,Slc50a1,4.69,-6.84,-8.66,-18.37,3.70,49.34
10499536,Efna1,-50.90,-43.28,-40.09,-50.34,-51.99,-69.36
10499545,Efna3,-32.22,-23.77,-22.96,-17.98,-56.53,-60.35
10499552,Efna4,-8.42,-25.36,-16.42,7.57,-2.21,-1.43
10499560,Adam15,-0.31,-0.76,5.64,12.01,-12.82,-2.12
10499593,Dcst1,-18.58,-6.58,-9.39,-20.56,-52.36,-26.29
10499612,Zbtb7b,50.98,68.51,53.47,67.92,33.28,25.11
10499620,Flad1 or Lenep,-67.34,-51.05,-64.19,-61.17,-68.41,-84.73
10499639,Cks1b or Gm6340,-7.16,2.71,-7.46,-13.77,-5.22,-12.52
10499643,Chrnb2,-38.57,-52.13,-40.06,-34.29,-33.23,-34.80
10499652,4632404H12Rik,-91.23,-96.68,-99.63,-59.51,-52.02,-98.42
10499655,Il6ra,78.81,78.01,75.82,80.96,75.15,83.33
10499666,Atp8b2,34.24,39.79,23.62,25.92,47.90,34.54
10499696,---,15.62,46.40,36.19,32.03,9.75,-40.95
10499703,---,-4.02,-2.88,12.95,31.42,-19.15,-28.27
10499705,Hax1,59.16,-90.27,-14.92,82.90,93.87,89.58
10499716,Ubap2l,29.01,31.25,45.69,46.39,-23.77,34.75
10499748,Rps27 or Gm9846,88.29,84.95,85.32,78.97,92.83,96.07
10499751,Creb3l4,-35.58,-70.00,-39.11,-8.51,-48.55,-44.54
10499766,Slc27a3,42.83,34.37,42.76,51.15,50.88,34.17
10499777,Ints3,35.64,41.49,16.99,60.09,-1.93,54.05
10499811,Npr1,24.34,-5.20,5.94,54.92,34.30,37.92
10499839,Snapin or Ilf2,-84.35,-87.76,-86.29,-84.15,-75.32,-86.72
10499847,2500003M10Rik,-8.35,-16.97,-15.87,-48.91,21.08,17.90
10499854,S100a1,-3.88,-5.23,-2.06,-7.54,-12.71,7.84
10499859,---,-23.91,-0.04,-31.57,-10.93,-9.23,-72.10
10499861,S100a9,-26.26,-52.13,-20.92,-28.96,-26.24,-17.03
10499864,---,-20.67,-68.54,-24.97,-14.49,-12.09,-3.86
10499867,---,-54.81,-96.94,-27.29,-32.25,-67.94,-44.21
10499870,Lor,-75.78,-81.53,-68.36,-58.93,-74.46,-90.35
10499873,Prr9,-46.39,-43.96,-58.97,-56.89,-21.24,-60.47
10499876,Lelp1,-15.13,16.25,4.02,-15.80,-26.88,-54.52
10499879,Rpl3,59.16,-90.27,-14.92,82.90,93.87,89.58
10499881,Rpl3,59.16,-90.27,-14.92,82.90,93.87,89.58
10499883,Adrm1,59.16,-90.27,-14.92,82.90,93.87,89.58
10499891,Sprr1b,-52.80,-59.14,-89.07,-47.46,-34.32,-35.38
10499896,Sprr3,-25.86,-48.87,-29.74,-30.35,-22.15,-10.84
10499899,Sprr1a,-37.67,-24.03,-51.56,-33.70,-48.65,-33.22
10499902,Sprr4,-22.54,-40.06,-17.25,-12.83,-26.92,-20.86
10499904,Ivl,-33.42,-25.70,-29.81,-82.30,-17.82,-26.59
10499906,Smcp,-37.43,-80.04,-55.56,-13.70,-24.74,-36.16
10499909,Lce6a,-45.51,-31.80,-40.16,-41.57,-84.64,-31.91
10499911,Lce1a1,-32.46,-24.22,-33.96,-19.25,-21.23,-79.50
10499914,Lce1b,-31.24,-30.39,-25.39,-28.65,-57.61,-14.28
10499917,Lce1a2,-29.92,-32.79,-54.52,-0.81,-64.68,-45.41
10499921,Lce1d or Lce1k,-61.54,-82.08,-83.04,-15.05,-89.64,-47.08
10499924,Lce1e,-38.02,-49.27,-33.61,-34.72,-37.68,-35.55
10499927,Lce1f,-28.28,-59.95,-13.68,-7.29,-53.77,-54.29
10499930,Lce1g,-54.22,-56.60,-33.35,-56.65,-50.33,-76.69
10499932,Lce1h,-44.22,-20.28,-21.07,-95.80,-38.92,-38.20
10499935,Lce1i,-15.57,-33.32,1.79,-50.11,-7.33,-2.60
10499937,---,-17.94,-20.18,-16.60,-8.03,-17.94,-30.63
10499939,Lce1k,9.16,-20.44,54.20,66.45,-12.14,-15.00
10499941,Kprp,-37.97,-32.79,-28.20,-31.21,-51.49,-48.49
10499945,Lce1l,-38.42,-63.65,-45.06,-6.09,-60.17,-56.27
10499948,Lce3a,-37.37,20.74,-20.54,-80.17,-32.32,-86.14
10499950,---,-23.26,-22.52,-5.49,-3.77,-39.78,-48.35
10499952,Crct1,-72.60,-72.30,-38.28,-96.28,-58.09,-80.18
10499954,Lce1m,58.52,43.03,42.72,15.30,74.56,78.48
10499958,---,49.30,31.26,38.64,84.32,38.17,41.79
10499961,Tdpoz2,-40.99,-65.23,-24.60,-60.74,-42.82,-14.94
10499963,Tdpoz1,-40.94,-40.66,39.99,-63.73,-32.08,-85.83
10499967,Tdpoz1 or Gm2889,59.16,-90.27,-14.92,82.90,93.87,89.58
10499969,Gm10696,59.16,-90.27,-14.92,82.90,93.87,89.58
10499971,Gm9125 or Tdpoz1,8.32,-56.53,13.77,8.36,13.97,68.15
10499973,Tdpoz5 or Gm10697,25.00,-65.03,-6.36,69.50,50.49,67.84
10499975,Gm9125 or Tdpoz1,59.16,-90.27,-14.92,82.90,93.87,89.58
10499977,Tdpoz5 or Gm10697,59.16,-90.27,-14.92,82.90,93.87,89.58
10499979,Gm10696,59.16,-90.27,-14.92,82.90,93.87,89.58
10499981,Oaz3,-23.69,-50.77,-19.63,-20.88,-30.38,-12.29
10499988,Riiad1,-52.98,-41.02,-67.95,-32.11,-93.65,-34.17
10499996,Snx27,-89.93,-79.95,-87.21,-93.53,-92.60,-91.44
10500009,Rpl31 or Rpl31-ps12,59.16,-90.27,-14.92,82.90,93.87,89.58
10500011,Tuft1,-8.36,-18.77,-3.97,-2.12,-10.70,-5.87
10500021,Cgn,-28.09,-32.41,-28.98,-24.44,-22.60,-33.34
10500034,Psmb4,-81.69,-81.60,-79.90,-91.99,-75.74,-73.71
10500042,Zfp687 or Pi4kb,-49.61,-27.66,-41.60,-72.97,-64.33,-31.63
10500054,Psmd4,-38.41,-34.71,-6.50,-47.87,-34.18,-61.99
10500069,Pip5k1a,-21.95,-16.38,-50.99,-17.97,-5.24,-14.92
10500089,---,59.16,-90.27,-14.92,82.90,93.87,89.58
10500091,Scnm1,-39.84,-26.44,-40.55,-47.73,-41.43,-43.43
10500100,Tnfaip8l2,51.28,32.22,50.44,48.23,58.25,68.61
10500103,Gabpb2,48.89,59.61,32.14,10.94,69.85,56.84
10500114,Mllt11,-74.42,-75.21,-90.49,-69.55,-66.62,-61.89
10500117,Gm128,17.51,44.88,13.02,63.40,-14.59,-9.73
10500122,Bnipl,-30.28,-36.00,-28.96,-12.84,-18.89,-75.05
10500133,Prune,-82.49,-62.25,-94.65,-70.81,-92.27,-78.97
10500140,Anxa9,-91.62,-94.96,-84.41,-80.15,-96.00,-95.09
10500155,---,-38.66,-36.73,-47.90,-14.86,-65.33,-33.10
10500157,Setdb1,-5.75,5.71,-47.67,-27.99,20.72,27.82
10500181,---,44.37,48.66,43.52,49.14,58.10,20.75
10500183,Adamtsl4,-32.86,-30.89,-44.35,-34.06,-17.86,-40.50
10500204,Ecm1,-66.23,-62.09,-66.60,-48.26,-77.38,-79.36
10500218,Tars2,-43.88,-50.00,-47.12,-46.60,-29.20,-46.63
10500237,Rprd2,21.09,3.65,26.47,-10.43,18.23,60.26
10500253,Prpf3,-24.39,-28.78,-34.53,-55.39,-7.62,8.70
10500268,Mrps21,-80.79,-76.00,-79.64,-75.36,-77.15,-92.31
10500272,Gm129,-35.48,-51.86,-18.50,-81.38,9.61,-37.87
10500276,BC028528,88.88,92.78,88.31,67.81,98.51,90.18
10500283,Car14 or Aph1a,-60.08,-54.07,-79.85,-46.14,-51.46,-73.01
10500293,---,72.98,48.14,64.77,66.04,93.02,73.37
10500295,Plekho1,98.85,99.31,98.85,98.99,98.58,97.95
10500304,Vps45,-69.21,-33.97,-75.05,-67.73,-82.10,-73.89
10500321,Bola1,-81.61,-78.66,-81.21,-77.10,-80.79,-88.16
10500324,Hist2h2ac or Hist2h2aa1 or Hist2h2aa2,59.16,-90.27,-14.92,82.90,93.87,89.58
10500327,Hist2h3c2 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c1,-69.80,-63.71,-91.48,-60.85,-28.96,-92.00
10500329,Hist2h2aa1 or Hist2h2aa2,59.16,-90.27,-14.92,82.90,93.87,89.58
10500333,Hist2h4,14.51,-12.05,-1.46,0.99,33.04,47.41
10500335,Fcgr1,-21.06,-25.48,-6.50,-7.18,-57.91,-49.98
10500343,Rnu1b1 or Rnu1b2 or Rnu1b6,59.16,-90.27,-14.92,82.90,93.87,89.58
10500345,Terc,-48.73,-42.35,-24.62,-57.32,-63.29,-59.73
10500347,BC107364,-32.92,-82.10,-61.73,64.80,-45.00,-30.09
10500356,Rnu1b1 or Rnu1b2 or Rnu1b6,59.16,-90.27,-14.92,82.90,93.87,89.58
10500358,Rnu1b1 or Rnu1b2 or Rnu1b6,59.16,-90.27,-14.92,82.90,93.87,89.58
10500360,Gm15441,-35.13,-64.49,-37.34,-4.18,-57.85,-27.00
10500362,Polr3gl,-70.08,-86.35,-87.22,-73.57,-50.75,-24.32
10500371,6330549D23Rik,-2.76,-34.45,-42.18,31.19,13.11,40.11
10500376,Rpl21,59.16,-90.27,-14.92,82.90,93.87,89.58
10500378,Nudt17,54.92,-2.87,-0.09,35.52,89.58,80.50
10500388,Polr3c,57.68,54.41,37.12,56.61,61.27,76.86
10500404,---,-10.11,-17.57,21.73,-52.06,41.23,-36.12
10500406,Cd160,-28.74,-48.76,-30.06,-12.05,-39.61,-24.19
10500412,Gpr89,-86.40,-77.12,-87.94,-91.96,-89.55,-78.73
10500429,Gja8,21.79,44.92,64.26,9.85,-7.52,-13.14
10500434,Bcl9,31.99,46.65,24.48,18.51,11.65,55.56
10500443,Olfr1402,-10.64,2.54,-2.13,-24.44,-18.71,-11.76
10500445,Chd1l,27.99,26.66,14.74,13.02,30.99,49.74
10500469,Pde4dip,3.23,0.66,-0.73,7.32,5.86,4.39
10500524,---,23.45,-14.73,4.10,19.05,39.15,60.64
10500527,---,59.16,-90.27,-14.92,82.90,93.87,89.58
10500529,Phgdh,-68.06,-44.87,-78.62,-64.21,-63.68,-88.01
10500534,Hsd3b4 or Gm10681 or Hsd3b5,-33.68,-40.76,-29.01,-19.12,-53.29,-33.21
10500539,Hsd3b4 or Gm10681 or Hsd3b5,59.16,-90.27,-14.92,82.90,93.87,89.58
10500543,Hmgb1,59.16,-90.27,-14.92,82.90,93.87,89.58
10500545,Hsd3b5,-15.09,-24.43,-13.54,-44.78,-9.71,-5.05
10500547,Hsd3b2,-34.44,-53.13,-21.45,-29.76,-34.27,-44.07
10500555,Hsd3b3,-39.76,-77.62,-16.81,-9.47,-66.75,-71.81
10500559,Hsd3b6,-30.77,-24.56,-47.64,-15.74,-44.89,-30.42
10500565,Hsd3b1,-28.34,-51.66,-11.98,-12.35,-37.04,-55.41
10500570,Hao2,-27.52,-40.12,-57.41,-30.06,-17.76,-12.07
10500580,---,9.50,37.36,37.71,13.21,-15.42,-13.89
10500582,Wdr3 or Spag17,20.90,39.39,16.57,16.70,42.02,-11.94
10500610,Fam46c,57.28,46.29,38.69,49.51,76.45,70.87
10500614,Man1a2,19.49,60.77,29.80,2.18,20.27,-17.19
10500630,Ttf2,29.67,44.45,22.34,26.87,21.45,31.66
10500656,Cd101,88.77,90.35,84.86,90.84,88.89,88.40
10500666,Ptgfrn,-2.94,8.65,-0.15,-2.31,-9.32,-11.90
10500677,Cd2,-3.84,-4.72,1.10,12.18,-15.54,-24.74
10500683,Rangrf or Slc25a35,-65.45,-47.96,-68.05,-94.32,-51.50,-40.64
10500685,Atp1a1,45.71,56.86,52.83,56.84,42.16,19.98
10500710,Mab21l3,90.01,82.06,81.95,88.83,93.13,91.94
10500720,Slc22a15,14.10,-7.85,-32.04,-5.60,47.90,64.38
10500736,Vangl1,-55.82,-59.41,-69.16,-36.55,-57.25,-58.92
10500748,Tshb,-46.68,-87.22,-43.79,-30.77,-27.11,-45.53
10500754,Sycp1,-53.34,-78.15,-42.64,-42.91,-39.58,-68.77
10500780,Nr1h5,-46.35,-44.45,-29.85,-37.01,-69.55,-58.50
10500796,---,-40.80,-56.93,-39.78,-63.22,-28.48,-26.28
10500798,---,-47.24,-35.08,-59.28,-59.30,-47.24,-38.41
10500800,---,-40.69,-16.96,-24.74,-30.19,-82.67,-70.71
10500802,Atg4a,-23.47,-0.04,-44.72,-22.85,-17.22,-18.58
10500804,LOC269472,-1.27,41.77,48.58,30.51,-62.35,-16.75
10500808,Olfml3,-36.34,-9.61,-16.14,-3.57,-81.79,-90.51
10500813,Hipk1,42.95,60.30,47.17,45.56,10.32,50.09
10500837,Dclre1b,34.90,49.47,22.05,29.36,28.21,39.50
10500845,A130049A11Rik,-28.75,-35.07,-14.94,-69.44,-20.17,-9.93
