Probeset_ID,Gene Symbol,DCLuLN CD11b+,Sample_,Sample_,Sample_
10429460,7120482A17Rik,-65.06,-33.33,-92.68,-58.21
10429462,1700016M24Rik,-28.67,-35.79,-47.20,-12.10
10429491,Arc,89.80,93.16,91.66,85.28
10429495,Jrk,5.04,17.67,-9.34,8.33
10429500,Slurp1,-26.73,-31.93,-26.64,-22.24
10429506,Lypd2,-42.58,-45.10,-69.30,-20.40
10429510,2300005B03Rik,-3.26,-4.95,-14.59,16.64
10429515,Lynx1,-72.73,-79.12,-43.91,-94.15
10429520,Ly6d,-1.27,-1.96,9.64,-4.31
10429524,D730001G18Rik,-46.27,-64.51,-33.90,-40.59
10429528,Ly6k,-17.56,-18.74,-17.62,-16.23
10429534,Gml,-40.91,-51.38,-49.10,-23.76
10429538,Cyp11b1,23.66,-13.90,28.62,54.64
10429547,Cyp11b2,69.95,34.41,34.88,95.33
10429555,2010109I03Rik,-56.02,-71.65,-53.80,-43.85
10429560,Ly6i,68.48,44.38,96.01,-0.53
10429564,Ly6a,37.23,25.13,81.71,9.00
10429568,Ly6c1 or Ly6c2,42.06,32.46,87.85,3.33
10429573,Ly6c2 or Ly6c1,-10.27,26.13,-26.65,-20.08
10429580,I830127L07Rik,11.22,7.15,44.55,-1.87
10429584,---,-34.27,-49.56,-8.79,-49.43
10429588,9030619P08Rik,-32.38,-24.02,-35.06,-40.25
10429593,Ly6h,-36.82,-41.96,-59.62,-16.08
10429607,Top1mt,-95.23,-91.93,-96.05,-96.43
10429621,Mafa,30.87,-10.65,51.23,47.83
10429623,Zc3h3,24.72,26.86,14.43,33.09
10429638,---,-58.04,-66.95,-71.89,-31.44
10429641,Naprt1,-14.67,-17.43,-13.96,-13.37
10429657,Eef1d,-26.12,-24.20,-22.80,-30.76
10429666,Pycrl,-60.73,-76.91,-64.75,-37.56
10429674,Tsta3,-28.96,-20.76,-21.95,-44.46
10429686,2410075B13Rik,50.75,10.25,33.12,83.26
10429691,Fam83h,-62.26,-61.66,-66.74,-59.06
10429699,Scrib,-9.63,8.58,-18.18,-19.01
10429739,Puf60,37.33,36.95,43.34,31.88
10429754,Nrbp2,-70.24,-87.48,-66.89,-55.60
10429772,Eppk1,-37.97,-31.56,-53.73,-30.62
10429776,BC024139 or Eppk1,-0.64,1.61,-16.19,20.72
10429802,Plec,-49.05,-38.78,-54.72,-51.98
10429843,Parp10 or Plec,86.42,85.38,91.73,80.16
10429856,Spatc1 or Gm10872,-4.11,-12.99,12.25,-9.06
10429859,Oplah or Gm10345,-94.53,-96.89,-95.18,-90.56
10429885,Sharpin,29.23,35.71,45.13,4.33
10429898,Tssk5,11.58,-23.10,23.82,42.43
10429908,Bop1,-45.80,-32.55,-63.11,-37.54
10429926,Dgat1,-57.73,-58.75,-23.59,-87.40
10429944,Scrt1,-30.12,-50.67,-32.77,-14.76
10429949,Rpl29,-10.27,26.13,-26.65,-20.08
10429951,Gm8140,-38.29,-25.39,-55.83,-37.04
10429957,Fbxl6,35.09,47.08,38.93,18.11
10429968,---,-36.57,-39.82,-37.72,-32.16
10429970,Adck5 or Gm10869,30.11,6.77,-5.97,70.36
10429972,Cpsf1,-60.94,-35.80,-71.28,-70.50
10430006,Slc39a4,-44.78,-39.98,-36.60,-60.12
10430020,Vps28,61.13,65.35,53.57,64.41
10430032,Tonsl,-45.44,-44.48,-56.21,-36.33
10430058,Cyhr1,-50.51,-25.75,-69.82,-52.14
10430066,Foxh1,-3.62,-2.11,-12.68,-1.10
10430071,Recql4 or Mfsd3,-35.93,-40.81,-50.53,-15.52
10430096,Lrrc24 or Lrrc14 or C030006K11Rik,-26.22,-49.16,-18.02,-17.88
10430105,C030006K11Rik or Lrrc24,-15.47,-13.15,-18.46,-14.47
10430113,Arhgap39,-8.86,-4.39,-15.59,-6.05
10430127,Zfp251,-17.16,-15.03,-22.91,-12.68
10430132,Zfp647,-8.88,-43.21,-11.97,35.44
10430140,Mb,-50.47,-65.76,-61.67,-27.94
10430145,Rbfox2,-76.84,-70.08,-85.14,-74.78
10430166,Apol7a,-37.30,-25.46,-46.80,-41.81
10430174,Apol9a or Apol9b,-10.27,26.13,-26.65,-20.08
10430179,Apol7b or Apol7e,-10.27,26.13,-26.65,-20.08
10430186,Apol7c,96.07,98.60,94.10,94.94
10430190,Apol10b or Apol11b,83.42,84.24,80.98,85.87
10430195,Apol8,58.48,42.74,61.79,68.58
10430201,Myh9,79.45,83.28,76.34,78.40
10430245,---,76.82,80.93,78.39,70.75
10430247,Txn2,-11.74,-2.84,-21.84,-8.60
10430255,Foxred2,53.05,60.44,47.91,48.06
10430265,Eif3d,-19.85,-23.37,-12.84,-22.93
10430280,Cacng2,-28.40,-47.42,-39.30,-9.21
10430282,Cacng2,-22.84,-15.94,-32.46,-20.87
10430289,Ift27,-94.25,-94.48,-92.75,-95.29
10430297,Pvalb,-45.23,-66.50,-23.64,-53.66
10430302,Csf2rb2,83.99,89.48,79.59,83.00
10430311,1700061J05Rik,-25.73,-24.97,-57.77,-9.18
10430319,Tst,-72.36,-80.39,-81.37,-57.56
10430324,Tmprss6,-18.56,-25.58,-17.27,-13.79
10430344,Il2rb,-7.72,-7.60,-8.18,-7.44
10430358,C1qtnf6,-7.30,-5.56,-7.54,-9.08
10430365,Sstr3,48.10,44.91,-6.68,81.10
10430370,---,-26.60,-34.63,-30.35,-16.38
10430372,Rac2,27.94,26.50,25.34,32.06
10430382,---,-9.18,-8.92,-11.32,-7.53
10430384,Elfn2,-46.38,-64.49,-50.56,-25.90
10430389,Mfng,-3.46,-0.70,-0.56,-10.57
10430400,Card10,-5.55,-24.58,12.46,-3.15
10430425,Lgals2,-61.09,-59.23,-71.36,-52.30
10430431,Gm10866,66.16,75.65,42.90,71.06
10430433,---,44.17,54.85,21.13,51.85
10430436,Gm10865,34.48,31.13,11.68,53.12
10430438,Ankrd54,-27.87,-15.42,-29.92,-40.24
10430447,Micall1 or 1700088E04Rik,-24.84,-21.23,-24.00,-28.93
10430458,Sox10,-43.27,-54.59,-58.15,-21.62
10430467,Slc16a8,23.43,-37.16,50.21,61.45
10430474,Baiap2l2,-18.42,-26.31,-22.99,-9.77
10430489,Pla2g6,-95.25,-97.57,-95.41,-90.71
10430510,Tmem184b,6.29,10.17,7.41,1.35
10430519,Csnk1e,-45.28,-48.34,-35.17,-52.23
10430533,Kcnj4,-19.35,-25.67,-30.53,-7.56
10430536,Ddx17,82.99,92.30,75.43,75.10
10430555,Dmc1,-32.97,-43.76,-38.00,-21.08
10430572,---,59.97,32.79,64.13,74.75
10430574,4933432B09Rik,-28.16,-25.95,-32.35,-26.58
10430593,Josd1,37.23,58.19,36.97,9.19
10430596,Sun2,67.17,64.80,67.23,70.02
10430618,Dnalc4,-74.74,-78.33,-47.33,-89.51
10430626,Npcd or Cbx6 or Nptxr,-90.12,-93.95,-93.00,-81.58
10430645,D730005E14Rik,87.46,95.03,73.90,85.48
10430647,D730005E14Rik,99.68,99.77,98.92,99.86
10430649,Cbx7,60.91,67.80,49.88,65.05
10430660,Pdgfb,32.44,27.99,20.11,47.40
10430669,Rpl3,-18.72,-7.56,-14.60,-33.80
10430679,---,-16.55,-30.99,-4.84,-14.92
10430681,Rps19bp1,-52.00,-64.30,-48.05,-43.59
10430686,Enthd1,-13.35,-52.45,-29.62,54.66
10430693,Mkl1,99.11,99.45,97.79,99.41
10430711,Slc25a17,-36.18,-36.84,-29.70,-42.57
10430723,St13,-46.09,-32.93,-58.04,-46.31
10430725,St13,-72.71,-71.22,-76.38,-70.17
10430739,Dnajb7,-70.46,-88.03,-67.42,-52.94
10430743,Rpl29,-10.27,26.13,-26.65,-20.08
10430745,Chadl,52.65,18.64,53.07,73.71
10430748,Rangap1,-40.28,-34.32,-46.40,-40.02
10430768,---,33.54,37.06,30.41,31.91
10430770,Tob2,50.20,29.86,63.20,55.03
10430778,Phf5a,-56.38,-51.52,-49.79,-66.99
10430783,Polr3h,-91.00,-95.93,-89.59,-83.44
10430794,Pmm1,-67.43,-72.65,-62.95,-65.11
10430804,Pppde2 or Xrcc6,-65.47,-66.23,-67.88,-62.09
10430811,Nhp2l1,-49.90,-39.73,-45.31,-61.26
10430818,Tnfrsf13c,-13.66,-24.44,-5.34,-17.42
10430825,Cenpm,-58.07,-67.18,-62.06,-44.65
10430834,Naga,69.30,69.91,59.92,77.27
10430846,Ndufa6,18.38,21.62,20.93,12.96
10430851,Cyp2d22,-83.92,-97.18,-67.04,-77.37
10430861,Cyp2d11,-12.21,-5.24,29.36,-59.07
10430866,Cyp2d10,-39.48,-67.71,-25.46,-29.53
10430871,Tdg or Gm9855 or Gm5806,-10.27,26.13,-26.65,-20.08
10430873,Cyp2d34,-57.31,-38.11,-93.31,-38.08
10430883,Cyp2d13,-35.31,-31.62,-37.99,-36.56
10430892,Cyp2d37-ps,-42.28,-57.93,-52.50,-22.31
10430899,Cyp2d40,-23.64,-33.90,-27.50,-13.12
10430904,---,-67.11,-40.80,-83.14,-75.51
10430909,Cyp2d26,-24.55,-21.44,-50.51,-13.27
10430920,Tcf20,-31.41,-23.67,-35.88,-34.64
10430929,Tbrg3,56.70,72.09,50.73,45.33
10430931,Nfam1,47.64,48.37,51.27,42.84
10430941,Rrp7a or Serhl,-13.92,-3.08,-48.29,13.61
10430945,Poldip3,50.77,56.84,44.09,50.41
10430956,Cyb5r3,-27.92,-26.53,-34.86,-22.79
10430968,A4galt,-71.32,-86.83,-77.76,-46.19
10430974,Arfgap3,10.92,22.38,12.75,-2.04
10430993,1700001L05Rik,-55.76,-68.40,-53.96,-45.65
10430997,Pacsin2,2.96,-18.55,24.85,2.39
10431014,Vkorc1l1,7.54,-1.44,-29.95,50.82
10431017,Ttll1,-91.97,-92.52,-92.82,-90.78
10431030,Mcat,-7.81,-9.47,-6.16,-7.47
10431035,Ttll12,-82.98,-75.55,-90.66,-81.18
10431051,Scube1,-32.31,-58.79,-34.14,-9.57
10431080,Efcab6,-36.85,-46.51,-29.09,-35.88
10431113,Sult4a1,-47.62,-63.51,-59.79,-25.77
10431124,Pnpla5,-21.96,-51.98,-27.96,16.22
10431137,---,-13.19,-24.69,-17.47,0.89
10431140,1810041L15Rik,-80.64,-94.00,-88.78,-48.95
10431147,Ldoc1l,-56.67,-62.74,-47.63,-58.75
10431154,Phf21b,70.18,72.82,56.44,79.57
10431170,5031439G07Rik,31.36,22.16,35.80,35.80
10431182,Smc1b,-39.30,-61.75,-46.17,-20.34
10431208,---,-60.38,-50.28,-44.90,-84.73
10431210,Wnt7b,-35.36,-25.29,-32.63,-52.88
10431220,2210021J22Rik,-66.56,-86.58,-27.62,-71.58
10431226,Pkdrej,-54.79,-74.02,-41.60,-46.63
10431229,Celsr1,-36.04,-35.66,-37.30,-35.62
10431266,Cerk,47.15,47.59,40.89,53.03
10431282,2810001A02Rik,-85.38,-95.57,-84.72,-69.21
10431284,Brd1,72.66,76.00,67.96,73.52
10431300,Alg12,-14.46,-15.64,-13.63,-14.22
10431311,Ttll8,-60.97,-92.72,-23.95,-65.04
10431326,Mlc1,-29.82,-39.13,-28.00,-23.01
10431339,Tubgcp6 or 1300018J18Rik,-53.71,-48.01,-50.01,-62.52
10431352,Tubgcp6,-0.33,28.10,-10.49,-14.02
10431371,Hdac10,-43.26,-39.48,-39.23,-51.18
10431393,Mapk12,-76.00,-77.14,-74.73,-75.69
10431410,Mapk11,-67.66,-84.14,-56.19,-63.48
10431424,Plxnb2,11.27,10.43,16.13,8.08
10431463,Fam116b,-24.68,-11.22,-22.96,-41.88
10431486,Sbf1,52.07,48.02,52.17,56.48
10431528,Lmf2,20.97,33.93,11.39,17.29
10431546,Tymp or Sco2 or Ncaph2,-45.61,-76.29,-58.55,-13.39
10431558,Odf3b,-65.40,-73.38,-55.06,-68.26
10431564,Cpt1b or BC090627 or Chkb,-68.74,-71.00,-74.53,-60.55
10431585,Chkb or BC090627,80.28,87.15,78.09,73.47
10431601,Arsa,31.14,38.68,23.08,31.75
10431612,Rabl2,-75.52,-72.48,-72.01,-81.69
10431625,Syt10,-48.66,-54.46,-54.41,-37.56
10431635,---,49.95,59.39,70.32,10.58
10431637,Cpne8,-76.72,-74.14,-60.63,-96.28
10431656,Rpl31 or Rpl31-ps12,-10.27,26.13,-26.65,-20.08
10431659,Kif21a,-40.11,-44.31,-41.88,-35.67
10431697,Abcd2,15.03,25.52,16.64,3.22
10431711,Slc2a13,-58.31,-54.55,-73.83,-47.96
10431722,Gxylt1,44.14,61.36,20.10,45.42
10431726,Yaf2,-89.41,-89.59,-90.59,-87.36
10431732,Zcrb1,-87.47,-90.14,-84.19,-87.56
10431738,Prickle1,-81.34,-98.89,-75.49,-52.10
10431749,Adamts20,-43.25,-54.83,-50.21,-26.45
10431792,Pus7l,-56.02,-74.32,-60.39,-32.66
10431802,Twf1 or Gm4887,-41.65,-31.03,-59.30,-32.57
10431812,Nell2,-58.43,-68.98,-52.28,-54.20
10431836,LOC100043315,-11.13,14.09,-35.00,-11.11
10431839,Dbx2,-11.01,-48.89,32.56,-11.49
10431845,Ano6,-17.94,-60.16,2.24,6.37
10431848,D030018L15Rik,20.52,20.31,-7.17,52.23
10431856,Scaf11,-36.59,1.61,-58.14,-51.96
10431872,Slc38a1,-14.35,-8.81,-5.11,-29.17
10431874,Slc38a1,7.81,11.41,7.73,4.00
10431894,Slc38a2,95.76,97.44,93.84,95.10
10431912,Slc38a2,71.06,60.67,59.42,86.19
10431915,Slc38a4,-70.65,-63.27,-73.78,-74.31
10431935,Amigo2 or Fam113b,-90.70,-98.47,-62.01,-95.80
10431943,---,9.64,5.79,42.73,-17.41
10431946,5830453K13Rik,41.43,49.20,46.93,26.12
10431948,Rpap3,-71.58,-50.52,-71.76,-86.24
10431962,Endou,-39.81,-44.09,-37.51,-38.59
10431974,Rapgef3,-56.91,-62.23,-45.45,-63.72
10432006,Hdac7,-38.45,-34.75,-36.74,-45.17
10432032,Vdr,-12.01,-26.30,-3.90,-14.11
10432045,Col2a1,-36.98,-70.69,-20.76,-26.74
10432101,Senp1,28.83,42.21,24.83,21.08
10432122,Asb8,54.23,64.98,33.38,60.61
10432129,Olfr288,-4.22,52.49,-18.05,-29.16
10432133,Olfr286,-33.11,-43.65,-44.45,-13.81
10432135,H1fnt,-1.04,14.23,-9.22,-1.72
10432139,Zfp641,6.02,11.47,-22.66,35.53
10432150,Olfr285 or Olfr257,-22.00,-11.98,-63.21,-1.03
10432152,Olfr284,-5.88,-1.34,9.59,-23.34
10432154,Olfr283,-6.20,-3.52,-29.01,24.31
10432157,Lalba,-33.21,-18.42,-78.22,-16.65
10432162,Kansl2,-82.60,-76.76,-81.95,-87.33
10432176,Snora34,17.96,11.41,74.13,-44.27
10432178,Snora2b,-6.62,-9.41,10.69,-16.46
10432180,Ccnt1,35.35,37.09,44.24,23.65
10432190,Adcy6,99.41,99.69,99.17,99.44
10432215,Ddx23,-42.67,-44.53,-15.30,-59.89
10432236,Rnd1,3.34,-1.44,23.84,-5.37
10432243,Fkbp11,-64.94,-64.12,-22.14,-98.49
10432256,Arf3,-20.33,-2.26,-32.74,-24.37
10432263,---,72.16,76.77,61.08,76.30
10432267,Wnt10b,60.86,9.90,58.40,87.06
10432278,Ddn,-41.38,-52.92,-31.87,-40.97
10432281,Prkag1,-42.24,-40.92,-46.19,-40.58
10432294,Mll2,-37.08,-25.87,-58.33,-30.18
10432298,Mll2,14.16,27.09,-0.61,14.67
10432362,Rhebl1,-0.32,0.95,13.66,-7.38
10432372,Dhh,-43.61,-27.49,-51.26,-51.42
10432378,Lmbr1l,48.44,58.31,47.72,36.12
10432398,Tuba1b or Tuba1c,-10.27,26.13,-26.65,-20.08
10432404,Tuba1a,21.34,19.53,27.71,16.85
10432408,C1ql4,-18.60,-62.21,-28.82,43.03
10432411,Mcrs1,11.54,13.25,23.10,-3.20
10432429,---,12.49,41.33,-43.80,50.63
10432431,Fam186b,-43.49,-85.85,-77.67,51.57
10432439,Fmnl3,-73.01,-65.62,-78.01,-74.53
10432471,---,27.29,14.22,29.97,34.81
10432473,Nckap5l,-36.59,-55.46,-12.25,-42.80
10432488,Bcdin3d,-80.95,-73.85,-94.46,-65.00
10432492,Faim2,-56.12,-39.16,-67.53,-62.74
10432509,Uxt,-54.07,-42.06,-39.53,-71.18
10432511,Racgap1,-15.31,-17.91,-17.05,-11.59
10432527,Lass5,50.32,58.00,49.70,42.52
10432540,Lima1,65.44,63.36,55.92,74.56
10432554,---,27.24,36.41,-37.95,73.70
10432556,---,-59.55,-54.70,-48.20,-73.99
10432558,---,36.59,37.59,38.98,32.90
10432560,1700030F18Rik,-57.82,-30.04,-93.92,-42.59
10432566,1700030F18Rik,-38.66,-79.07,-62.88,-7.34
10432571,2310068J16Rik,54.88,40.99,50.84,69.15
10432573,Slc11a2,-20.65,-15.38,-15.46,-30.16
10432593,Csrnp2,-69.60,-74.58,-76.70,-56.62
10432601,Tfcp2,-56.13,-48.31,-62.68,-55.68
10432619,Pou6f1,-45.05,-46.35,-43.53,-45.16
10432636,Smagp,1.49,1.89,13.22,-7.41
10432640,---,15.17,12.46,30.09,4.97
10432652,Cela1,-46.20,-62.95,-53.68,-26.55
10432661,Galnt6,-44.43,-52.75,-39.53,-41.31
10432675,I730030J21Rik,-24.33,-31.09,-21.34,-22.07
10432677,Fignl2,25.07,1.52,18.29,50.18
10432682,Krt80,15.74,7.81,17.22,23.79
10432695,Krt83 or 5430421N21Rik or Krt81,-14.43,-26.28,-17.02,-6.20
10432711,Krt84,-29.84,-33.65,-17.19,-42.87
10432723,Krt82,-3.75,-1.76,-0.81,-9.52
10432734,4732456N10Rik,12.48,-24.53,14.60,56.21
10432746,Krt75,-44.91,-44.37,-31.56,-60.48
10432756,Gm5414 or Gm5476,67.64,59.84,71.20,70.28
10432767,Gm5478,-49.47,-64.23,-64.34,-15.19
10432774,Krt6b,-58.96,-49.84,-58.60,-69.52
10432780,Krt6a,-42.15,-34.29,-47.34,-45.83
10432785,Krt5,-49.87,-66.56,-63.97,-25.43
10432799,Krt71,-36.44,-38.71,-63.44,-15.21
10432810,Krt74,22.76,16.15,11.75,38.79
10432820,Krt72-ps,-36.85,-42.26,-39.36,-29.24
10432831,Krt73,-12.69,-21.32,-26.10,-4.03
10432840,Krt2,-18.36,-21.11,-48.03,18.53
10432852,Krt1,-59.85,-40.94,-97.24,-26.86
10432866,Krt77,-35.33,-41.11,-34.18,-31.28
10432876,Krt76,-33.26,-50.31,-23.34,-28.38
10432886,Krt4,-41.25,-72.20,-32.83,-23.79
10432897,Krt79,-49.22,-50.83,-68.16,-29.76
10432907,Krt78,-24.98,-17.37,-41.90,-20.86
10432918,Krt8,-46.01,-62.52,-58.51,-24.29
10432923,Spryd3,-46.33,-38.23,-48.95,-51.05
10432939,Csad,-8.56,-4.77,-12.23,-8.87
10432957,Itgb7,9.62,0.71,23.99,-1.16
10432972,Rarg,27.77,34.12,13.53,33.25
10432986,Aaas,-31.74,-17.08,-44.20,-34.68
10433003,Sp7,-41.38,-47.86,-61.82,-15.63
10433008,Map3k12,-53.76,-45.37,-71.43,-40.79
10433027,Npff,40.51,43.32,20.55,54.07
10433032,---,-23.19,-7.11,-33.05,-29.43
10433034,Atf7,12.59,18.09,12.71,6.23
10433047,---,-35.40,-34.51,-23.11,-54.62
10433049,Atp5g2,56.64,55.82,58.70,55.22
10433055,Mir688,66.16,28.54,62.30,87.88
10433057,Calcoco1,-55.89,-41.35,-71.92,-47.53
10433073,Gm10831,-31.16,-17.77,-71.57,-15.92
10433075,5730585A16Rik,-21.45,-5.38,-33.97,-33.42
10433077,Smug1,-72.30,-82.99,-76.25,-54.31
10433088,Cbx5,-77.42,-71.05,-86.45,-69.60
10433096,Nfe2,-7.87,-18.28,-3.52,-7.53
10433101,Gpr84,-9.04,-14.69,-7.04,-7.38
10433104,Zfp385a,13.46,-2.73,13.51,29.45
10433114,Itga5,17.43,20.90,7.79,24.37
10433145,Gtsf1,-40.67,-28.88,-63.37,-34.11
10433153,BC048502,-42.87,-57.94,-42.89,-30.45
10433161,BC048502,97.59,96.13,96.36,99.16
10433163,Ppp1r1a,-24.01,-17.35,-33.92,-23.93
10433172,Glycam1,-14.02,-7.48,-17.22,-20.84
10433177,---,-28.44,-19.09,-22.09,-46.58
10433179,Mucl1,-29.04,-13.23,-72.85,-12.41
10433185,Spt1 or Mucl1,-75.83,-55.07,-87.75,-82.17
10433190,---,53.06,55.09,52.18,51.40
10433193,Olfr161,-43.72,-42.91,-41.79,-46.43
10433195,---,-58.60,-39.82,-83.70,-47.19
10433197,Olfr161,-41.11,-33.74,-43.99,-46.90
10433199,Zfp263,90.22,92.81,89.61,87.30
10433207,---,-11.98,-6.05,-29.59,-2.05
10433212,Olfr15,-50.55,-40.87,-66.03,-45.09
10433214,Zfp174,-24.55,-22.91,-38.36,-11.92
10433219,Nat15,15.21,17.24,7.82,20.66
10433228,Cluap1,-73.27,-51.84,-71.19,-89.32
10433241,Dnase1,-18.99,-20.13,-31.00,-9.73
10433262,Gm5766 or Rpl7a,-10.27,26.13,-26.65,-20.08
10433264,Glis2,-63.61,-84.04,-67.59,-35.99
10433274,Vasn,-62.21,-72.71,-62.99,-50.43
10433278,Dnaja3,-91.12,-89.73,-92.66,-90.60
10433292,Hmox2 or 5730403B10Rik,-6.04,-13.43,11.16,-14.25
10433300,---,40.04,37.93,24.80,54.87
10433302,4930562C15Rik,-26.65,-37.25,-77.62,44.64
10433311,Mgrn1,-2.33,-0.32,-1.18,-5.30
10433331,Nudt16l1,32.47,46.29,14.79,36.46
10433340,---,-17.56,-58.30,-18.14,33.85
10433352,Ubn1,50.78,63.86,47.75,39.35
10433373,Sec14l5,-23.82,-23.44,-21.02,-27.08
10433389,Alg1 or Fam86,-62.52,-51.33,-58.41,-74.00
10433403,Rbfox1,-45.38,-30.06,-78.14,-37.26
10433428,---,-62.00,-58.55,-69.12,-56.61
10433431,---,-35.33,-53.31,-52.96,-15.71
10433433,Mettl22,-85.82,-82.50,-85.91,-88.58
10433445,Abat,-74.36,-83.21,-85.95,-50.98
10433462,Pmm2,38.29,54.08,41.56,20.11
10433472,1810013L24Rik,55.86,55.17,48.23,63.86
10433478,---,-27.00,-60.09,-38.12,20.71
10433480,Rpl39l,-49.52,-60.61,-28.80,-63.99
10433484,Atf7ip2,0.00,15.68,-0.17,-2.18
10433492,Atf7ip2,-2.57,-2.22,-2.25,-3.31
10433494,Nubp1 or Fam18a,47.82,48.07,43.76,52.60
10433507,Ciita,43.02,37.38,48.17,43.02
10433536,Clec16a,-28.21,-22.17,-34.68,-27.12
10433562,Gm12191 or Rpl30,-10.27,26.13,-26.65,-20.08
10433564,A630055G03Rik,44.21,-10.01,66.97,59.95
10433573,---,-61.85,-58.85,-72.13,-54.05
10433575,Gm10832,83.57,84.56,70.88,89.63
10433578,Snn or Txndc11,88.83,91.29,83.16,88.72
10433584,Tnfrsf17,-2.22,-45.97,25.84,32.81
10433589,Snx29,31.22,29.26,6.81,52.11
10433597,Snx29,-41.84,-50.41,-33.16,-41.54
10433614,Gm9961,20.32,44.65,-5.31,19.90
10433618,Shisa9,-6.87,-14.93,-4.30,-3.94
10433620,Ercc4,55.36,78.32,40.92,38.62
10433633,Mkl2,25.72,47.15,-6.14,36.63
10433639,Mkl2,-41.63,-32.49,-54.42,-37.80
10433656,Mkl2,-34.50,-7.98,-49.27,-44.29
10433658,Mir365-1,-2.36,-4.86,-2.66,0.45
10433660,Bfar or 3110001I22Rik,67.33,81.67,65.28,53.48
10433672,Rrn3,-85.66,-82.24,-86.96,-87.35
10433691,Ntan1 or Pdxdc1,79.03,78.49,66.25,89.80
10433702,Mpv17l,-92.79,-84.00,-95.23,-96.02
10433709,2900011O08Rik,-57.61,-76.69,-72.50,-27.10
10433717,---,36.88,29.67,13.81,60.56
10433719,Mir484,-41.54,-77.25,-31.83,-13.47
10433721,Nde1,37.07,53.09,27.14,29.40
10433735,Abcc1,81.35,88.01,74.89,80.80
10433769,---,-32.53,-25.75,-23.92,-48.15
10433773,A630010A05Rik,-53.61,-16.87,-76.14,-82.51
10433776,Snai2,-89.72,-77.58,-95.07,-94.31
10433782,Efcab1,-68.41,-67.20,-83.15,-53.46
10433792,---,11.78,37.67,-37.28,48.12
10433795,---,-31.27,5.74,-50.14,-77.40
10433797,Prkdc,41.92,61.52,33.87,24.00
10433885,Cebpd,-34.75,-39.47,-24.15,-40.93
10433887,Pkp2,-77.54,-73.30,-82.51,-76.40
10433902,Gm12191 or Rpl30,-10.27,26.13,-26.65,-20.08
10433904,Yars2,-52.95,-24.27,-65.89,-66.04
10433910,Top3b,-7.60,22.69,-10.33,-29.80
10433929,Ppm1f,-55.85,-63.94,-49.49,-54.59
10433937,Ppm1f,3.15,24.40,-11.86,0.39
10433940,Mapk1,17.48,27.36,12.56,14.86
10433953,Ypel1,-30.74,-23.12,-47.17,-25.23
10433963,Ydjc or Ccdc116,-24.44,-27.62,-44.01,-1.26
10433971,Rimbp3,-45.03,-58.47,-49.49,-30.28
10433973,Hic2,-36.21,-61.06,-28.39,-24.55
10433977,Tmem191c,2.95,-23.08,22.26,23.57
10433988,Serpind1,-58.33,-67.68,-66.07,-43.48
10433996,Snap29,43.88,49.37,40.27,40.74
10434003,Crkl,18.68,27.56,14.14,14.45
10434007,Aifm3,-52.39,-58.24,-60.63,-39.23
10434029,Lztr1,-44.38,-30.88,-49.10,-51.92
10434052,P2rx6,-19.22,-19.20,-42.87,-1.15
10434067,Smpd4,-47.33,-19.67,-57.88,-62.03
10434089,Ccdc74a,-52.08,-47.63,-72.33,-36.58
10434094,Klhl22,-73.17,-55.15,-80.16,-79.66
10434105,Scarf2,-39.44,-47.05,-51.21,-22.36
10434117,B830017H08Rik,19.36,10.12,-24.22,67.56
10434121,Tssk1,-51.18,-70.13,-55.82,-29.21
10434124,Tssk2,-38.27,-36.43,-59.87,-24.62
10434128,Vpreb2,-7.41,-18.57,-25.36,28.20
10434131,AA066038,-19.82,-41.93,-31.21,15.44
10434133,Dgcr6,-78.07,-95.70,-72.82,-46.78
10434144,Rtn4r,-0.14,-20.10,33.09,-2.90
10434148,Trmt2a or Dgcr8,29.76,55.96,14.51,16.66
10434165,Arvcf,-34.42,-45.38,-40.06,-19.33
10434189,---,-41.16,-29.19,-85.19,-8.31
10434191,Txnrd2 or Comt,-62.47,-47.44,-62.97,-74.79
10434211,Gnb1l,-0.08,-16.93,-5.36,29.06
10434224,Gnb1l,-39.09,-39.60,-39.11,-38.71
10434226,---,10.22,-5.28,-9.24,49.92
10434229,Cldn5,-47.96,-74.49,-43.07,-30.36
10434233,Ufd1l,-36.42,-21.47,-35.73,-51.01
10434248,2510002D24Rik,-3.36,-4.13,0.11,-4.67
10434252,Hira,-35.59,-27.69,-39.48,-40.31
10434281,Gm10088,-69.84,-60.92,-88.14,-52.31
10434283,---,-10.27,26.13,-26.65,-20.08
10434285,---,-10.27,26.13,-26.65,-20.08
10434287,Olfr166,-19.44,-59.23,-29.08,37.58
10434289,---,-37.80,-61.51,10.10,-54.90
10434291,B3gnt5,-14.89,-25.62,14.06,-27.82
10434302,Klhl24,28.79,45.04,18.04,24.40
10434313,Yeats2,-25.35,-11.95,-37.29,-25.98
10434348,Eif2b5,-53.54,-59.02,-39.38,-60.51
10434366,Dvl3,-82.48,-82.29,-90.11,-68.51
10434384,Ap2m1,-3.17,1.64,0.48,-16.84
10434396,Abcf3,-81.00,-65.64,-75.02,-91.48
10434418,Vwa5b2,-42.59,-67.03,-36.83,-26.84
10434436,Vwa5b2,-41.29,-50.51,-44.71,-29.56
10434441,Ece2,-41.96,-48.75,-45.43,-31.35
10434446,Ece2,-60.61,-46.20,-89.88,-42.42
