Probeset_ID,Gene Symbol,AMs,Sample_,Sample_,Sample_
10493114,Nes,-51.05,-45.00,-74.41,-37.61
10493120,Gpatch4,-53.97,-50.18,-57.69,-53.97
10493137,Iqgap3,-11.90,-3.97,-19.71,-11.50
10493177,Mef2d,-39.98,-27.24,-53.19,-38.31
10493189,Mef2d,78.01,81.69,79.44,71.86
10493191,Mir9-1,20.52,57.89,-3.12,14.54
10493193,Cct3,-87.68,-94.08,-79.65,-85.42
10493203,0610031J06Rik,76.34,72.48,76.72,79.36
10493210,Smg5,22.30,21.08,2.87,44.18
10493235,Paqr6,-69.33,-70.08,-56.09,-79.90
10493243,Rpl21,-19.95,-36.52,-13.16,-11.99
10493245,Mex3a,-82.76,-76.11,-91.89,-75.55
10493247,Ubqln4,-17.44,14.28,-58.87,3.35
10493259,Ssr2,62.98,71.25,54.07,62.98
10493267,Arhgef2,47.22,40.62,41.00,58.64
10493292,2810403A07Rik,10.96,42.57,-15.90,-0.73
10493307,---,16.15,13.58,37.65,-3.02
10493309,Rit1,85.24,85.24,68.96,93.94
10493317,Gon4l,-50.09,-24.39,-81.78,-34.73
10493335,5830417I10Rik or Gon4l,-4.21,-40.67,5.11,17.26
10493343,---,-32.85,-11.36,-77.31,-13.47
10493345,---,-23.89,-53.08,45.76,-59.64
10493347,Ash1l,11.43,-11.48,4.87,42.43
10493377,---,-52.91,-61.82,-14.30,-77.71
10493380,---,37.84,52.21,52.40,-0.47
10493382,Pklr,-24.13,-14.86,-18.38,-52.30
10493394,Clk2,-6.55,-12.06,-31.65,25.47
10493409,Scamp3,-17.23,-8.34,-53.29,8.00
10493421,Fam189b,-75.40,-52.83,-79.84,-86.25
10493435,Gba,99.57,99.64,99.34,99.67
10493449,Thbs3,-11.08,-16.16,-12.23,-5.07
10493474,Muc1,-10.61,-8.42,-16.71,-8.67
10493484,Krtcap2,78.08,69.65,88.38,73.89
10493490,Dpm3,72.98,66.64,71.84,78.75
10493494,Efna3,-82.61,-42.18,-91.30,-96.37
10493496,Adam15 or 4731419I09Rik,-31.18,-17.51,-34.76,-41.76
10493498,Dcst1,-3.50,42.69,-0.71,-45.11
10493500,Dcst2,24.15,63.21,33.95,-26.09
10493516,Gm15417,41.65,47.26,7.76,60.55
10493519,Shc1,71.28,69.69,71.18,73.07
10493530,Pygo2,99.81,98.78,99.84,99.90
10493537,Pbxip1,3.35,11.66,-5.56,7.31
10493548,Pmvk,12.47,5.49,32.34,-1.48
10493555,Kcnn3,100.00,99.92,100.00,100.00
10493565,Adar,4.86,32.27,-13.55,-0.70
10493585,Ube2q1,6.80,-9.93,-0.02,30.79
10493604,She,-22.81,-10.47,-49.70,-12.15
10493612,4933434E20Rik or Gm7664,-40.19,-69.64,-36.58,-6.42
10493626,1700094D03Rik,-13.95,-42.13,-4.60,-2.91
10493631,Mir190b,-53.45,-26.25,-59.93,-81.42
10493633,Tpm3,50.85,29.97,61.98,58.89
10493640,Nup210l,-33.23,-14.76,-51.99,-36.82
10493658,---,8.25,37.71,46.07,-45.37
10493660,Nup210l,-29.16,-58.45,-13.99,-17.98
10493662,Nup210l,-7.04,42.45,-41.32,-7.74
10493664,Nup210l,-7.55,-24.98,-31.53,50.50
10493666,Nup210l,-7.67,-5.41,-45.62,38.83
10493668,Nup210l,-1.94,38.46,-1.00,-28.12
10493670,Nup210l,-26.89,-9.26,-25.23,-48.83
10493688,Nup210l,-21.03,-16.63,-13.67,-40.99
10493690,Nup210l,-44.84,-29.79,-37.90,-69.55
10493692,Rab13,-47.97,-61.57,-53.18,-28.36
10493703,Jtb,44.72,52.82,60.83,17.76
10493709,Slc39a1,25.85,25.70,16.18,35.99
10493711,Crtc2,56.94,62.88,24.33,76.78
10493726,Dennd4b,78.14,79.12,67.85,85.80
10493758,Gatad2b,30.61,31.78,18.70,38.95
10493770,Ilf2 or Snapin,31.59,30.17,33.40,31.46
10493789,S100a13,98.29,98.15,98.74,98.01
10493794,S100a14,-31.31,-13.51,-25.19,-74.28
10493798,S100a16,-16.65,-23.02,-10.67,-16.09
10493803,S100a3,-33.68,-53.83,-40.32,-13.52
10493809,S100a2,23.27,37.72,55.35,-14.53
10493812,S100a4,19.50,10.68,14.71,32.63
10493816,S100a5,-21.26,-11.70,-15.00,-49.19
10493820,S100a6,-13.02,-13.05,-15.29,-10.06
10493824,S100a7a,-48.07,-81.89,-20.91,-41.64
10493831,S100a8,-2.21,-1.59,-2.74,-2.90
10493834,Pglyrp4,-17.95,-1.85,-19.24,-54.66
10493842,Pglyrp3,-17.54,-9.71,-5.98,-71.63
10493850,Sprr2a1 or Sprr2a2 or Sprr2a3,-47.41,-35.56,-43.99,-67.23
10493856,Sprr2a2 or Sprr2a1 or Sprr2a3,-21.21,-7.78,-21.64,-44.16
10493858,Sprr2a2 or Sprr2a1 or Sprr2a3,-19.95,-36.52,-13.16,-11.99
10493860,Sprr2b,-22.18,-31.70,-8.42,-30.54
10493864,Sprr2d,-26.63,-25.57,-17.49,-42.22
10493867,Sprr2e,24.55,60.91,-21.89,32.32
10493870,Sprr2f,-28.99,-8.75,-56.86,-50.41
10493873,Sprr2g,-48.90,-38.74,-30.65,-81.47
10493876,Sprr2h,-33.97,-30.36,-26.49,-47.57
10493879,Sprr2i or Sprr2f or Sprr2e,-11.07,-3.91,-11.84,-18.45
10493882,Sprr2j-ps,-56.71,-58.06,-85.51,-28.79
10493886,Sprr2k,-31.82,-61.35,-10.83,-24.21
10493889,Lce1c or Lce1k,-28.83,-9.74,-23.76,-68.55
10493891,Ywhaz,-10.12,-26.71,-3.96,0.76
10493894,---,31.33,66.79,42.69,-24.73
10493896,Lce3b,6.50,-3.60,51.37,-21.99
10493900,Lce3c,-24.24,-19.94,-26.29,-27.43
10493903,Gm9782 or Lce3c or 2310001H18Rik or Lce3a or Lce3f or Lce3b,-1.15,20.92,27.84,-28.34
10493905,2310001H18Rik,-37.18,-56.12,-47.52,-17.80
10493907,Lce3f,-8.75,-13.69,-2.00,-25.07
10493910,Gm4858,16.25,31.97,67.59,-38.02
10493912,Crnn,-11.71,-2.84,-21.67,-16.86
10493916,Flg2,-18.86,-6.68,-10.72,-75.00
10493921,Flg2,58.01,67.54,48.26,57.06
10493925,Hrnr or Flg,-35.06,-13.92,-48.33,-54.55
10493979,Rptn,-42.68,-42.71,-41.89,-43.53
10493984,Tchh,-18.66,-23.41,-27.07,-10.05
10493986,Tchhl1,26.43,50.00,34.94,-3.30
10493990,S100a11,-19.95,-36.52,-13.16,-11.99
10493995,S100a10,63.59,65.13,52.10,74.55
10493999,Tdpoz2,-31.84,-3.63,-40.34,-68.39
10494001,Tdpoz4 or Gm4858,-23.25,-47.70,5.74,-34.36
10494003,Tdpoz3,-34.54,-54.85,-58.52,-7.03
10494005,Gm10696,-24.42,-28.82,-12.48,-31.44
10494007,Them4,-39.68,-46.91,-45.57,-27.38
10494016,Them5,-57.30,-38.25,-55.64,-77.39
10494023,Rorc,-49.96,-47.50,-42.46,-60.08
10494039,Lingo4,-19.43,14.28,-29.03,-40.46
10494043,Tdrkh,-46.57,-38.47,-57.82,-42.29
10494060,Mrpl9,-45.85,-41.76,-17.75,-69.53
10494069,Celf3,-46.31,-45.46,-40.52,-52.77
10494085,Selenbp2,-52.07,-59.33,-44.98,-53.06
10494092,Pogz,7.19,2.33,-3.61,21.53
10494114,Selenbp1 or Selenbp2,-29.87,-30.54,-28.42,-31.16
10494122,Rfx5 or B230398E01Rik,-49.88,-58.11,-57.63,-34.19
10494137,Pi4kb,12.01,4.60,4.80,27.19
10494151,---,-38.59,-31.44,-17.07,-86.32
10494153,Vps72,14.52,10.52,-37.12,59.74
10494160,Tmod4,-30.44,-30.60,-28.34,-32.22
10494170,Lysmd1,-19.95,-36.52,-13.16,-11.99
10494174,Sema6c,-77.13,-41.60,-82.21,-95.26
10494200,Cdc42se1,71.49,69.47,67.79,76.77
10494208,Fam63a,-15.21,-12.06,-23.17,-9.66
10494227,Lass2,56.36,51.15,54.12,63.67
10494238,Arnt,26.01,37.73,1.48,36.91
10494262,Ctsk,83.78,84.40,83.09,84.09
10494271,Ctss,95.25,95.78,94.97,94.92
10494281,Hormad1,-22.34,-23.37,-9.08,-44.02
10494288,Golph3l,28.53,40.34,3.74,39.61
10494296,Rps10,-19.95,-36.52,-13.16,-11.99
10494299,Ensa,64.64,70.29,52.74,67.13
10494306,Mcl1,26.15,24.86,32.94,19.99
10494312,Aph1a or Car14,-19.95,-36.52,-13.16,-11.99
10494322,Anp32e,-88.06,-93.26,-84.79,-84.44
10494332,---,62.94,60.65,63.84,63.92
10494335,Otud7b,-75.44,-88.80,-57.76,-72.31
10494351,Mtmr11,-88.99,-84.55,-94.15,-86.90
10494369,Sf3b4,-31.38,-59.93,-7.93,-20.13
10494372,Sv2a,-68.53,-47.82,-69.49,-85.68
10494386,Hist2h2ab or Hist2h2ac,-19.95,-36.52,-13.16,-11.99
10494388,Hist2h2be,-7.45,-15.15,-8.77,-1.64
10494390,Hist2h2aa1 or Hist2h2aa2,-19.95,-36.52,-13.16,-11.99
10494395,Hist2h2aa1 or Hist2h2aa2 or Hist2h3c1 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2,-19.95,-36.52,-13.16,-11.99
10494402,Hist2h3c1 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2,-19.95,-36.52,-13.16,-11.99
10494405,Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1,-19.95,-36.52,-13.16,-11.99
10494407,Hist2h2bb,-31.84,-27.11,-67.28,-7.75
10494411,Rnu1b1 or Rnu1b2 or Rnu1b6,-19.95,-36.52,-13.16,-11.99
10494413,Rnu1b1 or Rnu1b2 or Rnu1b6,-19.95,-36.52,-13.16,-11.99
10494415,---,49.95,27.54,78.80,29.56
10494417,Rnu1b1 or Rnu1b2 or Rnu1b6,-19.95,-36.52,-13.16,-11.99
10494419,Gm10685,-30.54,-18.41,-18.22,-68.77
10494421,Rnu1b1 or Rnu1b2 or Rnu1b6,-19.95,-36.52,-13.16,-11.99
10494423,Hfe2,-18.38,-17.66,-16.03,-22.20
10494428,Txnip,75.97,80.67,66.08,81.50
10494441,Ankrd34a,-83.95,-68.06,-98.88,-59.04
10494445,Lix1l,-45.95,-43.12,-48.20,-46.12
10494452,Rbm8a,-64.56,-59.40,-77.92,-53.08
10494460,Pex11b,-46.16,-52.56,-48.98,-36.71
10494467,Itga10 or Pex11b,-7.66,-74.77,80.84,-32.54
10494500,Ankrd35,-18.13,-11.78,-0.28,-49.15
10494509,Pias3,-61.04,-67.41,-69.68,-38.01
10494527,Rnf115,42.68,24.06,41.81,60.16
10494536,Pdzk1 or Gpr89,-68.75,-72.03,-55.14,-78.97
10494548,Gja5,-19.74,-24.15,-28.21,-10.99
10494551,Acp6,-52.03,-63.92,-48.18,-42.32
10494565,Fmo5,-21.12,-14.35,-29.98,-21.92
10494574,Prkab2,-23.43,-52.68,-30.93,21.20
10494583,Sec22b,-79.26,-76.07,-86.00,-73.38
10494592,Gm5544,86.84,37.74,95.64,89.78
10494595,Notch2,89.16,89.34,87.83,89.64
10494632,Adam30,-10.12,48.93,-58.22,-6.29
10494636,Reg4,-15.80,-9.58,-12.82,-32.79
10494643,Hmgcs2,-58.93,-76.28,-52.55,-54.04
10494655,Zfp697,-45.14,-53.88,-41.12,-40.17
10494662,Ywhah or Gm19750,62.98,66.46,16.12,83.17
10494664,Wars2,-30.47,-18.52,-44.12,-28.59
10494672,Tbx15,-31.28,-28.77,-22.64,-46.81
10494684,Spag17 or Wdr3,-18.93,-21.09,-7.70,-43.67
10494735,Gdap2,-10.48,-11.87,-13.83,-5.91
10494751,---,-16.04,-3.12,13.26,-68.59
10494753,---,70.93,75.23,74.53,60.66
10494757,Gm12474,-14.50,-14.50,-24.11,-6.29
10494761,Vtcn1,-43.34,-25.73,-45.32,-61.28
10494769,Trim45,-41.84,-0.23,-58.96,-67.96
10494781,Igsf3,-36.09,-33.53,-43.59,-31.53
10494795,Nhlh2,-19.84,-51.22,6.00,-18.15
10494804,Casq2,-48.21,-26.92,-55.34,-75.94
10494817,Ngf,-70.43,-81.36,-41.39,-87.19
10494821,Tspan2,-59.53,-49.87,-66.14,-62.37
10494832,Sike1,-77.96,-78.29,-79.82,-74.99
10494839,Csde1,-88.25,-91.70,-87.55,-77.36
10494857,Nras,25.05,20.69,5.10,51.96
10494873,Ampd1,-24.24,-15.99,-30.47,-27.94
10494889,Dennd2c,-71.72,-57.25,-66.55,-88.76
10494910,Bcas2,-88.20,-95.54,-50.76,-94.61
10494924,Trim33,-58.68,-77.54,-63.85,-20.20
10494945,Syt6,-15.26,-7.19,-10.62,-33.49
10494957,Ap4b1,39.98,28.54,28.78,62.80
10494972,Bcl2l15,-56.65,-38.86,-73.94,-58.89
10494978,Ptpn22,-28.02,-29.07,-20.62,-37.93
10495001,Rsbn1,-31.47,-86.09,10.91,20.23
10495012,Phtf1,-72.62,-77.94,-82.39,-54.80
10495035,Slc16a1,-73.55,-78.12,-71.24,-71.67
10495042,Ppm1j,68.69,71.24,58.35,75.45
10495054,Rhoc,86.69,86.28,79.89,92.24
10495059,St7l,26.23,-8.07,11.90,68.90
10495077,4930564D02Rik,19.38,35.79,51.55,-25.96
10495083,Kcnd3,-38.90,-28.28,-52.20,-39.64
10495094,6530418L21Rik,-32.91,-14.15,-47.91,-38.22
10495097,Adora3,-57.96,-18.61,-84.63,-79.57
10495107,Adora3,71.73,59.63,76.67,74.07
10495111,Wdr77,10.62,-21.85,29.62,24.49
10495120,Ovgp1 or Wdr77,-80.23,-87.26,-59.27,-88.44
10495134,---,-53.45,-35.73,-70.65,-52.85
10495136,Chia,-16.07,-16.07,-14.84,-17.53
10495147,Dennd2d or 2010016I18Rik,-8.30,-15.18,-4.47,-5.26
10495163,Dram2,32.62,25.61,37.02,35.71
10495173,4933421E11Rik,17.17,-22.21,42.62,35.92
10495183,Kcna3,65.07,33.41,58.35,87.58
10495186,AI504432,73.59,64.82,73.97,80.47
10495190,---,-8.91,-11.02,-1.47,-32.54
10495193,Kcna2,-61.28,-52.16,-73.45,-58.74
10495197,Kcna2,-57.37,-35.89,-54.24,-84.48
10495199,Kcna10,85.40,78.70,91.61,80.88
10495201,Hbxip,90.62,90.96,90.25,90.96
10495206,Slc16a4,-55.01,-72.14,-39.69,-56.67
10495218,Alx3,0.74,-5.68,61.77,-43.31
10495223,Eps8l3 or 4933431E20Rik,-30.33,-22.20,-18.14,-58.29
10495243,Gstm5 or 4933431E20Rik,0.42,2.09,-5.69,2.50
10495252,Romo1,75.93,78.53,74.23,74.75
10495255,---,91.15,90.95,94.60,83.24
10495257,Ampd2,-38.57,-24.38,-49.60,-43.35
10495259,Gnat2,-59.88,-49.40,-55.05,-74.50
10495270,Amigo1,-63.01,-51.11,-53.55,-80.10
10495279,Psma5,47.60,40.02,67.85,25.47
10495285,Sort1,98.27,97.73,97.50,99.05
10495306,Mybphl or Gm12522,-16.99,-12.02,-9.72,-37.72
10495316,Psrc1,-42.58,-46.19,-31.93,-52.24
10495330,---,-42.53,-51.89,-46.30,-31.40
10495332,1700013F07Rik,-28.27,-25.44,-31.59,-28.19
10495340,Taf13,30.70,-18.30,62.09,38.22
10495343,Wdr47,-33.51,-57.47,-13.41,-28.67
10495359,Clcc1,-28.02,-40.18,-14.12,-30.46
10495371,Aknad1,-8.53,-3.30,12.20,-32.32
10495385,4921515J06Rik,-64.87,-66.21,-45.70,-81.48
10495394,4930443G12Rik,-52.80,-95.03,-14.34,-47.12
10495405,Slc25a24,21.61,14.07,15.98,33.94
10495416,Vav3,-12.87,-14.04,-26.19,0.32
10495447,---,-50.70,-61.86,-26.93,-71.82
10495449,Col11a1,-46.24,-60.02,-22.32,-64.05
10495518,Olfm3,-71.09,-46.81,-77.02,-86.44
10495528,Gm9889,34.78,-3.51,69.98,19.53
10495530,Dph5,-22.27,-27.71,-3.69,-36.83
10495539,Extl2,-14.13,-35.04,-21.51,16.21
10495549,Dbt,-64.79,-87.03,-51.95,-41.03
10495562,Lrrc39,-28.23,-22.59,-27.97,-35.31
10495574,Sass6,-35.81,-35.39,-36.57,-35.00
10495592,---,67.35,75.57,45.39,73.47
10495594,---,20.64,55.45,43.22,-27.61
10495596,Frrs1,46.32,34.60,55.63,47.25
10495613,4833424O15Rik,-46.81,-42.39,-26.04,-80.09
10495621,Mir137,-9.05,76.67,-57.78,-76.73
10495623,Gm9916,-49.75,-25.65,-45.89,-82.26
10495625,Dpyd,-58.09,-59.65,-51.98,-64.56
10495649,Gm10652,-1.69,62.55,-1.53,-51.32
10495651,Alg14,-59.05,-81.46,-35.42,-47.19
10495657,Alg14,-45.06,-66.96,-21.86,-47.95
10495659,Cnn3,-79.13,-78.65,-85.72,-73.48
10495668,4930432M17Rik,-8.71,30.24,42.58,-79.45
10495675,F3,-81.28,-92.94,-74.75,-74.77
10495685,Arhgap29,-38.75,-36.41,-46.41,-33.18
10495712,Abca4,-36.58,-18.72,-28.76,-77.27
10495763,Gclm,-38.88,-42.27,-42.69,-33.38
10495773,Dnttip2,18.91,-5.46,28.99,31.13
10495781,Bcar3,89.90,87.11,85.16,93.69
10495794,Pde5a,-88.79,-85.70,-92.63,-86.47
10495820,Fabp2,-36.47,-64.68,-10.61,-61.18
10495826,1810037I17Rik,99.47,98.35,99.74,99.47
10495830,Sec24d,-46.79,-59.27,-45.07,-37.29
10495854,Prss12,-49.39,-15.71,-78.18,-61.16
10495867,Gm9372,61.98,60.79,80.86,29.53
10495869,Tram1l1,-34.64,-35.31,-25.86,-47.91
10495873,Ptma or Gm12504,-19.95,-36.52,-13.16,-11.99
10495876,---,-87.87,-76.58,-87.15,-94.98
10495878,Ndst4,-56.02,-31.77,-82.98,-55.35
10495891,Arsj,-16.37,-6.70,-18.43,-28.95
10495896,Camk2d,77.24,56.79,83.72,86.26
10495923,Mir302b,-75.30,-86.41,-53.29,-84.91
10495925,Mir302c,-23.89,-12.53,-22.56,-43.40
10495927,Mir302a,-39.98,-21.09,-16.71,-98.84
10495929,Mir302d,-70.14,-74.00,-54.25,-82.41
10495931,Mir367,-50.76,-48.25,-30.08,-82.33
10495933,4930422G04Rik,-58.67,-42.57,-65.06,-65.28
10495935,4930422G04Rik,-25.54,-24.77,-31.63,-20.01
10495945,4930422G04Rik,-27.97,-45.31,-15.40,-25.61
10495964,Neurog2,-27.10,-31.61,-66.28,9.94
10495967,Tifa,-6.89,-15.47,7.09,-9.62
10495972,---,-24.62,-9.44,-28.41,-42.06
10495974,---,-68.09,-57.90,-77.92,-68.06
10495976,Pitx2,-63.84,-47.39,-61.41,-79.61
10495987,Gm5712,-21.62,54.66,-67.71,-41.57
10495989,Rpl7a,-19.95,-36.52,-13.16,-11.99
10495991,---,-1.31,48.13,42.23,-61.93
10495993,Elovl6,5.31,8.76,1.13,6.93
10496001,Cfi,-35.80,-46.35,-18.34,-54.08
10496015,Pla2g12a,-74.83,-62.54,-69.13,-87.04
10496023,Casp6,22.81,19.67,11.01,36.76
10496032,Rpl12 or Gm11425 or LOC630855,-19.95,-36.52,-13.16,-11.99
10496036,Col25a1,-10.11,-25.72,12.57,-14.96
10496077,Agxt2l1,-20.06,-28.78,-11.32,-28.87
10496091,Lef1,-72.65,-53.88,-89.83,-75.14
10496110,Papss1,-28.14,-25.71,-40.09,-20.43
10496125,Dkk2,-33.44,-19.60,-33.18,-53.09
10496130,Tbck,86.48,61.88,93.88,92.78
10496159,Ints12,70.81,69.96,78.62,62.93
10496167,---,-19.95,-36.52,-13.16,-11.99
10496169,Ppa2,39.90,29.05,44.62,44.08
10496182,Cxxc4,-84.07,-74.87,-89.22,-85.85
10496192,Tacr3,-23.21,-10.56,-11.93,-72.02
10496200,---,73.69,27.66,96.33,39.75
10496202,---,-52.61,-53.73,-40.85,-63.95
10496204,Cenpe,-18.63,-28.32,-18.13,-11.81
10496251,Bdh2,-60.04,-66.29,-46.83,-68.14
10496262,Nhedc2,-17.58,15.45,-9.30,-57.31
10496276,Nhedc1,-34.55,-47.22,-17.19,-51.27
10496295,Ube2d3,-15.33,-49.57,5.32,-11.75
10496302,Manba,91.00,91.33,73.79,97.72
10496322,---,72.45,44.71,88.42,68.45
10496324,Slc39a8,-30.82,-43.37,-22.96,-29.18
10496336,---,-19.95,-36.52,-13.16,-11.99
10496338,Ppp3ca,-7.36,-25.07,-4.49,11.35
10496357,---,-96.07,-61.76,-98.40,-99.80
10496359,Emcn,-61.08,-70.17,-39.73,-78.60
10496373,Ddit4l,-73.87,-61.11,-86.15,-70.41
10496379,H2afz,89.03,89.03,88.23,89.81
10496387,Dnajb14,49.93,9.95,71.07,54.08
10496397,Lamtor3,-18.15,-29.82,22.37,-42.33
10496405,Gm5105,-24.47,-14.45,-62.20,-15.18
10496417,Rg9mtd2,-95.62,-97.71,-96.73,-89.56
10496425,Adh7,-29.77,-29.00,-24.74,-37.68
10496438,Adh1,-28.39,-38.86,-27.39,-23.22
10496447,Adh6a,-48.16,-38.20,-47.10,-61.30
10496455,Adh6b,46.33,77.31,43.40,-8.03
10496457,---,-45.52,-41.98,-66.17,-30.84
10496462,Adh6-ps1,-53.80,-62.32,-51.67,-47.52
10496466,Adh4,-47.49,-45.73,-55.38,-41.54
10496475,Adh5,-26.60,-36.23,-22.34,-20.04
10496485,Eif4e,-4.48,-24.85,46.40,-24.76
10496490,Mir1956,4.80,37.06,-19.53,7.21
10496492,---,70.42,78.90,82.39,31.28
10496494,Tspan5,68.83,65.81,75.68,64.44
10496504,B930007M17Rik,-29.20,-10.00,-68.81,-24.34
10496519,Unc5c,-35.73,-40.57,-14.47,-76.08
10496539,Gbp5,-8.85,-17.45,2.23,-9.67
10496555,Gbp1 or Gbp5 or LOC100047734,-33.57,-43.08,-18.34,-47.27
10496569,Gbp7,47.82,48.48,42.64,51.70
10496580,Gbp3,-23.86,-16.01,-23.89,-31.96
10496592,Gbp2,-10.83,-16.72,-0.88,-14.87
10496605,Ccbl2,-86.18,-80.56,-86.99,-90.25
10496621,Gtf2b,88.59,88.52,93.77,72.99
10496626,Gapdh,-19.95,-36.52,-13.16,-11.99
10496629,Sep15,35.41,35.69,37.58,32.96
10496638,Odf2l,-84.80,-89.26,-87.81,-74.57
10496656,Col24a1,14.87,-15.53,59.27,-6.13
10496715,Znhit6,-65.16,-69.00,-65.91,-59.58
10496727,Ddah1,-20.33,-25.91,-20.39,-15.35
10496735,Rpl36a or Rpl36al,-19.95,-36.52,-13.16,-11.99
10496737,Bcl10,-30.94,-21.23,-61.18,-8.57
10496742,2410004B18Rik,-14.54,-27.64,-25.65,9.93
10496748,Syde2,5.60,14.90,14.25,-10.72
10496756,Mcoln3,98.82,98.66,98.82,99.13
10496771,Mcoln2,1.12,-5.78,12.59,7.48
10496789,Lpar3,-31.54,-56.79,-18.36,-27.47
10496796,Ssx2ip,-96.97,-96.62,-93.51,-99.24
10496813,Ctbs or Spata1,55.04,18.26,70.39,65.72
10496822,Gng5,86.41,76.48,95.75,77.27
10496825,Uox,-49.52,-28.10,-54.51,-70.52
10496835,Hmgb1,-19.95,-36.52,-13.16,-11.99
10496837,Ttll7,-35.33,-64.19,-37.71,-16.07
10496854,Ttll7,-28.92,-68.95,-19.94,-16.87
10496862,---,21.55,41.55,-2.02,24.02
10496864,Gm5149,64.40,86.53,67.21,4.94
10496872,Eltd1,-6.93,-9.63,-8.96,-1.66
10496888,---,66.30,84.10,63.71,34.17
10496890,Gipc2,11.15,45.55,-33.80,27.11
10496892,Fubp1,-94.54,-97.28,-91.70,-93.35
10496917,---,-19.95,-36.52,-13.16,-11.99
10496919,Usp33,-81.06,-89.19,-45.69,-85.18
10496946,Zzz3,7.63,-27.18,18.05,20.60
10496956,Pigk,7.60,-4.18,12.91,14.83
10496971,Asb17,-42.21,-44.09,-24.68,-61.59
10496975,Slc44a5,-39.15,-18.18,-44.73,-62.30
10497001,Cryz,-46.54,-40.50,-30.87,-65.39
10497012,4922501L14Rik,-48.36,-72.90,-27.65,-48.35
10497031,---,-67.24,-85.23,-64.19,-51.62
10497033,Lrriq3,-29.30,-29.11,-21.26,-41.40
10497045,---,-33.16,-45.18,-48.70,-7.31
10497048,---,36.70,57.13,1.84,40.00
10497051,Negr1,-58.95,-53.62,-50.26,-73.94
10497064,---,-27.37,-39.14,-9.89,-43.69
10497066,Zranb2,-94.91,-98.56,-95.15,-86.09
10497077,Mir186,-99.32,-99.72,-97.57,-99.85
10497079,Ptger3,-77.37,-70.53,-89.59,-68.23
10497086,---,-8.73,-3.16,14.85,-33.27
10497090,Ankrd13c,-88.69,-88.79,-90.79,-84.83
10497105,Lrrc40,-46.34,-47.02,-61.51,-27.58
10497122,Depdc1a,12.94,-1.74,22.82,18.53
10497135,Rpe65,-19.66,-19.35,-7.70,-61.29
10497149,Wls,27.25,16.27,40.43,26.21
10497165,---,55.23,69.75,68.64,-0.92
10497167,---,6.92,-7.07,27.80,22.95
10497169,---,-13.40,8.98,-55.05,12.62
10497173,Pxmp3,-54.15,-64.53,-40.74,-52.79
10497181,1700008P02Rik,-32.18,-6.25,-25.50,-72.17
10497186,---,-19.95,-36.52,-13.16,-11.99
10497188,Il7,-56.24,-67.99,-52.19,-49.22
10497197,5330432E05Rik,-28.61,-51.43,-12.94,-28.12
10497199,Gm6194 or Tmem189,36.67,45.04,42.65,21.97
10497201,---,7.10,68.63,19.84,-64.51
10497203,Hey1,-17.07,-16.77,-21.32,-13.36
10497209,Mrps28,38.37,41.30,45.18,27.74
10497214,Tpd52,36.53,29.04,50.58,26.44
10497222,Zfp704,-13.27,4.58,-37.54,-6.94
10497237,Pag1,97.45,96.95,97.34,97.89
10497248,---,-21.25,-4.61,-58.45,-8.27
10497250,Pag1,60.50,56.52,82.28,30.37
10497253,Pmp2,-0.85,0.50,46.61,-28.81
10497258,Fabp9,-12.60,-12.15,-8.87,-18.90
10497265,Fabp4,49.54,48.63,51.12,49.12
10497276,Fabp12,-29.56,-28.16,-27.63,-33.21
10497285,Impa1,-93.15,-94.88,-89.08,-95.55
10497296,Slc10a5,-20.09,-11.15,-38.62,-23.02
10497300,Zfand1,-19.95,-36.52,-13.16,-11.99
10497309,Snx16,-39.63,-74.52,-47.26,6.90
10497319,---,-39.04,-62.68,-0.16,-82.47
10497321,Pgam1,-19.95,-36.52,-13.16,-11.99
10497323,Gm10745,-29.23,-20.03,-39.85,-30.80
10497325,Hmgb1,-19.95,-36.52,-13.16,-11.99
10497327,---,-19.95,-36.52,-13.16,-11.99
10497329,---,24.80,63.88,-33.46,33.30
10497335,1810022K09Rik,-73.12,-97.86,-18.63,-66.31
10497337,Car1,-18.90,-16.18,-21.14,-20.20
10497343,---,-20.09,-25.24,6.47,-47.94
10497345,Gm9733,-7.55,-3.29,-6.43,-20.73
10497349,Sirpb1a or Sirpb1b or LOC100038947,98.60,98.20,98.60,98.60
10497356,Sirpb1a or Sirpb1b or LOC100038947,-19.95,-36.52,-13.16,-11.99
10497358,Sirpb1b or Sirpb1a or LOC100038947,-19.95,-36.52,-13.16,-11.99
10497364,Sirpb1b or Sirpb1a or LOC100038947,-19.95,-36.52,-13.16,-11.99
10497372,Gm5150,94.31,94.31,94.76,93.74
10497376,---,67.37,80.91,58.93,56.55
10497379,---,-2.82,4.25,-5.12,-4.86
10497381,Cyp7b1,-65.57,-79.04,-54.06,-63.91
10497390,Armc1,-84.32,-85.34,-75.26,-89.68
10497399,Pde7a,-31.61,-30.14,-40.09,-24.19
10497417,Crh,-52.63,-29.48,-68.46,-63.38
10497421,Hps3,-10.19,-57.66,12.13,26.59
