Probeset_ID,Gene Symbol,DC Lu CD24+,Sample_,Sample_
10488299,Gm14092,72.84,74.79,69.46
10488303,Crnkl1,-34.76,-47.31,-19.08
10488322,Ralgapa2,-58.98,-55.51,-62.22
10488362,Nkx2-4,88.71,86.36,90.79
10488366,Nkx2-2,-9.81,-26.42,-0.73
10488372,---,34.08,58.41,6.17
10488374,Foxa2,-1.45,-3.53,1.19
10488378,Thbd,-31.92,-30.56,-33.56
10488382,Cd93,-41.54,-34.77,-47.68
10488387,Napb,-74.98,-79.49,-69.75
10488404,Cst11,39.73,50.39,26.96
10488409,9230104L09Rik,-36.11,-32.73,-39.73
10488415,Cst3,99.39,99.44,99.31
10488421,---,62.00,18.43,81.10
10488424,---,-35.55,-37.82,-32.97
10488430,---,-20.43,12.42,-52.00
10488432,---,-16.33,-27.84,-7.66
10488437,---,86.33,83.94,87.92
10488439,Rexo4,74.35,82.95,63.89
10488441,Zfp120,-68.91,-71.22,-66.94
10488449,---,-84.12,-80.95,-86.77
10488451,3300002I08Rik,-28.18,-36.43,-20.85
10488456,---,-47.87,-29.69,-63.20
10488459,Zfp442,-74.76,-65.69,-81.93
10488465,Zfp345,-8.68,-6.60,-11.19
10488469,Btbd1,25.56,26.21,24.89
10488472,2310001A20Rik,0.31,3.95,-2.87
10488482,Acss1,76.48,80.82,71.15
10488497,Vsx1,65.29,66.22,64.36
10488507,Abhd12,26.53,21.45,32.95
10488522,Ninl,-45.83,-40.56,-50.66
10488550,Nanp,93.98,93.48,94.26
10488553,4921509C19Rik,-44.29,-42.60,-46.17
10488558,Snph,63.16,50.83,74.15
10488565,Rad21l,-38.94,-43.46,-34.56
10488567,Rad21l,-3.58,-4.52,-2.98
10488575,Psmf1,-43.39,-46.75,-38.93
10488584,4930556L07Rik,-0.68,-12.83,22.29
10488589,Fam110a,89.32,91.70,85.87
10488594,Rbck1,-1.83,-1.08,-2.64
10488608,Trib3,-48.37,-48.51,-48.25
10488617,Nrsn2 or Gm14164,-24.72,-21.17,-28.97
10488623,Sox12,-38.42,-73.37,-11.58
10488626,Zcchc3,-30.65,-36.32,-25.45
10488630,Defb23,13.19,12.45,13.60
10488633,Defb22,-3.54,16.48,-16.09
10488636,Defb26,59.47,71.20,42.36
10488639,Defb29,6.04,19.87,-1.66
10488642,Defb19,-19.01,-13.54,-25.86
10488646,Defb45,59.56,55.60,62.85
10488652,Defb25,-60.70,-33.19,-81.89
10488655,Bcl2l1,-33.69,-20.52,-43.95
10488673,Foxs1,-13.78,14.20,-37.96
10488678,Dusp15,-34.81,-55.86,-20.62
10488687,Pdrg1,-90.93,-91.22,-90.34
10488693,Tspyl3,-28.86,-27.46,-30.35
10488697,Plagl2,-24.70,-20.84,-28.88
10488709,8430427H17Rik,13.97,13.19,14.23
10488722,Commd7,63.35,59.79,67.00
10488734,Sun5,-23.65,-30.12,-17.96
10488748,Cdk5rap1,-98.30,-97.97,-98.56
10488762,Snta1,-11.82,-9.32,-14.17
10488771,Necab3,-14.69,-15.23,-14.23
10488785,E2f1,-2.43,1.05,-5.81
10488797,Pxmp4,-60.80,-54.90,-65.88
10488802,Zfp341,-15.68,8.71,-38.80
10488804,---,-17.92,-21.23,-14.17
10488806,Eif2s2,-77.19,-75.48,-78.93
10488816,Ahcy,93.98,93.48,94.26
10488830,Pigu,-89.38,-94.36,-80.26
10488844,Ncoa6,-25.25,-28.25,-22.20
10488860,---,1.46,-5.62,8.34
10488862,Ggt7,-44.85,-47.01,-43.05
10488879,Gss,-58.23,-63.41,-53.08
10488892,Trpc4ap,27.32,26.29,28.51
10488912,Edem2,9.81,5.05,13.54
10488926,Mmp24 or BC029722,-17.42,-23.95,-11.13
10488929,Eif6,-13.42,-7.99,-20.52
10488938,Fam83c,51.39,56.66,45.66
10488944,Uqcc,-75.45,-79.74,-70.47
10488954,Gdf5,-21.63,-0.71,-47.20
10488959,6430550D23Rik,-71.77,-80.16,-61.66
10488965,Fer1l4,-20.26,-60.22,26.66
10488973,Fer1l4,45.78,45.16,46.40
10488982,Cpne1 or Rbm12,29.14,28.72,29.62
10489004,Nfs1,-56.73,-53.70,-59.70
10489018,Rbm39,57.90,63.56,51.23
10489038,Scand1 or 4921517L17Rik,41.50,39.52,43.36
10489041,Pdcd10,-59.91,-52.14,-67.82
10489043,2900097C17Rik,85.43,84.00,86.62
10489045,Rpl37a,93.98,93.48,94.26
10489049,Rpl9,93.98,93.48,94.26
10489051,5730471H19Rik,-61.25,-82.24,-40.73
10489053,---,-82.06,-81.58,-82.54
10489055,Sla2 or 1110008F13Rik,-42.18,-32.76,-52.44
10489065,Ndrg3,-63.87,-67.83,-60.28
10489078,Dsn1,-34.06,-45.04,-24.01
10489092,9830001H06Rik,98.10,98.99,96.67
10489107,Samhd1,55.13,55.42,54.65
10489127,Rbl1,28.20,30.60,25.22
10489151,4922505G16Rik or Rpn2,-71.36,-64.97,-77.42
10489179,Ghrh,-11.76,-24.71,-5.09
10489186,Rpl35a or Ino80,93.98,93.48,94.26
10489190,Blcap,-40.36,-27.86,-52.45
10489195,Tti1,-51.35,-50.60,-51.87
10489204,Tgm2,28.61,43.09,17.17
10489219,D630003M21Rik,-13.48,-29.29,0.84
10489235,9430008C03Rik,-75.35,-51.11,-92.14
10489237,9430008C03Rik,-78.70,-73.08,-84.50
10489239,9430008C03Rik,-54.19,-57.81,-50.42
10489241,Gm826,-25.67,-12.95,-40.08
10489246,Mafb,27.80,20.10,35.64
10489253,Zhx3,-79.84,-77.99,-81.35
10489261,Emilin3,82.79,79.97,86.17
10489266,Chd6,18.34,26.11,10.26
10489299,---,-17.24,-19.81,-14.75
10489303,Rpl29,93.98,93.48,94.26
10489305,Ptprt,-40.20,-32.20,-48.64
10489341,---,12.09,30.82,-4.38
10489343,Ptpla,-43.58,-45.24,-42.18
10489346,---,46.15,75.78,-0.49
10489349,Gtsf1l,-62.82,-66.40,-59.47
10489355,Jph2,-38.56,-32.54,-44.95
10489357,Jph2,-31.64,-28.57,-35.50
10489364,3230401D17Rik,93.98,93.48,94.26
10489368,Fitm2 or 2310001K24Rik,-42.43,-44.21,-40.86
10489372,0610008F07Rik,-7.89,-0.28,-20.83
10489377,Serinc3,20.71,24.84,16.16
10489391,Ada,-50.25,-45.81,-54.34
10489406,Rims4,47.91,-0.32,74.59
10489413,Tomm34,36.76,34.29,39.21
10489422,Kcns1,46.02,67.58,8.73
10489429,Wfdc5,-19.74,-17.35,-22.59
10489434,Wfdc12,-53.12,-85.30,-16.21
10489440,Wfdc15a,-66.65,-72.83,-60.85
10489444,Wfdc15b,-46.22,-58.54,-35.00
10489451,Svs2,-12.68,-3.78,-26.60
10489456,Svs3b,-25.57,-19.94,-31.79
10489458,Svs4,-8.93,-14.55,-4.22
10489463,Slpi,-56.63,-56.68,-56.49
10489471,Matn4,-1.67,33.27,-16.57
10489484,Sdc4,80.95,78.62,83.68
10489492,Sys1,0.62,-4.65,16.05
10489498,Dbndd2,3.52,-4.31,13.49
10489500,Spint3,34.87,36.22,33.77
10489503,Wfdc6a,-35.60,-57.20,-15.61
10489506,Spinlw1,-28.83,-16.82,-44.08
10489512,Wfdc8,-66.58,-42.93,-86.97
10489522,Wfdc16,-1.23,-26.65,40.29
10489528,Wfdc9,-53.22,-56.46,-50.24
10489532,Wfdc11,-11.09,-0.86,-23.19
10489535,Wfdc3,-31.13,-30.78,-31.41
10489542,Wfdc3,23.77,46.54,-2.71
10489545,Tnnc2,-22.17,-26.00,-19.17
10489553,Acot8 or Snx21,-28.73,-23.66,-33.42
10489562,Spata25,72.26,83.62,54.55
10489566,Neurl2 or Ctsa,17.34,17.93,16.58
10489569,Pltp or Ctsa,84.99,83.87,86.35
10489589,Pcif1 or 4930445K14Rik,86.78,86.56,86.96
10489591,Zfp335,-9.30,-1.16,-18.52
10489620,Ncoa5,-11.64,-22.32,0.00
10489629,Cdh22 or LOC100862070,-42.33,-34.32,-51.72
10489646,Slc35c2,80.19,83.12,76.48
10489660,Elmo2,91.23,91.72,90.27
10489687,Zfp663,27.45,52.85,-4.23
10489694,Zfp334,-87.65,-86.01,-89.09
10489701,Ocstamp,89.46,91.17,87.82
10489705,Slc13a3,34.08,36.71,31.08
10489719,2810408M09Rik,-92.07,-87.25,-95.27
10489721,---,93.98,93.48,94.26
10489723,Zmynd8,7.62,9.18,6.10
10489759,Sulf2 or Ncoa3,79.63,80.94,77.46
10489782,---,7.53,-14.55,32.75
10489784,Prex1,87.62,90.01,84.30
10489829,---,48.22,66.60,22.27
10489831,Stau1,-1.26,14.91,-21.13
10489850,Znfx1,41.68,42.33,40.99
10489870,---,96.42,91.22,98.71
10489872,Kcnb1,-25.66,-31.09,-20.14
10489878,Ptgis,-39.96,-27.74,-54.56
10489891,B4galt5,73.04,79.37,64.57
10489904,Spata2 or Rnf114,81.68,76.47,86.02
10489909,Ube2v1,70.02,71.58,67.94
10489912,Tmem189,73.87,74.88,72.39
10489915,Fam65c,38.19,15.90,53.95
10489936,Adnp or Dpm1,-88.09,-84.65,-90.24
10489946,Dpm1,-72.71,-73.78,-71.36
10489958,Kcng1,54.29,60.26,46.09
10489961,Nfatc2,77.03,81.91,71.21
10489983,Gm10724,26.15,48.35,-2.55
10489985,Atp9a,-57.50,-57.60,-57.32
10490016,Sall4,-19.02,-10.98,-32.53
10490028,Zfp64 or LOC100502777,-36.97,-44.42,-28.87
10490045,---,-0.71,1.23,-2.88
10490047,AY702102,-61.92,-67.77,-54.48
10490053,Zfp217,78.51,74.47,81.90
10490061,Bcas1,-33.76,-31.75,-36.03
10490078,Sumo1,93.98,93.48,94.26
10490080,Cyp24a1,-35.17,-33.40,-37.44
10490094,4930470P17Rik,36.59,79.07,-30.05
10490097,Cbln4,-23.09,-16.64,-32.67
10490104,Aurka,-21.51,-21.99,-20.99
10490116,Cass4,72.35,66.50,76.60
10490119,Gcnt7 or 2410001C21Rik,28.82,25.20,34.42
10490126,Rps29,93.98,93.48,94.26
10490129,Bmp7,-47.12,-48.36,-45.79
10490138,Ctcfl,-7.79,-39.70,31.51
10490150,Zbp1,-6.22,-0.23,-13.86
10490159,Pmepa1,30.68,37.53,23.20
10490164,Ankrd60,-24.69,-24.45,-24.90
10490169,Ppp4r1l-ps,32.26,26.13,38.84
10490192,---,58.13,70.12,42.75
10490194,Gm10714,76.41,56.06,88.19
10490199,Mir296,47.65,63.59,26.87
10490201,Mir298,-18.68,-14.35,-23.24
10490203,Gnas,-7.15,-6.98,-7.46
10490212,Ctsz,82.24,83.08,81.22
10490221,Atp5e,-30.72,-26.46,-35.11
10490225,Slmo2,37.51,37.25,37.63
10490232,---,-92.51,-93.89,-91.20
10490244,---,-33.42,-26.56,-41.62
10490246,Gm14326 or Gm14391,93.98,93.48,94.26
10490248,---,93.98,93.48,94.26
10490250,Gm14295 or Gm6710 or 0610010B08Rik or Zfp931 or LOC627901,93.98,93.48,94.26
10490256,Rps8,93.98,93.48,94.26
10490259,100043387 or OTTMUSG00000016609 or 0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430,93.98,93.48,94.26
10490262,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,93.98,93.48,94.26
10490265,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,93.98,93.48,94.26
10490268,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,93.98,93.48,94.26
10490271,---,93.98,93.48,94.26
10490273,100043387 or OTTMUSG00000016609 or 0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430,93.98,93.48,94.26
10490276,Gm14403 or Gm14322 or 0610010B08Rik or Gm14430 or Gm14434 or Gm4724 or 2210418O10Rik,93.98,93.48,94.26
10490287,Gm14407,61.08,58.49,62.82
10490289,LOC628147,-23.95,-22.11,-26.23
10490291,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,93.98,93.48,94.26
10490294,Gm14326 or Gm6710 or Gm14403 or Gm14430 or 0610010B08Rik or Gm14434 or Gm4724 or OTTMUSG00000016609,93.98,93.48,94.26
10490299,---,-64.62,-56.07,-73.09
10490302,Zfp931,-65.86,-61.25,-69.48
10490304,Sycp2,-4.43,-5.32,-3.64
10490350,Ppp1r3d,71.12,72.87,69.88
10490352,Taf4a,48.39,54.15,42.06
10490370,Psma7,-77.43,-77.25,-77.75
10490378,Hrh3,-64.37,-68.21,-59.97
10490384,Lama5,-39.72,-36.33,-43.71
10490467,Cables2,-24.43,-10.39,-38.64
10490473,BC066135,56.08,57.41,54.49
10490491,Gata5,-26.31,-37.99,-17.49
10490502,Tcfl5,-18.23,-18.99,-17.50
10490510,Dido1,-85.19,-82.18,-87.59
10490535,Bhlhe23,79.73,54.87,90.01
10490541,Gm14340,-20.79,-46.12,3.72
10490544,Ythdf1,-92.32,-94.28,-89.65
10490551,Nkain4,-44.36,-50.63,-38.85
10490559,Chrna4,-60.99,-67.33,-54.30
10490569,Kcnq2,-17.65,-18.49,-16.87
10490602,Eef1a2,-30.95,-26.57,-36.16
10490611,Ptk6,-75.08,-55.04,-89.44
10490621,Srms,51.13,68.25,27.21
10490632,BC006779,-17.69,-14.32,-20.66
10490653,Gmeb2,-35.89,-28.64,-43.90
10490663,Stmn3,12.10,-9.29,37.10
10490665,Stmn3,-33.88,-52.05,-21.53
10490672,Arfrp1,-58.15,-49.58,-64.92
10490682,Zbtb46,95.57,96.03,95.22
10490690,Uckl1,-30.96,-45.54,-14.23
10490706,Znf512b,-62.32,-44.77,-75.61
10490724,Samd10,-28.73,-8.22,-48.66
10490731,Sox18,-14.95,-21.57,-9.62
10490734,---,-25.79,-16.11,-37.33
10490736,Rgs19,51.65,53.30,50.21
10490745,4930526D03Rik,-20.22,-25.23,-15.93
10490751,---,-25.02,-22.63,-27.94
10490755,Hnf4g,-33.07,-43.40,-25.88
10490768,---,28.69,17.10,39.60
10490770,---,53.60,45.93,60.83
10490773,Hnrnph2,34.29,35.29,32.48
10490775,---,-20.93,-47.90,-6.25
10490777,Zfhx4,-74.48,-68.14,-81.34
10490794,Pkia,-56.69,-45.49,-75.49
10490799,---,26.85,-37.42,78.53
10490802,Fam164a,-19.32,-20.86,-17.44
10490813,---,72.84,73.28,72.48
10490815,---,-47.04,-57.09,-38.68
10490818,Stmn2,-85.27,-96.23,-66.14
10490824,Rpl29,93.98,93.48,94.26
10490826,Zbtb10,24.47,29.25,19.26
10490833,---,-10.42,-26.76,6.51
10490838,Fabp5,-17.62,-21.49,-13.30
10490843,Gm9833,-36.78,-60.74,-17.00
10490845,Chmp4c,-50.97,-80.63,-28.39
10490852,---,21.91,29.24,15.17
10490854,Gm13051 or Zfp534,22.46,19.30,25.10
10490856,Ralyl,-21.35,-17.10,-27.51
10490867,Slc7a12,-28.29,-30.40,-26.16
10490872,Lrrcc1,-19.51,-19.44,-19.54
10490894,E2f5,-71.97,-77.50,-65.43
10490903,Car13,-27.89,-32.48,-23.19
10490913,Car3,-92.86,-95.34,-89.01
10490923,Car2,-63.51,-61.02,-66.21
10490931,Ythdf3,61.74,68.74,54.94
10490942,Mir124a-2,3.28,-14.81,29.46
10490944,Cypt12,-73.38,-78.68,-68.42
10490946,Hsp90aa1,93.98,93.48,94.26
10490950,Bhlhe22,-42.59,-38.36,-46.82
10490953,---,-9.86,2.88,-24.45
10490955,Mtfr1 or E130309F12Rik,-91.36,-90.97,-91.69
10490966,Dnajc5b,-20.99,-36.18,-11.10
10490970,---,29.56,46.53,10.05
10490972,Trim55,-19.13,-47.49,-7.52
10490982,BC002189,-8.08,-16.32,-2.09
10490984,---,-33.13,-48.07,-16.62
10490986,4632415L05Rik,-83.23,-89.36,-73.43
10490989,Cp,-39.98,-39.89,-40.05
10491014,Hltf,40.39,30.87,48.69
10491036,Nudt21,-26.58,-29.96,-23.25
10491038,Tbl1xr1,77.11,79.33,75.34
10491056,Tbl1xr1,-10.12,-26.60,5.28
10491058,Rprl2,81.59,78.92,83.89
10491060,---,-49.58,-65.74,-28.72
10491062,Rpl27a or LOC100505355 or Gm13981,93.98,93.48,94.26
10491064,---,37.15,17.45,52.92
10491066,Nlgn1,67.92,71.71,62.90
10491068,Spata16,-30.16,-46.50,-18.49
10491081,---,-32.35,-63.95,-7.12
10491083,Nceh1,-9.62,-8.84,-10.60
10491091,Tnfsf10,-54.35,-56.64,-52.20
10491098,Ghsr,46.23,41.21,50.80
10491106,Pld1,-23.65,-24.13,-22.89
10491136,Tnik,-63.05,-56.98,-69.20
10491171,Slc2a2,-30.30,-40.80,-21.63
10491182,Eif5a2,-4.65,-11.48,2.32
10491191,Rpl22l1 or Gm15421,-85.38,-83.05,-87.64
10491197,Gm1527,-71.72,-68.10,-74.76
10491212,Egfem1,-21.99,-14.99,-30.96
10491229,Mir551b,39.78,58.30,13.43
10491231,Mynn,-71.20,-53.93,-82.30
10491243,Lrriq4 or Lrrc34,50.13,24.59,67.27
10491252,Samd7,-20.30,-15.49,-26.41
10491261,Sec62,-32.25,-21.17,-42.80
10491272,Gpr160,68.02,60.02,75.37
10491279,Prkci,-70.98,-69.57,-72.47
10491300,Skil,99.71,99.76,99.59
10491313,Cldn11,-12.24,-11.21,-13.37
10491319,Kcnmb2,-48.56,-34.00,-65.08
10491329,4930429B21Rik or Zmat3,-22.35,-21.65,-22.96
10491331,Pik3ca,-51.45,-44.18,-58.00
10491354,Zfp639,-31.08,-37.30,-24.96
10491363,Mfn1,-52.70,-47.46,-57.41
10491385,Actl6a,-65.50,-60.68,-69.98
10491399,Mrpl47,-73.45,-65.19,-80.78
10491406,Ndufb5,-50.60,-50.23,-50.81
10491414,Usp13,-69.90,-76.25,-64.56
10491436,---,-17.43,-16.92,-18.02
10491438,Ttc14 or Ccdc39,-55.63,-35.67,-72.45
10491455,Fxr1,-10.98,-10.18,-11.57
10491474,---,-8.09,-13.82,-2.50
10491477,Sox2,-24.46,-29.95,-20.36
10491484,---,-20.67,-12.22,-35.52
10491486,Atp11b,-49.66,-43.47,-54.87
10491518,---,28.79,6.12,47.27
10491520,Mccc1,-36.44,-72.69,-12.89
10491522,A330050B17Rik or Mccc1,-59.61,-77.52,-38.57
10491526,Acad9,-50.44,-30.08,-67.05
10491547,1810062G17Rik,27.48,32.38,22.41
10491551,Exosc9 or Ccna2,14.85,21.68,9.08
10491564,4932438A13Rik,39.91,55.39,23.11
10491595,---,24.69,29.10,20.28
10491597,4932438A13Rik,-2.80,5.28,-13.02
10491599,---,10.02,16.18,3.67
10491601,---,55.13,66.29,42.09
10491603,---,17.44,37.42,-3.94
10491605,4932438A13Rik,35.34,50.39,20.50
10491607,4932438A13Rik,-9.49,15.47,-34.95
10491609,4932438A13Rik,-34.55,-12.80,-51.78
10491611,---,-32.09,-23.55,-41.63
10491613,---,-33.43,-19.36,-46.42
10491615,---,3.83,20.96,-13.56
10491617,4932438A13Rik,-27.84,-13.10,-41.13
10491619,---,7.03,11.29,1.81
10491621,4932438A13Rik,-21.64,-15.28,-27.06
10491623,4932438A13Rik,10.84,14.82,6.73
10491625,4932438A13Rik,2.84,20.69,-17.70
10491627,4932438A13Rik,-3.14,6.96,-15.57
10491629,4932438A13Rik,-24.55,-18.07,-30.23
10491678,Adad1,-45.35,-46.79,-43.88
10491691,Adad1,-34.19,-61.59,-4.43
10491695,Bbs12,-79.92,-83.59,-75.80
10491699,Fgf2,-55.09,-40.58,-70.09
10491704,Spata5,0.51,5.80,-3.71
10491721,Spry1,-71.35,-55.94,-85.57
10491730,Rps23 or Gm5148 or Gm8618,93.98,93.48,94.26
10491732,Fat4,-48.07,-51.64,-44.43
10491751,---,-41.78,-65.91,-21.37
10491753,Intu,-67.34,-72.94,-60.86
10491773,Slc25a31,-67.68,-69.12,-66.08
10491780,Hspa4l,-59.08,-57.53,-60.54
10491805,Plk4,-17.24,-16.89,-17.79
10491820,Gm2011 or 3110057O12Rik,-85.36,-90.19,-79.71
10491825,3110057O12Rik,-87.90,-92.35,-83.07
10491835,Larp1b,-18.79,-23.11,-15.50
10491846,---,-11.00,1.92,-24.61
10491848,Larp1b or LOC100503217,-31.20,-45.10,-21.90
10491858,---,-4.46,10.17,-15.03
10491860,Phf17,-84.90,-86.69,-82.63
10491877,D3Ertd751e,-92.04,-85.61,-95.98
10491883,Acp1 or LOC631286,68.20,55.42,77.76
10491885,Pcdh10,-47.31,-38.93,-57.61
10491895,---,-10.75,-5.83,-15.95
10491897,---,-6.75,33.06,-44.60
10491899,Gm20557,-5.94,-14.81,4.57
10491913,---,-12.92,-21.33,-5.23
10491915,Ccrn4l,85.22,85.04,85.28
10491920,Elf2,67.09,75.71,57.38
10491922,Naa15,17.86,30.54,6.77
10491945,Rab33b,-45.73,-39.01,-51.29
10491952,Mgst2,-46.70,-39.04,-55.49
10491958,---,60.95,57.02,64.88
10491960,---,47.64,43.02,52.31
10491962,Foxo1,-33.21,-27.04,-39.07
10491967,Gapdh,93.98,93.48,94.26
10491970,Lhfp,-77.20,-72.48,-82.10
10491977,2810046L04Rik,-49.25,-42.57,-55.64
10491993,Stoml3,-46.23,-57.23,-36.24
10492002,Gm10727,-29.37,-42.03,-19.68
10492004,---,42.31,-4.02,72.56
10492006,Trpc4,-62.50,-51.47,-73.07
10492021,Postn,-54.45,-45.51,-65.67
10492045,Hnrnpa3 or LOC100862477,93.98,93.48,94.26
10492049,Fam48a,1.02,11.93,-13.22
10492078,Alg5,-88.30,-89.09,-87.64
10492091,Smad9,-43.89,-35.97,-51.88
10492102,Spg20,-96.72,-98.35,-93.85
10492113,A730037C10Rik,-26.98,-40.85,-17.81
10492123,Sohlh2,-50.30,-65.82,-35.38
10492136,Dclk1,-68.52,-72.19,-64.92
10492165,---,-29.05,-41.57,-20.32
10492167,---,-14.67,-50.64,-2.59
10492169,Mab21l1,-30.05,-29.40,-30.67
10492172,---,-10.49,-4.06,-19.63
10492174,Tm4sf4,-51.30,-53.30,-49.47
10492180,Rnf13,36.19,39.64,33.67
10492193,---,25.22,-14.58,58.56
10492195,Tsc22d2,48.58,59.64,35.42
10492205,Eif2a,3.95,-2.60,12.41
10492220,2810407C02Rik,47.60,50.62,44.63
10492229,Rpl13 or Gm10071,93.98,93.48,94.26
10492231,Med12l,-71.77,-63.28,-80.70
10492281,---,-1.07,12.94,-6.50
10492284,C130079G13Rik,-46.60,-40.33,-53.42
10492291,Gm9696,19.44,-25.99,66.83
10492294,Aadacl2,-58.39,-25.39,-91.36
10492300,Aadac,-46.62,-48.27,-44.86
10492306,Sucnr1,-45.62,-70.17,-26.15
10492310,Mbnl1,70.33,71.12,69.44
10492325,Ube2v1,93.98,93.48,94.26
10492330,P2ry1,-10.80,-17.26,-4.02
10492335,Rap2b,48.13,45.34,50.33
10492341,Arhgef26,-49.03,-60.88,-38.54
10492355,Mme,-31.93,-27.33,-37.52
10492381,Gmps,-70.14,-76.17,-61.70
10492396,Vmn2r1,17.92,22.96,13.70
10492402,Kcnab1,-74.33,-76.42,-72.02
10492424,---,12.93,15.49,9.49
10492426,Acsf2,93.98,93.48,94.26
10492428,Tiparp or 4931440P22Rik,93.82,94.27,92.95
10492436,---,-85.19,-96.32,-59.14
10492438,Lekr1,-74.03,-61.98,-85.14
10492442,Lekr1,-39.82,-30.85,-48.96
10492448,Ptx3,-25.12,-27.18,-23.25
10492452,---,-20.86,-9.84,-31.14
10492454,---,42.89,53.59,29.81
10492456,Rsrc1,41.64,39.85,43.29
10492469,Mlf1,-51.25,-41.46,-64.11
10492480,Gfm1,-57.33,-53.27,-61.42
10492499,Mfsd1,33.02,34.12,31.44
10492516,Iqcj or Iqcj-schip1,-8.23,-7.35,-9.31
10492522,Schip1 or Iqcj-schip1,-58.46,-72.88,-47.64
10492536,---,-24.58,-17.36,-30.63
10492538,Gm10723,-87.50,-92.45,-79.76
10492540,Il12a,-36.65,-49.59,-25.61
10492552,---,-32.56,-59.88,-9.87
10492556,1110032F04Rik,-9.09,-1.86,-18.20
10492558,Smc4,25.58,31.83,19.08
10492582,Mir15b,-31.16,-18.35,-47.93
10492584,Mir16-2,-29.56,-15.97,-47.04
10492586,Arl14,-32.60,-39.88,-26.94
10492590,Ppm1l,-79.32,-84.73,-74.26
10492598,Nmd3,-70.62,-76.31,-64.90
10492615,Otol1,27.21,8.66,45.46
10492621,---,-20.18,-62.84,29.64
10492625,---,-4.56,-34.70,38.16
10492628,Serpini1,-71.77,-95.17,-47.48
10492640,Fstl5,-50.11,-50.01,-50.28
10492658,Gapdh,93.98,93.48,94.26
10492660,---,-4.28,-18.53,17.27
10492662,Gm17359,-13.98,-6.70,-21.16
10492668,---,26.32,66.39,-22.10
10492671,Ppid,-84.71,-84.79,-84.61
10492679,4930579G24Rik,47.06,45.44,48.65
10492682,Fam198b,-17.71,-14.39,-22.36
10492689,Pdgfc,-47.90,-53.18,-42.68
10492699,Ctso,17.20,14.90,19.60
10492709,Accn5,-26.93,-43.98,-15.05
10492720,Mtap9,-54.43,-59.79,-49.54
10492735,Fgg,-16.07,-21.56,-12.43
10492748,Fga,-5.40,-9.09,-3.11
10492755,Fga,93.98,93.48,94.26
10492757,Plrg1,-81.90,-76.18,-85.83
10492774,Dchs2,-43.58,-44.62,-42.45
10492798,Sfrp2,-30.74,-32.20,-29.46
10492803,---,10.34,60.01,-33.17
10492813,Tigd4,-39.84,-13.03,-79.53
10492815,Tmem154,16.25,18.78,13.89
10492824,---,-38.21,-41.43,-35.18
10492826,Fbxw7 or Dear1,-58.39,-66.61,-50.34
10492846,Pet112l,-91.42,-86.18,-94.92
10492860,Higd1a,-88.18,-82.64,-91.67
10492864,Sh3d19,-49.38,-53.75,-45.25
10492888,---,-35.08,-32.62,-37.70
10492890,Lrba,7.55,22.98,-10.13
10492951,---,-12.83,-10.03,-15.39
10492953,---,90.10,69.66,96.30
10492955,---,4.99,45.06,-22.00
10492957,Cd1d2,31.30,33.39,30.11
10492964,Cd5l,-23.72,-30.59,-18.70
10492971,Fcrl1,-11.85,-9.79,-13.73
10492983,Fcrl5,-56.83,-74.16,-40.22
10492997,Etv3,98.97,99.30,98.72
10493003,Etv3l,83.19,90.23,72.46
10493009,Arhgef11 or 4933430H15Rik,46.25,55.47,36.88
10493052,Insrr,-62.55,-74.69,-49.60
10493076,Sh2d2a,-22.99,-14.63,-37.08
10493086,Hdgf,-70.05,-69.32,-70.92
10493094,Mrpl24 or Rrnad1,24.49,25.76,23.83
10493103,Isg20l2,5.91,12.37,0.32
10493108,Crabp2,-54.19,-38.32,-73.77
10493114,Nes,-16.22,-19.08,-13.50
10493120,Gpatch4,-47.63,-49.70,-45.03
10493137,Iqgap3,33.47,40.65,27.15
10493177,Mef2d,5.76,10.78,-0.12
10493189,Mef2d,-61.67,-52.38,-70.42
10493191,Mir9-1,-37.52,-27.46,-49.86
10493193,Cct3,-74.10,-80.60,-66.02
10493203,0610031J06Rik,-12.80,-16.92,-7.80
10493210,Smg5,5.05,12.06,-1.36
10493235,Paqr6,-18.06,-11.66,-27.06
10493243,Rpl21,93.98,93.48,94.26
10493245,Mex3a,-33.58,-31.27,-36.66
10493247,Ubqln4,-49.06,-46.63,-51.35
10493259,Ssr2,-64.41,-68.34,-59.22
10493267,Arhgef2,79.14,84.33,72.41
10493292,2810403A07Rik,-85.61,-81.79,-88.40
10493307,---,-48.85,-48.92,-48.79
10493309,Rit1,-30.73,-33.47,-28.22
10493317,Gon4l,-49.08,-52.51,-46.31
10493335,5830417I10Rik or Gon4l,-27.33,-32.58,-21.64
10493343,---,-64.79,-52.29,-76.46
10493345,---,65.73,62.30,68.46
10493347,Ash1l,15.77,21.65,9.97
10493377,---,-38.86,-20.12,-56.92
