Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II+,Sample_,Sample_,Sample_
10491331,Pik3ca,49.69,43.49,51.72,53.46
10491354,Zfp639,63.12,74.59,74.26,36.32
10491363,Mfn1,-66.03,-33.97,-83.73,-69.62
10491385,Actl6a,-59.60,-73.89,-68.20,-32.39
10491399,Mrpl47,-19.79,-19.47,-34.47,-10.57
10491406,Ndufb5,-51.44,-55.27,-76.38,-1.12
10491414,Usp13,-45.75,-46.29,-27.57,-82.60
10491436,---,-2.26,-0.05,22.77,-17.95
10491438,Ttc14 or Ccdc39,28.31,59.99,34.55,-18.28
10491455,Fxr1,21.33,33.04,30.82,-0.89
10491474,---,-68.41,-45.50,-53.50,-90.94
10491477,Sox2,-54.25,-28.44,-53.19,-84.68
10491484,---,-15.48,-8.36,-17.64,-26.38
10491486,Atp11b,-24.83,-7.62,-38.01,-30.54
10491518,---,11.26,-15.68,58.89,-14.49
10491520,Mccc1,4.53,11.95,17.48,-5.15
10491522,A330050B17Rik or Mccc1,37.88,10.73,67.65,24.65
10491526,Acad9,-72.64,-76.68,-62.51,-77.56
10491547,1810062G17Rik,-13.55,23.52,0.43,-58.93
10491551,Exosc9 or Ccna2,16.79,9.96,20.52,20.27
10491564,4932438A13Rik,11.28,26.04,-3.16,10.96
10491595,---,-23.71,0.21,-36.33,-34.71
10491597,4932438A13Rik,-52.28,-58.67,-48.60,-49.60
10491599,---,-55.74,-59.15,-56.01,-52.05
10491601,---,-55.59,-53.72,-74.91,-29.63
10491603,---,-44.08,-28.77,-65.32,-35.18
10491605,4932438A13Rik,-30.28,-19.90,-49.87,-18.05
10491607,4932438A13Rik,-48.95,-52.39,-54.63,-40.39
10491609,4932438A13Rik,-56.96,-51.53,-70.22,-45.75
10491611,---,-43.38,-43.35,-45.66,-40.90
10491613,---,-52.82,-42.13,-64.30,-50.05
10491615,---,-48.66,-39.73,-55.53,-49.94
10491617,4932438A13Rik,-53.66,-45.16,-66.16,-47.47
10491619,---,-25.56,-5.05,-23.52,-45.37
10491621,4932438A13Rik,-77.39,-76.47,-76.09,-79.87
10491623,4932438A13Rik,-44.64,-19.20,-63.59,-42.08
10491625,4932438A13Rik,-56.39,-35.94,-69.81,-58.21
10491627,4932438A13Rik,-66.17,-36.02,-83.78,-67.37
10491629,4932438A13Rik,-37.05,-11.65,-47.96,-46.10
10491678,Adad1,-35.54,-56.23,-58.02,-10.89
10491691,Adad1,-44.53,-11.60,-7.12,-92.67
10491695,Bbs12,-54.09,-36.99,-53.60,-72.90
10491699,Fgf2,-78.42,-89.74,-91.19,-46.04
10491704,Spata5,22.55,55.01,26.80,-13.60
10491721,Spry1,-76.16,-72.58,-64.93,-88.01
10491730,Rps23 or Gm5148 or Gm8618,63.96,85.91,-1.66,71.98
10491732,Fat4,-63.80,-59.10,-48.09,-87.29
10491751,---,-54.87,-66.25,-58.04,-40.16
10491753,Intu,-56.67,-31.59,-52.46,-79.67
10491773,Slc25a31,-39.85,-25.14,-33.77,-72.13
10491780,Hspa4l,-45.72,-23.62,-77.57,-32.30
10491805,Plk4,-69.31,-66.30,-59.26,-81.06
10491820,Gm2011 or 3110057O12Rik,-65.24,-60.90,-45.49,-83.59
10491825,3110057O12Rik,-84.01,-91.57,-72.57,-83.77
10491835,Larp1b,-72.30,-53.29,-86.97,-68.60
10491846,---,-48.40,-43.24,-46.39,-55.29
10491848,Larp1b or LOC100503217,-46.51,-27.56,-43.29,-71.16
10491858,---,-24.49,-0.85,-16.99,-69.69
10491860,Phf17,-96.97,-96.63,-96.61,-97.46
10491877,D3Ertd751e,-69.49,-64.73,-83.50,-57.54
10491883,Acp1 or LOC631286,60.25,79.60,12.40,65.22
10491885,Pcdh10,-51.43,-59.03,-55.26,-41.39
10491895,---,66.31,66.39,48.12,77.13
10491897,---,78.96,86.74,70.63,77.60
10491899,Gm20557,-27.92,-21.82,-41.01,-22.42
10491913,---,-13.13,-52.87,-84.92,80.77
10491915,Ccrn4l,38.53,77.15,36.64,-26.11
10491920,Elf2,77.08,76.34,73.61,80.76
10491922,Naa15,14.82,58.14,17.98,-38.33
10491945,Rab33b,-37.37,-55.71,-27.13,-31.56
10491952,Mgst2,-50.38,-59.90,-47.31,-44.83
10491958,---,74.87,85.49,94.28,-18.99
10491960,---,94.29,92.66,96.87,92.16
10491962,Foxo1,-16.54,-26.20,-4.45,-18.16
10491967,Gapdh,63.96,85.91,-1.66,71.98
10491970,Lhfp,-68.15,-60.17,-65.62,-79.20
10491977,2810046L04Rik,18.20,15.93,8.62,29.66
10491993,Stoml3,-32.23,-30.75,-24.38,-44.43
10492002,Gm10727,-29.02,-14.41,-64.37,-21.15
10492004,---,-59.91,-97.53,-42.53,4.34
10492006,Trpc4,-63.13,-67.63,-45.50,-75.20
10492021,Postn,-77.38,-72.67,-76.53,-82.78
10492045,Hnrnpa3 or LOC100862477,63.96,85.91,-1.66,71.98
10492049,Fam48a,11.93,30.34,14.85,-14.07
10492078,Alg5,-58.72,-71.05,-88.12,12.05
10492091,Smad9,-46.73,-80.63,-10.65,-55.67
10492102,Spg20,-83.87,-84.01,-87.06,-79.52
10492113,A730037C10Rik,-26.15,-36.39,-17.41,-28.02
10492123,Sohlh2,-13.31,-14.11,-6.45,-27.69
10492136,Dclk1,-78.93,-49.62,-84.94,-97.67
10492165,---,-59.23,-92.85,-40.72,-42.74
10492167,---,-38.07,-12.83,-32.83,-83.96
10492169,Mab21l1,-59.29,-62.41,-67.26,-48.23
10492172,---,-11.01,36.38,-32.78,-29.99
10492174,Tm4sf4,-25.44,-13.60,-26.28,-45.62
10492180,Rnf13,34.46,50.24,22.31,30.73
10492193,---,-63.65,6.83,-89.08,-87.08
10492195,Tsc22d2,59.07,71.16,63.76,35.35
10492205,Eif2a,50.47,45.71,51.21,53.74
10492220,2810407C02Rik,19.79,24.82,32.53,3.98
10492229,Rpl13 or Gm10071,63.96,85.91,-1.66,71.98
10492231,Med12l,-50.59,-58.66,-24.03,-69.60
10492281,---,-7.00,-64.99,-5.87,63.01
10492284,C130079G13Rik,-21.19,-6.70,-85.23,-14.91
10492291,Gm9696,24.13,11.14,68.30,-13.31
10492294,Aadacl2,-33.98,-37.03,-27.17,-38.39
10492300,Aadac,-54.95,-75.48,-22.86,-79.18
10492306,Sucnr1,-29.33,-27.93,-26.30,-35.12
10492310,Mbnl1,65.48,66.85,73.81,56.47
10492325,Ube2v1,63.96,85.91,-1.66,71.98
10492330,P2ry1,19.61,24.95,7.97,25.00
10492335,Rap2b,69.26,61.44,56.51,83.09
10492341,Arhgef26,-80.44,-71.97,-74.40,-92.36
10492355,Mme,-59.33,-69.89,-58.74,-51.82
10492381,Gmps,-42.70,-18.09,-66.35,-39.04
10492396,Vmn2r1,-24.52,-22.40,-40.87,-10.79
10492402,Kcnab1,-45.00,-41.55,-46.76,-47.12
10492424,---,-40.23,-45.63,-6.63,-70.32
10492426,Acsf2,63.96,85.91,-1.66,71.98
10492428,Tiparp or 4931440P22Rik,18.89,37.10,35.44,-12.62
10492436,---,-24.69,42.24,-17.52,-87.98
10492438,Lekr1,-90.58,-99.08,-64.27,-92.03
10492442,Lekr1,-24.78,-28.51,-5.41,-47.74
10492448,Ptx3,-38.78,-23.15,-46.69,-54.89
10492452,---,25.36,38.51,3.56,32.57
10492454,---,32.29,48.74,-29.60,69.04
10492456,Rsrc1,-15.06,-7.97,-2.10,-31.99
10492469,Mlf1,-51.82,-60.03,-50.72,-45.78
10492480,Gfm1,-29.33,-3.67,-41.18,-42.33
10492499,Mfsd1,53.10,42.13,33.79,73.60
10492516,Iqcj or Iqcj-schip1,-23.14,-33.00,-15.48,-24.48
10492522,Schip1 or Iqcj-schip1,-83.65,-69.86,-97.11,-75.18
10492536,---,-25.91,-92.35,30.50,14.10
10492538,Gm10723,-57.14,-93.70,-3.23,-72.98
10492540,Il12a,-36.23,-31.63,-24.84,-55.01
10492552,---,-26.23,-9.55,-26.16,-47.89
10492556,1110032F04Rik,-30.14,-48.55,-10.46,-33.48
10492558,Smc4,-39.90,-24.57,-49.21,-44.97
10492582,Mir15b,-6.24,26.77,-44.23,3.55
10492584,Mir16-2,-15.49,-30.33,-13.02,-7.08
10492586,Arl14,-53.27,-23.98,-73.03,-73.36
10492590,Ppm1l,-80.71,-77.93,-85.99,-77.41
10492598,Nmd3,-84.47,-74.61,-83.09,-91.35
10492615,Otol1,35.20,27.46,74.01,-15.25
10492621,---,-20.56,51.52,-21.32,-79.37
10492625,---,-4.58,-2.85,62.16,-63.11
10492628,Serpini1,-62.99,-79.97,-81.81,-37.16
10492640,Fstl5,-26.17,-15.36,-69.75,-15.04
10492658,Gapdh,63.96,85.91,-1.66,71.98
10492660,---,59.17,42.18,83.53,35.65
10492662,Gm17359,-3.09,-30.08,49.91,-6.88
10492668,---,-26.69,-62.09,-16.36,-9.15
10492671,Ppid,-68.49,-78.28,-89.93,-20.17
10492679,4930579G24Rik,-32.44,-27.21,-31.44,-40.57
10492682,Fam198b,-33.71,-43.63,-39.07,-22.29
10492689,Pdgfc,-74.80,-77.10,-71.75,-75.32
10492699,Ctso,2.26,-22.10,3.49,18.52
10492709,Accn5,-15.54,-19.96,-13.24,-13.76
10492720,Mtap9,-84.78,-57.10,-70.89,-99.41
10492735,Fgg,-24.46,-18.65,-14.49,-55.21
10492748,Fga,-11.99,-19.60,-5.35,-19.36
10492755,Fga,63.96,85.91,-1.66,71.98
10492757,Plrg1,-87.73,-93.73,-94.78,-54.43
10492774,Dchs2,-32.20,-13.60,-32.41,-55.33
10492798,Sfrp2,-61.78,-78.99,-59.63,-48.28
10492803,---,0.95,-1.26,-19.88,40.74
10492813,Tigd4,-28.18,-13.37,-17.76,-67.37
10492815,Tmem154,-11.50,-16.96,-2.89,-15.75
10492824,---,-29.00,-26.34,-37.51,-24.28
10492826,Fbxw7 or Dear1,-48.92,-42.21,-65.70,-40.94
10492846,Pet112l,-78.55,-90.48,-73.93,-64.67
10492860,Higd1a,-44.73,-75.79,-90.73,49.03
10492864,Sh3d19,-71.29,-64.84,-77.76,-72.01
10492888,---,86.10,93.98,82.87,76.95
10492890,Lrba,-72.80,-78.97,-72.10,-66.36
10492951,---,12.61,8.60,62.88,-29.91
10492953,---,-39.03,16.46,-38.53,-80.86
10492955,---,14.35,62.67,-7.72,-10.57
10492957,Cd1d2,-16.07,-24.85,19.67,-36.67
10492964,Cd5l,-33.72,-30.26,-24.19,-49.68
10492971,Fcrl1,20.24,-0.85,9.52,47.75
10492983,Fcrl5,-42.02,-27.86,-29.80,-71.14
10492997,Etv3,34.49,53.50,26.38,25.51
10493003,Etv3l,54.58,51.76,70.23,33.95
10493009,Arhgef11 or 4933430H15Rik,67.72,72.81,52.31,76.96
10493052,Insrr,-28.79,-12.43,-17.13,-77.86
10493076,Sh2d2a,-26.93,-16.38,-19.50,-57.39
10493086,Hdgf,-76.27,-72.77,-82.04,-73.90
10493094,Mrpl24 or Rrnad1,-45.06,-55.28,-67.17,6.68
10493103,Isg20l2,51.75,71.35,20.98,57.75
10493108,Crabp2,-92.23,-99.73,-69.38,-89.91
10493114,Nes,-75.67,-67.25,-83.20,-76.08
10493120,Gpatch4,-29.40,-16.08,-1.80,-68.61
10493137,Iqgap3,-81.84,-70.20,-77.82,-92.00
10493177,Mef2d,66.76,56.74,69.11,74.50
10493189,Mef2d,19.12,-67.13,-16.74,92.41
10493191,Mir9-1,-40.82,-42.02,-23.26,-62.04
10493193,Cct3,-77.30,-71.72,-93.32,-52.28
10493203,0610031J06Rik,-10.49,-38.83,-18.29,27.49
10493210,Smg5,6.85,11.32,6.13,3.31
10493235,Paqr6,-48.39,-66.22,-23.39,-61.17
10493243,Rpl21,63.96,85.91,-1.66,71.98
10493245,Mex3a,-54.96,-27.88,-84.81,-59.13
10493247,Ubqln4,-36.98,-36.44,-55.47,-12.52
10493259,Ssr2,-80.84,-89.84,-92.29,-14.30
10493267,Arhgef2,81.59,86.44,80.60,76.94
10493292,2810403A07Rik,-33.63,-19.81,-72.27,-2.19
10493307,---,-30.44,-24.10,-17.73,-53.14
10493309,Rit1,9.23,-33.35,-19.69,70.79
10493317,Gon4l,-3.04,37.02,-29.50,-17.81
10493335,5830417I10Rik or Gon4l,16.32,14.13,-17.67,49.12
10493343,---,-17.61,-22.27,-9.03,-22.15
10493345,---,52.23,65.81,66.64,18.99
10493347,Ash1l,20.05,32.50,10.14,18.85
10493377,---,4.78,13.93,57.92,-46.57
10493380,---,-63.37,-98.89,-6.06,-33.81
10493382,Pklr,-36.38,-39.83,-20.78,-57.82
10493394,Clk2,55.78,63.28,66.48,36.19
10493409,Scamp3,-0.21,-4.53,4.52,0.91
10493421,Fam189b,-8.63,-1.41,-7.14,-17.21
10493435,Gba,39.85,-15.52,4.43,86.39
10493449,Thbs3,-54.27,-41.21,-55.19,-67.48
10493474,Muc1,-54.06,-38.04,-47.54,-79.28
10493484,Krtcap2,-67.16,-90.33,-88.59,36.08
10493490,Dpm3,-28.90,-89.47,-58.01,63.58
10493494,Efna3,-40.87,-29.09,-17.89,-79.81
10493496,Adam15 or 4731419I09Rik,98.18,99.21,99.03,88.75
10493498,Dcst1,45.87,75.98,54.77,-8.88
10493500,Dcst2,60.53,66.77,63.93,49.07
10493516,Gm15417,71.10,77.30,18.19,86.03
10493519,Shc1,50.61,58.12,37.77,56.01
10493530,Pygo2,94.97,97.95,83.12,96.28
10493537,Pbxip1,36.95,16.51,43.61,49.81
10493548,Pmvk,-35.49,-42.34,-75.35,4.83
10493555,Kcnn3,-22.78,-11.36,-11.59,-67.23
10493565,Adar,75.10,78.88,67.73,78.33
10493585,Ube2q1,-2.39,1.64,-8.71,0.72
10493604,She,-40.77,-32.25,-35.81,-54.53
10493612,4933434E20Rik or Gm7664,7.87,14.93,37.66,-27.70
10493626,1700094D03Rik,-13.48,-63.47,-15.10,41.49
10493631,Mir190b,-17.32,-0.30,-37.77,-37.52
10493633,Tpm3,67.61,77.69,86.88,1.86
10493640,Nup210l,26.50,22.05,-6.33,58.22
10493658,---,-43.24,-75.96,-49.78,-11.66
10493660,Nup210l,-56.09,-45.13,-51.17,-72.38
10493662,Nup210l,-28.85,-45.99,-21.30,-21.42
10493664,Nup210l,-22.50,-17.34,-30.24,-21.01
10493666,Nup210l,-12.57,-15.84,30.64,-44.55
10493668,Nup210l,6.76,48.68,17.60,-31.17
10493670,Nup210l,-21.31,-66.41,-10.33,13.74
10493688,Nup210l,-20.62,-14.06,-22.60,-27.88
10493690,Nup210l,-21.62,-21.72,-69.96,-0.73
10493692,Rab13,-41.30,-59.05,-37.46,-28.26
10493703,Jtb,18.23,-46.42,-62.96,96.46
10493709,Slc39a1,-7.74,-37.08,-30.21,42.59
10493711,Crtc2,72.60,73.61,66.79,76.11
10493726,Dennd4b,86.00,86.24,82.05,88.81
10493758,Gatad2b,16.60,5.41,15.19,28.24
10493770,Ilf2 or Snapin,-93.38,-96.89,-93.78,-88.56
10493789,S100a13,31.49,-19.03,9.21,83.86
10493794,S100a14,-42.12,-48.76,-38.07,-40.62
10493798,S100a16,-57.74,-43.44,-62.48,-69.11
10493803,S100a3,-49.88,-52.47,-45.02,-52.55
10493809,S100a2,-73.69,-87.25,-24.63,-94.43
10493812,S100a4,59.89,37.54,36.08,94.92
10493816,S100a5,-15.28,-32.72,-7.12,-14.57
10493820,S100a6,59.30,53.84,43.64,83.00
10493824,S100a7a,-12.19,-11.02,-2.59,-39.96
10493831,S100a8,-31.28,-47.34,-24.57,-27.73
10493834,Pglyrp4,-19.85,-12.43,-32.37,-16.81
10493842,Pglyrp3,-21.57,-29.62,-9.57,-34.79
10493850,Sprr2a1 or Sprr2a2 or Sprr2a3,-42.61,-45.37,-33.22,-49.91
10493856,Sprr2a2 or Sprr2a1 or Sprr2a3,-29.29,-38.94,-20.80,-29.05
10493858,Sprr2a2 or Sprr2a1 or Sprr2a3,63.96,85.91,-1.66,71.98
10493860,Sprr2b,-18.46,-8.50,-32.07,-18.18
10493864,Sprr2d,-23.72,-39.62,-20.70,-16.70
10493867,Sprr2e,56.37,83.72,63.83,-18.83
10493870,Sprr2f,-17.91,-6.28,-71.61,-11.61
10493873,Sprr2g,-31.70,-50.25,-29.03,-21.78
10493876,Sprr2h,-32.93,-46.79,-61.59,-10.57
10493879,Sprr2i or Sprr2f or Sprr2e,-3.49,28.35,-63.24,49.65
10493882,Sprr2j-ps,-27.27,-23.30,-24.80,-34.57
10493886,Sprr2k,-6.56,-34.17,12.44,6.70
10493889,Lce1c or Lce1k,-28.78,-86.49,-7.85,-13.52
10493891,Ywhaz,52.02,76.11,76.32,15.59
10493894,---,-23.83,-53.72,12.81,-27.84
10493896,Lce3b,25.85,19.40,45.55,9.20
10493900,Lce3c,-64.31,-57.10,-67.47,-67.71
10493903,Gm9782 or Lce3c or 2310001H18Rik or Lce3a or Lce3f or Lce3b,46.02,68.26,71.61,-17.74
10493905,2310001H18Rik,-34.03,-14.45,-75.09,-29.55
10493907,Lce3f,-36.10,-26.74,-74.75,-19.12
10493910,Gm4858,-32.04,10.51,-43.63,-77.38
10493912,Crnn,-28.90,-44.23,-4.64,-57.79
10493916,Flg2,-37.56,-5.84,-59.07,-91.12
10493921,Flg2,-50.15,-88.15,-31.19,-23.66
10493925,Hrnr or Flg,-21.80,-18.13,-10.84,-49.56
10493979,Rptn,-27.49,-63.61,-12.08,-24.37
10493984,Tchh,-55.32,-21.03,-56.62,-90.27
10493986,Tchhl1,-0.16,-9.87,29.03,-1.74
10493990,S100a11,63.96,85.91,-1.66,71.98
10493995,S100a10,27.86,30.75,19.62,34.74
10493999,Tdpoz2,-6.12,-10.90,-0.81,-8.61
10494001,Tdpoz4 or Gm4858,-1.99,57.84,-11.14,-29.63
10494003,Tdpoz3,-50.23,-51.22,-62.37,-37.69
10494005,Gm10696,38.75,18.93,70.09,8.80
10494007,Them4,-79.47,-50.85,-92.84,-85.48
10494016,Them5,-13.78,-6.17,-25.28,-16.41
10494023,Rorc,-48.87,-42.82,-40.26,-65.11
10494039,Lingo4,51.38,20.38,65.90,58.84
10494043,Tdrkh,-61.68,-43.98,-56.49,-85.49
10494060,Mrpl9,-10.49,-17.95,-32.43,17.29
10494069,Celf3,-31.22,-37.33,-20.73,-37.50
10494085,Selenbp2,-45.67,-63.02,-64.48,-20.34
10494092,Pogz,-31.04,-51.84,-21.08,-16.93
10494114,Selenbp1 or Selenbp2,-35.41,-50.79,-41.27,-19.17
10494122,Rfx5 or B230398E01Rik,33.54,51.04,48.09,-2.55
10494137,Pi4kb,28.26,-3.55,33.08,56.11
10494151,---,17.30,-16.63,-5.55,73.60
10494153,Vps72,-18.02,16.72,7.99,-66.10
10494160,Tmod4,-62.14,-62.85,-59.48,-63.76
10494170,Lysmd1,63.96,85.91,-1.66,71.98
10494174,Sema6c,-79.73,-77.05,-54.74,-96.69
10494200,Cdc42se1,94.82,97.35,90.52,94.79
10494208,Fam63a,-19.34,-37.18,-20.37,0.54
10494227,Lass2,3.88,8.45,4.12,-1.39
10494238,Arnt,19.11,33.32,23.34,0.71
10494262,Ctsk,-62.43,-74.85,-58.15,-53.36
10494271,Ctss,85.63,82.75,83.33,91.25
10494281,Hormad1,-21.74,-27.41,-9.65,-34.19
10494288,Golph3l,46.84,41.19,44.19,54.50
10494296,Rps10,63.96,85.91,-1.66,71.98
10494299,Ensa,33.44,37.70,-10.89,66.20
10494306,Mcl1,95.80,95.20,96.17,96.23
10494312,Aph1a or Car14,63.96,85.91,-1.66,71.98
10494322,Anp32e,-57.45,-57.79,-63.10,-51.40
10494332,---,-7.07,35.03,-2.36,-49.14
10494335,Otud7b,-98.39,-97.77,-98.97,-98.42
10494351,Mtmr11,-90.17,-93.11,-95.50,-78.40
10494369,Sf3b4,39.71,20.41,5.95,78.18
10494372,Sv2a,-57.53,-50.66,-48.62,-74.20
10494386,Hist2h2ab or Hist2h2ac,63.96,85.91,-1.66,71.98
10494388,Hist2h2be,-40.99,-44.61,-85.10,-8.93
10494390,Hist2h2aa1 or Hist2h2aa2,63.96,85.91,-1.66,71.98
10494395,Hist2h2aa1 or Hist2h2aa2 or Hist2h3c1 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2,63.96,85.91,-1.66,71.98
10494402,Hist2h3c1 or Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2,63.96,85.91,-1.66,71.98
10494405,Hist2h3b or Hist1h3e or Hist1h3b or Hist1h3d or Hist1h3c or Hist1h3f or Hist2h3c2 or Hist2h3c1,63.96,85.91,-1.66,71.98
10494407,Hist2h2bb,-71.46,-50.85,-84.92,-75.69
10494411,Rnu1b1 or Rnu1b2 or Rnu1b6,63.96,85.91,-1.66,71.98
10494413,Rnu1b1 or Rnu1b2 or Rnu1b6,63.96,85.91,-1.66,71.98
10494415,---,-37.23,-33.40,-13.72,-70.74
10494417,Rnu1b1 or Rnu1b2 or Rnu1b6,63.96,85.91,-1.66,71.98
10494419,Gm10685,-23.43,-37.11,-13.16,-25.53
10494421,Rnu1b1 or Rnu1b2 or Rnu1b6,63.96,85.91,-1.66,71.98
10494423,Hfe2,-19.01,-14.35,-14.19,-33.05
10494428,Txnip,69.92,56.72,73.40,79.56
10494441,Ankrd34a,-36.76,-17.96,-45.26,-48.35
10494445,Lix1l,-68.78,-82.24,-64.60,-59.50
10494452,Rbm8a,-33.98,-15.51,-37.43,-47.31
10494460,Pex11b,-56.07,-85.40,-63.75,5.26
10494467,Itga10 or Pex11b,38.06,66.99,2.50,28.73
10494500,Ankrd35,-32.76,-71.33,19.81,-46.47
10494509,Pias3,28.44,16.99,10.56,54.60
10494527,Rnf115,71.71,79.30,70.56,63.32
10494536,Pdzk1 or Gpr89,-31.46,-41.08,-18.80,-40.79
10494548,Gja5,-54.19,-44.35,-50.09,-70.06
10494551,Acp6,-42.92,-30.76,-51.66,-45.55
10494565,Fmo5,-45.00,-49.67,-62.70,-26.40
10494574,Prkab2,73.99,67.73,76.68,78.86
10494583,Sec22b,-69.39,-63.07,-53.62,-84.20
10494592,Gm5544,38.15,-70.42,91.61,33.88
10494595,Notch2,96.68,97.08,95.27,97.95
10494632,Adam30,24.92,-6.88,38.41,45.66
10494636,Reg4,-19.59,-38.62,-11.74,-16.34
10494643,Hmgcs2,-76.84,-92.37,-65.24,-70.09
10494655,Zfp697,-69.79,-69.17,-70.78,-69.53
10494662,Ywhah or Gm19750,-9.25,25.29,-18.05,-40.29
10494664,Wars2,-25.16,-62.94,33.45,-38.54
10494672,Tbx15,-60.70,-29.36,-83.03,-75.72
10494684,Spag17 or Wdr3,-38.67,-53.01,-59.34,-16.00
10494735,Gdap2,31.05,26.82,30.86,35.97
10494751,---,-11.61,-4.06,-44.81,10.23
10494753,---,14.46,61.14,27.81,-49.19
10494757,Gm12474,-49.25,-31.95,-36.98,-76.96
10494761,Vtcn1,-28.35,-32.65,-9.05,-59.09
10494769,Trim45,-8.91,-30.63,23.10,-10.87
10494781,Igsf3,-56.55,-58.12,-50.36,-61.34
10494795,Nhlh2,-48.21,-92.55,-9.37,-25.19
10494804,Casq2,-51.50,-61.08,-51.55,-43.08
10494817,Ngf,-47.05,-34.92,-35.99,-74.18
10494821,Tspan2,-53.97,-57.42,-67.70,-34.90
10494832,Sike1,5.63,-10.13,-3.00,30.82
10494839,Csde1,-36.43,-34.23,-11.50,-58.04
10494857,Nras,46.40,78.26,46.51,12.14
10494873,Ampd1,-64.91,-85.51,-29.69,-81.97
10494889,Dennd2c,-10.10,-17.86,-9.10,-4.51
10494910,Bcas2,14.72,33.13,12.24,-3.08
10494924,Trim33,-14.67,-3.93,-34.62,-7.50
10494945,Syt6,-38.38,-23.26,-24.03,-74.03
10494957,Ap4b1,0.94,-13.58,-6.28,17.91
10494972,Bcl2l15,-47.33,-16.79,-68.32,-78.88
10494978,Ptpn22,43.77,46.55,41.63,42.82
10495001,Rsbn1,13.89,7.45,15.21,19.30
10495012,Phtf1,-71.06,-71.54,-69.33,-72.08
10495035,Slc16a1,-90.67,-86.28,-89.22,-95.46
10495042,Ppm1j,-55.60,-30.81,-80.09,-58.77
10495054,Rhoc,-90.15,-87.16,-98.30,-80.33
10495059,St7l,-11.63,-11.63,-38.45,14.26
10495077,4930564D02Rik,53.83,74.33,82.77,-42.51
10495083,Kcnd3,-22.82,-34.29,-27.93,-12.34
10495094,6530418L21Rik,-46.91,-76.71,-22.77,-37.89
10495097,Adora3,10.42,-0.30,22.92,17.71
10495107,Adora3,4.69,5.43,-2.19,20.12
10495111,Wdr77,-32.80,-30.90,-17.33,-47.87
10495120,Ovgp1 or Wdr77,-42.65,-33.39,-16.01,-80.07
10495134,---,-31.95,-65.82,-42.82,19.84
10495136,Chia,-19.09,-21.70,-10.83,-31.89
10495147,Dennd2d or 2010016I18Rik,-6.32,-8.66,-8.12,-2.28
10495163,Dram2,38.03,46.31,38.40,28.51
10495173,4933421E11Rik,-56.03,-77.74,-39.48,-43.61
10495183,Kcna3,25.23,46.39,18.62,11.17
10495186,AI504432,44.79,59.09,37.87,38.25
10495190,---,-21.57,-35.12,-6.04,-38.68
10495193,Kcna2,-37.65,-23.57,-37.33,-54.95
10495197,Kcna2,-35.14,-16.24,-39.82,-56.71
10495199,Kcna10,68.83,40.91,68.22,82.89
10495201,Hbxip,-33.15,-79.88,-66.67,70.28
10495206,Slc16a4,-51.28,-41.78,-76.82,-39.63
10495218,Alx3,-9.95,-6.13,89.84,-98.54
10495223,Eps8l3 or 4933431E20Rik,-27.56,-41.55,-18.04,-26.23
10495243,Gstm5 or 4933431E20Rik,-60.65,-86.84,-63.89,-48.16
10495252,Romo1,-78.54,-87.25,-98.16,-18.80
10495255,---,63.68,87.74,34.66,40.14
10495257,Ampd2,2.14,-11.31,69.91,-49.30
10495259,Gnat2,-57.97,-41.07,-61.92,-70.28
10495270,Amigo1,-41.88,-49.02,-40.74,-35.56
10495279,Psma5,-32.28,-58.78,-48.20,26.48
10495285,Sort1,10.44,-4.89,8.69,25.28
10495306,Mybphl or Gm12522,-31.43,-37.93,-34.02,-23.77
10495316,Psrc1,-52.24,-84.68,-46.11,-32.33
10495330,---,38.29,63.33,0.51,35.04
10495332,1700013F07Rik,-34.24,-37.14,-36.68,-29.78
10495340,Taf13,-12.58,-43.70,-30.45,44.70
10495343,Wdr47,-62.10,-67.68,-59.30,-59.02
10495359,Clcc1,-1.87,-0.03,22.94,-29.48
10495371,Aknad1,55.78,55.24,66.70,43.73
10495385,4921515J06Rik,-45.43,-21.22,-80.92,-41.16
10495394,4930443G12Rik,-44.62,-62.87,-15.04,-66.61
10495405,Slc25a24,34.84,29.24,39.21,35.86
10495416,Vav3,83.65,86.94,86.04,76.30
10495447,---,-23.14,-11.57,-28.47,-36.66
10495449,Col11a1,-53.28,-78.89,-38.24,-42.58
10495518,Olfm3,-44.24,-30.91,-25.76,-83.49
10495528,Gm9889,11.82,-1.07,78.44,-63.35
10495530,Dph5,-61.78,-78.62,-54.05,-46.86
10495539,Extl2,-79.88,-94.33,-61.83,-75.75
10495549,Dbt,-84.03,-86.60,-69.71,-89.45
10495562,Lrrc39,-29.21,-32.30,-23.06,-32.30
10495574,Sass6,23.39,43.68,10.39,17.30
10495592,---,0.50,-19.93,21.42,9.97
10495594,---,2.13,-39.90,61.78,-3.07
10495596,Frrs1,9.94,3.39,4.93,21.63
10495613,4833424O15Rik,-46.48,-28.45,-27.49,-90.93
10495621,Mir137,-27.84,-15.69,-22.20,-53.40
10495623,Gm9916,-38.98,-38.71,-15.95,-72.17
10495625,Dpyd,-51.57,-47.69,-51.72,-55.64
10495649,Gm10652,-1.83,-52.27,-4.92,65.41
