Probeset_ID,Gene Symbol,L+WT,Sample_,Sample_,Sample_
10408850,Nedd9,97.14,97.29,97.14,97.02
10408861,9530008L14Rik,-56.41,-75.25,-48.60,-46.56
10408870,Tbc1d7,-85.94,-86.51,-83.05,-88.49
10408879,Gfod1,-28.61,-31.53,-33.23,-21.49
10408882,Ranbp9,51.27,48.82,65.29,35.70
10408898,---,-67.12,-77.41,-29.23,-81.83
10408900,---,59.97,61.62,51.68,63.71
10408902,Ccdc90a,89.63,90.96,82.72,92.55
10408915,Dtnbp1,-35.62,-56.08,-35.88,-14.96
10408926,---,-51.12,-39.65,-71.60,-45.75
10408928,Hspb1,-46.33,-55.12,-58.22,-30.24
10408932,---,85.15,67.54,89.60,89.99
10408935,Atxn1,-30.54,-41.96,-21.16,-27.10
10408937,Atxn1,-73.83,-74.23,-85.18,-62.59
10408947,Gm10113,-3.97,-42.73,26.34,20.36
10408950,---,-0.27,-31.99,26.95,25.06
10408952,Nup153,23.65,32.91,19.10,19.17
10408975,Kif13a,-0.21,16.80,18.01,-41.87
10409014,---,-56.34,-82.74,-27.44,-56.61
10409016,Nhlrc1,-37.16,-28.68,-33.28,-49.53
10409021,Tpmt,-49.94,-31.62,-72.07,-43.78
10409031,Dek,-5.16,-4.23,3.66,-14.91
10409044,4931429P17Rik,-16.84,-13.05,19.58,-52.73
10409053,Zfp169,-76.34,-76.65,-71.00,-80.29
10409059,Mirlet7d,62.93,57.96,57.16,72.67
10409061,Mirlet7f-1,-49.85,-56.96,-70.76,-25.35
10409063,Mirlet7a-1,86.72,81.69,90.82,86.67
10409065,Ptpdc1,-42.57,-61.06,-49.49,-16.92
10409076,Phf2,48.43,58.84,26.14,56.89
10409099,Fam120a,87.80,92.47,86.37,83.90
10409118,Wnk2,-45.00,-51.61,-39.22,-44.77
10409152,1110007C09Rik,69.45,66.91,62.76,77.21
10409162,Susd3,99.13,99.63,98.57,98.51
10409170,Fgd3,43.24,42.03,46.32,40.91
10409190,Cenpp,-70.37,-61.72,-90.10,-59.67
10409200,Gapdh,-34.90,-14.32,-35.13,-63.94
10409202,---,-56.15,-56.73,-79.11,-31.52
10409204,---,96.07,95.84,95.32,96.79
10409206,Pus7,-34.90,-14.32,-35.13,-63.94
10409208,Gm906 or Gm904 or Gm8765 or Gm8700,-34.90,-14.32,-35.13,-63.94
10409212,---,-32.49,-31.01,-34.45,-32.05
10409214,Mir683-1 or Mir683-2,-29.65,9.34,-34.78,-70.50
10409216,Mir683-1 or Mir683-2,-34.90,-14.32,-35.13,-63.94
10409218,2310081J21Rik,-34.90,-14.32,-35.13,-63.94
10409220,Hist2h2aa1 or Hist2h2aa2,50.61,36.53,75.09,32.28
10409222,Shc3,-53.80,-56.30,-36.42,-71.65
10409236,---,-42.80,-50.44,-27.31,-54.14
10409240,Sema4d,97.49,98.98,96.21,96.43
10409259,---,-83.09,-74.72,-40.99,-98.57
10409261,Diras2,-26.48,-20.77,-33.23,-26.75
10409265,Auh,-19.14,-8.32,-35.28,-16.15
10409276,---,99.75,100.00,99.83,98.16
10409278,Nfil3,99.86,99.86,99.86,99.86
10409282,Ror2,-28.76,-52.35,-7.11,-34.64
10409294,Sptlc1,-40.63,-24.83,-40.92,-52.59
10409311,---,-7.21,-47.83,27.73,12.75
10409314,Msx2,-31.88,-54.67,-8.27,-39.78
10409319,Drd1a,-62.84,-65.00,-49.49,-71.69
10409322,Thoc3,-68.48,-68.40,-73.59,-64.06
10409330,4833439L19Rik,78.84,79.03,75.63,81.04
10409338,Nop16,17.57,3.57,-3.68,47.48
10409345,Cltb,-50.29,-45.98,-63.75,-39.84
10409352,Rnf44,-15.80,8.92,-40.08,-14.89
10409365,Gprin1,-44.92,-21.18,-74.21,-46.64
10409369,Sncb,-31.66,-39.47,-25.88,-30.47
10409376,Hk3,11.70,20.36,8.14,3.94
10409396,Uimc1,0.44,26.82,-4.15,-16.83
10409414,Rab24,77.18,82.87,83.88,59.57
10409424,Mxd3,-35.42,-52.75,-35.78,-16.77
10409434,Lman2,87.46,88.93,84.42,88.79
10409445,Pfn3 or BC038268,-11.50,-6.84,28.47,-48.28
10409449,F12,-15.77,-36.03,-7.23,-13.79
10409464,Dbn1,-70.70,-81.29,-63.64,-66.51
10409486,Pdlim7,-64.20,-65.57,-76.68,-51.35
10409502,Dok3,75.70,72.67,80.12,73.72
10409508,Ddx41,86.58,87.56,90.27,81.39
10409526,Fam193b,35.30,36.74,25.99,43.04
10409539,---,-9.15,-17.37,-23.82,22.46
10409541,---,-67.16,-73.08,-46.95,-76.42
10409543,---,-33.32,-82.50,18.94,-17.42
10409545,---,18.58,54.37,-1.95,-4.51
10409547,---,36.50,26.40,38.28,44.40
10409551,Pitx1,-69.94,-54.09,-76.09,-76.31
10409557,H2afy,72.32,76.92,74.01,64.48
10409567,Tifab,82.04,81.40,86.13,79.14
10409575,Neurog1,-30.18,-19.63,-68.75,-1.29
10409579,Cxcl14,-39.31,-58.84,-36.48,-28.36
10409586,Il9,56.36,62.32,48.44,57.04
10409592,Lect2,-18.22,-26.42,-13.25,-17.55
10409599,---,-28.80,-23.93,-28.24,-35.10
10409602,Trpc7,-47.07,-62.25,-33.33,-44.88
10409616,Spock1,-36.49,-27.88,-38.33,-44.52
10409629,Klhl3,-65.00,-25.67,-83.47,-84.96
10409643,Hnrnpa0,-51.61,-56.19,-54.47,-43.63
10409645,Ubqln1,-31.65,-23.86,-50.73,-10.48
10409660,Gkap1,-78.60,-67.69,-79.03,-88.04
10409666,Kif27,-35.52,-46.84,-27.52,-34.24
10409684,2210016F16Rik,67.67,65.60,75.55,60.71
10409689,Hnrnpk or Gm4130,8.53,6.78,13.91,5.97
10409709,Mir7-1,-3.99,13.37,-18.02,-5.12
10409711,---,-11.32,-14.38,-6.85,-13.72
10409713,Slc28a3,-34.17,-48.85,-17.96,-43.43
10409734,---,-6.64,-83.05,20.01,64.99
10409737,Agtpbp1,-26.26,-26.37,-21.23,-31.92
10409767,Golm1,11.94,22.40,8.09,3.85
10409779,4921517D22Rik,-9.68,-27.81,17.23,-15.52
10409786,Fam75d3,-2.12,-12.54,46.22,-27.17
10409790,4932411G14Rik,84.06,75.79,90.39,81.52
10409796,---,-13.28,-2.97,-27.04,-24.36
10409799,Isca1,-34.90,-14.32,-35.13,-63.94
10409804,Zcchc6,87.80,90.10,84.86,87.80
10409833,Gas1,-90.22,-80.42,-87.10,-96.70
10409840,BC051665,70.19,9.85,89.27,71.41
10409848,Ctsll3,92.12,84.61,94.59,93.23
10409857,4930486L24Rik,-56.39,-55.08,-46.18,-67.29
10409866,Ctla2b,-37.80,-35.48,-57.91,-22.57
10409869,Tpbpb,-52.36,-22.01,-77.94,-71.45
10409876,Ctla2a,-3.64,-4.96,-25.82,31.61
10409881,Tpbpa,-55.44,-54.37,-48.84,-63.63
10409887,Ctsj,-14.72,-12.90,-16.47,-14.94
10409896,Ctsq,-40.31,-23.53,-28.49,-79.14
10409905,Ctsr,-23.16,-46.12,-9.86,-26.97
10409915,Cts6,-20.68,-31.51,-34.63,-8.31
10409924,Cts8,41.96,61.54,34.27,18.44
10409934,Cts7,-20.75,-15.13,29.34,-72.10
10409943,Ctsm or Cts3,-21.86,-17.08,-12.53,-44.50
10409955,Cts3 or Ctsm,-39.18,-25.00,-42.33,-52.34
10409966,Mir713,-32.82,-2.67,-33.14,-67.34
10409968,Rps18,-34.90,-14.32,-35.13,-63.94
10409970,Zfp935,54.23,46.81,53.91,60.61
10409978,Zfp934 or Zfp808 or Gm5141 or 6720489N17Rik or Gm3604 or Zfp935 or 2810408B13Rik,-34.90,-14.32,-35.13,-63.94
10409986,4933434E20Rik or Gm7664,-34.90,-14.32,-35.13,-63.94
10409988,Taf1d,-34.90,-14.32,-35.13,-63.94
10409990,6720489N17Rik,-8.33,12.83,-36.12,1.44
10409992,---,-50.87,-62.65,-24.21,-63.32
10409994,Gm5665,-65.86,-68.12,-78.28,-49.55
10409999,Fbp2,-37.53,-32.89,-25.55,-59.84
10410007,Fbp1,-49.04,-66.78,-64.91,-27.32
10410016,Fancc,-89.13,-90.08,-60.40,-98.40
10410039,Ptch1,-83.54,-77.09,-82.37,-88.98
10410063,Rpl10a,-34.90,-14.32,-35.13,-63.94
10410065,Hsd17b3,-43.77,-33.68,-66.34,-34.69
10410078,Slc35d2,32.30,49.74,32.81,7.90
10410092,Zfp367,-53.99,-65.16,-60.19,-35.02
10410099,Cdc14b,-4.45,16.95,-33.60,3.62
10410115,1110018J18Rik,66.78,63.88,58.60,77.04
10410124,Ctsl,-29.70,-22.13,-42.81,-23.53
10410134,---,32.34,-3.59,68.85,13.45
10410136,---,-26.61,-57.96,-42.50,21.90
10410138,Cntnap3,-39.51,-55.93,-42.52,-23.75
10410148,Cntnap3,-42.44,-23.40,-49.18,-58.54
10410150,Cntnap3,-18.70,-19.21,-10.79,-31.25
10410152,Cntnap3,-22.71,-25.51,-20.43,-22.51
10410164,Cntnap3,32.45,3.63,43.05,48.44
10410166,Cntnap3,-13.16,-5.15,-11.16,-32.21
10410168,Prss47,31.38,22.64,47.64,22.60
10410173,Hiatl1,82.90,85.26,87.95,72.81
10410187,Nlrp4f or Nlrp4g,-32.34,-21.89,-49.35,-31.92
10410204,Nlrp4f,-34.90,-14.32,-35.13,-63.94
10410207,Cbx3,-34.90,-14.32,-35.13,-63.94
10410209,Rybp,-38.21,-42.34,-22.81,-49.37
10410211,Zfp640,-34.90,-14.32,-35.13,-63.94
10410214,Gm10772,-67.52,-48.84,-81.10,-72.82
10410216,---,-34.90,-14.32,-35.13,-63.94
10410221,C330022B21Rik,-90.48,-69.39,-95.75,-96.45
10410224,---,-39.44,-13.55,-47.80,-62.30
10410235,---,-29.40,-15.73,-47.66,-29.85
10410237,Gm10324 or 2410141K09Rik or Zfp640,-37.04,-6.99,-38.24,-69.70
10410244,Gm10324 or Zfp640,-63.34,-49.68,-54.17,-89.15
10410248,Gm10324 or Zfp640 or C330022B21Rik or Gm7762 or 2410141K09Rik,-34.90,-14.32,-35.13,-63.94
10410252,2410141K09Rik,-34.90,-14.32,-35.13,-63.94
10410254,Zfp640,-34.90,-14.32,-35.13,-63.94
10410259,Uqcrb,-34.90,-14.32,-35.13,-63.94
10410264,Mterfd1 or Ptdss1,93.80,94.76,94.94,91.10
10410273,Zfp708,-95.91,-91.53,-95.93,-98.51
10410279,Rslcan18,-53.43,-41.69,-35.38,-75.64
10410287,Zfp458,5.98,41.94,-1.69,-17.70
10410291,Zfp457,-43.94,-5.01,-77.80,-34.60
10410295,Zfp595,-0.51,31.56,5.46,-31.71
10410302,Zfp953 or Zfp456,86.71,93.78,85.82,75.02
10410309,Zfp456,20.73,-3.29,-14.77,72.31
10410311,Zfp456,48.26,47.00,56.88,42.06
10410317,Zfp459,-74.84,-80.10,-36.41,-95.38
10410321,Zfp874a,-20.89,14.31,-35.70,-39.60
10410328,Zfp874b,-37.45,-23.57,-43.01,-48.13
10410332,Zfp58,-84.00,-69.41,-96.78,-68.00
10410341,Zfp87 or Zfp58,-0.42,3.72,-1.74,-3.34
10410345,Zfp748,8.62,35.21,-13.74,5.37
10410351,AA987161,34.94,62.42,23.43,14.35
10410355,A530054K11Rik,7.97,27.88,27.55,-36.87
10410362,Zfp738,99.72,99.72,99.72,99.72
10410364,Zfp738,21.94,-2.78,31.07,35.43
10410366,Zfp738,-77.94,-92.54,-80.56,-32.01
10410370,Zfp71-rs1,-71.92,-80.46,-38.48,-86.36
10410375,Zfp85-rs1,-39.01,-64.95,-4.20,-48.24
10410380,---,-27.87,-40.37,-12.31,-31.79
10410386,---,52.56,48.09,51.69,57.53
10410388,---,-34.90,-14.32,-35.13,-63.94
10410390,---,12.10,2.79,22.66,11.44
10410393,Mtrr,-87.91,-89.05,-93.64,-77.37
10410408,Adcy2,-69.53,-84.66,-87.28,-33.90
10410435,Papd7,93.54,96.44,95.02,73.77
10410449,---,-1.17,7.46,-5.82,-2.04
10410452,Srd5a1,-46.84,-53.64,-41.63,-45.51
10410460,Ube2ql1,-61.25,-84.53,-30.60,-70.35
10410463,---,86.33,94.84,82.52,61.78
10410465,BC018507,-27.42,-7.06,-16.67,-51.48
10410475,BC018507,-86.78,-93.21,-73.12,-89.09
10410477,Adamts16,-4.03,-10.78,-10.76,22.29
10410501,Irx1,-73.19,-71.61,-54.09,-89.00
10410506,Rpl9,-34.90,-14.32,-35.13,-63.94
10410508,Ndufs6 or LOC631040 or Gm6415,45.12,44.35,46.49,43.99
10410513,Slc6a18,-25.14,-23.19,-19.73,-32.68
10410530,Slc6a19,-28.82,-22.83,-21.75,-49.45
10410547,Nkd2,-23.42,-22.34,-35.55,-13.86
10410560,Trip13,-75.94,-85.41,-85.54,-57.84
10410576,Cep72,-25.24,-16.43,-28.17,-31.12
10410590,Exoc3,-3.42,-19.39,7.91,-1.91
10410604,Ahrr,-12.72,-22.34,-11.30,-7.61
10410617,Pdcd6,64.60,66.00,58.15,68.39
10410625,Sdha,-87.82,-83.22,-85.49,-92.29
10410641,Lrrc14b,-48.02,-52.07,-43.38,-49.11
10410644,Zfp72,-83.19,-85.60,-85.19,-78.27
10410650,Zfp825,23.45,-22.80,26.14,57.99
10410654,---,-41.59,-66.96,-10.17,-45.04
10410656,Cast,41.11,42.32,41.26,39.76
10410687,---,75.16,90.92,87.20,10.59
10410690,---,15.51,-10.28,18.01,37.48
10410695,Rhobtb3,-71.01,-79.37,-73.83,-59.89
10410709,Rfesd,26.10,31.08,40.48,2.76
10410716,Gpr150,-50.51,-48.39,-23.74,-74.85
10410721,Arsk,34.14,57.57,1.08,34.68
10410731,Fam81b,-22.57,-30.27,-27.33,-13.47
10410741,Mctp1,36.53,36.91,50.46,19.87
10410743,Ankrd32,-93.46,-94.80,-96.85,-84.38
10410756,Ankrd32,-77.00,-78.47,-77.20,-75.49
10410766,Nr2f1,-51.55,-86.56,-36.07,-36.21
10410772,Rpl21,-34.90,-14.32,-35.13,-63.94
10410774,---,4.15,53.14,-18.86,-17.78
10410776,---,-15.13,-62.72,69.48,-39.11
10410778,Gpr98,-27.83,-41.77,-20.03,-24.94
10410877,Polr3g,-92.76,-87.60,-93.37,-96.02
10410887,Rps2,-34.90,-14.32,-35.13,-63.94
10410889,---,93.17,91.91,88.20,97.40
10410892,Rasa1,-89.15,-91.90,-90.90,-82.10
10410919,---,-90.29,-87.62,-92.91,-89.42
10410921,Cox7c or Gm10012 or LOC100048613,-34.90,-14.32,-35.13,-63.94
10410925,---,21.01,55.11,-14.33,46.19
10410927,---,-34.90,-14.32,-35.13,-63.94
10410929,Agk,-68.06,-76.38,-25.41,-86.41
10410931,Vcan,55.31,62.13,48.84,53.98
10410947,Xrcc4,-48.30,-41.11,-67.11,-33.83
10410955,Atp6ap1l,-27.06,-18.05,-35.64,-29.44
10410959,Atg10,-32.63,-17.76,-36.70,-43.87
10410970,Hnrnpk or Gm4130,-34.90,-14.32,-35.13,-63.94
10410973,4833422C13Rik,-66.26,-91.62,-40.00,-59.81
10410975,Zcchc9,0.70,-2.27,-1.80,6.54
10410984,Ckmt2,-45.04,-36.66,-46.66,-53.18
10410995,Rasgrf2,-24.70,-17.61,-21.07,-40.62
10411019,Msh3,-94.89,-86.61,-97.30,-97.08
10411052,Fam151b,84.62,66.42,72.38,95.78
10411059,Zfyve16,-46.05,-30.48,-61.68,-41.20
10411078,Spz1,-51.68,-63.95,-25.21,-68.74
10411082,Thbs4,-28.77,-48.61,-34.63,-14.32
10411105,Gm10753,23.02,19.56,66.79,-24.67
10411107,Cmya5 or Gm4814,-64.12,-57.59,-46.68,-85.86
10411119,Papd4,92.98,89.37,92.00,96.45
10411126,Jmy,-43.04,-36.41,-67.88,-15.69
10411142,Bhmt,-49.39,-66.32,-42.64,-40.99
10411147,Bhmt2,-23.60,-25.84,-12.29,-40.22
10411156,Scamp1,-34.77,-42.90,-33.72,-28.19
10411167,---,89.15,80.45,88.16,95.33
10411169,Gm9776,-13.08,-0.90,-45.98,0.26
10411171,Pde8b,-27.42,-38.65,-26.96,-20.43
10411199,Aggf1,-69.02,-66.80,-79.76,-60.50
10411215,Crhbp,-56.92,-56.11,-95.22,-15.30
10411223,S100z,-18.51,-48.41,-13.56,4.01
10411226,F2rl1,-63.94,-55.89,-61.56,-74.83
10411229,F2r,-76.63,-78.86,-88.74,-61.25
10411235,Iqgap2,68.08,71.31,68.02,65.29
10411272,---,-10.87,-39.75,-35.06,51.84
10411274,Sv2c,-64.51,-89.77,-39.81,-61.75
10411287,Btf3l4,1.43,7.76,-4.01,-0.96
10411290,Ankdd1b,-16.81,-11.20,5.85,-47.83
10411306,Polk,0.69,30.00,-4.83,-15.68
10411332,Hmgcr,6.29,27.03,-10.60,-5.89
10411353,1700029F12Rik,-38.37,-36.78,-16.77,-78.48
10411359,Plp2 or Prickle3,29.89,28.02,33.61,27.64
10411363,Nsa2,87.77,86.89,88.55,88.15
10411373,Hexb,66.25,68.24,69.04,62.07
10411390,5330416C01Rik,-13.10,-32.71,-36.73,41.25
10411393,Rps18,-34.90,-14.32,-35.13,-63.94
10411395,Rgnef,-68.52,-65.37,-61.56,-77.75
10411432,Utp15,-69.76,-43.27,-81.15,-77.26
10411448,Btf3,-29.43,-70.79,2.75,-0.68
10411452,Gapdh,-34.90,-14.32,-35.13,-63.94
10411454,Sec61b,97.57,98.41,98.66,96.31
10411456,Tmem174,-70.30,-74.17,-64.22,-72.55
10411459,Tmem171,-47.58,-46.85,-48.44,-47.04
10411464,Fcho2,97.40,99.04,94.64,97.48
10411491,Tnpo1,12.05,13.10,5.67,20.62
10411502,1700024P04Rik,-44.17,-20.68,-58.10,-60.55
10411506,---,-25.56,-5.85,-27.36,-50.29
10411508,Ptcd2,-64.67,-21.79,-63.03,-89.30
10411519,Mtap1b,-42.87,-44.41,-56.37,-34.26
10411527,Cartpt,-53.92,-46.47,-51.15,-64.76
10411532,Mccc2,-93.69,-91.04,-94.81,-94.55
10411552,Bdp1,14.41,46.65,-10.02,-2.57
10411593,Serf1,26.65,-37.02,57.57,51.31
10411595,Naip2,96.37,97.28,96.64,94.83
10411609,---,-48.65,-42.72,-25.96,-72.75
10411611,Naip5 or Naip7,84.00,86.89,80.72,84.59
10411622,Naip6 or Naip7,85.79,86.92,86.21,83.44
10411633,Naip1,-1.49,-1.28,-3.57,-0.70
10411646,Gtf2h2 or LOC100862307,-72.90,-61.47,-82.80,-70.36
10411668,Ocln,-44.24,-36.07,-72.25,-35.19
10411680,Marveld2,-92.34,-95.44,-83.56,-95.27
10411690,Rad17,-13.55,-6.37,-19.25,-14.66
10411709,Cdk7,-98.44,-95.98,-98.41,-99.60
10411711,Cdk7,-14.65,-23.14,-15.18,-5.97
10411722,Mrps36,44.18,54.57,35.34,40.58
10411728,Cenph,-88.10,-98.34,-77.67,-80.45
10411739,Ccnb1 or Gm5593,-91.06,-94.17,-93.34,-84.36
10411751,Slc30a5,-41.58,-32.63,-54.80,-34.21
10411774,---,88.34,90.62,92.93,71.81
10411776,H3f3a or Gm12657,-34.90,-14.32,-35.13,-63.94
10411780,---,-16.17,-74.99,-33.39,67.18
10411782,Pik3r1,26.66,33.82,15.34,32.65
10411804,Mast4,-95.66,-97.59,-94.20,-93.85
10411839,Srek1,-71.08,-65.16,-83.07,-58.80
10411853,Erbb2ip,37.35,36.29,39.31,36.11
10411882,Nln,7.26,12.43,-6.17,14.90
10411899,2410002O22Rik,-54.73,-67.62,-33.15,-60.18
10411915,Ppwd1,-36.92,-35.18,-37.42,-38.57
10411927,Cwc27,-80.16,-89.70,-66.24,-79.02
10411945,Fam159b,-0.85,-2.18,48.16,-31.16
10411949,Rgs7bp,-67.74,-52.14,-62.57,-86.47
10411958,Rnf180,-52.68,-49.17,-40.28,-70.98
10411970,---,38.46,36.20,53.78,18.13
10411972,---,-60.75,-67.69,-47.40,-67.54
10411974,Ipo11,-92.03,-87.91,-90.62,-94.91
10412011,Kif2a,-36.92,-36.71,-38.89,-35.46
10412036,Apoo or Apoo-ps,-78.25,-84.08,-82.48,-67.41
10412038,Zswim6,96.25,97.16,95.52,96.04
10412054,Ndufaf2,-48.40,-65.95,-39.54,-42.03
10412060,---,96.82,97.58,96.20,96.47
10412062,---,-66.92,-53.05,-69.29,-77.18
10412064,---,-49.79,-61.95,-60.16,-27.19
10412066,Rab3c,-52.65,-69.86,-37.03,-55.13
10412076,Gemin8,-49.86,-36.59,-72.54,-40.17
10412078,Gapt,81.89,84.54,80.08,80.08
10412082,Gpbp1,62.80,58.69,54.94,73.05
10412098,Rpl41,-34.90,-14.32,-35.13,-63.94
10412100,Map3k1,80.81,86.07,82.05,73.36
10412123,Ncf2,97.18,97.42,97.10,97.10
10412126,Il31ra,39.35,46.93,41.52,25.99
10412155,Ddx4,-65.36,-82.60,-37.82,-76.19
10412177,Skiv2l2,-63.39,-64.21,-54.88,-70.23
10412205,---,-0.81,44.21,33.14,-59.99
10412207,Gpx8,-65.02,-58.50,-82.55,-58.02
10412211,Gzma,-13.10,-9.87,-26.45,-8.97
10412218,Gzmk,-28.52,-27.80,-18.34,-43.69
10412227,Snx18,78.19,78.00,73.89,81.64
10412231,Hspb3,-61.34,-67.22,-54.67,-61.90
10412235,A430090L17Rik,-0.41,-38.40,29.21,27.91
10412251,Ndufs4,55.04,54.37,62.30,47.17
10412258,---,39.18,66.39,52.31,-11.20
10412260,Fst or Thrap3,-64.23,-60.73,-70.64,-60.78
10412267,Itga2,-41.85,-39.75,-37.12,-50.76
10412296,---,10.25,67.06,-7.70,-29.65
10412298,Itga1,24.36,25.87,17.78,30.02
10412328,Pelo,20.34,29.17,30.59,1.36
10412333,Gm10733,-7.26,-3.75,23.59,-36.45
10412335,Isl1,-34.32,-50.41,-21.71,-35.15
10412345,Parp8,76.99,79.60,80.38,69.65
10412376,Emb,-9.25,-5.17,-20.39,-4.45
10412378,H3f3a,-34.90,-14.32,-35.13,-63.94
10412380,---,-23.87,-18.59,-10.38,-54.41
10412385,Mrps30,46.32,33.63,21.33,75.35
10412392,Gm10732,14.08,-15.01,39.03,26.64
10412394,Nnt,-86.58,-86.50,-92.64,-76.02
10412414,4833420G17Rik,-34.71,-52.21,-9.54,-55.23
10412417,3110070M22Rik,-26.67,-50.24,-3.20,-25.56
10412421,Zfp131,53.46,71.28,47.07,38.69
10412435,E130304F04Rik,-16.63,-35.30,-9.21,-7.78
10412443,Cts3 or Ctsm,-34.90,-14.32,-35.13,-63.94
10412454,Ctsm or Cts3,-34.90,-14.32,-35.13,-63.94
10412466,Hmgcs1,-56.20,-57.01,-51.45,-59.92
10412481,2410127L17Rik,-34.90,-14.32,-35.13,-63.94
10412483,4930469B13Rik,-15.74,-8.73,-32.93,-13.78
10412488,---,-54.69,-58.01,-49.73,-57.04
10412491,---,-69.96,-55.03,-75.83,-80.67
10412495,---,-42.21,-7.91,-42.47,-78.03
10412500,---,-71.31,-77.44,-68.49,-67.02
10412503,---,-66.88,-57.09,-71.88,-73.11
10412513,---,-34.90,-14.32,-35.13,-63.94
10412517,Gm10021 or Gm16525 or Gm8108 or LOC100861615 or LOC100862069,-79.80,-91.60,-79.13,-63.91
10412520,---,-34.90,-14.32,-35.13,-63.94
10412537,Gm3002 or Gm10406 or Gm10409 or Gm3373,-34.90,-14.32,-35.13,-63.94
10412543,Gm10413 or Gm5458 or LOC100861646 or Gm3685 or Gm5797 or Gm3187 or Gm3012 or Gm8279 or Gm5795 or Gm10338 or Gm3127 or Gm3182 or Gm7876 or Gm3047 or Gm3149 or Gm8362,-34.90,-14.32,-35.13,-63.94
10412549,Gm10408 or D830030K20Rik or Gm3373,-34.90,-14.32,-35.13,-63.94
10412555,---,73.89,68.41,82.19,68.15
10412559,Slbp,-1.55,6.60,-15.44,6.34
10412562,Flnb,-76.83,-71.28,-83.11,-74.63
10412607,Abhd6,-97.25,-97.03,-98.02,-96.41
10412616,Rpp14,-64.98,-53.62,-78.25,-55.28
10412624,Pxk,95.86,96.53,96.25,94.57
10412646,---,28.42,-15.52,58.33,38.12
10412650,Kctd6,-3.67,0.38,-38.30,30.51
10412655,2610318M16Rik,2.84,32.17,21.97,-28.79
10412657,---,9.06,5.91,-3.34,27.15
10412659,---,35.27,-2.37,45.12,55.01
10412661,---,-24.00,-27.42,3.61,-58.43
10412663,---,9.68,8.19,-4.65,26.24
10412665,Rpl21,-34.90,-14.32,-35.13,-63.94
10412667,Ptprg,-27.59,-43.09,-44.64,-11.30
10412699,Gm10404,-72.37,-85.23,-56.95,-72.22
10412701,3830406C13Rik,61.36,70.38,39.75,69.02
10412711,Uqcrb,-34.90,-14.32,-35.13,-63.94
10412713,---,-12.77,-6.76,-8.41,-25.78
10412719,Synpr,-66.95,-45.64,-75.71,-78.98
10412729,Sntn,-30.36,-28.11,-22.74,-41.33
10412735,---,-27.26,-84.99,29.00,-25.84
10412741,Atxn7,57.53,68.99,24.42,70.12
10412755,---,-0.99,-7.65,40.63,-39.38
10412757,Olfr31,-1.17,-3.94,-2.46,6.33
10412760,Il3ra,91.21,91.01,93.09,88.93
10412771,---,78.47,73.86,54.51,90.88
10412773,Slc4a7,-38.69,-23.34,-37.25,-57.18
10412805,Nek10,-28.68,-17.49,-23.47,-54.02
10412823,Lrrc3b,32.75,-9.71,50.82,50.13
10412826,Gm10403,-31.76,-46.60,-26.76,-25.54
10412828,---,87.25,81.92,93.93,83.06
10412830,Ngly1,-15.90,-38.54,15.37,-30.19
10412844,Top2b,-71.44,-66.11,-73.82,-74.07
10412882,Thrb,-49.14,-54.35,-44.21,-48.02
10412897,---,80.95,52.22,92.97,80.47
10412900,Nkiras1,-90.18,-81.22,-94.19,-92.17
10412907,---,-30.78,-34.94,-46.84,-12.20
10412909,Fdft1,-7.08,-5.15,1.10,-18.23
10412911,---,-99.26,-99.43,-99.22,-99.19
10412913,---,83.82,75.43,87.35,85.04
10412919,---,-49.87,-55.44,-71.22,-26.17
10412921,Nid2 or 2700060E02Rik,-27.84,-28.07,-38.17,-19.25
10412943,Nudt13,0.65,19.13,-25.05,15.28
10412960,Fam149b,-51.20,-17.50,-83.77,-26.59
10412978,1810062O18Rik,-23.28,-26.80,-7.73,-38.54
10412981,Sec24c,-7.89,-0.89,-0.18,-25.27
10413008,Fut11,14.15,21.23,-6.89,28.14
10413012,Fut11,-57.94,-44.42,-83.95,-40.93
10413014,Chchd1,22.37,18.21,21.79,27.05
10413018,2310021P13Rik,43.83,61.55,47.19,20.47
10413047,Plau,-28.84,-23.83,-34.09,-28.77
10413059,Vcl,32.11,36.70,33.18,25.89
10413086,Adk,-76.85,-72.69,-87.60,-63.26
10413100,Myst4,-12.68,6.16,-20.23,-23.89
10413125,Samd8,-18.23,-19.56,-38.34,3.95
10413136,---,-44.06,-29.90,-46.60,-60.46
10413138,Vdac2,-27.62,-36.32,-15.98,-27.57
10413148,Comtd1,-27.56,-50.48,-1.61,-30.05
10413152,1700112E06Rik,39.75,42.20,37.65,39.40
10413161,Cnot1 or Gm6158,-26.27,-18.59,-31.27,-28.98
10413163,E330034G19Rik,-21.68,-25.59,-14.84,-24.87
10413171,---,-10.80,-33.43,13.64,-9.46
10413174,Rps24 or LOC677113,69.81,68.67,72.94,68.29
10413180,4931403M11Rik,80.40,64.16,88.17,82.89
10413183,Gm10398,58.75,46.81,69.70,55.97
10413185,Zmiz1,58.44,66.20,44.61,62.78
10413212,Zmiz1,-26.48,16.76,-26.85,-71.86
10413216,4931406H21Rik,91.97,94.62,85.78,94.04
10413220,Zmiz1,69.77,73.69,66.51,68.88
10413222,Ppif,-21.77,-11.04,-14.58,-43.85
10413229,Anxa11 or Gm2274 or Gm2260,7.87,13.85,2.65,9.27
10413238,Cphx,-46.91,-38.08,-63.02,-39.89
