Probeset_ID,Gene Symbol,MF PC 480hi,Sample_,Sample_,Sample_
10465963,Lrrc10b,-4.68,11.31,-14.38,-4.42
10465965,Ppp1r32,-32.90,-40.19,-30.13,-29.37
10465980,Sdhaf2,13.07,14.41,-2.24,26.69
10465990,Tmem216 or Cpsf7,-48.10,-53.53,-49.18,-41.04
10466000,Tmem138,-93.57,-88.10,-98.08,-91.88
10466008,Dak,-76.53,-67.25,-73.82,-86.90
10466027,Pga5,-37.46,-39.71,-41.37,-31.97
10466040,Cd5,-55.64,-69.22,-45.72,-52.68
10466054,Cd6,-53.17,-54.31,-60.81,-45.57
10466073,Gm10802,-9.60,9.67,-13.54,-21.59
10466075,Tmem132a,-71.64,-51.45,-85.62,-75.12
10466087,Tmem109,0.78,-6.91,-5.70,21.16
10466091,Zp1,-23.23,-16.90,-42.89,-15.11
10466104,Ccdc86 or Gpr44,-11.11,-25.42,-3.86,-6.45
10466110,Ms4a10,-25.49,-19.95,-22.96,-35.68
10466120,Ms4a15,-40.68,-47.40,-59.04,-13.10
10466127,AW112010,20.63,26.34,21.11,13.51
10466130,Ms4a8a,60.71,67.26,57.34,55.95
10466139,1700017D01Rik,-31.13,-30.50,-24.24,-40.95
10466147,1700025F22Rik,-45.49,-34.94,-18.76,-96.08
10466155,Ms4a13,-25.51,-55.84,-14.09,-18.77
10466165,---,-45.41,-53.39,-27.79,-56.51
10466172,Ms4a1,-52.82,-31.03,-89.00,-47.23
10466182,Ms4a5,-30.03,-48.86,-39.49,-12.65
10466190,Ms4a14,-54.43,-36.31,-70.27,-60.80
10466200,Ms4a7,-41.96,-71.91,-35.66,-30.69
10466210,Ms4a6d,57.00,57.94,53.64,59.42
10466216,Ms4a2,-42.40,-49.87,-29.60,-51.53
10466224,Ms4a3,-43.49,-45.14,-31.03,-56.11
10466233,Plac1l,-65.51,-77.21,-34.06,-86.09
10466239,Oosp1,-56.95,-70.59,-42.03,-61.03
10466248,Stx3,22.52,25.60,28.76,13.58
10466266,Olfr1417,-48.78,-51.11,-43.64,-51.65
10466268,Olfr1418,-23.43,15.57,-13.42,-75.01
10466270,---,24.53,21.46,25.18,26.94
10466272,Olfr1419,-38.92,11.01,-76.05,-46.92
10466274,Olfr1419,4.95,12.25,-27.79,23.84
10466276,Olfr1423,-33.58,-16.79,-62.56,-28.34
10466278,Olfr1424,-49.76,-48.63,-63.40,-35.62
10466280,Olfr1425 or Olfr1426 or Olfr1424,-17.79,-16.80,-28.80,-10.53
10466282,Olfr1426,55.19,7.67,84.32,34.89
10466286,Olfr1427,-23.72,-27.73,-22.05,-21.54
10466288,Olfr1428,-30.26,-42.13,-39.93,-10.64
10466290,Olfr76,-7.54,-58.10,20.41,26.43
10466292,---,-57.86,-30.50,-91.44,-41.11
10466294,---,-8.88,-60.67,73.76,-38.10
10466296,Olfr262,11.24,9.72,2.23,21.09
10466298,Olfr1436,63.47,64.91,72.52,48.32
10466300,Olfr1437 or Olfr1436,-34.96,-74.53,-45.68,-8.26
10466302,---,28.83,17.50,13.19,52.94
10466304,Dtx4,-47.49,-61.59,-30.82,-48.48
10466314,---,-31.76,-46.55,-29.99,-22.97
10466317,U05342 or Zfp91 or Cntf,-59.79,-33.53,-53.86,-81.69
10466335,Olfr1446,-35.99,-78.83,-18.76,-25.79
10466337,Olfr1447,-53.97,-52.32,-93.64,-17.23
10466340,Olfr1448,-20.92,-21.68,-23.77,-17.23
10466342,Olfr1453,-15.88,-42.94,-16.61,7.15
10466344,---,-17.05,8.65,-11.68,-48.68
10466347,Olfr1457,-36.83,-31.23,-15.82,-68.75
10466349,Olfr1458,26.26,2.54,53.50,11.57
10466351,Olfr1459,-50.57,-98.07,-36.43,3.55
10466353,---,-2.12,-13.25,-46.37,60.61
10466355,Olfr1465,-1.40,38.14,10.86,-37.76
10466357,Olfr1472,-61.06,-57.36,-28.76,-89.98
10466359,Olfr1475,76.14,83.15,43.10,85.14
10466361,Olfr1497,-22.52,-29.41,2.01,-44.85
10466363,---,-23.86,31.96,-62.38,-37.68
10466366,Olfr1499,-8.02,20.21,-41.63,3.33
10466368,Olfr1500,-32.13,-61.34,-29.99,-10.76
10466370,Olfr1501,-3.05,-0.17,15.17,-19.18
10466372,Olfr1504,-26.09,-11.12,-71.87,-4.73
10466374,Tle4,47.07,45.33,52.28,44.31
10466400,---,-23.54,-21.48,-17.11,-36.58
10466402,Eif4a1,-8.88,-60.67,73.76,-38.10
10466404,---,39.64,51.71,51.24,4.60
10466406,---,-36.95,29.29,-83.01,-45.63
10466410,Psat1 or LOC100047252,-28.69,-32.22,-23.53,-29.45
10466423,Cep78,-21.18,-31.49,-38.04,2.93
10466439,Pebp1,-8.88,-60.67,73.76,-38.10
10466441,Vps13a,76.68,82.05,79.49,67.99
10466515,Foxb2,84.51,88.94,49.45,95.06
10466521,Gcnt1,-52.40,-54.82,-66.22,-37.40
10466528,Rfk,63.28,76.13,47.84,60.32
10466530,Pcsk5,-60.10,-52.59,-66.14,-62.50
10466571,---,-2.67,-7.45,21.96,-8.01
10466573,Ostf1,96.84,96.33,97.67,96.26
10466587,Rorb,-40.50,-25.61,-94.71,-12.73
10466604,---,-58.06,-78.16,-43.28,-49.48
10466606,Anxa1,67.38,66.58,68.18,67.41
10466620,---,-3.74,-17.16,33.32,-19.46
10466622,C730037M02Rik,-43.24,-66.28,-51.08,-22.74
10466624,Aldh1a7,-52.88,-63.41,-39.53,-60.02
10466636,Tmc1,-10.78,-2.18,-17.78,-14.27
10466659,Gda,98.35,98.45,98.55,98.32
10466676,1110059E24Rik,12.24,-3.98,37.64,1.67
10466680,Klf9,91.87,93.76,75.08,95.36
10466682,Smc5,2.50,6.76,16.30,-20.27
10466712,Mamdc2,-34.64,-36.98,-29.44,-38.71
10466728,1700028P14Rik,-43.10,-65.91,-78.23,-12.99
10466735,Fam189a2,-51.40,-49.71,-48.98,-55.27
10466745,Tjp2,-69.32,-70.64,-68.02,-68.56
10466771,Fxn,-71.86,-85.82,-52.59,-73.82
10466779,Pip5k1b,-62.32,-49.56,-63.66,-76.09
10466794,Fam122a,-18.21,-26.11,-36.12,11.72
10466798,---,-31.65,-25.22,-37.21,-33.23
10466800,Pgm5 or E030010A14Rik,-64.65,-93.45,-48.01,-53.40
10466814,Foxd4,17.56,34.99,69.50,-55.15
10466818,Cbwd1,-90.40,-90.21,-90.88,-90.27
10466835,Snora19,17.87,26.64,50.43,-19.75
10466837,---,-10.24,-14.24,-1.14,-28.99
10466839,---,42.64,77.02,22.63,13.75
10466841,---,37.45,13.30,50.54,43.96
10466843,Gapdh,-8.88,-60.67,73.76,-38.10
10466846,---,-17.34,-68.78,-23.36,32.42
10466848,D19Bwg1357e,0.14,-12.52,11.72,4.41
10466865,Rfx3,-66.91,-58.69,-78.18,-64.39
10466886,Glis3,-71.99,-70.68,-68.79,-76.73
10466888,Glis3,-83.19,-79.49,-82.21,-87.69
10466901,Rps15a-ps2,63.27,61.09,38.87,79.67
10466903,4430402I18Rik,-69.83,-90.80,-89.86,-26.21
10466920,Slc1a1,-19.35,-23.26,-6.76,-33.70
10466923,Gm15772 or Rpl26,10.91,17.08,-7.62,23.43
10466925,Ak3,39.59,37.73,38.64,41.65
10466932,Insl6,-52.31,-40.01,-55.74,-62.64
10466935,Rln1,-8.28,46.00,-9.58,-51.05
10466938,5033414D02Rik,9.88,11.73,32.27,-14.99
10466947,Ermp1,7.02,-1.24,-14.00,33.40
10466963,9930021J03Rik,-33.09,-37.79,-35.74,-25.97
10466970,9930021J03Rik,-34.62,-46.89,7.33,-62.21
10466972,Ranbp6,16.65,14.98,1.57,32.54
10466976,Gldc,-71.81,-65.10,-82.37,-67.04
10467001,---,-12.52,0.87,-4.44,-40.00
10467003,Ppp1r2-ps3 or Ppp1r2,-8.88,-60.67,73.76,-38.10
10467006,Dkk1,7.83,8.15,-10.20,39.28
10467013,Prkg1,-53.92,-58.27,-49.12,-55.01
10467038,Gm6642,-67.93,-38.23,-70.47,-91.28
10467041,Asah2,58.15,60.88,53.24,60.21
10467068,Sgms1,97.29,98.11,96.12,97.03
10467083,---,-22.80,-37.10,-18.79,-12.85
10467088,Rpl9,-8.88,-60.67,73.76,-38.10
10467091,Atad1,4.84,4.53,3.57,6.73
10467102,Rnls,47.91,42.80,36.60,60.73
10467110,Lipo1,87.49,89.03,88.57,85.21
10467115,Ankrd22,-40.93,-37.36,-55.59,-31.86
10467124,Acta2,-69.85,-65.00,-76.26,-69.70
10467134,---,-46.55,-20.39,-61.71,-65.35
10467136,Ch25h,-85.13,-62.63,-80.57,-98.01
10467139,Lipa,71.14,69.89,71.81,72.17
10467149,2010002M12Rik,-36.84,-60.58,-38.97,-19.93
10467153,Slc16a12,-83.30,-87.93,-66.71,-91.84
10467162,Pank1,-95.81,-97.08,-94.87,-95.17
10467173,Mir107,14.00,7.74,34.94,-1.77
10467175,A830019P07Rik,-23.14,-30.86,-0.45,-50.10
10467182,Htr7,-21.67,-42.71,-15.96,-15.11
10467191,Ankrd1,-54.58,-58.48,-52.65,-52.60
10467203,Pcgf5,-23.08,29.68,-28.94,-64.72
10467206,Ppp1r3c,-56.75,-79.60,-47.73,-46.42
10467211,Fgfbp3,-27.10,-12.72,-24.36,-48.56
10467216,Cpeb3,-9.69,-17.79,-8.96,-4.07
10467230,Ide,4.04,-6.08,12.33,3.85
10467256,Rpl10 or Gm5621,95.80,94.52,92.80,98.43
10467258,Myof,69.24,72.10,67.38,68.83
10467315,---,16.67,80.82,-41.63,-11.02
10467319,Rbp4,-60.51,-69.65,-77.09,-42.24
10467328,5730455O13Rik,-50.62,-50.72,-36.97,-62.78
10467342,Gm9886,-45.18,-50.28,-76.22,-8.06
10467344,Noc3l,-29.58,-36.85,-41.83,-13.03
10467368,Ctdspl2,-34.83,-31.89,-38.58,-33.91
10467372,Cyp2c38,-44.64,-79.00,-40.30,-24.66
10467380,Cyp2c67,-31.45,-25.42,-51.56,-23.93
10467385,Cyp2c68,-14.87,-29.51,-16.81,-7.33
10467390,Cyp2c40 or Cyp2c67 or Cyp2c68 or Cyp2c69,-39.61,-67.89,-17.56,-48.53
10467400,Cyp2c54,-36.35,-59.48,-17.37,-41.64
10467410,Cyp2c70,-50.24,-42.13,-56.22,-51.76
10467420,Pdlim1,92.14,90.10,91.39,94.29
10467425,Sorbs1,-70.85,-67.41,-63.35,-79.97
10467468,3010085J16Rik,24.54,10.39,53.49,-1.71
10467470,Aldh18a1,-53.08,-54.86,-62.58,-37.20
10467489,Ptp4a1 or Gm13363 or LOC100044742,-8.88,-60.67,73.76,-38.10
10467493,Tctn3,-7.94,-22.04,3.59,-5.54
10467508,Blnk,-1.20,2.88,-2.12,-2.04
10467529,Opalin,-35.07,-58.17,-27.54,-24.34
10467538,Tll2,-33.28,-28.27,-46.11,-26.49
10467560,Tm9sf3,73.59,71.22,78.40,71.63
10467578,Pik3ap1,9.71,11.71,7.35,9.80
10467599,Slit1,-59.68,-68.32,-49.00,-61.50
10467637,Arhgap19,-30.37,-30.03,-30.51,-30.92
10467650,Frat2,6.85,0.29,5.99,14.31
10467653,Rrp12,-47.47,-55.12,-34.76,-51.77
10467688,Exosc1,-26.09,-31.67,-25.15,-22.21
10467697,Mms19,11.07,3.87,11.90,19.01
10467730,Morn4,-66.03,-40.95,-85.26,-70.72
10467739,Avpi1,-30.03,-18.06,-31.42,-42.32
10467744,Sfrp5,-79.00,-67.29,-73.13,-92.15
10467749,Crtac1 or Golga7b,-57.90,-64.31,-55.85,-53.72
10467766,Loxl4,-69.06,-58.29,-74.55,-74.54
10467768,Loxl4,-68.45,-62.88,-67.61,-74.26
10467784,Pyroxd2,-6.35,-10.63,-0.94,-9.13
10467802,Hps1,51.85,35.36,54.17,66.32
10467826,Hpse2,-42.78,-42.80,-47.22,-38.72
10467838,---,-13.06,-17.22,36.12,-47.33
10467840,---,-9.42,-52.92,18.69,6.53
10467842,Got1,-71.80,-76.24,-70.72,-69.33
10467852,Slc25a28,12.58,3.88,37.42,-6.91
10467859,Cox15,25.06,15.58,34.48,26.17
10467871,Dnmbp,-76.99,-80.33,-75.45,-74.91
10467887,Cpn1,-59.68,-72.69,-76.33,-35.39
10467897,Cyp2c44,-46.46,-54.21,-19.71,-78.51
10467907,Erlin1,43.69,43.38,42.07,45.79
10467921,Chuk,-30.61,-38.57,-21.17,-32.08
10467941,Cwf19l1,-30.42,-31.77,-27.98,-32.10
10467956,Bloc1s2,-43.70,-51.11,-30.65,-48.89
10467962,Pkd2l1,-8.38,14.10,38.91,-63.17
10467979,Scd1,-61.13,-72.36,-52.76,-58.79
10467989,Sec31b,-37.39,1.99,-69.07,-46.72
10468016,Ndufb8,-24.10,-29.65,-28.50,-14.26
10468022,Mrpl43 or Sema4g or Peo1,-8.34,-24.46,-9.95,11.10
10468030,Pdzd7,-81.96,-68.75,-66.96,-96.70
10468037,Pdzd7,6.41,-7.87,20.86,10.41
10468046,Lbx1,-11.38,-9.14,17.18,-36.54
10468049,Poll,-27.53,-21.66,-30.90,-30.87
10468059,Fbxw4,67.49,60.56,58.76,78.53
10468070,Fgf8,23.74,60.81,36.56,-28.56
10468081,Npm3 or Npm3-ps1,-10.52,-18.04,7.90,-21.53
10468089,Mgea5 or E330018D03Rik,34.82,41.81,47.21,13.59
10468113,Kcnip2,-68.18,-67.76,-82.87,-54.63
10468131,9130011E15Rik,15.50,1.27,45.07,-2.40
10468159,Ldb1,-2.55,-0.53,-11.26,2.25
10468174,Pitx3,24.47,27.50,59.15,-17.87
10468180,Psd,-64.81,-92.54,-43.74,-52.96
10468200,Cuedc2 or Fbxl15,26.49,26.60,10.75,38.69
10468213,2310034G01Rik,5.09,7.17,33.25,-19.42
10468217,Actr1a,28.28,31.44,25.13,28.66
10468229,Trim8 or Gm9798,-2.42,7.99,-8.29,-3.02
10468231,Arl3,-31.41,-24.43,-44.93,-22.40
10468239,Cyp17a1,-55.41,-29.21,-37.49,-94.88
10468249,Cnnm2,-42.54,-61.62,-46.64,-21.56
10468251,---,23.15,3.73,17.15,44.82
10468253,Nt5c2,12.70,17.00,3.97,17.58
10468275,Pcgf6,-95.08,-97.69,-93.52,-93.47
10468287,Usmg5,7.60,6.86,7.79,8.25
10468292,Pdcd11,79.53,81.31,68.21,85.89
10468294,Calhm2,93.10,91.27,91.57,95.32
10468300,Calhm1,15.98,58.27,-35.11,22.18
10468303,---,-32.47,-11.18,-0.86,-77.52
10468307,---,-14.50,-17.82,-28.86,3.70
10468309,Sh3pxd2a,-85.54,-83.93,-87.05,-85.92
10468311,Sh3pxd2a,-74.57,-88.08,-81.81,-44.63
10468329,Obfc1,-42.16,-50.13,-19.37,-55.23
10468344,Col17a1,-37.34,-48.66,-36.70,-27.90
10468399,Wdr96,-70.10,-84.75,-36.01,-88.21
10468413,Wdr96,-54.75,-45.72,-50.45,-68.55
10468415,Wdr96,-35.62,-63.33,-44.41,-14.79
10468417,Wdr96,-80.87,-63.34,-57.25,-99.08
10468419,Wdr96,-32.68,-18.63,-12.33,-87.91
10468421,Itprip or Wdr96,33.33,-19.22,48.79,65.89
10468448,---,-22.46,-1.73,-22.08,-48.29
10468450,---,-27.52,14.28,-73.92,-8.26
10468452,Sorcs1,-61.27,-51.21,-39.54,-89.67
10468485,---,-31.59,-29.03,-36.86,-29.54
10468487,---,-8.88,-60.67,73.76,-38.10
10468489,Xpnpep1,-48.82,-56.16,-53.53,-33.83
10468513,1700001K23Rik,48.85,58.59,56.95,21.33
10468517,Mxi1,-43.08,-36.95,-46.21,-47.51
10468519,Smndc1,33.33,11.74,51.32,35.53
10468525,5830416P10Rik,-56.51,-71.97,-43.34,-54.20
10468527,5830416P10Rik,-58.13,-43.10,-40.74,-90.48
10468531,Nutf2 or Nutf2-ps1,-8.88,-60.67,73.76,-38.10
10468533,Gpam,-66.05,-76.19,-54.91,-65.57
10468560,Gm10755,61.67,76.95,55.85,42.82
10468562,Gucy2g,-29.73,-64.18,-8.59,-19.10
10468584,Zdhhc6,-28.15,-44.67,-16.87,-22.61
10468593,Nrap or Habp2,-43.61,-45.29,-47.64,-38.20
10468639,Dclre1a,48.47,35.70,59.13,49.83
10468651,---,20.42,13.63,44.30,0.15
10468653,A630007B06Rik,15.37,16.89,27.65,1.86
10468668,Afap1l2,-78.71,-73.43,-74.76,-86.92
10468691,Ablim1,-66.18,-64.24,-64.30,-70.24
10468722,Gfra1,-80.22,-78.80,-93.87,-63.84
10468738,1700019N19Rik,-59.66,-65.08,-55.70,-57.26
10468746,Hspa12a,53.61,49.79,52.41,61.40
10468762,4930506M07Rik,77.11,73.30,82.79,74.70
10468783,Vax1,71.10,67.42,70.11,75.52
10468789,Pdzd8,-6.10,-27.60,3.89,1.80
10468795,Rab11fip2,-25.70,-25.30,-9.84,-41.04
10468802,D19Ertd737e,-70.78,-81.76,-45.43,-78.84
10468810,Prlhr,-14.01,-9.07,-40.95,5.78
10468816,2700078E11Rik,81.49,87.33,76.50,78.82
10468828,Eif3a,39.21,41.14,33.47,43.83
10468851,Snora19,-8.88,-60.67,73.76,-38.10
10468853,Sfxn4,-42.30,-46.68,-45.12,-35.49
10468869,Prdx3,55.99,52.12,56.32,59.62
10468877,---,-3.69,-1.31,-8.44,-3.08
10468879,---,25.42,33.73,31.19,6.44
10468881,Zfp826,72.99,80.15,74.84,62.83
10468885,Zfp826 or BC029127,41.55,65.37,10.73,41.02
10468889,---,65.77,-0.94,78.95,78.30
10468891,Gm7102,64.15,81.62,23.38,71.77
10468893,Csf2ra,58.70,57.84,57.74,60.51
10468898,Lax1,-79.12,-74.00,-71.19,-90.92
10468907,---,-29.51,-33.78,-27.65,-27.60
10468909,Disp1,-24.66,-23.31,-28.86,-22.50
10468916,Fam171a1,53.86,59.36,48.62,53.86
10468929,Nmt2,-62.68,-61.61,-63.44,-63.18
10468945,Acbd7,-39.57,-20.40,-63.20,-44.21
10468949,Dclre1c,38.73,31.58,52.71,30.27
10468970,Phxr1,40.86,1.14,74.70,24.66
10468974,Cdnf,-38.28,-17.30,-35.27,-71.19
10468980,Fam107b,-66.37,-66.37,-67.76,-64.46
10468988,---,-9.07,-19.36,23.60,-24.80
10468990,Parl,70.46,66.83,65.92,77.92
10468992,Frmd4a,34.19,33.83,32.28,36.45
10469018,Gm10862,-19.99,-22.63,-19.29,-18.47
10469020,Bend7,-62.21,-58.80,-92.85,-33.83
10469035,Sephs1,-30.51,-45.48,-17.26,-27.48
10469046,Phyh,-30.17,-31.06,-27.06,-32.11
10469056,Gm13194,1.46,12.49,-19.04,14.32
10469058,Ucma,-37.86,-47.19,-26.15,-41.88
10469066,Ccdc3,-39.79,-51.73,-35.48,-32.43
10469070,Nudt5 or Cdc123,-2.11,-12.54,3.07,3.42
10469081,Gm10859,-14.51,11.81,-8.62,-44.88
10469083,Upf2,-6.29,8.92,2.53,-35.58
10469108,Gm10857,-22.07,-56.03,-13.22,-15.25
10469110,Usp6nl,35.78,38.76,47.37,22.63
10469127,---,-8.88,-60.67,73.76,-38.10
10469129,4930412O13Rik,-10.00,42.66,-38.65,-16.83
10469135,---,5.25,74.52,-47.53,-18.43
10469138,4930412O13Rik,-46.76,-39.01,-39.88,-63.04
10469140,---,-22.13,-11.55,-12.97,-44.43
10469143,Taf3,-26.34,-24.04,-7.67,-48.03
10469145,Kin,15.33,1.38,40.69,-0.67
10469151,Itih5,-98.57,-98.27,-96.72,-99.62
10469167,Sfmbt2,-79.61,-58.55,-85.93,-93.29
10469195,Mir669b,-90.11,-91.48,-90.31,-88.32
10469197,Mir669a-1 or Mir669a-2 or Mir669a-3,-61.96,-92.58,-37.99,-56.19
10469199,Mir467a-1 or Mir467a-4 or Mir467a-7 or Mir467a-8 or Mir467a-9,-69.87,-79.86,-81.80,-50.76
10469201,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469203,Mir467a-1 or Mir467a-4 or Mir467a-7 or Mir467a-8 or Mir467a-9,-8.88,-60.67,73.76,-38.10
10469205,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469207,Mir467a-3 or Mir467a-6 or Mir467b or Mir467a-10,-8.88,-60.67,73.76,-38.10
10469209,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469211,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469213,Mir467a-1 or Mir467a-4 or Mir467a-7 or Mir467a-8 or Mir467a-9,-8.88,-60.67,73.76,-38.10
10469215,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469217,Mir467a-1 or Mir467a-4 or Mir467a-7 or Mir467a-8 or Mir467a-9,-8.88,-60.67,73.76,-38.10
10469219,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469221,Mir467a-1 or Mir467a-4 or Mir467a-7 or Mir467a-8 or Mir467a-9,-8.88,-60.67,73.76,-38.10
10469223,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469225,Mir467a-1 or Mir467a-4 or Mir467a-7 or Mir467a-8 or Mir467a-9,-8.88,-60.67,73.76,-38.10
10469227,Mir467a-1 or Mir467a-4 or Mir467a-7 or Mir467a-8 or Mir467a-9,-8.88,-60.67,73.76,-38.10
10469229,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469231,Mir467a-1 or Mir467a-4 or Mir467a-7 or Mir467a-8 or Mir467a-9,-8.88,-60.67,73.76,-38.10
10469233,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469235,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469237,Mir466,-29.04,-86.95,-6.79,-20.32
10469239,Mir669c,-76.25,-78.22,-60.03,-86.00
10469241,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469243,Mir297b,-95.80,-81.79,-99.25,-96.43
10469245,Mir669a-1 or Mir669a-2 or Mir669a-3,-8.88,-60.67,73.76,-38.10
10469247,---,-10.30,10.01,-4.41,-38.85
10469250,---,-14.25,52.50,-36.19,-52.77
10469255,Prkcq,-64.19,-61.05,-63.84,-67.94
10469276,Gm10851,-35.91,-23.23,-22.09,-68.68
10469278,Il2ra,-52.74,-41.26,-56.94,-62.64
10469289,Il15ra,64.99,75.89,58.66,59.27
10469300,Ankrd16,68.71,87.43,61.65,46.55
10469312,Pter or C1ql3,-5.13,-15.73,-9.06,16.33
10469320,---,-25.38,-29.30,-16.54,-31.59
10469322,Vim or LOC100862060,46.03,46.05,44.31,47.48
10469335,Stam,-22.33,-20.10,-17.58,-30.24
10469353,Tmem236,-20.91,-21.35,-32.58,-12.39
10469358,Mrc1,-1.20,1.06,-3.84,-0.21
10469389,Slc39a12,-38.64,-65.73,-20.70,-38.44
10469404,Cacnb2,-64.10,-43.34,-57.67,-91.34
10469425,Arl5b,-70.01,-79.26,-53.43,-72.06
10469433,---,29.26,31.23,-18.94,65.57
10469436,---,-46.18,-96.08,-14.10,-36.09
10469453,---,-26.34,-27.47,-29.56,-22.14
10469457,Plxdc2,99.72,99.63,99.78,99.66
10469475,Mllt10 or Dnajc1,-18.46,-15.89,2.87,-41.30
10469503,---,3.84,17.07,44.19,-43.44
10469505,Commd3,18.54,16.37,17.97,20.88
10469514,Bmi1,-6.87,9.73,-20.86,-10.76
10469522,BC061194,-15.44,-12.67,-11.39,-24.65
10469536,---,-38.15,-26.98,-37.17,-53.74
10469538,4930426L09Rik,-21.80,-8.86,-14.38,-46.32
10469540,Armc3,-35.26,-20.19,-86.03,-17.55
10469559,Msrb2,88.62,83.27,89.87,89.94
10469565,Ptf1a,58.40,36.70,67.54,64.30
10469568,1810010K12Rik,-22.64,-32.46,-33.21,-3.46
10469571,Otud1,82.68,85.42,85.14,75.21
10469573,---,-52.72,-50.37,-49.31,-58.49
10469575,Ptp4a1 or Gm13363 or LOC100044742,-8.88,-60.67,73.76,-38.10
10469577,Gm16495,-43.75,-28.86,-55.74,-48.96
10469579,---,-49.65,-79.44,-58.73,-12.09
10469581,Etl4,-81.51,-75.68,-71.09,-92.75
10469609,Gm13375,-70.61,-78.10,-47.52,-82.59
10469611,C130046B21Rik,10.99,46.45,-25.67,19.55
10469613,Thnsl1,-23.07,-8.99,-44.45,-17.64
10469622,Gpr158,-47.86,-61.35,-63.29,-24.93
10469635,Gm10846,-12.78,-60.12,-1.25,15.97
10469637,Myo3a,-21.06,-38.94,-13.41,-17.62
10469672,Gad2,-72.23,-67.72,-50.41,-90.90
10469693,1700092C17Rik,-17.19,-30.15,-67.95,52.58
10469695,Apbb1ip,86.48,90.82,86.93,79.72
10469712,Pdss1,-11.22,-12.67,4.48,-26.60
10469720,Acbd5,-2.67,-2.17,3.42,-8.73
10469732,Yme1l1,43.47,43.98,41.27,44.62
10469755,4931423N10Rik,-37.38,-34.53,-33.24,-45.26
10469767,Nxph2,0.52,-3.90,-1.67,21.07
10469772,Ube2d3,23.82,26.35,28.57,18.33
10469774,Il1f8,-23.90,-15.61,-28.25,-29.07
10469782,---,-33.55,-22.07,-72.52,-9.54
10469786,Il1f9,-71.13,-83.51,-38.09,-89.95
10469793,Il1f6,-33.56,-24.25,-21.30,-67.41
10469801,Il1f5,-47.69,-42.18,-28.28,-76.09
10469811,Il1f10,38.31,23.48,-16.58,79.06
10469816,Il1rn,-44.41,-50.21,-36.90,-47.52
10469828,Psd4,-13.85,-17.83,-11.82,-11.55
10469849,Zmynd19,-65.03,-58.72,-77.08,-58.34
10469856,Wdr85 or Mrpl41,-33.52,-46.98,-14.38,-38.61
10469867,Pnpla7,64.97,74.16,53.26,65.61
10469904,Rpl21,-8.88,-60.67,73.76,-38.10
10469906,Nelf,-23.33,-26.34,-28.28,-15.32
10469923,Entpd8,-47.83,-46.91,-42.26,-54.95
10469936,Nrarp,-90.43,-98.16,-68.27,-93.02
10469941,---,-6.66,-1.12,-3.73,-17.43
10469943,Fam166a,-30.04,-28.31,-15.06,-50.74
10469951,Rnf208,-53.94,-63.01,-57.53,-42.84
10469954,Tmem203,58.54,45.79,55.81,70.12
10469957,Tprn,-13.86,-4.03,-19.31,-18.81
10469965,Anapc2,56.61,51.68,44.77,72.21
10469979,Tmem210,23.00,7.26,65.44,-10.78
10469984,Lrrc26,-44.39,-48.48,-51.47,-33.96
10469987,Man1b1,59.29,49.58,54.26,72.11
10470001,2010317E24Rik,-18.79,-15.49,-22.43,-18.59
10470014,Entpd2 or Npdc1,-35.79,-53.81,-36.84,-18.76
10470027,Npdc1,-73.01,-62.84,-82.04,-74.89
10470042,Fut7,45.43,34.06,61.10,35.15
10470050,Abca2,-11.75,-19.13,-12.06,-4.82
10470101,Clic3,-47.04,-24.01,-46.58,-79.36
10470109,Fbxw5,23.31,12.79,33.98,25.04
10470119,Edf1 or Gm11964,-8.96,-40.54,-8.11,22.98
10470125,Fcna or 4921530D09Rik,-2.65,23.05,-30.11,13.39
10470135,---,-19.26,-62.81,-25.88,38.33
10470141,Lcn8,-9.83,-6.88,-32.47,15.75
10470149,Lcn5,-67.52,-74.49,-80.52,-42.01
10470158,Lcn6,23.86,53.13,-1.56,13.79
10470166,Lcn10,-3.72,38.18,-22.41,-16.21
10470175,Lcn13,-55.89,-37.33,-78.03,-54.04
10470182,Bmyc,11.81,19.94,-9.28,25.38
10470186,Lcn14,-40.51,-78.25,-37.57,-17.05
10470192,Lcn3,-31.36,-64.13,-28.83,-13.55
10470200,Lcn11,-53.42,-16.42,-84.40,-69.28
10470206,Lcn9,-6.22,-23.37,33.86,-17.89
10470214,Kcnt1,-79.86,-74.08,-84.58,-81.28
