Probeset_ID,Gene Symbol,Mo Bl Ly6C- II+,Sample_,Sample_
10477134,Defb36,85.02,84.05,86.42
10477140,Rem1,74.93,67.83,79.99
10477147,H13,49.23,47.50,50.94
10477167,Mcts2,-27.04,-15.75,-37.22
10477169,Id1,-29.06,-26.84,-31.20
10477176,---,95.16,88.28,97.79
10477179,Cox4i2,-13.60,-12.06,-15.53
10477187,Tpx2,-80.06,-99.97,-45.05
10477206,Mylk2,-11.99,-3.70,-44.88
10477218,Ttll9,18.63,38.77,-3.13
10477233,Xkr7,93.01,94.26,91.26
10477237,BC020535,-16.96,16.07,-62.80
10477250,Hck,78.32,76.74,79.38
10477264,Tm9sf4,-10.44,-11.32,-10.04
10477286,Pofut1,-18.50,-32.71,-3.96
10477297,Kif3b,35.90,51.04,18.37
10477311,Asxl1,-39.80,-15.25,-62.39
10477325,Dnmt3b,-14.54,-11.64,-18.12
10477353,Mapre1,-77.09,-83.67,-68.68
10477361,Efcab8,89.12,96.67,52.13
10477370,Tomm20,-62.56,-94.99,38.84
10477372,Bpifb2,39.14,80.73,-25.95
10477389,Bpifb6,-3.56,-2.95,-4.59
10477406,Bpifb3,-6.22,-5.96,-6.69
10477423,Bpifb4,-17.81,-18.52,-17.23
10477439,Bpifa6,77.68,87.54,54.59
10477450,Bpifa2,73.32,50.60,84.71
10477460,---,77.13,94.07,10.24
10477467,Bpifa3,-3.55,-1.25,-12.42
10477475,Bpifa1,-10.02,-5.32,-20.50
10477485,Bpifa5,-17.62,55.50,-78.05
10477495,Bpifb1,-46.44,-77.45,-22.58
10477512,Bpifb5,53.34,72.43,9.79
10477528,Bpifb9a,-15.34,-64.59,-2.27
10477536,Bpifb9b,-46.30,-78.35,-24.46
10477543,Cbfa2t2,-95.43,-97.60,-92.44
10477551,1700003F12Rik,96.00,97.70,89.95
10477555,1700007I08Rik,33.03,35.35,30.50
10477557,Zfp341,-26.93,-42.98,-9.70
10477572,Chmp4b,84.74,83.79,85.64
10477581,Rpl5 or Gm14217,95.32,96.16,94.37
10477583,Raly or a,-10.42,-32.13,9.00
10477595,a,95.54,96.66,94.16
10477600,---,-3.04,-5.80,-0.99
10477604,Itch,-32.28,-29.25,-35.39
10477630,Dynlrb1,-87.06,-87.86,-86.25
10477637,Map1lc3a,-72.27,-85.21,-56.53
10477642,Mir695,77.78,85.36,66.30
10477644,Trp53inp2,-62.55,-65.91,-58.94
10477649,Acss2,-45.44,-59.83,-30.47
10477673,Myh7b,45.56,70.89,-3.43
10477715,Mir499,-42.68,-19.24,-64.24
10477717,Procr,-37.04,-28.09,-48.29
10477725,Mmp24,1.94,9.28,-0.68
10477737,Gdf5,74.61,65.55,82.81
10477739,Cep250,69.03,70.12,67.78
10477777,Ergic3,-76.22,-92.19,-41.28
10477791,Spag4,88.15,82.81,91.35
10477808,Romo1,-33.79,-62.37,-5.66
10477813,Rbm39,-21.42,-65.43,-7.16
10477815,Phf20,-74.55,-69.57,-78.81
10477831,4921517L17Rik,74.63,86.71,46.34
10477852,---,95.31,80.23,98.53
10477854,Epb4.1l1,-53.78,-47.73,-60.16
10477887,0610011L14Rik,-28.69,-52.68,-0.24
10477894,Gm14168,-42.36,0.93,-79.17
10477897,Dlgap4,68.47,60.61,73.73
10477920,Myl9,-15.08,-9.78,-21.88
10477924,Tgif2,44.35,9.79,73.55
10477929,1110008F13Rik or Sla2,-20.95,-66.51,33.26
10477935,Gm1332,-9.17,-6.10,-13.27
10477942,Rbl1 or 2610301H18Rik,87.94,94.96,74.88
10477944,---,95.32,96.16,94.37
10477946,Rpn2 or LOC100861927,8.63,15.41,1.97
10477966,Manbal,-41.26,-80.53,22.74
10477970,Src,-25.69,-20.83,-31.35
10477986,Nnat,-35.94,-42.87,-30.13
10477991,---,57.56,81.29,11.57
10477994,Ctnnbl1,-34.12,-58.49,-9.36
10478012,Ube2i or LOC100044900,-6.29,11.41,-28.28
10478014,Vstm2l,-6.61,-5.08,-8.16
10478022,Rprd1b,18.93,34.63,8.22
10478031,Bpi,-12.78,-36.66,-4.71
10478048,Lbp,-64.95,-60.86,-69.66
10478066,Snhg11,-9.78,-15.39,-6.32
10478073,Snhg11,-16.73,-47.62,2.96
10478075,---,-14.61,-7.68,-27.96
10478077,Ralgapb,-32.41,-10.38,-49.70
10478109,Adig,-16.99,-9.92,-32.88
10478114,Arhgap40,-23.74,-14.94,-34.22
10478124,Slc32a1,-2.64,-1.35,-4.76
10478133,Actr5,46.44,40.71,51.86
10478145,Ppp1r16b,-21.15,-11.66,-36.25
10478160,Fam83d,-31.30,-21.00,-43.93
10478169,Dhx35,-46.63,-79.02,-8.34
10478192,4933416E03Rik,58.64,-2.51,85.02
10478196,Top1,-97.37,-97.37,-97.44
10478219,Plcg1,-92.14,-92.22,-92.02
10478258,Lpin3,-16.09,-23.37,-9.37
10478281,Gm14243,-27.69,28.75,-81.28
10478283,Mphosph6,-27.58,-35.40,-20.81
10478285,9430021M05Rik,-57.56,-81.55,-34.58
10478289,9430021M05Rik,87.37,93.55,77.07
10478291,Srsf6,17.47,32.09,3.90
10478299,L3mbtl1,81.43,89.80,69.73
10478326,Sgk2,-18.13,-63.02,-4.50
10478341,Ift52,-77.46,-88.45,-55.73
10478355,Mybl2,-42.63,-26.49,-61.70
10478364,Tox2,-4.00,-11.33,2.57
10478374,Gdap1l1,-11.80,-23.99,-5.94
10478381,2310001K24Rik,15.33,68.21,-40.43
10478383,R3hdml,-15.64,-5.68,-38.01
10478389,Hnf4a,-8.43,-10.70,-6.63
10478401,Ttpal,20.24,-0.92,38.92
10478407,Serinc3 or 0610039K10Rik,88.52,95.10,75.08
10478409,Pkig or Gm6334,39.12,14.07,55.92
10478415,Wisp2,-18.60,-4.10,-44.72
10478421,Kcnk15,86.87,95.22,65.55
10478424,Ywhab,30.44,39.02,22.24
10478432,Pabpc1l,-4.80,-8.58,-2.56
10478447,Stk4,38.32,36.11,40.34
10478461,Svs3a,-17.44,-17.80,-16.93
10478463,Svs6,87.78,88.03,87.20
10478469,Svs5,-23.99,-1.67,-98.27
10478474,Rbpjl or Matn4,-7.43,-7.05,-8.04
10478487,Sys1,-22.55,-63.90,30.59
10478495,Dbndd2,-25.04,-61.07,-4.62
10478508,Pigt,44.67,38.34,50.52
10478523,---,-8.47,-6.12,-11.82
10478525,Wfdc2,-24.03,-18.98,-30.78
10478533,---,82.25,83.35,81.31
10478535,Wfdc6b,57.25,59.75,54.11
10478540,Wfdc10,-15.56,-20.08,-11.93
10478544,Wfdc13,87.17,90.45,83.13
10478547,Spint4,80.69,62.91,89.10
10478554,Gm14316,60.43,34.26,74.61
10478560,Dnttip1,52.87,25.81,72.91
10478572,Ube2c or Tnnc2,-48.94,-46.00,-52.70
10478580,Snx21 or Acot8,99.04,99.24,99.04
10478587,Zswim3,36.67,-10.70,72.59
10478590,Zswim1,-55.59,-69.14,-40.63
10478594,Ctsa or Neurl2 or Pltp,73.54,71.60,75.89
10478615,Pcif1,67.66,64.13,70.68
10478633,Mmp9,-17.41,-12.87,-23.83
10478647,Slc12a5,-9.07,-4.55,-24.90
10478678,Cd40,11.60,1.67,19.14
10478692,Slc2a10,-34.08,-29.17,-39.84
10478698,Eya2,-7.98,17.07,-36.78
10478718,Ncoa3,59.07,65.61,51.75
10478744,---,-50.46,-33.88,-68.45
10478746,---,95.32,96.16,94.37
10478748,Trp53rk,-11.21,-73.21,58.12
10478754,Arfgef2,-55.27,-48.99,-60.57
10478772,Arfgef2,-90.26,-85.99,-92.84
10478774,Arfgef2,-78.76,-79.84,-77.83
10478776,Arfgef2,-39.18,3.20,-71.76
10478778,Arfgef2,-90.92,-94.32,-83.28
10478799,Cse1l,-86.52,-85.46,-87.38
10478825,Ddx27,-11.20,-22.08,0.32
10478847,1500012F01Rik or Znfx1,-31.68,-82.74,33.48
10478854,Slc9a8,-26.99,2.06,-52.14
10478875,Rnf114,63.58,61.58,65.86
10478884,Snai1,-7.15,-0.16,-18.27
10478890,Cebpb or Tmem189,84.72,72.29,92.32
10478892,A530013C23Rik,37.93,38.90,36.77
10478897,Ptpn1,85.20,88.79,81.26
10478907,Pard6b,-24.72,-31.36,-19.63
10478913,Mocs3,73.47,84.29,58.65
10478922,---,9.26,-0.62,19.52
10478924,---,-16.80,-7.68,-30.47
10478926,---,-6.20,-18.21,6.59
10478928,Tshz2,-34.38,-17.38,-65.75
10478936,---,8.58,3.28,15.22
10478938,Hax1,-9.30,-45.02,28.30
10478943,Pfdn4 or Cyp24a1,-94.46,-98.54,-84.66
10478949,Dok5,-36.27,-38.89,-33.82
10478959,Mc3r,-36.52,-24.88,-48.73
10478962,2010011I20Rik,-84.77,-91.16,-76.98
10478967,Cstf1,-57.54,-64.81,-49.33
10478973,Cass4,77.58,77.18,77.58
10478983,2410001C21Rik,18.43,-19.40,48.90
10478994,1700029J11Rik,16.46,7.41,25.84
10478997,Tfap2c,-10.77,-5.19,-25.69
10479008,Bmp7,82.70,94.53,47.01
10479010,Spo11,-18.94,-67.12,-6.08
10479026,Rae1,-56.39,-55.73,-56.91
10479041,Rbm38,20.96,0.40,38.06
10479047,Pck1,-16.28,-12.92,-20.97
10479058,1700021F07Rik,92.85,93.78,90.14
10479063,Rab22a,-79.30,-85.91,-66.83
10479074,1700010B08Rik,35.07,54.48,11.81
10479077,Vapb,-82.52,-89.46,-67.12
10479087,Stx16,33.64,48.28,17.53
10479099,Npepl1,68.07,57.60,77.32
10479112,Gnas,-53.86,-50.38,-56.55
10479136,Th1l,-54.06,-56.08,-52.10
10479154,Tubb1,-0.54,2.89,-1.53
10479159,Zfp831,-23.37,-16.41,-31.50
10479165,Edn3,-19.75,-23.33,-16.18
10479172,---,91.91,61.58,99.07
10479174,Rps8,95.32,96.16,94.37
10479176,Gm14295 or Gm6710 or 0610010B08Rik or Zfp931 or LOC627901,-97.76,-98.46,-96.17
10479182,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,-95.70,-97.93,-90.56
10479185,---,-77.59,-72.49,-82.63
10479187,Rps8,95.32,96.16,94.37
10479189,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,95.32,96.16,94.37
10479192,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,95.32,96.16,94.37
10479195,100043387 or OTTMUSG00000016609 or 0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430,95.32,96.16,94.37
10479198,0610010B08Rik or Gm4724 or Gm14308 or Gm2007 or Gm14434 or Gm14430 or Gm14410,95.32,96.16,94.37
10479201,---,71.66,83.00,46.98
10479203,Gm14403 or Gm14322 or 0610010B08Rik or Gm14430 or Gm14434 or Gm4724 or 2210418O10Rik,-29.20,-23.58,-34.36
10479213,---,95.32,96.16,94.37
10479215,Rps8,95.32,96.16,94.37
10479217,Gm14420 or Gm14431 or Gm8898 or Gm6710 or Etohi1 or Gm14430,-51.72,-27.58,-72.85
10479221,Gm14403,-62.93,-85.07,-33.10
10479228,Etohi1,-88.57,-86.43,-90.40
10479230,Phactr3,-17.82,-5.64,-47.92
10479247,9030418K01Rik,60.66,58.80,62.69
10479249,Cdh26,-5.42,-5.30,-5.74
10479268,Wtap,-43.76,-11.19,-64.71
10479270,4930591A17Rik,80.20,87.67,63.79
10479274,Cdh4,22.49,51.73,-1.55
10479294,---,-10.79,33.42,-45.97
10479297,Lsm14b,-39.74,-51.50,-27.42
10479311,Ss18l1,-16.52,-8.91,-28.09
10479324,Gtpbp5,26.65,-46.07,85.39
10479335,Osbpl2,-51.52,-53.52,-49.39
10479351,Adrm1,8.84,-30.11,40.79
10479362,Rps21 or Gm5963,45.89,-29.63,76.78
10479369,Gm14318 or Gata5,72.48,86.02,49.60
10479375,Mir1a-1,-5.45,-2.72,-11.21
10479377,Mir133a-2,65.52,58.73,69.61
10479379,Slco4a1,-76.39,-45.51,-95.30
10479397,Ntsr1,-31.31,-15.36,-52.00
10479402,1600027N09Rik,29.14,26.55,31.22
10479411,Ogfr,74.40,62.01,83.04
10479423,Col9a3 or Tcfl5,76.87,84.65,63.61
10479456,---,34.50,55.36,2.91
10479458,2310003C23Rik,-80.25,-86.05,-72.58
10479463,Slc17a9,-28.79,-28.03,-29.44
10479481,Mir124a-3,82.59,88.63,73.69
10479483,Birc7,85.34,48.89,96.23
10479490,Arfgap1,-90.29,-92.07,-88.81
10479510,Col20a1 or 9230112E08Rik,12.07,-21.82,44.92
10479514,Col20a1,27.97,38.68,15.72
10479550,Ppdpf,60.60,61.19,60.09
10479556,BC051628,-2.79,-36.58,39.22
10479560,Rtel1,-93.06,-83.44,-97.46
10479596,Zgpat or Arfrp1,41.81,44.50,39.33
10479607,Lime1 or Zgpat,-10.72,-17.19,-5.68
10479615,Slc2a4rg-ps,10.57,-10.04,38.62
10479625,Abhd16b,5.01,27.61,-10.22
10479627,Tpd52l2,-70.72,-75.11,-65.50
10479639,Dnajc5,-63.73,-62.48,-64.35
10479649,Prpf6,-84.60,-86.49,-82.94
10479672,Tcea2,26.93,-12.75,62.96
10479685,Oprl1,-45.22,-76.61,-22.90
10479698,Myt1,-13.41,-14.83,-11.99
10479726,Pcmtd2,-87.19,-93.12,-75.86
10479736,Polr3k,-87.20,-87.63,-86.92
10479740,---,-74.05,-93.48,-29.47
10479743,Gm14496,40.19,22.37,52.38
10479747,---,-8.38,-5.64,-11.91
10479749,Rpp38,-66.66,-68.34,-65.14
10479752,Olah,-5.97,-7.72,-4.75
10479761,Meig1,-13.43,-7.55,-22.73
10479765,Suv39h2 or Dclre1c,-63.80,-48.10,-79.53
10479775,Hspa14 or LOC100861945,-83.90,-96.67,-48.42
10479792,---,11.65,-1.78,31.06
10479794,Prpf18,-2.54,-20.78,13.40
10479807,Prpf18,-37.45,-20.51,-55.51
10479809,Rps28,95.32,96.16,94.37
10479811,Mcm10,-60.62,-47.62,-74.63
10479833,Optn,-77.20,-65.49,-88.26
10479850,---,40.93,74.63,-11.78
10479852,Camk1d,87.15,89.61,84.69
10479869,Cdc123,-95.64,-96.86,-93.40
10479884,Nudt5,-7.68,12.40,-22.61
10479887,Sec61a2,-97.90,-94.57,-99.12
10479902,Dhtkd1,-45.54,-42.49,-48.83
10479925,5430407P10Rik,-0.53,7.94,-3.86
10479933,5430407P10Rik,78.59,81.49,75.06
10479938,Echdc3,-41.63,-35.11,-49.52
10479945,Usp6nl,79.22,76.58,81.97
10479948,Celf2,-1.42,21.88,-12.76
10479950,Celf2,25.38,34.08,17.43
10479971,---,-17.58,-59.66,-1.08
10479973,---,-17.36,-21.59,-14.11
10479975,---,-31.40,-7.81,-89.63
10479977,Gm10854,58.18,-2.01,78.75
10479979,Slc25a36,5.32,10.75,1.59
10479981,Gata3,-23.81,-23.04,-24.53
10479988,Taf3,-15.08,-3.71,-26.00
10479996,Atp5c1,-20.24,-34.07,-5.64
10480003,Itih2,-28.07,-19.95,-40.74
10480025,---,-2.62,-1.73,-3.44
10480027,Zbtb2,52.99,67.77,30.97
10480032,Gapdh,95.32,96.16,94.37
10480035,Pfkfb3,46.56,37.97,54.27
10480057,Rbm17,-30.38,-37.22,-22.50
10480064,Fbxo18,-71.52,-83.52,-54.58
10480087,---,-13.91,11.12,-43.33
10480090,Itga8,-27.91,-38.84,-20.27
10480121,Fam188a,-58.44,-53.51,-62.41
10480139,C1ql3 or Pter,-24.77,-20.88,-29.54
10480145,Rsu1,-5.90,-7.29,-4.13
10480155,Cubn,-26.16,-16.50,-44.56
10480224,Trdmt1,-47.67,-59.92,-34.03
10480238,St8sia6,15.93,17.95,13.44
10480249,Ptpla,-64.42,-66.15,-63.12
10480254,Cacnb2,97.17,94.97,98.64
10480256,Gm10848,53.79,54.00,53.59
10480258,Nsun6,-65.00,-71.46,-57.46
10480273,---,95.32,96.16,94.37
10480275,Nebl,-38.84,-25.16,-62.51
10480284,Nebl,-48.15,-75.85,-25.87
10480286,Nebl,-24.60,-13.53,-46.01
10480288,Nebl,-32.39,-41.87,-25.76
10480314,---,-20.40,-22.40,-18.57
10480317,H2afb1,2.11,46.30,-29.69
10480321,A930004D18Rik,-6.48,-2.79,-9.81
10480324,2810030E01Rik,-28.87,-10.41,-52.19
10480329,Dnajc1 or Mllt10,-83.77,-61.59,-93.54
10480345,---,-65.44,-93.21,6.96
10480347,Pip4k2a,94.94,95.99,93.51
10480360,4921504E06Rik,-21.16,-5.05,-77.38
10480379,Mrps5,-84.65,-77.36,-90.36
10480381,Arhgap21,-50.52,-39.85,-58.66
10480406,---,-42.51,-9.68,-73.93
10480414,Enkur,-4.15,-3.29,-5.04
10480421,Pdss1,88.96,95.89,70.90
10480423,Abi1,11.66,28.98,-8.31
10480432,Mastl,-59.26,-88.68,-37.26
10480445,Spopl,-45.11,-9.29,-71.74
10480459,Hnmt,-25.11,-25.04,-25.16
10480468,Tbpl2,-5.34,-14.60,-0.98
10480477,Pax8,-6.03,-3.68,-10.39
10480490,---,-77.26,-72.67,-81.16
10480492,Cacna1b,-27.30,-14.32,-48.40
10480541,Ehmt1,-8.84,11.57,-29.43
10480570,Arrdc1,75.69,76.21,75.16
10480579,Mrpl41 or Wdr85,-57.67,-68.11,-45.42
10480583,---,16.08,-8.10,53.32
10480585,Noxa1 or Entpd8,-9.45,-13.26,-5.91
10480601,A830007P12Rik,51.01,35.58,64.97
10480605,Cobra1,-23.03,-20.08,-26.54
10480621,4933433C11Rik,-4.42,-5.41,-3.72
10480628,Tubb4b,-96.52,-98.60,-93.40
10480633,Slc34a3,66.73,82.01,38.13
10480646,Gm757,89.39,92.98,84.52
10480649,2310002J15Rik,8.21,-14.16,35.61
10480652,Ndor1,15.27,50.86,-27.17
10480672,Ssna1,27.91,-25.90,66.70
10480676,Grin1,-21.56,-26.13,-17.53
10480699,Dpp7,-32.71,-37.59,-27.42
10480714,Uap1l1,-8.16,-17.88,-0.52
10480725,BC029214,-4.47,-25.35,18.29
10480734,Ptgds,-40.92,-40.55,-41.26
10480744,Lcn12,23.30,61.57,-14.20
10480751,C8g,-27.89,-8.89,-70.30
10480760,Traf2,41.67,17.15,59.42
10480775,Mamdc4,66.93,83.75,35.72
10480804,Phpt1 or Mamdc4,-66.77,-87.93,-39.41
10480808,Gm996,-14.75,-14.81,-14.63
10480813,Rabl6,-57.99,-61.96,-52.70
10480829,4921530D09Rik,-8.83,-5.42,-14.22
10480842,Tmem141,-2.89,-37.83,40.59
10480849,Fcna,-12.97,-8.04,-20.14
10480862,Glt6d1,74.72,70.41,78.23
10480869,Sohlh1,78.41,82.68,71.86
10480878,Camsap1,-80.56,-73.74,-87.42
10480891,Ubac1,-92.54,-87.26,-95.42
10480901,Nacc2,-22.30,-20.21,-23.91
10480912,Lhx3,96.11,97.36,92.80
10480921,Qsox2,-33.16,-55.06,-10.66
10480937,C030048H21Rik or LOC100505036,0.56,-23.95,32.57
10480939,4932418E24Rik,-1.15,0.30,-2.82
10480950,Dnlz,-93.19,-96.08,-87.80
10480956,Card9,58.91,54.91,63.27
10480971,Snapc4,2.33,27.03,-21.11
10480999,Sdccag3,17.75,54.17,-28.02
10481011,Inpp5e or Pmpca,8.66,0.06,16.21
10481023,Sec16a,-58.84,-42.08,-71.54
10481056,Notch1,-1.18,-10.38,9.61
10481092,Agpat2,24.28,3.10,42.14
10481101,Snora43 or Snhg7,-28.74,-2.52,-55.22
10481103,Lcn4,-19.10,-52.11,-7.19
10481111,Cacybp,-73.43,-63.69,-81.30
10481114,Abo,-26.09,-10.65,-48.57
10481122,Surf6,-55.08,-22.33,-80.17
10481128,Med22,1.10,-20.17,22.85
10481135,Surf1 or Surf2,53.02,41.09,63.18
10481147,Surf4,-37.72,-40.92,-33.89
10481155,Rexo4,71.97,87.18,50.74
10481164,Slc2a6,53.37,51.51,54.77
10481175,Tmem8c,-25.86,-34.02,-19.32
10481182,Fam163b,-17.32,-6.88,-33.14
10481186,Sardh,-55.40,-57.57,-53.90
10481210,Vav2,61.88,61.94,61.81
10481240,Brd3,-73.84,-86.08,-54.71
10481259,Col5a1,43.78,21.43,61.85
10481262,Fcnb,-5.27,-2.70,-10.17
10481272,1700007K13Rik,-27.79,-16.92,-48.50
10481278,Cel,-16.86,-8.84,-30.46
10481291,Gtf3c5,-72.85,-94.76,-15.82
10481304,Gfi1b,-0.38,-1.93,5.66
10481312,1700026L06Rik,-7.85,-4.14,-11.99
10481320,Gtf3c4,-34.77,-11.11,-56.61
10481329,Barhl1,98.25,98.71,97.72
10481337,1700101E01Rik,-0.20,51.75,-38.95
10481344,Gapdh,95.32,96.16,94.37
10481349,Ntng2 or 6530402F18Rik,83.87,82.05,85.78
10481366,Rapgef1,59.91,63.50,56.31
10481368,Trub2 or Coq4,-36.35,-6.44,-56.10
10481378,Mir219-2 or Gm3088,-17.04,-42.17,8.96
10481380,Cercam,88.10,95.19,75.07
10481383,Wdr34,-61.84,-50.40,-71.80
10481393,Zdhhc12,36.11,72.03,-8.67
10481401,Zer1,-40.13,-39.98,-40.15
10481420,D2Wsu81e or Endog,-14.72,2.90,-29.64
10481435,Ccbl1,-94.75,-97.80,-89.35
10481451,1700084E18Rik or Lrrc8a,91.51,88.52,93.39
10481453,Dolk,-23.43,-8.44,-41.43
10481457,Sh3glb2,-13.02,-26.15,-1.89
10481474,Crat,-46.82,-52.33,-41.79
10481491,Ier5l,67.93,62.21,72.07
10481496,Gm14488,43.08,52.20,31.24
10481499,1700001O22Rik,-29.72,-65.91,-8.71
10481508,Asb6,53.50,39.42,66.56
10481518,Ptges,-62.74,-40.50,-85.17
10481525,Tor1a,94.33,93.79,94.83
10481531,BC005624,-3.27,-4.67,-2.12
10481540,Fnbp1,50.32,60.53,43.13
10481560,Qrfp,73.38,89.97,30.06
10481566,Fibcd1,87.72,89.22,85.10
10481574,Fam78a,14.98,18.65,11.00
10481577,Uck1,26.26,51.36,0.87
10481585,Swi5,-37.56,-73.44,9.58
10481592,Dnm1,-46.53,-42.43,-50.53
10481619,---,86.18,88.20,82.72
10481621,1110008P14Rik,-18.04,-7.94,-29.23
10481627,Lcn2,-19.76,-20.30,-19.47
10481634,Slc25a25 or Naif1,-25.62,-31.86,-19.04
10481649,---,54.24,92.42,-49.67
10481654,Fpgs,-44.68,-43.78,-45.48
10481670,Cdk9,67.31,54.45,79.71
10481678,6330409D20Rik,43.14,41.80,44.71
10481682,Ttc16,-20.43,-1.15,-46.50
10481700,Ptrh1 or 1700019L03Rik,-26.00,32.23,-78.55
10481711,Stxbp1,-90.35,-85.82,-94.06
10481734,Lrsam1,5.09,3.53,6.60
10481759,Slc2a8,45.18,42.81,47.65
10481772,Garnl3,-82.01,-77.18,-86.74
10481804,Ralgps1,6.41,42.49,-22.83
10481827,Zbtb34,35.78,18.86,49.70
10481830,Zbtb43,17.09,21.92,12.13
10481835,Lmx1b,97.72,97.84,97.60
10481845,Fam125b,-29.57,-38.86,-19.07
10481857,Pbx3,-10.21,-7.32,-12.77
10481868,Dnajb6,95.32,96.16,94.37
10481870,Gapvd1,-53.03,-37.69,-65.32
10481900,Rabepk,-57.77,-30.86,-79.00
10481909,Fbxw2,-76.79,-68.73,-81.67
10481920,Psmd5,-81.33,-90.34,-63.48
10481931,Phf19,21.62,29.75,12.85
10481949,Traf1,25.76,22.99,28.89
10481962,Hc,-17.08,-17.01,-17.12
10482004,AI182371,-29.70,-34.54,-25.14
10482017,Rab14,-73.89,-72.08,-75.26
10482030,Stom,70.31,65.65,75.20
10482045,4930568D16Rik,70.07,54.26,79.49
10482052,4930402F06Rik,65.73,87.96,-4.86
10482059,Ggta1,34.00,16.35,50.91
10482073,---,4.40,-60.64,68.33
10482075,Ttll11,-7.82,-4.89,-11.88
10482089,Ndufa8,-76.97,-94.83,-34.24
10482095,Lhx6,89.05,90.19,87.96
10482109,Rbm18 or Mrrf,-95.95,-91.97,-97.95
10482117,Olfr341,-32.24,-72.64,-3.73
10482119,---,66.30,59.93,72.40
10482121,Olfr3,74.44,91.05,28.89
10482123,Olfr351,49.19,70.14,13.80
10482125,Olfr353,63.88,60.68,67.21
10482127,Olfr355,42.30,-0.45,67.85
10482129,Olfr358,52.86,23.15,69.74
10482131,Olfr360,-57.56,-49.93,-65.56
10482133,Olfr361,65.04,93.53,-12.60
10482135,Olfr362,24.26,-12.32,57.22
10482137,---,57.38,81.54,-1.43
10482139,Pdcl,-85.19,-93.04,-75.83
10482144,Rc3h2,-52.36,-47.05,-55.78
10482167,Zbtb6,-19.50,5.48,-40.93
10482172,Zbtb26 or Zbtb6,-78.73,-76.99,-80.66
10482177,Strbp,-91.98,-91.07,-92.55
10482181,Strbp,-95.14,-96.11,-94.17
10482200,Dennd1a,67.64,70.33,65.10
10482229,Psmb7,-86.80,-93.17,-76.42
10482237,Nr5a1,75.26,71.53,78.56
10482249,Nr6a1,-66.05,-34.56,-92.62
10482267,Rpl35,95.32,96.16,94.37
10482273,Golga1,-55.99,-7.46,-81.02
10482301,Scai,-86.41,-81.10,-90.66
10482323,Ppp6c,-90.15,-92.07,-87.18
10482330,Atp6v1g1,-10.48,-59.02,42.65
10482334,---,-19.66,34.09,-62.64
10482336,Lrp1b,-6.43,-6.41,-6.48
10482432,---,95.32,96.16,94.37
10482434,Gtdc1,-91.73,-94.69,-87.84
10482448,Zeb2,49.91,59.72,38.25
10482467,Orc4,-89.80,-83.88,-93.01
10482484,---,-2.23,-3.39,-1.29
10482486,Mmadhc,-56.40,-76.96,-34.61
10482496,---,-91.20,-76.78,-97.70
10482500,Rnd3,75.13,78.59,70.78
10482507,Ppia,95.32,96.16,94.37
10482509,Rbm43,-6.04,-37.29,26.45
10482517,Nmi,25.11,12.80,38.04
10482528,Neb,-42.93,-40.49,-45.26
10482687,Arl5a,-68.07,-75.28,-55.20
10482695,Cacnb4,-10.94,-11.13,-10.74
10482712,Stam2,-85.84,-82.15,-88.72
10482731,Prpf40a,-62.33,-57.36,-67.10
10482757,---,-26.77,-81.60,36.39
10482762,Idi1 or Gm13502,95.32,96.16,94.37
10482766,Rprm,-3.90,26.88,-29.02
10482772,Nr4a2,-41.69,-26.12,-63.30
10482788,A930012O16Rik,76.80,70.21,82.67
10482791,---,87.57,95.38,59.36
10482793,---,85.58,86.42,84.87
10482795,Ermn or Galnt5,-9.84,-9.96,-9.74
10482802,Cytip,59.68,57.03,63.84
10482814,Acvr1c,-41.73,-84.60,-15.72
10482824,Acvr1,0.38,12.67,-17.22
10482846,Ccdc148,-13.87,-4.66,-31.66
10482863,---,47.25,98.31,-80.72
10482866,Tanc1,40.55,66.03,5.08
10482868,Wdsub1,-58.85,-67.96,-48.62
10482880,Baz2b,-57.93,-43.18,-68.84
10482918,Gm13570,27.83,66.60,-22.61
10482920,Cd302,-5.25,-14.46,7.83
10482929,Ly75,-56.26,-51.47,-60.94
10482968,Pla2r1,-13.65,-18.97,-8.45
10483000,Itgb6,-12.12,-9.50,-16.25
10483023,Rbms1,-55.44,-52.19,-58.82
10483025,Rbms1,23.56,33.39,13.11
10483043,Gm13582,61.89,36.95,74.21
10483046,Dpp4,47.05,51.58,42.96
10483074,Gcg,-6.08,-6.87,-5.49
10483081,Fap,-20.40,-16.61,-25.64
10483110,Ifih1,32.27,33.98,30.93
10483131,Kcnh7,-19.15,-10.24,-37.10
10483148,---,-47.24,-33.86,-58.98
10483150,Fign,-16.99,11.84,-49.68
10483157,---,-56.86,-19.75,-84.47
10483161,---,95.32,96.16,94.37
10483163,Grb14,-32.77,-29.54,-36.79
10483178,Cobll1,-67.91,-71.70,-64.45
10483199,Slc38a11,-57.10,-8.28,-98.16
10483215,Scn3a or Scn1a,-31.93,-11.46,-87.91
10483228,Scn3a,-22.61,-17.95,-28.90
10483246,---,-36.67,-17.57,-56.64
