Probeset_ID,Gene Symbol,MF PC 480lo,Sample_,Sample_,Sample_
10473643,Olfr1506 or Gm13769 or Olfr1274-ps,-45.07,-27.97,-46.12,-63.59
10473648,Olfr1274-ps,-55.13,-91.81,-29.88,-27.75
10473650,Nup160,26.45,23.99,38.07,17.01
10473690,Fnbp4,11.25,19.15,3.58,10.52
10473708,Agbl2,-60.35,-86.36,-69.67,-27.44
10473737,Mtch2,3.68,11.85,7.22,-11.17
10473750,C1qtnf4,-27.34,-30.74,-43.91,-13.32
10473754,Kbtbd4 or Ndufs3,16.91,23.92,29.85,-0.44
10473760,Celf1,6.31,8.23,5.72,4.93
10473779,Celf1,-52.83,-36.42,-65.62,-56.52
10473783,Rapsn,-62.74,-83.81,-81.66,-24.32
10473793,Psmc3 or Slc39a13,15.65,16.73,14.68,15.68
10473809,Sfpi1,57.69,55.85,58.47,59.25
10473814,Mybpc3,-43.97,-53.61,-51.88,-28.05
10473847,Acp2 or Ddb2,77.48,73.24,78.90,80.54
10473861,Pacsin3,-63.89,-51.38,-78.04,-61.04
10473874,Arfgap2 or 1110051M20Rik,19.15,22.62,27.59,9.94
10473880,Lrp4,-44.77,-61.87,-37.15,-34.88
10473919,Ckap5,-34.16,-28.47,-40.73,-32.97
10473965,Arhgap1,32.91,35.26,25.79,38.79
10473976,Harbi1,-43.72,-52.61,-49.31,-28.50
10473981,Ambra1,12.53,6.76,21.71,8.44
10474002,Chrm4,-62.21,-44.46,-80.73,-58.64
10474004,Dgkz or Gm9821,-11.12,-32.84,-25.40,29.80
10474006,Phf21a,-12.04,-0.13,-10.92,-24.34
10474028,Pex16,-47.28,-57.91,-41.92,-42.27
10474041,1700029I15Rik,-21.68,-7.68,-17.74,-45.53
10474045,Chst1,-37.21,-49.50,-26.89,-37.87
10474048,Syt13,-71.16,-95.32,-53.98,-49.47
10474057,4631405J19Rik,-37.26,-55.86,-57.02,-5.84
10474064,Trp53i11,-93.44,-92.27,-94.19,-93.75
10474073,---,-58.12,-54.57,-83.36,-36.15
10474077,Gm10804,-15.90,-9.20,-31.87,-7.67
10474079,---,59.81,-16.95,71.95,85.64
10474081,Alx4,-10.43,-45.13,-7.04,27.20
10474088,4921507L20Rik,21.86,57.32,-8.89,15.46
10474093,2810002D19Rik or Ttc17,-32.97,-18.23,-50.60,-30.14
10474096,Lrrc4c,-56.98,-81.21,-84.88,-26.63
10474102,---,-51.11,-58.15,-46.39,-49.30
10474105,Rag2,-39.94,-29.01,-52.16,-40.25
10474112,Traf6,40.66,28.86,47.49,43.71
10474123,Commd9,18.78,13.08,30.94,11.97
10474129,Pamr1,-52.30,-52.55,-55.69,-48.67
10474141,Slc1a2,-26.46,-35.93,-27.91,-18.22
10474159,Apip,-21.71,-22.16,-4.85,-38.57
10474169,---,-39.26,-16.78,-72.89,-20.03
10474171,Elf5,-36.23,-74.52,-16.37,-32.84
10474181,Abtb2,-36.90,-57.19,-37.84,-18.80
10474199,---,55.98,49.14,70.42,48.56
10474201,Lmo2,72.59,74.79,77.52,64.33
10474207,Fbxo3,9.62,14.64,16.99,-4.56
10474221,---,-2.48,50.62,-23.44,-18.42
10474223,Cd59b,-77.01,-86.69,-79.73,-63.86
10474229,Cd59a or Cd59b,-84.24,-56.46,-90.31,-97.80
10474234,A930018P22Rik,-15.60,-15.15,-27.45,-6.56
10474239,Gapdh,-14.76,-12.76,23.84,-53.09
10474241,---,3.21,-6.16,23.84,-8.98
10474243,Cstf3,-4.18,9.52,-3.20,-19.19
10474269,Gm6306,24.70,-17.55,5.37,71.98
10474271,---,-27.65,-30.31,-23.67,-28.51
10474274,Ccdc73,-15.70,-16.35,-12.75,-18.65
10474295,Wt1,-41.70,-56.08,-43.07,-29.40
10474307,0610012H03Rik,-42.83,-35.23,-66.20,-31.25
10474312,Pax6,-47.16,-34.43,-63.19,-47.09
10474333,Pax6,-43.11,-72.01,-36.08,-26.28
10474335,Immp1l or Dnajc24,-43.56,-76.50,-16.20,-50.79
10474339,BC048594,-30.03,-12.38,-27.11,-76.41
10474341,Dcdc5,-76.82,-83.78,-81.99,-63.09
10474355,Dcdc5,-40.45,-45.79,-49.86,-23.36
10474361,Mpped2,-87.91,-92.36,-83.80,-86.94
10474369,C130023O10Rik,-49.72,-68.55,-25.57,-56.54
10474371,Gm16488,-44.58,-51.25,-34.87,-47.64
10474373,Kcna4,-43.18,-21.89,-58.74,-55.97
10474377,---,-3.88,-2.74,-29.06,36.90
10474379,Hadhb,31.17,31.52,30.68,31.17
10474381,Kif18a,-27.33,-24.01,-16.98,-46.13
10474399,Bdnf,-43.74,-50.64,-47.84,-31.94
10474411,Lin7c,-47.19,-45.61,-36.76,-56.83
10474419,Lgr4,-46.77,-41.26,-39.23,-66.29
10474437,Ccdc34,-45.01,-39.52,-54.25,-40.00
10474448,---,-6.14,-9.62,-3.21,-6.32
10474450,Slc5a12,-20.39,-16.39,-26.56,-19.79
10474467,Muc15,-47.44,-76.86,-19.01,-65.31
10474477,---,57.83,28.87,56.46,75.09
10474479,Olfr1276,-39.50,-10.29,-43.16,-70.17
10474481,Olfr1278,-8.88,-0.29,-17.43,-20.20
10474483,Olfr1279,-8.95,-27.83,27.56,-14.86
10474485,Olfr1280,-36.50,-38.85,-35.92,-34.73
10474488,Olfr1281,-58.88,-81.22,-34.57,-64.08
10474490,Olfr1283,-34.73,-48.79,-25.83,-31.21
10474492,Olfr1284,-20.34,46.47,-50.71,-47.81
10474495,Olfr1285,-15.28,21.44,-15.60,-61.69
10474497,Olfr1287 or Olfr1283 or Olfr1280,-30.52,-39.58,-58.11,-12.65
10474499,Olfr1288,-13.87,-17.72,-0.55,-46.45
10474501,Olfr1289,-41.61,-44.77,-43.90,-36.64
10474504,Olfr1289,-13.06,-12.62,-41.26,-2.85
10474506,---,-7.75,-29.20,-3.33,7.33
10474508,Olfr1299,-21.18,1.57,-60.43,-18.01
10474511,Olfr1300-ps1,-21.39,-49.78,-14.97,-11.32
10474514,Olfr1301,-41.13,-44.20,-38.47,-40.73
10474516,Olfr1302,-31.21,-33.86,-3.47,-76.42
10474518,---,-28.68,-53.90,-26.13,-10.92
10474520,Tdh,-63.88,-69.37,-75.84,-46.75
10474522,Olfr1317,-3.05,55.53,-7.30,-33.83
10474524,Olfr1318 or Olfr1317,-27.11,-63.39,-59.40,-0.81
10474526,Lpcat4,-47.64,-57.43,-50.12,-36.76
10474541,Nop10,18.02,5.57,29.35,17.33
10474545,Slc12a6,89.68,90.56,88.24,90.56
10474573,Slc12a6,-2.70,-3.01,2.65,-6.98
10474575,Slc12a6,-20.58,-6.18,-27.05,-40.31
10474577,2410042D21Rik or Slc12a6,24.36,28.70,19.83,21.46
10474588,2900064A13Rik,9.38,13.51,13.74,1.71
10474596,Aven,-15.88,-21.26,-3.52,-24.05
10474606,Tmco5b,-16.95,-9.97,-25.37,-18.26
10474619,Fmn1,-25.71,-18.01,-26.32,-33.65
10474642,BC052040,-54.75,-71.09,-43.35,-49.04
10474656,Tmco5,-9.12,-28.12,-3.93,-9.53
10474669,Rpl27a,-14.76,-12.76,23.84,-53.09
10474671,Spred1,79.82,83.24,86.79,67.74
10474683,Mir674,64.23,81.42,31.90,62.01
10474685,---,41.97,51.02,48.57,23.58
10474687,---,-25.24,-23.23,-5.61,-50.83
10474689,Fam98b,-59.00,-52.45,-31.54,-80.80
10474698,---,36.03,49.37,24.60,33.28
10474700,Thbs1,50.60,39.38,65.00,47.42
10474725,Eif2ak4,38.00,47.19,47.25,16.76
10474769,Bub1b,-2.83,-0.73,3.72,-10.01
10474793,Pak6,-79.63,-61.19,-92.96,-77.58
10474807,5430417L22Rik,48.57,56.16,55.92,31.48
10474809,Phgr1,-20.57,-25.65,-22.00,-15.28
10474814,Disp2,-55.86,-76.35,-81.18,-20.56
10474825,D2Ertd750e,-8.27,-4.78,-2.83,-17.68
10474836,Ivd,-60.15,-59.40,-57.67,-63.39
10474851,Bahd1,58.00,46.60,72.23,52.00
10474860,Chst14,14.30,21.96,23.10,-0.84
10474867,---,-5.75,-2.61,-1.40,-13.74
10474870,Rpusd2,-44.24,-24.43,-40.27,-67.70
10474875,Casc5,-7.38,-9.48,-2.05,-10.58
10474902,Rad51,-16.03,-17.34,-12.41,-18.27
10474915,Gchfr,-54.37,-72.35,-40.87,-49.26
10474919,Gm14137,31.96,65.27,0.08,14.30
10474921,Zfyve19,8.96,-15.59,22.81,21.08
10474936,Spint1,-39.31,-56.99,-54.11,-18.98
10474950,Vps18,86.32,81.48,87.50,88.02
10474958,Dll4,-39.46,-45.46,-28.23,-46.14
10474972,Chac1,-50.08,-53.98,-59.66,-37.15
10474977,1500003O03Rik or Gm20056,59.92,65.80,63.49,49.91
10474984,Nusap1 or Oip5,-17.58,-13.74,-8.24,-31.70
10474998,---,38.22,13.41,56.76,41.95
10475000,Rtf1,-17.54,-18.18,5.00,-39.19
10475019,Itpka,-68.80,-90.70,-69.39,-36.06
10475027,Tyro3,-68.07,-64.51,-60.08,-78.82
10475051,Mga,3.30,16.44,-14.58,2.81
10475080,Mapkbp1,-53.95,-71.33,-55.48,-34.60
10475113,Pla2g4b or Jmjd7,-27.49,-45.26,-14.26,-24.28
10475144,Capn3 or Ganc,-31.31,-31.13,-38.01,-25.39
10475199,Snap23,74.90,75.08,76.25,73.75
10475211,Haus2,-24.46,-8.91,0.45,-59.68
10475218,Stard9,76.78,77.68,72.80,78.94
10475226,---,64.90,74.18,59.18,59.61
10475229,Cdan1 or Stard9,68.33,72.85,64.79,67.92
10475245,AV039307 or Ubr1,-31.60,-48.27,-17.91,-33.86
10475247,Tmem62,6.84,16.07,3.45,-0.50
10475262,---,50.60,50.45,36.95,61.00
10475264,Ccndbp1,21.41,28.31,20.97,12.84
10475280,Adal,-31.44,-28.82,-14.74,-47.63
10475293,Tubgcp4 or Trp53bp1,-4.19,-7.88,-6.15,0.75
10475314,Mtap1a,-65.12,-55.42,-47.55,-92.18
10475324,Ckmt1,-90.37,-96.13,-63.87,-96.38
10475335,Pdia3,76.46,74.35,81.15,73.90
10475350,Serf2 or Serinc4,-11.31,15.85,-27.25,-15.26
10475352,2310003F16Rik or Serf2,-21.74,-25.45,-12.80,-26.30
10475360,Mrpl51,-24.23,-30.01,-20.44,-22.38
10475362,Wdr76,-10.27,-2.98,-9.84,-18.99
10475378,Casc4,-94.08,-92.50,-89.39,-98.56
10475394,Ctdspl2,-18.54,9.66,-37.89,-29.57
10475405,Eif3j or Gm9781,-14.76,-12.76,23.84,-53.09
10475414,B2m,72.89,73.80,66.16,78.18
10475420,Trim69,-64.00,-67.16,-62.57,-61.26
10475427,4933406J08Rik,-18.65,-25.41,-18.09,-12.97
10475435,Rps12,-14.76,-12.76,23.84,-53.09
10475437,Sord,-14.76,-12.76,23.84,-53.09
10475448,Duoxa2,-39.15,-53.13,-44.11,-24.22
10475456,Duox1,-43.75,-23.41,-70.78,-40.88
10475487,Slc28a2,78.96,72.74,79.84,82.87
10475502,Gm14085 or Slc28a2,19.65,22.60,16.05,19.28
10475514,Spata5l1,-11.77,-7.43,-18.44,-8.15
10475517,AA467197 or Mir147,-46.21,-68.31,-60.29,-26.71
10475525,Pldn,22.81,3.81,28.16,34.34
10475532,Sqrdl,68.12,64.34,70.50,68.53
10475544,Sema6d,-63.11,-56.71,-70.83,-64.46
10475567,Slc24a5,-72.49,-67.30,-62.37,-85.81
10475578,Ctxn2,-17.41,-74.44,-10.59,-5.30
10475580,Slc12a1,-13.14,-48.86,-5.12,-8.49
10475610,Dut,-74.43,-80.63,-69.59,-72.68
10475623,Fbn1,56.79,25.26,69.04,66.39
10475625,Eid1 or Shc4,30.66,29.83,41.00,20.23
10475630,Galk2,52.88,64.71,49.63,42.32
10475643,Fgf7,-31.87,-49.83,-33.91,-19.23
10475648,Dtwd1,-58.43,-57.36,-62.14,-55.64
10475653,Slc27a2,-70.20,-60.61,-88.86,-59.19
10475665,Usp8,79.82,82.85,77.73,78.75
10475686,Ap4e1,32.75,42.88,11.89,45.17
10475708,Blvra,92.97,93.28,93.55,91.53
10475718,Snrnp200,50.32,45.83,51.34,54.03
10475767,Tmem127,66.31,62.10,56.58,78.80
10475772,Stard7,-6.61,-8.53,1.23,-12.39
10475782,Dusp2,-12.58,-53.72,-2.14,-9.24
10475789,Astl,-31.80,-37.01,-8.91,-73.61
10475800,Adra2b,-25.51,-45.20,-21.78,-14.20
10475804,Gpat2,-38.67,-40.10,-48.44,-28.55
10475830,Mrps5 or LOC100861602,-68.40,-74.65,-60.20,-71.03
10475841,---,-4.37,-10.17,2.97,-4.94
10475843,Gm10765,52.88,35.91,72.61,36.34
10475845,Acoxl,-61.41,-61.68,-47.87,-74.13
10475866,Bcl2l11,45.32,28.11,60.07,45.85
10475879,Gm355,-23.94,-39.91,-15.75,-15.59
10475890,Mertk,81.23,84.81,77.33,81.26
10475910,---,67.86,84.18,16.68,73.76
10475912,Tmem87b,80.83,82.16,79.63,80.29
10475932,Fbln7,-60.30,-61.62,-70.01,-48.77
10475941,Zc3h6,-62.71,-56.95,-64.32,-67.60
10475946,Zc3h6,-62.47,-57.89,-46.72,-80.94
10475957,Ttl,-4.27,-2.90,9.78,-17.60
10475965,Polr1b,-21.08,-12.09,-29.21,-22.02
10475981,Chchd5,-48.05,-33.81,-36.50,-71.18
10475987,Setd3,53.52,58.79,48.25,53.07
10475990,Slc20a1,46.39,26.88,66.81,43.02
10476005,A730036I17Rik,-4.81,-4.30,-83.31,76.60
10476012,Gm14047,1.41,-25.81,-24.70,69.32
10476021,Sirpa,80.59,79.08,81.95,80.07
10476033,Stk35,-35.21,-29.96,-29.42,-47.24
10476042,Tgm3,-61.93,-76.53,-62.04,-46.35
10476056,AU015228,-34.69,-13.96,-52.35,-39.76
10476058,Tgm6,4.47,6.21,-2.58,10.60
10476072,Tmc2,-45.72,-34.98,-80.76,-15.35
10476093,Nop56,-32.09,-39.09,-31.44,-25.60
10476102,Nop56,36.56,43.79,13.10,48.43
10476104,Nop56,-12.24,-9.16,-11.71,-15.68
10476106,Snord57 or Nop56,82.26,82.08,83.08,81.53
10476108,Ebf4,-38.82,-50.94,-36.86,-29.68
10476130,1700020A23Rik,0.76,-39.96,-9.43,65.81
10476133,Tmem239,58.57,37.88,47.65,78.57
10476136,Vps16,69.69,66.71,68.99,73.94
10476163,Ptpra or 4930473A02Rik,43.55,40.14,45.71,44.22
10476189,Mrps26,40.59,41.35,50.11,31.09
10476192,Oxt,-52.83,-65.63,-75.79,-23.60
10476197,Itpa,40.41,25.85,53.17,41.19
10476207,Atrn,-57.53,-55.89,-48.44,-67.41
10476237,Hspa12b,-61.50,-28.57,-60.58,-90.71
10476252,Cdc25b,-26.02,-25.20,-16.76,-36.63
10476270,2310035K24Rik,53.32,52.17,60.49,47.54
10476276,Mavs,55.86,55.64,57.01,54.04
10476287,Pank2,35.10,56.20,38.20,10.06
10476297,Mir103-2,-14.31,31.93,-61.59,-5.36
10476299,---,-35.13,1.14,-83.18,-9.14
10476301,Smox,41.96,40.46,45.38,39.86
10476312,---,-18.66,-24.58,-12.69,-19.59
10476314,Prnp or Prnd,-96.33,-94.14,-97.41,-97.04
10476319,Prnd,15.69,-34.31,6.30,66.94
10476321,Prnd,-49.93,-44.05,-52.56,-52.25
10476326,Cds2,1.65,4.00,3.31,-1.00
10476342,4921508D12Rik,57.30,14.49,86.32,25.84
10476347,AU019990,-12.99,6.19,-35.76,-9.50
10476349,1110034G24Rik,7.19,-6.00,24.84,8.40
10476353,---,28.98,36.99,17.92,31.94
10476355,Chgb,-33.14,-52.32,-17.80,-35.74
10476362,Mcm8,-47.37,-45.50,-25.87,-77.07
10476383,Crls1,-23.85,-27.05,-22.22,-22.22
10476393,---,-18.13,-72.56,-9.73,-4.38
10476395,Bmp2,-17.86,-28.43,-2.30,-26.65
10476399,---,-14.76,-12.76,23.84,-53.09
10476401,Plcb1,84.34,85.48,83.49,83.44
10476441,Rpl29,-14.76,-12.76,23.84,-53.09
10476443,Plcb4,-95.24,-98.90,-97.25,-85.25
10476482,6330527O06Rik,-51.13,-60.89,-85.30,-17.00
10476489,---,-8.47,39.69,-39.38,-14.16
10476493,BC034902 or Ankrd5,-40.97,-56.76,-31.67,-37.29
10476497,Ankrd5,-26.51,-24.73,-35.58,-20.18
10476512,Snap25,-37.29,-62.04,-30.94,-26.38
10476526,2210009G21Rik or Mkks,46.76,66.47,46.73,24.87
10476538,Btbd3,-44.63,-41.51,-49.20,-41.51
10476545,Sptlc3,-64.18,-58.65,-62.90,-71.06
10476560,Ism1,-74.02,-67.29,-85.87,-67.37
10476569,2310003L22Rik,-59.70,-51.10,-76.07,-48.72
10476582,Macrod2,-73.41,-85.82,-78.48,-49.44
10476588,Macrod2,-59.80,-37.97,-64.30,-80.06
10476590,---,-64.30,-35.74,-44.93,-93.54
10476592,Macrod2,-39.22,-44.23,-42.01,-31.37
10476594,Macrod2,-32.40,-24.76,-20.51,-62.56
10476596,Macrod2,-65.62,-55.80,-71.38,-69.19
10476612,---,-14.75,-28.32,-8.06,-9.69
10476614,Macrod2,1.12,-32.26,72.06,-28.14
10476617,---,-9.45,-2.56,-4.64,-22.49
10476620,Snrpb2,17.25,12.45,13.80,24.69
10476628,Otor,-36.46,-35.06,-89.99,-11.21
10476633,Pcsk2,-40.79,-27.90,-85.88,-20.48
10476648,Dstn,7.24,6.92,12.10,4.91
10476653,Banf2,-29.55,-49.97,-63.27,24.95
10476658,---,-14.76,-12.76,23.84,-53.09
10476660,8430406I07Rik,26.20,52.40,22.54,-1.01
10476668,Csrp2bp or Gm20571,43.58,53.97,51.37,26.12
10476680,Zfp133-ps or LOC171588,-27.20,-61.12,-10.41,-11.84
10476689,Zfp133-ps,-26.50,-47.49,-63.36,35.25
10476691,Polr3f,-0.97,-21.10,9.72,8.03
10476702,Sec23b,39.79,51.44,24.47,41.05
10476725,Gm561,-63.25,-64.73,-50.20,-74.01
10476728,Dtd1,-91.73,-94.56,-90.35,-89.53
10476735,---,-12.94,-38.12,-20.50,27.76
10476737,1700010M22Rik,-11.78,-10.68,-14.14,-10.17
10476740,Slc24a3,-92.90,-97.83,-97.61,-73.25
10476759,Rin2,88.26,89.16,87.83,86.61
10476775,Naa20,29.76,26.21,34.86,27.51
10476782,4930529M08Rik or LOC100503181,-44.55,-56.32,-52.81,-26.22
10476791,LOC100503181 or 4930529M08Rik,-14.85,-26.11,-14.23,-8.33
10476793,LOC100503181 or 4930529M08Rik,-23.53,-50.12,-16.57,-12.11
10476795,4930529M08Rik or LOC100503181,-44.42,-56.10,-22.23,-62.30
10476814,Insm1,-48.65,-54.18,-53.23,-38.66
10476817,Atpaf1,-87.11,-89.86,-85.21,-86.80
10476819,Plk1s1,-33.79,-42.99,-10.56,-50.37
10476834,Xrn2,54.83,56.63,58.04,50.08
10476868,---,4.07,18.09,17.43,-17.47
10476872,---,-35.79,-37.78,-55.84,-14.07
10476874,Pax1,-26.36,-44.31,-28.69,-7.64
10476880,---,-19.47,-78.51,49.82,-19.26
10476882,A530006G24Rik,57.89,75.04,65.98,14.06
10476886,Sstr4,-60.43,-60.53,-78.66,-42.74
10476889,Nxt1,29.64,17.43,44.22,23.59
10476893,Gzf1,-17.03,17.93,-5.89,-54.79
10476900,Cstl1,-61.17,-62.74,-92.39,-16.66
10476906,8030411F24Rik,-21.44,-28.41,-5.73,-46.21
10476910,Cst12,-20.51,-19.87,-8.12,-49.68
10476915,Cst8,-38.22,-62.20,-37.25,-21.76
10476919,Cst13,-17.60,-10.89,-25.20,-20.34
10476924,Cst9,-57.57,-43.72,-98.19,-21.56
10476928,Cst9,-2.61,-15.66,64.81,-52.19
10476931,Cst10,59.82,77.37,66.13,19.59
10476935,Tmem90b,-45.29,-45.35,-32.36,-59.49
10476939,Zfp937 or Zfp442 or 3300002I08Rik,-49.14,-32.00,-34.43,-72.81
10476941,---,-16.99,-32.06,-6.00,-14.70
10476945,Cst7,-51.19,-45.23,-64.89,-43.48
10476950,2310001A20Rik,-9.49,15.28,-62.78,33.43
10476952,Entpd6,5.83,8.68,6.45,2.08
10476969,Pygb,5.49,5.92,17.24,-8.75
10476989,Gins1,-11.96,-11.00,-0.28,-29.77
10476998,Gm14149,-20.56,18.07,-33.49,-46.28
10477001,---,0.15,16.52,-5.96,-6.42
10477004,---,14.28,9.83,20.45,12.77
10477006,Nsfl1c,-43.54,-42.99,-24.54,-59.92
10477012,Fkbp1a,-5.76,-17.43,8.48,-9.86
10477022,Sdcbp2,-84.12,-92.09,-77.88,-80.26
10477032,5430405G05Rik,53.69,67.95,20.50,60.27
10477035,Rspo4,27.68,44.68,9.09,27.05
10477042,Angpt4,-27.79,-23.59,-29.40,-29.80
10477052,Slc52a3,34.34,29.27,35.02,38.96
10477058,Scrt2,28.81,-23.53,42.10,63.83
10477061,Srxn1,-15.81,-17.71,-19.70,-9.49
10477069,Tcf15,-19.47,-19.88,-14.47,-23.28
10477073,Csnk2a1,-14.76,-12.76,23.84,-53.09
10477090,Tbc1d20,88.57,84.83,91.51,88.26
10477100,---,47.74,51.15,55.25,36.54
10477103,Nrsn2 or Gm14164,-54.20,-30.57,-66.78,-64.18
10477107,6820408C15Rik,-39.37,-51.90,-26.62,-39.00
10477120,---,-70.29,-69.70,-90.30,-50.65
10477122,Defb20,2.25,-1.97,2.61,9.12
10477125,Defb28,-41.01,-53.25,-58.30,-14.28
10477129,Defb21,17.28,20.99,-4.31,36.90
10477134,Defb36,-20.28,-23.41,-46.46,7.64
10477140,Rem1,99.13,99.30,99.08,98.61
10477147,H13,77.71,78.81,74.40,79.49
10477167,Mcts2,-4.57,21.46,-16.61,-13.06
10477169,Id1,-55.59,-51.42,-71.98,-43.84
10477176,---,-2.07,16.44,-29.83,17.43
10477179,Cox4i2,-36.48,-18.52,-17.70,-74.20
10477187,Tpx2,-12.86,-12.31,-1.69,-26.00
10477206,Mylk2,-29.77,-28.36,-33.44,-27.39
10477218,Ttll9,-65.56,-58.65,-83.70,-50.36
10477233,Xkr7,12.58,-0.78,21.17,17.62
10477237,BC020535,-43.79,-34.66,-45.33,-51.09
10477250,Hck,39.73,32.48,31.87,53.17
10477264,Tm9sf4,54.05,53.03,64.64,43.18
10477286,Pofut1,78.70,82.86,69.71,81.69
10477297,Kif3b,84.50,90.14,82.57,78.00
10477311,Asxl1,21.17,31.29,18.11,14.12
10477325,Dnmt3b,-67.56,-79.75,-67.04,-54.52
10477353,Mapre1,66.20,60.68,73.19,65.01
10477361,Efcab8,-38.41,-11.33,-71.00,-27.26
10477370,Tomm20,-8.79,-11.14,13.51,-28.28
10477372,Bpifb2,16.30,31.61,35.83,-12.47
10477389,Bpifb6,-36.07,-40.77,-53.63,-20.10
10477406,Bpifb3,-20.34,-43.22,-18.45,-8.60
10477423,Bpifb4,-40.21,-26.09,-56.02,-41.69
10477439,Bpifa6,-61.84,-75.09,-98.08,-5.31
10477450,Bpifa2,4.85,-20.29,-7.20,60.73
10477460,---,-11.26,-28.02,-15.12,12.59
10477467,Bpifa3,-37.60,-26.11,-33.91,-55.52
10477475,Bpifa1,-35.40,-19.62,-76.95,-21.81
10477485,Bpifa5,-4.47,-27.27,-6.05,29.18
10477495,Bpifb1,-26.82,-43.53,-17.76,-22.75
10477512,Bpifb5,-29.33,-26.98,-50.99,-14.34
10477528,Bpifb9a,-29.27,-40.36,-17.73,-34.13
10477536,Bpifb9b,-39.94,-29.57,-46.17,-45.91
10477543,Cbfa2t2,-38.55,-40.29,-26.09,-47.45
10477551,1700003F12Rik,8.51,13.24,-32.21,51.17
10477555,1700007I08Rik,-23.38,24.08,-8.08,-69.77
10477557,Zfp341,-58.96,-61.22,-81.99,-22.65
10477572,Chmp4b,76.29,79.14,79.25,70.29
10477581,Rpl5 or Gm14217,-14.76,-12.76,23.84,-53.09
10477583,Raly or a,43.08,38.61,61.97,27.87
10477595,a,26.29,10.77,28.25,38.43
10477600,---,-43.93,-70.66,-30.49,-31.42
10477604,Itch,99.12,99.26,99.21,98.83
10477630,Dynlrb1,-16.00,-10.65,-2.05,-33.88
10477637,Map1lc3a,-53.44,-50.11,-47.27,-63.02
10477642,Mir695,-6.97,-33.63,-10.05,36.45
10477644,Trp53inp2,-63.85,-69.25,-63.24,-59.31
10477649,Acss2,-35.79,-35.58,-33.19,-38.62
10477673,Myh7b,-22.37,-40.83,-19.62,-11.69
10477715,Mir499,-21.00,5.73,-58.02,-11.91
10477717,Procr,-76.76,-99.56,-74.26,-33.04
10477725,Mmp24,-34.91,-31.03,-35.01,-38.63
10477737,Gdf5,-5.44,-74.26,49.01,34.09
10477739,Cep250,29.46,30.90,12.42,41.31
10477777,Ergic3,6.68,5.79,11.44,3.05
10477791,Spag4,-65.58,-46.46,-81.48,-62.43
10477808,Romo1,-7.91,-13.34,-9.24,-2.02
10477813,Rbm39,-32.16,-25.42,-53.58,-24.48
10477815,Phf20,-8.54,6.50,-9.72,-21.49
10477831,4921517L17Rik,67.73,65.88,81.66,40.51
10477852,---,55.51,43.65,68.76,52.24
10477854,Epb4.1l1,64.23,67.33,62.51,63.57
10477887,0610011L14Rik,-46.48,-34.02,-65.35,-36.42
10477894,Gm14168,-22.57,18.84,-42.93,-39.14
10477897,Dlgap4,27.27,47.75,17.63,11.67
10477920,Myl9,-71.66,-60.89,-88.60,-61.54
10477924,Tgif2,-10.48,-16.58,-41.16,27.19
10477929,1110008F13Rik or Sla2,45.16,37.89,50.80,46.74
10477935,Gm1332,-20.84,-28.32,-22.42,-14.00
10477942,Rbl1 or 2610301H18Rik,-15.85,-24.91,-17.50,-4.96
10477944,---,-14.76,-12.76,23.84,-53.09
10477946,Rpn2 or LOC100861927,72.21,67.40,81.65,66.26
10477966,Manbal,-4.45,-27.15,9.86,0.40
10477970,Src,-83.21,-93.65,-85.19,-63.62
10477986,Nnat,-49.52,-58.65,-45.88,-45.29
10477991,---,-60.54,-80.95,-16.43,-78.10
10477994,Ctnnbl1,0.00,-0.50,1.74,-1.29
10478012,Ube2i or LOC100044900,17.02,19.82,28.43,4.59
10478014,Vstm2l,-35.89,-52.76,-31.75,-25.75
10478022,Rprd1b,8.83,9.65,10.82,6.39
10478031,Bpi,-36.60,-52.87,-57.16,-13.09
10478048,Lbp,-39.49,-55.75,-35.10,-30.83
10478066,Snhg11,-56.06,-50.01,-76.62,-43.67
10478073,Snhg11,-32.40,-23.39,-31.02,-44.58
10478075,---,-43.99,-41.69,-37.77,-53.00
10478077,Ralgapb,43.96,44.55,46.43,41.12
10478109,Adig,-39.66,-45.88,-43.58,-30.92
10478114,Arhgap40,-13.85,-30.36,-18.20,-2.13
10478124,Slc32a1,-57.08,-87.82,-50.75,-30.27
10478133,Actr5,46.79,50.21,69.30,10.88
10478145,Ppp1r16b,-53.26,-53.98,-62.78,-43.12
10478160,Fam83d,-23.29,-36.55,-14.53,-22.69
10478169,Dhx35,44.84,8.14,69.44,53.25
10478192,4933416E03Rik,-4.66,-27.00,31.40,-7.88
10478196,Top1,-43.29,-29.71,-46.76,-51.34
10478219,Plcg1,-86.50,-86.02,-83.76,-87.77
10478258,Lpin3,-78.71,-84.26,-72.81,-78.49
10478281,Gm14243,-12.87,-11.55,-29.86,1.96
10478283,Mphosph6,-11.53,-14.45,-14.95,-6.86
10478285,9430021M05Rik,-55.45,-51.99,-41.21,-73.73
10478289,9430021M05Rik,-1.72,-14.59,36.91,-16.38
10478291,Srsf6,39.45,35.39,42.75,40.13
10478299,L3mbtl1,-11.86,-26.92,27.39,-31.17
10478326,Sgk2,-35.15,-23.63,-51.56,-33.81
10478341,Ift52,23.87,37.70,26.76,7.96
10478355,Mybl2,-25.57,-25.43,-23.02,-28.02
10478364,Tox2,-33.29,-61.99,-28.23,-18.91
